Geographic Location,county,state,poverty_pct,med_income
"Midwest City, OK", Oklahoma County, OK,16.9,"$52,346"
"Azle, TX", Tarrant County, TX,12.1,"$66,059"
"Rockdale, TX", Milam County, TX,15.6,"$46,720"
"Edmond, OK", Oklahoma County, OK,16.9,"$52,346"
"Chardon, OH", Geauga County, OH,5.7,"$84,093"
"Port Saint Joe, FL", Gulf County, FL,20.3,"$45,426"
"Deltona, FL", Volusia County, FL,13.2,"$50,285"
"Bainbridge, GA", Decatur County, GA,18.2,"$42,905"
"Mount Holly, NJ", Burlington County, NJ,6.2,"$84,470"
"Fort Payne, AL", DeKalb County, AL,17.4,"$47,420"
"Wallingford, CT", Saint Joseph County, CT,,"$100,075"
"Poughkeepsie, NY", Dutchess County, NY,9.2,"$79,604"
"Londonderry, NH", Rockingham County, NH,8.7,"$61,375"
"Wayne, NJ", Passaic County, NJ,13.6,"$71,959"
"Sun Prairie, WI", Dane County, WI,10.8,"$71,789"
"Wayland, MA", Middlesex County, MA,12.7,"$54,871"
"Miami Shores, FL", Miami-Dade County, FL,16.0,"$52,043"
"Harlem, NY", New York County, NY,15.6,"$84,610"
"Sulphur, LA", Murray County, LA,14.9,"$50,031"
"Mcgregor, TX", McLennan County, TX,18.9,"$48,858"
"Mart, TX", McLennan County, TX,18.9,"$48,858"
"Belton, TX", Bell County, TX,13.0,"$54,292"
"New Caney, TX", Montgomery County, TX,24.1,"$52,538"
"Surprise, AZ", Maricopa County, AZ,12.3,"$65,234"
"Converse, TX", Bexar County, TX,17.2,"$54,210"
"Booneville, AR", Logan County, AR,24.6,"$34,894"
"Kenansville, NC", Duplin County, NC,20.4,"$42,725"
"Lansdowne, PA", Delaware County, PA,8.8,"$71,961"
"Elizabeth, NJ", Union County, NJ,19.8,"$40,322"
"Ponte Vedra Beach, FL", St. Johns County, FL,6.6,"$81,925"
"Erie, PA", Erie County, PA,15.3,"$48,453"
"Elizabeth City, NC", Pasquotank County, NC,18.2,"$46,355"
"Mocksville, NC", Davie County, NC,10.8,"$60,801"
"Roanoke, AL", Randolph County, AL,19.4,"$40,064"
"Columbia, TN", Maury County, TN,10.8,"$57,337"
"Fort Mill, SC", York County, SC,5.5,"$86,317"
"Croton, OH", Licking County, OH,9.1,"$66,145"
"Glen Ellyn, IL", DuPage County, IL,6.6,"$93,540"
"Euclid, OH", Cuyahoga County, OH,17.9,"$50,006"
"Hilliard, OH", Franklin County, OH,13.4,"$60,483"
"La Grange, IL", Cook County, IL,9.6,"$54,465"
"Reading, PA", Berks County, PA,11.4,"$62,519"
"Ashburn, VA", Loudoun County, VA,3.6,"$140,382"
"Fairbanks, AK",,,,"$100,075"
"Fredonia, NY", Chautauqua County, NY,18.3,"$45,689"
"Dunnellon, FL", Marion County, FL,16.6,"$46,244"
"Everett, WA", Snohomish County, WA,7.5,"$87,096"
"Albertville, AL", Marshall County, AL,13.9,"$50,064"
"Franklin, WI",,,,"$100,075"
"Los Lunas, NM", Valencia County, NM,17.3,"$46,365"
"Carlsbad, NM", Eddy County, NM,10.6,"$51,327"
"Santa Fe, NM", Santa Fe County, NM,12.2,"$60,187"
"Gobles, MI", Van Buren County, MI,16.3,"$38,265"
"Nipomo, CA", San Luis Obispo County, CA,12.7,"$70,626"
"Lackawaxen, PA", Pike County, PA,10.3,"$62,657"
"Saginaw, MI", Saginaw County, MI,17.0,"$48,805"
"Birmingham, MI", Oakland County, MI,8.2,"$80,319"
"Frankenmuth, MI", Saginaw County, MI,17.0,"$48,805"
"Six Mile, SC", Pickens County, SC,16.6,"$48,794"
"Rydal, PA", Montgomery County, PA,24.1,"$52,538"
"Worcester, MA", Worcester County, MA,9.0,"$71,767"
"Lancaster, OH", Fairfield County, OH,23.7,"$39,522"
"St. Johns, FL",St. Johns County, FL,6.6,"$81,925"
"Lititz, PA", Lancaster County, PA,12.3,"$52,814"
"Voorhees, NJ", Camden County, NJ,8.3,"$65,955"
"Berwyn, PA", Chester County, PA,15.9,"$47,508"
"Wyncote, PA", Montgomery County, PA,24.1,"$52,538"
"Highland, KS", Doniphan County, KS,13.3,"$50,949"
"Andrews, TX",Andrews County, TX,10.7,"$84,946"
"Lindon, UT", Utah County, UT,9.4,"$75,296"
"Chesterfield, VA",Chesterfield County, VA,7.6,"$80,734"
"Hope Mills, NC",,,,"$100,075"
"Hurst, TX", Tarrant County, TX,12.1,"$66,059"
"Boonville, NC", Yadkin County, NC,13.0,"$49,070"
"Glassboro, NJ", Gloucester County, NJ,9.1,"$70,938"
"New Palestine, IN", Hancock County, IN,13.2,"$47,299"
"Greendale, WI",,,,"$100,075"
"Coggon, IA",,,,"$100,075"
"Cedar Rapids, IA",,,,"$100,075"
"Des Moines, IA", Polk County, IA,9.6,"$59,990"
"Inwood, IA", Lyon County, IA,10.5,"$59,732"
"Fletcher, NC", Henderson County, NC,19.4,"$43,337"
"Toms River, NJ", Ocean County, NJ,9.7,"$68,483"
"Williamsburg, VA",,,,"$100,075"
"Llano, TX",Llano County, TX,12.3,"$54,019"
"Tioga, LA",Tioga County, LA,15.0,"$48,799"
"Elmont, NY", Nassau County, NY,5.8,"$115,301"
"Fairfield, TX", Freestone County, TX,13.7,"$49,317"
"Caddo Mills, TX", Collin County, TX,6.4,"$96,936"
"Lewisville, TX", Denton County, TX,7.3,"$88,384"
"Logan, OH",Logan County, OH,24.6,"$34,894"
"Morgan City, LA", St. Mary Parish, LA,21.0,"$39,764"
"Palm Beach Gardens, FL", Palm Beach County, FL,12.2,"$61,735"
"Rineyville, KY", Hardin County, KY,12.4,"$60,909"
"Rogers, AR", Benton County, AR,9.8,"$69,212"
"Lyndhurst, NJ", Bergen County, NJ,6.8,"$100,181"
"Morgantown, KY", Butler County, KY,8.7,"$67,161"
"Somerset, TX", Bexar County, TX,17.2,"$54,210"
"Luverne, AL", Crenshaw County, AL,19.5,"$39,057"
"Temple, TX", Bell County, TX,13.0,"$54,292"
"Hooks, TX", Bowie County, TX,19.1,"$47,339"
"Corinth, TX", Denton County, TX,7.3,"$88,384"
"Boutte, LA", St. Charles Parish, LA,12.8,"$67,585"
"Salisbury, CT", Berkshire County, CT,11.3,"$58,375"
"Springfield, LA", Sangamon County, LA,13.1,"$62,242"
"Kingwood, TX", Harris County, TX,16.5,"$60,241"
"Shallowater, TX", Lubbock County, TX,17.6,"$50,377"
"Tallassee, AL", Elmore County, AL,12.9,"$49,344"
"Geneva, AL", Mercer County, AL,22.7,"$37,860"
"Opp, AL", Covington County, AL,26.5,"$36,083"
"Salt Rock, WV", Cabell County, WV,19.3,"$39,790"
"Metuchen, NJ", Middlesex County, NJ,12.7,"$54,871"
"Fords, NJ", Middlesex County, NJ,12.7,"$54,871"
"Royersford, PA", Montgomery County, PA,24.1,"$52,538"
"Dumfries, VA", Prince William County, VA,6.4,"$106,200"
"Weirton, WV", Hancock County, WV,13.2,"$47,299"
"Walnut, MS", Hall County, MS,24.1,"$32,597"
"Fort Meade, FL", Polk County, FL,9.6,"$59,990"
"Anderson, IN", Madison County, IN,10.1,"$60,450"
"Montclair, CA", San Bernardino County, CA,14.9,"$63,310"
"Whittier, CA", Los Angeles County, CA,14.2,"$67,986"
"South Gate, CA", Los Angeles County, CA,14.2,"$67,986"
"Bear, DE", New Castle County, DE,11.6,"$69,562"
"Norwalk, CA", Los Angeles County, CA,14.2,"$67,986"
"Corte Madera, CA", Marin County, CA,6.6,"$122,933"
"Haslet, TX", Tarrant County, TX,12.1,"$66,059"
"Lakeport, CA", Lake County, CA,36.5,"$33,709"
"Kalihi, HI", Honolulu County, HI,7.7,"$83,695"
"Durham, CA", Butte County, CA,14.3,"$44,388"
"La Verne, CA", Los Angeles County, CA,14.2,"$67,986"
"La Porte, TX", Harris County, TX,16.5,"$60,241"
"Buda, TX", Hays County, TX,13.2,"$68,180"
"Belleville, KS", Republic County, KS,11.0,"$48,566"
"TONQUE RIVER, WY",,,,"$100,075"
"Ellaville, GA", Schley County, GA,18.1,"$45,378"
"Laramie, WY", Gloucester County, WY,9.1,"$70,938"
"New Hope, MN", Hennepin County, MN,10.3,"$76,067"
"Great Falls, VA", Fairfax County, VA,6.1,"$122,035"
"San Jacinto, CA", Riverside County, CA,12.7,"$66,793"
"Clovis, NM", Curry County, NM,14.9,"$48,788"
"Saint Paul, MN", Ramsey County, MN,12.3,"$54,814"
"Woodbridge, NJ", Middlesex County, NJ,12.7,"$54,871"
"Jackson, OH",Jackson County, OH,12.0,"$52,919"
"Richland, WA", Benton County, WA,9.8,"$69,212"
"Kennedale, TX", Tarrant County, TX,12.1,"$66,059"
"Elizabethtown, IN", Bartholomew County, IN,10.1,"$63,067"
"San Tan Valley, AZ", Pinal County, AZ,12.9,"$58,848"
"Lansing, KS", Leavenworth County, KS,10.6,"$70,807"
"Lemont, IL", Centre County, IL,18.1,"$58,258"
"Clarkston, MI", Oakland County, MI,8.2,"$80,319"
"Potwin, KS", Butler County, KS,8.7,"$67,161"
"Semmes, AL", Mobile County, AL,20.8,"$43,598"
"Athens, OH",Athens County, OH,30.7,"$40,416"
"Mentor, OH", Lake County, OH,36.5,"$33,709"
"Circleville, OH", Pickaway County, OH,12.1,"$58,742"
"Leavittsburg, OH", Trumbull County, OH,17.6,"$47,424"
"Gainesville, FL", Alachua County, FL,19.8,"$51,026"
"Victoria, TX",Victoria County, TX,15.4,"$51,646"
"Mohave Valley, AZ", Mohave County, AZ,16.8,"$45,129"
"Fort Mohave, AZ", Mohave County, AZ,16.8,"$45,129"
"Anchorage, AK",,,,"$100,075"
"Meridian, ID", Ada County, ID,9.7,"$66,827"
"Spring Valley, CA", San Diego County, CA,11.5,"$78,777"
"Phelan, CA", San Bernardino County, CA,14.9,"$63,310"
"Kahuku, HI", Honolulu County, HI,7.7,"$83,695"
"Center, TX", Shelby County, TX,20.6,"$41,961"
"Boise, ID", Ada County, ID,9.7,"$66,827"
"Covington, KY", Kenton County, KY,10.4,"$64,644"
"West Lafayette, IN", Tippecanoe County, IN,18.1,"$52,269"
"South Miami, FL", Miami-Dade County, FL,16.0,"$52,043"
"Villa Park, CA", Orange County, CA,9.4,"$63,681"
"Lincolnshire, IL", Lake County, IL,36.5,"$33,709"
"Pomona, CA", Los Angeles County, CA,14.2,"$67,986"
"Diamond, OH", Portage County, OH,11.3,"$59,032"
"Morgantown, WV", Monongalia County, WV,18.3,"$51,070"
"Miami Gardens, FL", Miami-Dade County, FL,16.0,"$52,043"
"Booneville, MS", Logan County, MS,24.6,"$34,894"
"Cedar Bluff, VA", Tazewell County, VA,18.2,"$42,074"
"Stephens City, VA", Frederick County, VA,7.0,"$77,684"
"Indian Head, MD", Charles County, MD,6.6,"$92,616"
"Fredericksburg, VA",,,,"$100,075"
"Salisbury, NC", Rowan County, NC,16.3,"$46,864"
"Liberty, PA", Allegheny County, PA,11.7,"$59,881"
"Reidsville, NC", Rockingham County, NC,8.7,"$61,375"
"China Grove, NC", Rowan County, NC,16.3,"$46,864"
"Mason, OH", Warren County, OH,10.3,"$65,635"
"Union, KY",Union County, KY,19.8,"$40,322"
"Newport, KY", Campbell County, KY,9.2,"$78,112"
"Belfry, KY", Pike County, KY,10.3,"$62,657"
"Vienna, VA", Fairfax County, VA,6.1,"$122,035"
"Mansfield, OH", Richland County, OH,14.3,"$53,050"
"Abbeville, MS", Lafayette County, MS,11.3,"$60,711"
"Mooringsport, LA", Caddo Parish, LA,22.4,"$40,467"
"Jefferson, LA",Jefferson County, LA,8.1,"$65,831"
"Glen Allen, VA", Henrico County, VA,9.0,"$68,581"
"Minnetonka, MN", Hennepin County, MN,10.3,"$76,067"
"Indianola, MS", Warren County, MS,10.3,"$65,635"
"Port Gibson, MS", Claiborne County, MS,23.4,"$37,987"
"Spring Hill, TN", Maury County, TN,10.8,"$57,337"
"Lindale, TX", Smith County, TX,15.0,"$56,848"
"Cantonment, FL", Escambia County, FL,14.7,"$50,644"
"Fayetteville, AR", Washington County, AR,4.5,"$75,799"
"Krum, TX", Denton County, TX,7.3,"$88,384"
"Crofton, MD", Anne Arundel County, MD,7.0,"$97,051"
"Monroe, NC", Union County, NC,19.8,"$40,322"
"Chapin, SC", Lexington County, SC,12.5,"$60,627"
"Duncan, SC", Spartanburg County, SC,13.6,"$53,567"
"Atlantic Beach, FL", Duval County, FL,25.5,"$35,156"
"Laurens, SC",Laurens County, SC,19.7,"$42,099"
"Honea Path, SC", Anderson County, SC,19.8,"$45,969"
"York, SC",,,,"$100,075"
"Gaffney, SC", Cherokee County, SC,17.4,"$43,483"
"Franklin Lakes, NJ", Bergen County, NJ,6.8,"$100,181"
"Chanhassen, MN", Carver County, MN,3.8,"$104,248"
"Charlottesville, VA",,,,"$100,075"
"Dix Hills, NY", Suffolk County, NY,7.3,"$100,075"
"Providence, RI",,,,"$100,075"
"Weston, FL", Broward County, FL,12.6,"$57,200"
"Concord, CA", Contra Costa County, CA,7.8,"$101,463"
"Evanston, IL", Cook County, IL,9.6,"$54,465"
"Jonesboro, AR", Craighead County, AR,17.9,"$45,615"
"De Witt, AR", Arkansas County, AR,17.9,"$43,887"
"Sedalia, MO", Pettis County, MO,16.6,"$45,254"
"Sinking Spring, PA", Berks County, PA,11.4,"$62,519"
"Glenshaw, PA", Allegheny County, PA,11.7,"$59,881"
"Mill Hall, PA", Clinton County, PA,12.3,"$50,999"
"Macungie, PA", Lehigh County, PA,12.0,"$62,139"
"East Freedom, PA", Blair County, PA,14.4,"$49,244"
"Hanover, PA",,,,"$100,075"
"Burlington, NJ",Burlington County, NJ,6.2,"$84,470"
"Spotsylvania, VA", Spotsylvania County, VA,7.5,"$86,695"
"Mars, PA", Butler County, PA,8.7,"$67,161"
"Elmhurst, IL", Queens County, IL,11.6,"$68,432"
"Meadville, PA", Crawford County, PA,12.9,"$49,200"
"Perryton, TX", Ochiltree County, TX,10.5,"$49,845"
"Cairo, GA", Grady County, GA,10.1,"$56,489"
"Blackshear, GA", Pierce County, GA,8.5,"$75,421"
"EAST KENTWOOD, MI", Greene County, MI,8.1,"$67,498"
"Fenton, MI", Genesee County, MI,9.9,"$58,925"
"Potomac, MD", Montgomery County, MD,24.1,"$52,538"
"Pasadena, MD", Anne Arundel County, MD,7.0,"$97,051"
"Chester, PA", Delaware County, PA,8.8,"$71,961"
"Bogue Chitto, MS", Lincoln County, MS,7.9,"$69,598"
"Union, SC",Union County, SC,19.8,"$40,322"
"Dillon, SC", Dillon County, SC,32.1,"$33,159"
"Pendleton, SC", Anderson County, SC,19.8,"$45,969"
"Aynor, SC", Horry County, SC,14.3,"$49,082"
"Rocky Mount, NC", Edgecombe County, NC,22.9,"$38,818"
"Jupiter, FL", Palm Beach County, FL,12.2,"$61,735"
"Lutz, FL", Hillsborough County, FL,7.4,"$78,714"
"Indian Harbour Beach, FL", Brevard County, FL,11.0,"$57,612"
"Richardson, TX", Dallas County, TX,14.2,"$59,838"
"Del Rio, TX", Val Verde County, TX,18.9,"$44,276"
"Green Cove Springs, FL", Clay County, FL,25.1,"$35,983"
"Atchison, KS",Atchison County, KS,11.8,"$49,122"
"Winter Park, FL", Orange County, FL,9.4,"$63,681"
"Douglas, AL", Hardin County, AL,12.4,"$60,909"
"Nacogdoches, TX",Nacogdoches County, TX,21.6,"$45,357"
"Laguna Park, TX", Bosque County, TX,14.9,"$48,460"
"Union, NJ",Union County, NJ,19.8,"$40,322"
"Bridgewater, NJ", Somerset County, NJ,12.0,"$50,504"
"Galloway, NJ", Atlantic County, NJ,12.8,"$60,826"
"Parsippany, NJ", Morris County, NJ,20.2,"$41,418"
"Monticello, NY", Sullivan County, NY,16.5,"$46,024"
"Roseland, NJ", Essex County, NJ,13.7,"$50,785"
"Erial, NJ", Camden County, NJ,8.3,"$65,955"
"Mays Landing, NJ", Atlantic County, NJ,12.8,"$60,826"
"Far Rockaway, NY", Queens County, NY,11.6,"$68,432"
"Summerville, GA", Chattooga County, GA,19.5,"$39,513"
"Indian Trail, NC", Union County, NC,19.8,"$40,322"
"Rockingham, NC", Richmond County, NC,15.9,"$49,399"
"Waxhaw, NC", Union County, NC,19.8,"$40,322"
"Canton, GA", Cherokee County, GA,17.4,"$43,483"
"Durham, NC", Durham County, NC,13.5,"$59,329"
"Apex, NC", Wake County, NC,8.4,"$80,169"
"Hickory, NC", Catawba County, NC,13.0,"$53,738"
"Whispering Pines, NC", Moore County, NC,12.2,"$53,785"
"Duluth, GA", Gwinnett County, GA,9.2,"$72,008"
"Bluffton, SC", Beaufort County, SC,10.9,"$65,843"
"Weatherford, TX", Parker County, TX,8.3,"$73,718"
"Doral, FL", Miami-Dade County, FL,16.0,"$52,043"
"Wellington, FL", Palm Beach County, FL,12.2,"$61,735"
"Altadena, CA", Los Angeles County, CA,14.2,"$67,986"
"Bozeman, MT", Gallatin County, MT,9.0,"$67,569"
"Lakewood, WA", Pierce County, WA,8.5,"$75,421"
"St. George, UT", Washington County, UT,4.5,"$75,799"
"Inman, SC", Spartanburg County, SC,13.6,"$53,567"
"Williamsburg, IA", Iowa County, IA,8.2,"$68,017"
"Van Nuys, CA", Los Angeles County, CA,14.2,"$67,986"
"England, AR", Lonoke County, AR,11.9,"$56,651"
"Pennsville, NJ", Salem County, NJ,11.2,"$64,524"
"Alpine, AL", Allegheny County, AL,11.7,"$59,881"
"Kyle, TX", Hays County, TX,13.2,"$68,180"
"Lutcher, LA", St. James Parish, LA,16.8,"$53,903"
"Cherry Hill, NJ", Camden County, NJ,8.3,"$65,955"
"Sanford, FL", Seminole County, FL,18.6,"$37,901"
"Atascadero, CA", San Luis Obispo County, CA,12.7,"$70,626"
"Loomis, CA", Placer County, CA,7.1,"$89,175"
"Atherton, CA", San Mateo County, CA,6.8,"$122,930"
"Astoria, OR", Clatsop County, OR,11.0,"$53,806"
"Council, ID", Adams County, ID,15.3,"$43,000"
"Farmington, NM", San Juan County, NM,10.2,"$62,249"
"Vernon Hills, IL", Lake County, IL,36.5,"$33,709"
"Orange, CT",,,,"$100,075"
"New Canaan, CT", Fairfield County, CT,23.7,"$39,522"
"Mclean, VA", Fairfax County, VA,6.1,"$122,035"
"West Des Moines, IA", Polk County, IA,9.6,"$59,990"
"Wexford, PA", Allegheny County, PA,11.7,"$59,881"
"Lake Barrington, IL", Lake County, IL,36.5,"$33,709"
"Mission, KS", Johnson County, KS,10.3,"$57,676"
"Niles, MI", Berrien County, MI,15.3,"$51,509"
"Bettendorf, IA", Scott County, IA,18.5,"$40,161"
"DeKalb, IL",DeKalb County, IL,17.4,"$47,420"
"Granger, IN", Saint Joseph County, IN,,"$100,075"
"Romeoville, IL", Will County, IL,6.4,"$86,108"
"Maywood, IL", Cook County, IL,9.6,"$54,465"
"Ferguson, MO", Saint Louis County, MO,,"$100,075"
"Kingsport, TN", Sullivan County, TN,16.5,"$46,024"
"Bellevue, WA", King County, WA,9.2,"$94,822"
"Wilmette, IL", Cook County, IL,9.6,"$54,465"
"Rahway, NJ", Union County, NJ,19.8,"$40,322"
"Murrysville, PA", Westmoreland County, PA,16.4,"$51,414"
"North Canton, OH", Stark County, OH,14.4,"$52,310"
"Farmington, MN", Dakota County, MN,12.4,"$55,522"
"Kannapolis, NC", Cabarrus County, NC,9.0,"$69,297"
"Elmore, AL", San Benito County, AL,8.6,"$80,063"
"Brodnax, VA", Brunswick County, VA,22.5,"$41,803"
"Pflugerville, TX", Travis County, TX,12.0,"$76,255"
"Nicholson, GA", Jackson County, GA,12.0,"$52,919"
"Lake View Terrace, CA", Los Angeles County, CA,14.2,"$67,986"
"Gladewater, TX", Gregg County, TX,15.1,"$50,610"
"Ponchatoula, LA", Tangipahoa Parish, LA,17.9,"$47,128"
"Kingsland, GA", Camden County, GA,8.3,"$65,955"
"North Salem, IN", Hendricks County, IN,5.9,"$80,834"
"Columbus, IN", Fairfield County, IN,23.7,"$39,522"
"Lucedale, MS", George County, MS,16.1,"$47,246"
"Deland, FL", Volusia County, FL,13.2,"$50,285"
"Rosemere, PQ",,,,"$100,075"
"Camden, NJ", Camden County, NJ,8.3,"$65,955"
"South Orange, NJ", Essex County, NJ,13.7,"$50,785"
"Berrien Springs, MI", Berrien County, MI,15.3,"$51,509"
"Newtown, CT", Suffolk County, CT,7.3,"$100,075"
"Coralville, IA", Johnson County, IA,10.3,"$57,676"
"Beaver Falls, PA", Beaver County, PA,9.4,"$55,940"
"Sugarcreek, OH", Tuscarawas County, OH,12.3,"$51,030"
"Pennsauken, NJ", Camden County, NJ,8.3,"$65,955"
"Mount Pleasant, MI", Isabella County, MI,23.4,"$47,056"
"Aledo, TX", Parker County, TX,8.3,"$73,718"
"Dearborn Heights, MI", Wayne County, MI,20.9,"$38,704"
"Farmington Hills, MI", Oakland County, MI,8.2,"$80,319"
"Lewiston, ID", Nez Perce County, ID,13.3,"$54,476"
"Tazewell, VA",Tazewell County, VA,18.2,"$42,074"
"Holliston, MA", Middlesex County, MA,12.7,"$54,871"
"Altamonte Springs, FL", Seminole County, FL,18.6,"$37,901"
"Pittsfield, MA", Berkshire County, MA,11.3,"$58,375"
"Randallstown, MD", Baltimore County, MD,9.9,"$75,836"
"Hillsborough, NC", Orange County, NC,9.4,"$63,681"
"Sewickley, PA", Allegheny County, PA,11.7,"$59,881"
"Marlboro, NJ", Burlington County, NJ,6.2,"$84,470"
"Glenside, PA", Montgomery County, PA,24.1,"$52,538"
"Glenmoore, PA", Chester County, PA,15.9,"$47,508"
"Doylestown, PA", Bucks County, PA,5.7,"$88,538"
"Jefferson, OH",Jefferson County, OH,8.1,"$65,831"
"Mantua, OH", Portage County, OH,11.3,"$59,032"
"Fort Hood, TX", Coryell County, TX,15.0,"$48,099"
"Westmeadows, VIC       ",,,,"$100,075"
"Paris, KY", Bourbon County, KY,16.5,"$48,614"
"Clinton, PA",Clinton County, PA,12.3,"$50,999"
"Centennial, CO", Arapahoe County, CO,8.1,"$76,665"
"Lisle, IL", DuPage County, IL,6.6,"$93,540"
"Orchard Park, NY", Erie County, NY,15.3,"$48,453"
"Henrietta, NY", Monroe County, NY,13.2,"$58,391"
"Quincy, FL", Gadsden County, FL,23.6,"$42,259"
"Norfolk, VA",,,,"$100,075"
"Deerfield, IL", Lake County, IL,36.5,"$33,709"
"Holly Hill, SC", Georgetown County, SC,19.6,"$46,058"
"Garden City, NY", Nassau County, NY,5.8,"$115,301"
"Belvidere, TN", Franklin County, TN,13.4,"$60,483"
"Easley, SC", Pickens County, SC,16.6,"$48,794"
"Liliha, HI", Honolulu County, HI,7.7,"$83,695"
"Auburn, MA", Worcester County, MA,9.0,"$71,767"
"Irvington, NJ", Essex County, NJ,13.7,"$50,785"
"Boylston, MA", Worcester County, MA,9.0,"$71,767"
"Clarksville, TX", Red River County, TX,18.2,"$42,233"
"Golden Gate, FL", Collier County, FL,10.6,"$70,649"
"Hemet, CA", Riverside County, CA,12.7,"$66,793"
"Caldwell, ID", Canyon County, ID,11.5,"$53,381"
"Lynwood, CA", Los Angeles County, CA,14.2,"$67,986"
"Apple Valley, MN", Dakota County, MN,12.4,"$55,522"
"Alameda, CA",Alameda County, CA,9.0,"$101,744"
"Bountiful, UT",,,,"$100,075"
"Elgin, TX", Bastrop County, TX,12.6,"$61,883"
"Saratoga Springs, UT", Utah County, UT,9.4,"$75,296"
"Midland, PA", Beaver County, PA,9.4,"$55,940"
"Morrison, CO",Morrison County, CO,10.1,"$57,471"
"Lithia Springs, GA", Douglas County, GA,11.7,"$50,637"
"Windsor, CO",Windsor County, CO,9.6,"$57,438"
"Oakdale, PA", Allegheny County, PA,11.7,"$59,881"
"Conifer, CO", Jefferson County, CO,8.1,"$65,831"
"Marrero, LA", Jefferson Parish, LA,15.6,"$50,871"
"Lake Oswego, OR", Clackamas County, OR,7.3,"$81,061"
"Cornish, ME", York County, ME,5.5,"$86,317"
"Lacey, WA", Thurston County, WA,8.7,"$72,400"
"Adelaide, SA", Fayette County, SA,22.5,"$37,867"
"Wharton, TX",Wharton County, TX,16.8,"$48,040"
"Fairfield, CA", Solano County, CA,7.9,"$82,808"
"Sherwood, OR", Washington County, OR,4.5,"$75,799"
"Laguna Beach, CA", Orange County, CA,9.4,"$63,681"
"Northfield, NH", Merrimack County, NH,7.0,"$74,351"
"Adel, IA", Dallas County, IA,14.2,"$59,838"
"Encinitas, CA", San Diego County, CA,11.5,"$78,777"
"Northridge, CA", Los Angeles County, CA,14.2,"$67,986"
"Shafter, CA", Kern County, CA,20.5,"$51,586"
"Madison, FL",Madison County, FL,10.1,"$60,450"
"Willis, TX", Montgomery County, TX,24.1,"$52,538"
"Woodville, TX", Tyler County, TX,15.5,"$46,054"
"Beeville, TX", Bee County, TX,26.7,"$41,806"
"Gray, LA",Gray County, LA,16.7,"$49,121"
"Cumberland, VA",Cumberland County, VA,15.7,"$46,300"
"Laurinburg, NC", Scotland County, NC,26.9,"$36,730"
"New Bern, NC", Craven County, NC,14.9,"$50,748"
"Mount Dora, FL", Lake County, FL,36.5,"$33,709"
"Lake Worth, FL", Palm Beach County, FL,12.2,"$61,735"
"Hatfield, PA", Montgomery County, PA,24.1,"$52,538"
"Acme, PA", Westmoreland County, PA,16.4,"$51,414"
"Germantown, MD", Montgomery County, MD,24.1,"$52,538"
"Teaneck, NJ", Bergen County, NJ,6.8,"$100,181"
"Riverdale, MD", Prince George's County, MD,8.3,"$82,445"
"Clarks Summit, PA", Lackawanna County, PA,14.2,"$52,872"
"Marlton, NJ", Camden County, NJ,8.3,"$65,955"
"Riverton, NJ", Burlington County, NJ,6.2,"$84,470"
