first_name,last_name,position,team,madden_rating
Bradley,Fletcher,CB,Eagles,80
Cedric,Thornton,LE,Eagles,80
Zach,Ertz,TE,Eagles,79
DeMeco,Ryans,MLB,Eagles,78
Nolan,Carroll II,CB,Eagles,77
Vinny,Curry,RE,Eagles,77
Brandon,Graham,LOLB,Eagles,77
Malcolm,Jenkins,FS,Eagles,77
Allen,Barbre,LG,Eagles,76
Mychal,Kendricks,MLB,Eagles,76
Bennie,Logan,DT,Eagles,76
Earl,Wolff,SS,Eagles,76
Mark,Sanchez,QB,Eagles,74
Marcus,Smith II,ROLB,Eagles,74
Nate,Allen,SS,Eagles,73
Arrelious,Benn,WR,Eagles,73
Jordan,Matthews,WR,Eagles,73
Chris,Polk,HB,Eagles,73
Brad,Smith,WR,Eagles,72
Matt,Barkley,QB,Eagles,71
Bryan,Braman,LOLB,Eagles,71
Alex,Henery,K,Eagles,71
Chris,Maragos,FS,Eagles,71
Roc,Carmichael,CB,Eagles,70
Dennis,Kelly,RT,Eagles,70
Jason,Phillips,MLB,Eagles,70
Ed,Reynolds,FS,Eagles,70
Taylor,Hart,RE,Eagles,69
Curtis,Marsh,CB,Eagles,69
Damion,Square,DT,Eagles,69
Brandon,Bair,LE,Eagles,68
David,Molk,C,Eagles,68
Jaylen,Watkins,CB,Eagles,68
Damaris,Johnson,WR,Eagles,67
Matthew,Tucker,HB,Eagles,67
Beau,Allen,DT,Eagles,66
Joe,Kruger,LOLB,Eagles,66
David,Fluellen,HB,Eagles,65
Josh,Huff,WR,Eagles,65
Julian,Vandervelde,C,Eagles,65
B.J.,Cunningham,WR,Eagles,64
Andrew,Gardner,LT,Eagles,64
Emil,Igwenagu,TE,Eagles,64
Jeff,Maehl,WR,Eagles,64
Najee,Goode,MLB,Eagles,63
Josh,Kaddu,LOLB,Eagles,63
G.J.,Kinne,QB,Eagles,63
Casey,Matthews,MLB,Eagles,63
Matt,Tobin,LT,Eagles,63
Keelan,Johnson,SS,Eagles,61
Jake,Knott,MLB,Eagles,60
Jon,Dorenbos,TE,Eagles,48
Dez,Bryant,WR,Cowboys,94
Jason,Witten,TE,Cowboys,93
Tyron,Smith,LT,Cowboys,92
Tony,Romo,QB,Cowboys,91
Sean,Lee,MLB,Cowboys,89
DeMarco,Murray,HB,Cowboys,89
Henry,Melton,DT,Cowboys,88
Dan,Bailey,K,Cowboys,87
Brandon,Carr,CB,Cowboys,86
Anthony,Spencer,RE,Cowboys,85
Barry,Church,FS,Cowboys,83
Travis,Frederick,C,Cowboys,82
Doug,Free,RT,Cowboys,82
Bruce,Carter,LOLB,Cowboys,79
Orlando,Scandrick,CB,Cowboys,79
Mackenzy,Bernadeau,LG,Cowboys,78
Zack,Martin,RG,Cowboys,78
Morris,Claiborne,CB,Cowboys,77
Justin,Durant,MLB,Cowboys,77
George,Selvie,LE,Cowboys,77
Jermey,Parnell,RT,Cowboys,75
J.J.,Wilcox,SS,Cowboys,75
Terrance,Williams,WR,Cowboys,75
Tyler,Clutts,FB,Cowboys,74
Tyrone,Crawford,LE,Cowboys,74
Lance,Dunbar,HB,Cowboys,74
Kyle,Orton,QB,Cowboys,74
Brandon,Weeden,QB,Cowboys,74
Gavin,Escobar,TE,Cowboys,73
Tyronne,Green,RG,Cowboys,73
Dwayne,Harris,WR,Cowboys,73
Nick,Hayden,DT,Cowboys,73
Demarcus,Lawrence,RE,Cowboys,73
Ronald,Leary,LG,Cowboys,73
Jeremy,Mincey,RE,Cowboys,73
Cole,Beasley,WR,Cowboys,72
Amobi,Okoye,DT,Cowboys,72
Kyle,Wilber,ROLB,Cowboys,72
Ryan,Williams,HB,Cowboys,72
James,Hanna,TE,Cowboys,71
Jeff,Heath,SS,Cowboys,71
Matt,Johnson,FS,Cowboys,71
Terrell,McClain,DT,Cowboys,71
Sterling,Moore,CB,Cowboys,71
Caesar,Rayford,LE,Cowboys,71
Martez,Wilson,RE,Cowboys,71
Caleb,Hanie,QB,Cowboys,69
Joseph,Randle,HB,Cowboys,69
Ahmad,Dixon,SS,Cowboys,68
Ben,Gardner,LE,Cowboys,68
Chris,Jones,P,Cowboys,68
B.W.,Webb,CB,Cowboys,67
Ben,Bass,DT,Cowboys,66
DeVonte,Holloman,LOLB,Cowboys,66
Will,Smith,ROLB,Cowboys,66
Darrion,Weems,LT,Cowboys,66
Jakar,Hamilton,FS,Cowboys,65
Orie,Lemon,MLB,Cowboys,65
LaRon,Byrd,WR,Cowboys,64
Anthony,Hitchens,MLB,Cowboys,64
Terrance,Mitchell,CB,Cowboys,64
Devin,Street,WR,Cowboys,64
Tim,Benford,WR,Cowboys,63
Cameron,Lawrence,LOLB,Cowboys,63
Ken,Bishop,DT,Cowboys,62
Jamar,Newsome,WR,Cowboys,62
Chris,Boyd,WR,Cowboys,60
Ronald,Patrick,C,Cowboys,60
L.P.,Ladouceur,TE,Cowboys,56
Kyle,Williams,DT,Bills,95
Marcell,Dareus,DT,Bills,91
Mario,Williams,RE,Bills,91
Kiko,Alonso,ROLB,Bills,88
Cordy,Glenn,LT,Bills,88
Dan,Carpenter,K,Bills,87
Brandon,Spikes,MLB,Bills,86
Stephon,Gilmore,CB,Bills,85
Fred,Jackson,HB,Bills,85
C.J.,Spiller,HB,Bills,85
Jerry,Hughes,RE,Bills,83
Mike,Williams,WR,Bills,83
Scott,Chandler,TE,Bills,81
Corey,Graham,CB,Bills,81
Chris,Hairston,RT,Bills,81
Manny,Lawson,LOLB,Bills,81
Leodis,McKelvin,CB,Bills,81
Kraig,Urbik,RG,Bills,81
Sammy,Watkins,WR,Bills,80
Eric,Wood,C,Bills,80
Keith,Rivers,MLB,Bills,79
Aaron,Williams,SS,Bills,79
Alan,Branch,LE,Bills,78
E.J.,Manuel,QB,Bills,78
Nigel,Bradham,ROLB,Bills,77
Bryce,Brown,HB,Bills,77
Tony,Moeaki,TE,Bills,77
Chris,Williams,LG,Bills,77
Da'Norris,Searcy,FS,Bills,76
Cyrus,Kouandjio,RT,Bills,75
Nickell,Robey,CB,Bills,75
Lee,Smith,TE,Bills,75
Robert,Woods,WR,Bills,75
Doug,Legursky,LG,Bills,74
Erik,Pears,RT,Bills,74
Anthony,Dixon,HB,Bills,73
Marquise,Goodwin,WR,Bills,73
T.J.,Graham,WR,Bills,73
Ramses,Barden,WR,Bills,72
Corbin,Bryant,DT,Bills,72
Thad,Lewis,QB,Bills,72
Jarius,Wynn,LE,Bills,72
Duke,Williams,FS,Bills,71
Ron,Brooks,CB,Bills,70
Ross,Cockrell,CB,Bills,70
Frank,Summers,FB,Bills,70
Chris,Gragg,TE,Bills,69
Brian,Moorman,P,Bills,69
Dennis,Dixon,QB,Bills,68
Preston,Brown,MLB,Bills,67
Ty,Powell,LOLB,Bills,67
Mario,Butler,CB,Bills,66
Mike,Caussin,TE,Bills,66
Brandon,Smith,CB,Bills,66
Mark,Asper,LG,Bills,65
Marcus,Easley,WR,Bills,65
Dustin,Hopkins,K,Bills,65
Evan,Rodriguez,FB,Bills,65
Stefan,Charles,DT,Bills,64
Antoine,McClain,RG,Bills,64
Jonathan,Meeks,SS,Bills,64
Cyril,Richardson,RG,Bills,64
Jeff,Tuel,QB,Bills,64
Chris,Hogan,WR,Bills,63
Ronnie,Wingo,HB,Bills,63
Seantrel,Henderson,RT,Bills,62
Kevin,Elliott,WR,Bills,60
Randell,Johnson,LOLB,Bills,60
Garrison,Sanborn,C,Bills,57
Peyton,Manning,QB,Broncos,98
Von,Miller,LOLB,Broncos,96
Matt,Prater,K,Broncos,95
Demaryius,Thomas,WR,Broncos,93
Louis,Vasquez,RG,Broncos,93
Ryan,Clady,LT,Broncos,91
T.J.,Ward,SS,Broncos,91
Aqib,Talib,CB,Broncos,90
DeMarcus,Ware,RE,Broncos,90
Wes,Welker,WR,Broncos,89
Terrance,Knighton,DT,Broncos,88
Orlando,Franklin,LG,Broncos,87
Julius,Thomas,TE,Broncos,87
Will,Montgomery,C,Broncos,86
Chris,Harris Jr.,CB,Broncos,85
Rahim,Moore,FS,Broncos,85
Manny,Ramirez,C,Broncos,85
Chris,Clark,RT,Broncos,84
Emmanuel,Sanders,WR,Broncos,83
Danny,Trevathan,ROLB,Broncos,82
Jacob,Tamme,TE,Broncos,79
Kevin,Vickerson,DT,Broncos,79
Montee,Ball,HB,Broncos,78
Joel,Dreessen,TE,Broncos,78
Nate,Irving,LOLB,Broncos,76
Malik,Jackson,LE,Broncos,76
Derek,Wolfe,LE,Broncos,76
Andre,Caldwell,WR,Broncos,75
Duke,Ihenacho,SS,Broncos,75
Britton,Colquitt,P,Broncos,74
Ronnie,Hillman,HB,Broncos,74
Sylvester,Williams,DT,Broncos,74
David,Bruton,SS,Broncos,73
Tony,Carter,CB,Broncos,73
Quinton,Carter,FS,Broncos,73
Eric,Hagg,FS,Broncos,73
Brock,Osweiler,QB,Broncos,73
Bradley,Roby,CB,Broncos,73
Mitch,Unrein,DT,Broncos,73
Omar,Bolden,FS,Broncos,72
Jamar,Chaney,MLB,Broncos,72
Sione,Fua,DT,Broncos,72
Cody,Latimer,WR,Broncos,72
C.J.,Anderson,HB,Broncos,71
Zac,Dysert,QB,Broncos,71
Kayvon,Webster,CB,Broncos,71
John,Boyett,FS,Broncos,70
Cameron,Morrah,TE,Broncos,70
Jerome,Murphy,CB,Broncos,70
Charles,Mitchell,FS,Broncos,69
Hall,Davis,LE,Broncos,68
Michael,Schofield,RT,Broncos,68
Quanterus,Smith,RE,Broncos,68
Winston,Justice,LT,Broncos,67
Marvin,Austin,DT,Broncos,66
Kapri,Bibbs,HB,Broncos,66
L.J.,Fort,MLB,Broncos,66
Virgil,Green,FB,Broncos,66
Jordan,Norwood,WR,Broncos,66
Lamin,Barrow,MLB,Broncos,65
Steven,Johnson,ROLB,Broncos,65
Bryn,Renner,QB,Broncos,65
Gerell,Robinson,TE,Broncos,65
Brandon,Marshall,LOLB,Broncos,64
Ryan,Miller,RG,Broncos,63
Vinston,Painter,LT,Broncos,63
Nathan,Palmer,WR,Broncos,63
Corey,Nelson,ROLB,Broncos,62
Matt,Paradis,C,Broncos,62
Aaron,Brewer,TE,Broncos,51
Calais,Campbell,LE,Cardinals,96
Larry,Fitzgerald,WR,Cardinals,93
Patrick,Peterson,CB,Cardinals,93
Daryl,Washington,MLB,Cardinals,89
Jared,Veldheer,LT,Cardinals,88
Antonio,Cromartie,CB,Cardinals,87
Jay,Feely,K,Cardinals,86
John,Abraham,ROLB,Cardinals,85
Darnell,Dockett,RE,Cardinals,85
Tyrann,Mathieu,FS,Cardinals,84
Dave,Zastudil,P,Cardinals,84
John,Carlson,TE,Cardinals,83
Jonathan,Cooper,LG,Cardinals,83
Michael,Floyd,WR,Cardinals,83
Carson,Palmer,QB,Cardinals,83
Dan,Williams,DT,Cardinals,83
Lyle,Sendlein,C,Cardinals,81
Andre,Ellington,HB,Cardinals,80
Rashad,Johnson,FS,Cardinals,80
Jerraud,Powers,CB,Cardinals,80
Ted,Ginn,WR,Cardinals,79
Matt,Shaughnessy,LOLB,Cardinals,78
Jonathan,Dwyer,HB,Cardinals,76
Rob,Housler,TE,Cardinals,76
Frostee,Rucker,RE,Cardinals,76
Lorenzo,Alexander,MLB,Cardinals,75
Deone,Bucannon,SS,Cardinals,75
Larry,Foote,MLB,Cardinals,75
Bobby,Massie,RT,Cardinals,75
Ted,Larsen,C,Cardinals,74
Troy,Niklas,TE,Cardinals,74
Sam,Acho,LOLB,Cardinals,73
Paul,Fanaika,RG,Cardinals,73
Kevin,Minter,MLB,Cardinals,73
Drew,Stanton,QB,Cardinals,73
Earl,Watford,RG,Cardinals,73
Jake,Ballard,TE,Cardinals,72
Alameda,Ta'amu,DT,Cardinals,72
Justin,Bethel,CB,Cardinals,71
Mike,Leach,TE,Cardinals,71
Robert,Hughes,FB,Cardinals,70
Kareem,Martin,LE,Cardinals,70
Nate,Potter,RT,Cardinals,70
Stepfan,Taylor,HB,Cardinals,70
Keenan,Clayton,ROLB,Cardinals,69
Tony,Jefferson,SS,Cardinals,69
Philip,Blake,C,Cardinals,68
Alex,Okafor,LOLB,Cardinals,68
Ernie,Sims,MLB,Cardinals,68
Adrian,Tracy,LE,Cardinals,68
Marcus,Benard,LOLB,Cardinals,66
Jaron,Brown,WR,Cardinals,66
John,Estes,C,Cardinals,66
Bryan,McCann,CB,Cardinals,66
Curtis,Taylor,SS,Cardinals,66
John,Brown,WR,Cardinals,65
Brittan,Golden,WR,Cardinals,65
Ryan,Lindley,QB,Cardinals,64
Bradley,Sowell,LT,Cardinals,64
Ed,Stinson,RE,Cardinals,64
Jimmy,Legree,CB,Cardinals,63
Brandon,Sermons,CB,Cardinals,63
Anthony,Steen,RG,Cardinals,63
Walt,Powell,WR,Cardinals,62
Logan,Thomas,QB,Cardinals,62
Teddy,Williams,WR,Cardinals,57
Eric,Weddle,FS,Chargers,94
Philip,Rivers,QB,Chargers,92
Keenan,Allen,WR,Chargers,87
Dwight,Freeney,ROLB,Chargers,87
Antonio,Gates,TE,Chargers,86
Danny,Woodhead,HB,Chargers,85
Nick,Hardwick,C,Chargers,84
Ryan,Mathews,HB,Chargers,84
Mike,Scifres,P,Chargers,84
Donald,Butler,MLB,Chargers,83
Corey,Liuget,RE,Chargers,83
Nick,Novak,K,Chargers,83
King,Dunlap,LT,Chargers,82
D.J.,Fluker,RT,Chargers,82
Jarret,Johnson,LOLB,Chargers,81
Chad,Rinehart,LG,Chargers,81
Donald,Brown,HB,Chargers,80
Malcom,Floyd,WR,Chargers,79
Ladarius,Green,TE,Chargers,79
Kendall,Reyes,LE,Chargers,79
Eddie,Royal,WR,Chargers,79
Larry,English,ROLB,Chargers,78
Melvin,Ingram,LOLB,Chargers,78
Marcus,Gilchrist,SS,Chargers,77
Sean,Lissemore,DT,Chargers,77
Jason,Verrett,CB,Chargers,77
Shareece,Wright,CB,Chargers,77
Kellen,Clemens,QB,Chargers,76
Darrell,Stuckey,FS,Chargers,76
John,Phillips,TE,Chargers,75
David,Johnson,FB,Chargers,74
Steve,Williams,CB,Chargers,74
Jahleel,Addae,FS,Chargers,73
Vincent,Brown,WR,Chargers,73
Jeromey,Clary,RG,Chargers,73
Richard,Marshall,CB,Chargers,73
Kavell,Conner,MLB,Chargers,72
Manti,Te'o,MLB,Chargers,72
Brandon,Ghee,CB,Chargers,71
Chris,Watt,RG,Chargers,71
Andrew,Gachkar,MLB,Chargers,70
Marion,Grice,HB,Chargers,70
Lawrence,Guy,LE,Chargers,70
Rich,Ohrnberger,RG,Chargers,70
Brandon,Taylor,SS,Chargers,70
Johnnie,Troutman,LG,Chargers,70
Jerry,Attaochu,ROLB,Chargers,69
Crezdon,Butler,CB,Chargers,69
Jonas,Mouton,MLB,Chargers,69
Reggie,Walker,MLB,Chargers,69
Seyi,Ajirotutu,WR,Chargers,68
Jake,Byrne,TE,Chargers,68
Ryan,Carrethers,DT,Chargers,68
Kwame,Geathers,DT,Chargers,68
Mike,Harris,RT,Chargers,68
Willie,Smith,RT,Chargers,68
Thomas,Keiser,LOLB,Chargers,65
Nick,McDonald,C,Chargers,65
Tourek,Williams,ROLB,Chargers,65
Damik,Scafe,RE,Chargers,64
Kerwynn,Williams,HB,Chargers,64
Brad,Sorensen,QB,Chargers,63
Nick,Becton,RT,Chargers,61
Marcus,Cromartie,CB,Chargers,61
Tevin,Reese,WR,Chargers,61
Kenny,Wiggins,LT,Chargers,61
Mike,Windt,TE,Chargers,52
Jamaal,Charles,HB,Chiefs,97
Justin,Houston,LOLB,Chiefs,93
Tamba,Hali,ROLB,Chiefs,92
Derrick,Johnson,MLB,Chiefs,91
Dontari,Poe,DT,Chiefs,91
Eric,Berry,SS,Chiefs,90
Anthony,Sherman,FB,Chiefs,90
Alex,Smith,QB,Chiefs,89
Dwayne,Bowe,WR,Chiefs,87
Mike,Devito,RE,Chiefs,87
Dustin,Colquitt,P,Chiefs,86
Sean,Smith,CB,Chiefs,85
Anthony,Fasano,TE,Chiefs,82
Allen,Bailey,LE,Chiefs,80
Husain,Abdullah,FS,Chiefs,79
Rodney,Hudson,C,Chiefs,79
Joe,Mays,MLB,Chiefs,79
Vance,Walker,LE,Chiefs,79
Donnie,Avery,WR,Chiefs,78
Jeff,Allen,LG,Chiefs,77
Donald,Stephenson,RT,Chiefs,77
Chase,Daniel,QB,Chiefs,76
Chris,Owens,CB,Chiefs,76
Marcus,Cooper,CB,Chiefs,75
Knile,Davis,HB,Chiefs,75
Ryan,Succop,K,Chiefs,75
Eric,Fisher,LT,Chiefs,74
Travis,Kelce,TE,Chiefs,74
Dee,Ford,ROLB,Chiefs,73
Sean,McGrath,TE,Chiefs,73
Richard,Gordon,TE,Chiefs,72
Jeff,Linkenbach,RG,Chiefs,72
Kyle,Love,DT,Chiefs,72
Frank,Zombo,LOLB,Chiefs,72
Phillip,Gaines,CB,Chiefs,71
J'Marcus,Webb,LT,Chiefs,71
Kyle,Williams,WR,Chiefs,71
Malcolm,Bronson,FS,Chiefs,70
Sanders,Commings,CB,Chiefs,70
Rishaw,Johnson,LG,Chiefs,70
Nico,Johnson,MLB,Chiefs,70
Eric,Kettani,FB,Chiefs,70
Jermelle,Cudjo,DT,Chiefs,69
Thomas,Gafford,TE,Chiefs,69
A.J.,Jenkins,WR,Chiefs,69
Joe,McKnight,HB,Chiefs,69
Jerron,McMillian,FS,Chiefs,69
Aaron,Murray,QB,Chiefs,69
Mike,Catapano,RE,Chiefs,68
Zach,Fulton,LG,Chiefs,68
Cyrus,Gray,HB,Chiefs,68
Jaye,Howard,DT,Chiefs,68
Dezman,Moses,ROLB,Chiefs,68
Ron,Parker,CB,Chiefs,68
DeMarcus,Van Dyke,CB,Chiefs,68
James-Michael,Johnson,MLB,Chiefs,67
Kevin,Rutland,CB,Chiefs,67
Weston,Dressler,WR,Chiefs,66
Laurent,Duvernay-Tardif,RT,Chiefs,66
Junior,Hemingway,WR,Chiefs,66
Rokevious,Watkins,RG,Chiefs,66
Eric,Kush,C,Chiefs,65
De'Anthony,Thomas,HB,Chiefs,65
Tyler,Bray,QB,Chiefs,64
Josh,Martin,LOLB,Chiefs,64
Daniel,Sorensen,SS,Chiefs,63
Chas,Alecxih,RE,Chiefs,57
Jerrell,Jackson,WR,Chiefs,55
NaVorro,Bowman,MLB,49ers,96
Aldon,Smith,ROLB,49ers,96
Patrick,Willis,MLB,49ers,96
Andy,Lee,P,49ers,95
Vernon,Davis,TE,49ers,94
Joe,Staley,LT,49ers,94
Justin,Smith,RE,49ers,92
Anquan,Boldin,WR,49ers,90
Phil,Dawson,K,49ers,90
Frank,Gore,HB,49ers,90
Mike,Iupati,LG,49ers,90
Michael,Crabtree,WR,49ers,89
Colin,Kaepernick,QB,49ers,89
Anthony,Davis,RT,49ers,88
Antoine,Bethea,SS,49ers,87
Ray,McDonald,LE,49ers,87
Bruce,Miller,FB,49ers,87
Stevie,Johnson,WR,49ers,86
Ahmad,Brooks,LOLB,49ers,84
Alex,Boone,RG,49ers,83
Tramaine,Brock,CB,49ers,82
Eric,Reid,FS,49ers,81
Chris,Cook,CB,49ers,79
Glenn,Dorsey,DT,49ers,79
Chris,Culliver,CB,49ers,78
Kendall,Hunter,HB,49ers,78
Brandon,Lloyd,WR,49ers,78
Daniel,Kilgore,C,49ers,75
Dan,Skuta,ROLB,49ers,75
Craig,Dahl,SS,49ers,74
Carlos,Hyde,HB,49ers,74
Tony,Jerod-Eddie,LE,49ers,74
Adam,Snyder,RG,49ers,74
Jimmie,Ward,SS,49ers,74
Ian,Williams,DT,49ers,74
Chris,Borland,MLB,49ers,73
Tank,Carradine,RE,49ers,73
Brandon,Thomas,LG,49ers,73
Blaine,Gabbert,QB,49ers,72
Quinton,Patton,WR,49ers,72
C.J.,Spillman,FS,49ers,72
Perrish,Cox,CB,49ers,71
Josh,Johnson,QB,49ers,71
Corey,Lemonier,LOLB,49ers,71
Marcus,Martin,C,49ers,71
Vance,McDonald,TE,49ers,71
Al,Netter,RT,49ers,71
Marcus,Lattimore,HB,49ers,70
Jonathan,Martin,LT,49ers,70
Bubba,Ventrone,SS,49ers,70
Michael,Wilhoite,MLB,49ers,70
Jonathan,Baldwin,WR,49ers,69
Bruce,Ellington,WR,49ers,69
LaMichael,James,HB,49ers,69
Dontae,Johnson,FS,49ers,69
Ryan,Seymour,RG,49ers,69
Garrett,Celek,TE,49ers,68
Will,Tukuafu,FB,49ers,68
Darryl,Morris,CB,49ers,67
Kassim,Osgood,WR,49ers,67
Keith,Reaser,CB,49ers,66
Derek,Carrier,TE,49ers,65
Jewel,Hampton,HB,49ers,65
Joe,Looney,LG,49ers,65
Trey,Millard,FB,49ers,65
Kenneth,Acker,CB,49ers,64
McLeod,Bethel-Thompson,QB,49ers,64
Quinton,Dial,DT,49ers,64
Demarcus,Dobbs,RE,49ers,64
Kaleb,Ramsey,LE,49ers,64
Aaron,Lynch,LOLB,49ers,61
Nick,Moody,MLB,49ers,61
Kevin,McDermott,TE,49ers,57
Marcel,Reece,FB,Raiders,92
Tyvon,Branch,SS,Raiders,88
Justin,Tuck,RE,Raiders,88
Stefen,Wisniewski,C,Raiders,88
Antonio,Smith,DT,Raiders,87
LaMarr,Woodley,LE,Raiders,87
Tarell,Brown,CB,Raiders,86
Maurice,Jones-Drew,HB,Raiders,86
Charles,Woodson,FS,Raiders,86
James,Jones,WR,Raiders,84
Pat,Sims,DT,Raiders,83
Marquette,King,P,Raiders,82
Sio,Moore,ROLB,Raiders,82
Donald,Penn,LT,Raiders,82
Austin,Howard,RT,Raiders,81
Khalil,Mack,LOLB,Raiders,81
Denarius,Moore,WR,Raiders,81
Carlos,Rogers,CB,Raiders,81
Rod,Streater,WR,Raiders,80
Darren,McFadden,HB,Raiders,79
Nick,Roach,MLB,Raiders,78
Matt,Schaub,QB,Raiders,78
Usama,Young,FS,Raiders,78
Kevin,Burnett,MLB,Raiders,77
D.J.,Hayden,CB,Raiders,77
Sebastian,Janikowski,K,Raiders,76
David,Ausberry,TE,Raiders,75
Khalif,Barnes,RT,Raiders,75
Kevin,Boothe,RG,Raiders,75
Tony,Bergstrom,LG,Raiders,74
Derek,Carr,QB,Raiders,74
Kaluka,Maiava,MLB,Raiders,74
Mychal,Rivera,TE,Raiders,74
Andre,Holmes,WR,Raiders,73
Matt,McGloin,QB,Raiders,73
C.J.,Wilson,RE,Raiders,73
Miles,Burris,ROLB,Raiders,71
Greg,Little,WR,Raiders,71
Juron,Criner,WR,Raiders,70
Gabe,Jackson,RG,Raiders,70
Nick,Kasa,TE,Raiders,70
Stacy,McGee,DT,Raiders,70
Keith,McGill,CB,Raiders,70
Jamize,Olawale,FB,Raiders,70
Menelik,Watson,LT,Raiders,70
Kaelin,Burnett,LOLB,Raiders,69
Chimdi,Chekwa,CB,Raiders,69
Justin,Cole,ROLB,Raiders,69
Trent,Edwards,QB,Raiders,69
Taiwan,Jones,CB,Raiders,69
Jeremy,Stewart,HB,Raiders,69
T.J.,Carrie,CB,Raiders,68
Matthew,McCants,RT,Raiders,68
Latavius,Murray,HB,Raiders,68
Torell,Troup,DT,Raiders,68
Chance,Casey,CB,Raiders,67
Jack,Crawford,LE,Raiders,67
Brandian,Ross,SS,Raiders,67
Brice,Butler,WR,Raiders,66
Shelton,Johnson,FS,Raiders,66
Ricky,Lumpkin,DT,Raiders,66
Lucas,Nix,LG,Raiders,66
Shelby,Harris,LE,Raiders,65
Neiko,Thorpe,CB,Raiders,65
Jonathan,Dowling,FS,Raiders,64
Justin,Ellis,DT,Raiders,63
Lamar,Mady,RG,Raiders,63
Marshall,McFadden,ROLB,Raiders,63
Greg,Jenkins,WR,Raiders,62
Ryan,Robinson,RE,Raiders,61
Kory,Sheets,HB,Raiders,61
Jon,Condo,TE,Raiders,48
Robert,Quinn,RE,Rams,97
Jake,Long,LT,Rams,90
Johnny,Hekker,P,Rams,87
Chris,Long,LE,Rams,87
Rodger,Saffold,RG,Rams,87
Greg,Zuerlein,K,Rams,87
Sam,Bradford,QB,Rams,85
William,Hayes,LE,Rams,84
Janoris,Jenkins,CB,Rams,84
Zac,Stacy,HB,Rams,84
Greg,Robinson,LG,Rams,83
Michael,Brockers,DT,Rams,81
Jared,Cook,TE,Rams,81
James,Laurinaitis,MLB,Rams,81
Kendall,Langford,DT,Rams,80
Joe,Barksdale,RT,Rams,79
Aaron,Donald,DT,Rams,79
Alec,Ogletree,LOLB,Rams,79
Scott,Wells,C,Rams,79
Tavon,Austin,WR,Rams,78
Kenny,Britt,WR,Rams,77
Jo-Lonn,Dunbar,ROLB,Rams,77
Trumaine,Johnson,CB,Rams,77
Lance,Kendricks,TE,Rams,77
Alex,Carrington,DT,Rams,76
Shaun,Hill,QB,Rams,76
Austin,Pettis,WR,Rams,76
Chris,Givens,WR,Rams,75
T.J.,McDonald,SS,Rams,75
Davin,Joseph,RG,Rams,74
Tre,Mason,HB,Rams,74
Rodney,McLeod,FS,Rams,74
Stedman,Bailey,WR,Rams,73
Lamarcus,Joyner,CB,Rams,73
Eugene,Sims,RE,Rams,73
Cory,Harkey,FB,Rams,72
Brian,Quick,WR,Rams,72
Travis,Bond,LG,Rams,71
Matt,Daniels,FS,Rams,71
Benny,Cunningham,HB,Rams,70
Austin,Davis,QB,Rams,70
Barrett,Jones,C,Rams,70
Brandon,McGee,CB,Rams,70
Brandon,Washington,LG,Rams,70
Tim,Barnes,C,Rams,69
Justice,Cunningham,TE,Rams,69
Mason,Brodine,LE,Rams,68
E.J.,Gaines,CB,Rams,67
Isaiah,Pead,HB,Rams,67
Phillip,Steward,ROLB,Rams,67
Sammy,Brown,LOLB,Rams,66
Garrett,Gilbert,QB,Rams,66
Michael,Sam,RE,Rams,66
Maurice,Alexander,SS,Rams,65
Christian,Bryant,SS,Rams,65
Matt,Conrath,DT,Rams,65
Chase,Reynolds,HB,Rams,65
Ray Ray,Armstrong,LOLB,Rams,64
Cody,Davis,FS,Rams,64
Mitchell,Van Dyk,RT,Rams,64
Mike,Person,LT,Rams,63
Daren,Bates,ROLB,Rams,62
Demetrius,Rhaney,C,Rams,61
Caleb,McSurdy,MLB,Rams,59
Justin,Veltung,WR,Rams,58
Jake,McQuaide,TE,Rams,49
Richard,Sherman,CB,Seahawks,99
Marshawn,Lynch,HB,Seahawks,95
Earl,Thomas III,FS,Seahawks,95
Kam,Chancellor,SS,Seahawks,93
Russell,Wilson,QB,Seahawks,93
Brandon,Mebane,DT,Seahawks,91
Percy,Harvin,WR,Seahawks,90
Michael,Bennett,LE,Seahawks,89
Steven,Hauschka,K,Seahawks,89
Bobby,Wagner,MLB,Seahawks,88
Cliff,Avril,RE,Seahawks,87
Zach,Miller,TE,Seahawks,86
Russell,Okung,LT,Seahawks,86
Max,Unger,C,Seahawks,86
Byron,Maxwell,CB,Seahawks,84
Doug,Baldwin,WR,Seahawks,83
Bruce,Irvin,ROLB,Seahawks,83
Tony,McDaniel,DT,Seahawks,83
K.J.,Wright,MLB,Seahawks,83
Sidney,Rice,WR,Seahawks,82
Kevin,Williams,DT,Seahawks,82
Malcolm,Smith,LOLB,Seahawks,80
Derrick,Coleman,FB,Seahawks,79
Jon,Ryan,P,Seahawks,79
James,Carpenter,LG,Seahawks,78
Jermaine,Kearse,WR,Seahawks,78
Jeremy,Lane,CB,Seahawks,78
J.R.,Sweezy,RG,Seahawks,78
Robert,Turbin,HB,Seahawks,78
Michael,Bowie,RT,Seahawks,77
Anthony,McCoy,TE,Seahawks,76
Christine,Michael,HB,Seahawks,76
Tarvaris,Jackson,QB,Seahawks,75
Terrelle,Pryor,QB,Seahawks,75
O'Brien,Schofield,ROLB,Seahawks,75
Jeron,Johnson,SS,Seahawks,74
Heath,Farwell,MLB,Seahawks,73
Greg,Van Roten,LG,Seahawks,73
Justin,Britt,RT,Seahawks,72
