first_name,last_name,position,player_match_position,madden_rating,year
Tarik,Cohen,HB,,85,2020
Dalvin,Cook,HB,,85,2020
Demario,Davis,ROLB,,85,2020
Jack,Doyle,TE,,85,2020
Eddie,Goldman,DT,,85,2020
Robbie,Gould,K,,85,2020
Everson,Griffen,RE,,85,2020
Austin,Hooper,TE,,85,2020
Marlon,Humphrey,CB,,85,2020
John,Johnson III,SS,,85,2020
Golden,Tate III,WR,,85,2020
DeSean,Jackson,WR,,85,2020
Lamarcus,Joyner,FS,,85,2020
Kyle,Juszczyk,FB,,85,2020
Sam,Koch,P,,85,2020
Jason,McCourty,CB,,85,2020
Lamar,Miller,HB,,85,2020
Andrew,Norwell,LG,,85,2020
Maurkice,Pouncey,C,,85,2020
Ben,Roethlisberger,QB,,85,2020
Kyle,Rudolph,TE,,85,2020
Kawann,Short,LE,,85,2020
Jaylon,Smith,MLB,,85,2020
Ronnie,Stanley,LT,,85,2020
Ndamukong,Suh,RE,,85,2020
Stephon,Tuitt,LE,,85,2020
Tre'Davious,White,CB,,85,2020
Avery,Williamson,MLB,,85,2020
David,Andrews,C,,84,2020
Michael,Brockers,LE,,84,2020
Anthony,Castonzo,LT,,84,2020
Nickell,Robey-Coleman,CB,,84,2020
Evan,Engram,TE,,84,2020
Larry,Fitzgerald,WR,,84,2020
Dee,Ford,LE,,84,2020
Marcus,Gilbert,RT,,84,2020
Joe,Haden,CB,,84,2020
O.J.,Howard,TE,,84,2020
William,Jackson,CB,,84,2020
Tony,Jefferson,SS,,84,2020
Chris,Jones,P,,84,2020
Cooper,Kupp,WR,,84,2020
Jarvis,Landry,WR,,84,2020
Sean,Lee,LOLB,,84,2020
Darius,Leonard,LOLB,,84,2020
Dion,Lewis,HB,,84,2020
Sony,Michel,HB,,84,2020
Thomas,Morstead,P,,84,2020
Cam,Newton,QB,,84,2020
Yannick,Ngakoue,RE,,84,2020
Jabrill,Peppers,SS,,84,2020
Justin,Reid,FS,,84,2020
Sheldon,Richardson,DT,,84,2020
Aldrick,Rosas,K,,84,2020
Ryan,Shazier,MLB,,84,2020
Jimmy,Smith,CB,,84,2020
Kenny,Stills,WR,,84,2020
Joe,Thuney,LG,,84,2020
Laremy,Tunsil,LT,,84,2020
Cameron,Wake,LOLB,,84,2020
Leonard,Williams,LE,,84,2020
Nelson,Agholor,WR,,83,2020
Jaire,Alexander,CB,,83,2020
Cole,Beasley,WR,,83,2020
Tyler,Boyd,WR,,83,2020
Frank,Clark,RE,,83,2020
Tevin,Coleman,HB,,83,2020
Landon,Collins,SS,,83,2020
James,Conner,HB,,83,2020
Michael,Dickson,P,,83,2020
Jared,Goff,QB,,83,2020
Kenny,Golladay,WR,,83,2020
Marquise,Goodwin,WR,,83,2020
Josh,Gordon,WR,,83,2020
Jimmy,Graham,TE,,83,2020
Derrick,Henry,HB,,83,2020
Dont'a,Hightower,ROLB,,83,2020
Xavien,Howard,CB,,83,2020
Jerry,Hughes,RE,,83,2020
Rodger,Saffold III,LG,,83,2020
Matthew,Ioannidis,LE,,83,2020
Myles,Jack,MLB,,83,2020
Adoree',Jackson,CB,,83,2020
Reshad,Jones,SS,,83,2020
Johnathan,Joseph,CB,,83,2020
Charles,Leno Jr,LT,,83,2020
Ryan,Kelly,C,,83,2020
Baker,Mayfield,QB,,83,2020
Vance,McDonald,TE,,83,2020
Mike,McGlinchey,RT,,83,2020
Benardrick,McKinney,MLB,,83,2020
Whitney,Mercilus,LOLB,,83,2020
Da'Ron,Payne,DT,,83,2020
Adrian,Peterson,HB,,83,2020
Sheldon,Rankins,DT,,83,2020
Za'Darius,Smith,LOLB,,83,2020
D.J.,Swearinger Sr,SS,,83,2020
Terrell,Suggs,LOLB,,83,2020
Tyrell,Williams,WR,,83,2020
Marcus,Williams,FS,,83,2020
Jason,Witten,TE,,83,2020
Lorenzo,Alexander,ROLB,,82,2020
Jonathan,Allen,RE,,82,2020
Robby,Anderson,WR,,82,2020
Anthony,Barr,LOLB,,82,2020
Matt,Breida,HB,,82,2020
Duane,Brown,LT,,82,2020
Patrick,Chung,SS,,82,2020
Ronald,Darby,CB,,82,2020
Corey,Davis,WR,,82,2020
Carlos,Dunlap,LE,,82,2020
Austin,Ekeler,HB,,82,2020
Ramon,Foster,LG,,82,2020
Will,Fuller V,WR,,82,2020
Taylor,Gabriel,WR,,82,2020
Tashaun,Gipson Sr,SS,,82,2020
Lawrence,Guy,DT,,82,2020
Rob,Havenstein,RT,,82,2020
Malik,Hooker,FS,,82,2020
Chandler,Jones,ROLB,,82,2020
Marlon,Mack,HB,,82,2020
Blake,Martinez,MLB,,82,2020
LeSean,McCoy,HB,,82,2020
Jerick,McKinnon,HB,,82,2020
David,Njoku,TE,,82,2020
Kelechi,Osemele,LG,,82,2020
Marcus,Peters,CB,,82,2020
Mike,Pouncey,C,,82,2020
Patrick,Robinson,CB,,82,2020
Logan,Ryan,CB,,82,2020
Mohamed,Sanu Sr,WR,,82,2020
Jabaal,Sheard,LE,,82,2020
Demaryius,Thomas,WR,,82,2020
Olivier,Vernon,LE,,82,2020
Jason,Verrett,CB,,82,2020
Sammy,Watkins,WR,,82,2020
Deshaun,Watson,QB,,82,2020
Benjamin,Watson,TE,,82,2020
T.J.,Watt,LOLB,,82,2020
Carson,Wentz,QB,,82,2020
Brian,Winters,RG,,82,2020
Ricardo,Allen,FS,,81,2020
Danny,Amendola,WR,,81,2020
Prince,Amukamara,CB,,81,2020
Jessie,Bates III,FS,,81,2020
Austin,Blythe,RG,,81,2020
Zach,Brown,MLB,,81,2020
Bryce,Callahan,CB,,81,2020
Brandon,Carr,CB,,81,2020
Dustin,Colquitt,P,,81,2020
Kirk,Cousins,QB,,81,2020
Vernon,Davis,TE,,81,2020
D.J.,Fluker,RG,,81,2020
Leonard,Fournette,HB,,81,2020
Chris,Godwin,WR,,81,2020
Frank,Gore,HB,,81,2020
Kerryon,Johnson,HB,,81,2020
Trumaine,Johnson,CB,,81,2020
Aaron,Jones,HB,,81,2020
Paul,Richardson Jr,WR,,81,2020
Matthew,Judon,LOLB,,81,2020
Mychal,Kendricks,ROLB,,81,2020
Carl,Lawson,RE,,81,2020
Taylor,Lewan,LT,,81,2020
D.J.,Moore,WR,,81,2020
Mitch,Morse,C,,81,2020
Josh,Norman,CB,,81,2020
Dak,Prescott,QB,,81,2020
Jarran,Reed,DT,,81,2020
Sterling,Shepard,WR,,81,2020
Roquan,Smith,MLB,,81,2020
Braden,Smith,RT,,81,2020
Kenny,Vaccaro,SS,,81,2020
Tress,Way,P,,81,2020
Eric,Weddle,FS,,81,2020
Cody,Whitehair,C,,81,2020
Mike,Williams,WR,,81,2020
K.J.,Wright,ROLB,,81,2020
C.J.,Anderson,HB,,80,2020
Ezekiel,Ansah,RE,,80,2020
Chidobe,Awuzie,CB,,80,2020
Budda,Baker,FS,,80,2020
Marcus,Cannon,RT,,80,2020
Derek,Carr,QB,,80,2020
Bradley,Chubb,ROLB,,80,2020
Charles,Clay,TE,,80,2020
Ha,Ha Clinton-Dix,SS,,80,2020
Randall,Cobb,WR,,80,2020
Andy,Dalton,QB,,80,2020
Marcell,Dareus,DT,,80,2020
Pierre,Desir,CB,,80,2020
Samson,Ebukam,LOLB,,80,2020
Minkah,Fitzpatrick,FS,,80,2020
Devin,Funchess,WR,,80,2020
Ted,Ginn Jr,WR,,80,2020
Dallas,Goedert,TE,,80,2020
Stephen,Gostkowski,K,,80,2020
Shaquill,Griffin,CB,,80,2020
Jordan,Hicks,MLB,,80,2020
Mike,Hilton,CB,,80,2020
Jordan,Howard,HB,,80,2020
Malik,Jackson,DT,,80,2020
Donte,Jackson,CB,,80,2020
Janoris,Jenkins,CB,,80,2020
Duke,Johnson Jr,HB,,80,2020
Ron,Leary,LG,,80,2020
Marqise,Lee,WR,,80,2020
Corey,Linsley,C,,80,2020
Taylor,Moton,LT,,80,2020
Michael,Palardy,P,,80,2020
Dante,Pettis,WR,,80,2020
Jordan,Poyer,SS,,80,2020
Justin,Simmons,FS,,80,2020
Preston,Smith,ROLB,,80,2020
Jaquiski,Tartt,SS,,80,2020
Dalvin,Tomlinson,LE,,80,2020
Danny,Trevathan,MLB,,80,2020
Trai,Turner,RG,,80,2020
Vita,Vea,DT,,80,2020
Larry,Warford,RG,,80,2020
Damien,Williams,HB,,80,2020
Quinnen,Williams,DT,,80,2020
Derek,Wolfe,LE,,80,2020
Greg,Zuerlein,K,,80,2020
Henry,Anderson,RE,,79,2020
Mark,Andrews,TE,,79,2020
Travis,Benjamin,WR,,79,2020
Giovani,Bernard,HB,,79,2020
James,Bradberry,CB,,79,2020
Cameron,Brate,TE,,79,2020
John,Brown,WR,,79,2020
Anthony,Brown,CB,,79,2020
Orlando,Brown Jr,RT,,79,2020
Harrison,Butker,K,,79,2020
Malcolm,Butler,CB,,79,2020
De'Vondre,Campbell,ROLB,,79,2020
Gareon,Conley,CB,,79,2020
Tyrone,Crawford,RE,,79,2020
Dominique,Rodgers-Cromartie,CB,,79,2020
Jamison,Crowder,WR,,79,2020
Isaiah,Crowell,HB,,79,2020
Thomas,Davis Sr,ROLB,,79,2020
Kenyan,Drake,HB,,79,2020
Quincy,Enunwa,WR,,79,2020
Gerald,Everett,TE,,79,2020
Tre,Flowers,CB,,79,2020
Graham,Gano,K,,79,2020
Da'Shawn,Hand,LE,,79,2020
Javon,Hargrave,DT,,79,2020
Tyler,Higbee,TE,,79,2020
Kenny,Moore II,CB,,79,2020
Rodney,McLeod Jr,FS,,79,2020
Ed,Oliver Jr,DT,,79,2020
Damontae,Kazee,FS,,79,2020
Josh,Lambo,K,,79,2020
Kyle,Long,RG,,79,2020
Marcus,Mariota,QB,,79,2020
Jake,Matthews,LT,,79,2020
Bradley,McDougald,FS,,79,2020
Steve,McLendon,DT,,79,2020
Pernell,McPhee,ROLB,,79,2020
Cameron,Meredith,WR,,79,2020
Latavius,Murray,HB,,79,2020
DeVante,Parker,WR,,79,2020
Frank,Ragnow,LG,,79,2020
Patrick,Ricard,FB,,79,2020
Calvin,Ridley,WR,,79,2020
Joe,Schobert,MLB,,79,2020
Andrew,Sendejo,FS,,79,2020
Matthew,Stafford,QB,,79,2020
Chris,Thompson,HB,,79,2020
J.C.,Tretter,C,,79,2020
Dede,Westbrook,WR,,79,2020
Daryl,Williams,RT,,79,2020
Shawn,Williams,SS,,79,2020
Albert,Wilson,WR,,79,2020
Wesley,Woodyard,MLB,,79,2020
Kwon,Alexander,MLB,,78,2020
Arik,Armstead,DT,,78,2020
Nick,Bosa,RE,,78,2020
Matt,Bosher,P,,78,2020
Nigel,Bradham,ROLB,,78,2020
Trent,Brown,RT,,78,2020
Jack,Conklin,RT,,78,2020
Laurent,Duvernay-Tardif,RG,,78,2020
Michael,Gallup,WR,,78,2020
Jimmy,Garoppolo,QB,,78,2020
Clayton,Geathers,SS,,78,2020
Derrius,Guice,HB,,78,2020
Josh,Hill,TE,,78,2020
Adam,Humphries,WR,,78,2020
Maurice,Hurst,DT,,78,2020
Hayden,Hurst,TE,,78,2020
Harold,Landry III,ROLB,,78,2020
Willie,Snead IV,WR,,78,2020
Jesse,James,TE,,78,2020
Ja'Wuan,James,RT,,78,2020
Tim,Jernigan,DT,,78,2020
Ben,Jones,C,,78,2020
Zay,Jones,WR,,78,2020
Karl,Joseph,SS,,78,2020
Jermaine,Kearse,WR,,78,2020
Eric,Kendricks,MLB,,78,2020
Dre,Kirkpatrick,CB,,78,2020
Tyler,Kroft,TE,,78,2020
Shaq,Lawson,LE,,78,2020
Avonte,Maddox,CB,,78,2020
Doug,Martin,HB,,78,2020
Clay,Matthews,ROLB,,78,2020
Marcus,Maye,FS,,78,2020
Takkarist,McKinley,RE,,78,2020
Rashaan,Melvin,CB,,78,2020
Uchenna,Nwosu,LOLB,,78,2020
David,Onyemata,DT,,78,2020
Jason,Pierre-Paul,ROLB,,78,2020
Rashaad,Penny,HB,,78,2020
Dontari,Poe,DT,,78,2020
Matt,Prater,K,,78,2020
Robert,Quinn,RE,,78,2020
D.J.,Reader,RE,,78,2020
Bradley,Roby,CB,,78,2020
Jake,Ryan,MLB,,78,2020
Curtis,Samuel,WR,,78,2020
Quinton,Spain,LG,,78,2020
Taywan,Taylor,WR,,78,2020
Shaq,Thompson,MLB,,78,2020
C.J.,Uzomah,TE,,78,2020
Adam,Vinatieri,K,,78,2020
Trae,Waynes,CB,,78,2020
Trevor,Williams,CB,,78,2020
Robert,Alford,CB,,77,2020
Josh,Allen,LE,,77,2020
Peyton,Barber,HB,,77,2020
Shaquil,Barrett,LOLB,,77,2020
Antoine,Bethea,FS,,77,2020
Garett,Bolles,LT,,77,2020
Nick,Boyle,TE,,77,2020
Marquise,Brown,WR,,77,2020
Adrian,Clayborn,RE,,77,2020
Keelan,Cole,WR,,77,2020
Justin,Coleman,CB,,77,2020
Britton,Colquitt,P,,77,2020
James,Daniels,LG,,77,2020
Mike,Davis,HB,,77,2020
Dion,Dawkins,LT,,77,2020
Darqueze,Dennard,CB,,77,2020
Quandre,Diggs,SS,,77,2020
Josh,Doctson,WR,,77,2020
Phillip,Dorsett,WR,,77,2020
Quinton,Dunbar,CB,,77,2020
Rashaan,Evans,MLB,,77,2020
Leonard,Floyd,ROLB,,77,2020
Nick,Foles,QB,,77,2020
Mason,Foster,MLB,,77,2020
Dante,Fowler Jr,ROLB,,77,2020
Ryan,Grant,WR,,77,2020
Matt,Haack,P,,77,2020
Demetrius,Harris,TE,,77,2020
Stephen,Hauschka,K,,77,2020
Will,Hernandez,LG,,77,2020
Nyheim,Hines,HB,,77,2020
Anthony,Hitchens,ROLB,,77,2020
T.J.,Hockenson,TE,,77,2020
Chris,Hogan,WR,,77,2020
Gabe,Jackson,RG,,77,2020
Brett,Kern,P,,77,2020
Andy,Lee,P,,77,2020
Marcedes,Lewis,TE,,77,2020
Wil,Lutz,K,,77,2020
Matt,Milano,LOLB,,77,2020
Trent,Murphy,LE,,77,2020
Jason,Myers,K,,77,2020
Kyle,Van Noy,LOLB,,77,2020
Larry,Ogunjobi,DT,,77,2020
Adrian,Phillips,SS,,77,2020
Brian,Poole,CB,,77,2020
Brooks,Reed,ROLB,,77,2020
Theo,Riddick,HB,,77,2020
Seth,Roberts,WR,,77,2020
A'Shawn,Robinson,DT,,77,2020
Anthony,Sherman,FB,,77,2020
Buster,Skrine,CB,,77,2020
Torrey,Smith,WR,,77,2020
Alex,Smith,QB,,77,2020
Rick,Wagner,RT,,77,2020
Spencer,Ware,HB,,77,2020
Xavier,Woods,FS,,77,2020
Al,Woods,DT,,77,2020
T.J.,Yeldon,HB,,77,2020
Tavon,Young,CB,,77,2020
Jahleel,Addae,SS,,76,2020
Mario,Addison,ROLB,,76,2020
Dwayne,Allen,TE,,76,2020
Eli,Apple,CB,,76,2020
Denico,Autry,DT,,76,2020
Genard,Avery,LOLB,,76,2020
Jerome,Baker,LOLB,,76,2020
Derek,Barnett,LE,,76,2020
Vonn,Bell,SS,,76,2020
Clint,Boling,RG,,76,2020
Justin,Britt,C,,76,2020
Vontaze,Burfict,ROLB,,76,2020
Rex,Burkhead,HB,,76,2020
La'el,Collins,RT,,76,2020
Zach,Cunningham,MLB,,76,2020
Todd,Davis,MLB,,76,2020
Taylor,Decker,LT,,76,2020
Seth,DeValve,TE,,76,2020
Ed,Dickson,TE,,76,2020
Kenneth,Dixon,HB,,76,2020
Rhett,Ellison,TE,,76,2020
Zach,Fulton,RG,,76,2020
Virgil,Green,TE,,76,2020
Randy,Gregory,RE,,76,2020
Johnathan,Hankins,DT,,76,2020
Christopher,Herndon IV,TE,,76,2020
Allen,Hurns,WR,,76,2020
Carlos,Hyde,HB,,76,2020
Dexter,Lawrence II,DT,,76,2020
Richie,Incognito,LG,,76,2020
Sidney,Jones IV,CB,,76,2020
Lamar,Jackson,QB,,76,2020
Ryan,Jensen,C,,76,2020
Ricky,Seals-Jones,TE,,76,2020
DaQuan,Jones,DT,,76,2020
Jonathan,Jones,CB,,76,2020
Kevin,King,CB,,76,2020
Christian,Kirk,WR,,76,2020
Nick,Kwiatkoski,MLB,,76,2020
Anthony,Levine Sr,SS,,76,2020
Aaron,Lynch,LOLB,,76,2020
Bobby,McCain,CB,,76,2020
Brandon,McManus,K,,76,2020
D.K.,Metcalf,WR,,76,2020
Terrance,Mitchell,CB,,76,2020
David,Moore,WR,,76,2020
Steven,Nelson,CB,,76,2020
Derrick,Nnadi,DT,,76,2020
Emmanuel,Ogbah,LE,,76,2020
Alex,Okafor,LE,,76,2020
Russell,Okung,LT,,76,2020
Corey,Peters,DT,,76,2020
Bradley,Pinion,P,,76,2020
Eric,Reid,SS,,76,2020
Darryl,Roberts,CB,,76,2020
Ito,Smith,HB,,76,2020
Tavon,Wilson Sr,SS,,76,2020
Courtland,Sutton,WR,,76,2020
Tahir,Whitehead,LOLB,,76,2020
Jamaal,Williams,HB,,76,2020
Maxx,Williams,TE,,76,2020
Vince,Williams,MLB,,76,2020
Jameis,Winston,QB,,76,2020
Ryan,Allen,P,,75,2020
Vic,Beasley Jr,LE,,75,2020
Jordan,Berry,P,,75,2020
Briean,Boddy-Calhoun,FS,,75,2020
Kendrick,Bourne,WR,,75,2020
Preston,Brown,MLB,,75,2020
Jatavis,Brown,LOLB,,75,2020
Jayon,Brown,MLB,,75,2020
Taven,Bryan,RE,,75,2020
Brian,Burns,LOLB,,75,2020
Jake,Butt,TE,,75,2020
Antonio,Callaway,WR,,75,2020
Taco,Charlton,RE,,75,2020
Corey,Clement,HB,,75,2020
Aaron,Colvin,CB,,75,2020
Chris,Conley,WR,,75,2020
Ken,Crawley,CB,,75,2020
Vinny,Curry,LE,,75,2020
Tyeler,Davison,DT,,75,2020
James,Develin,FB,,75,2020
Gus,Edwards,HB,,75,2020
Justin,Evans,FS,,75,2020
Kyler,Fackrell,ROLB,,75,2020
Darren,Fells,TE,,75,2020
Ryan,Fitzpatrick,QB,,75,2020
Reuben,Foster,MLB,,75,2020
Royce,Freeman,HB,,75,2020
Mike,Gesicki,TE,,75,2020
Davon,Godchaux,DT,,75,2020
Jakeem,Grant,WR,,75,2020
Duron,Harmon,SS,,75,2020
Willie,Henry,RE,,75,2020
Dustin,Hopkins,K,,75,2020
Margus,Hunt,DT,,75,2020
Josh,Jackson,CB,,75,2020
JC,Jackson,CB,,75,2020
Jordan,Jenkins,LOLB,,75,2020
Byron,Murphy Jr,CB,,75,2020
Irv,Smith Jr,TE,,75,2020
Christian,Kirksey,ROLB,,75,2020
Nevin,Lawson,CB,,75,2020
Cory,Littleton,MLB,,75,2020
Dean,Lowry,LE,,75,2020
Brandon,Marshall,MLB,,75,2020
Sam,Martin,P,,75,2020
Bobby,Massie,RT,,75,2020
Jordan,Matthews,WR,,75,2020
Anthony,Miller,WR,,75,2020
Donte,Moncrief,WR,,75,2020
Morgan,Moses,RT,,75,2020
Carl,Nassib,LOLB,,75,2020
Robert,Nkemdiche,LE,,75,2020
James,O'Shaughnessy,TE,,75,2020
Will,Parks,SS,,75,2020
Cordarrelle,Patterson,WR,,75,2020
Mike,Person,RG,,75,2020
Josh,Reynolds,WR,,75,2020
Jalen,Richard,HB,,75,2020
Chase,Roullier,C,,75,2020
Tajae,Sharpe,WR,,75,2020
Lee,Smith,TE,,75,2020
Nate,Solder,LT,,75,2020
Laken,Tomlinson,LG,,75,2020
Mitchell,Trubisky,QB,,75,2020
Kemoko,Turay,RE,,75,2020
Nick,Vannett,TE,,75,2020
Jimmie,Ward,CB,,75,2020
James,Washington,WR,,75,2020
Christian,Wilkins,DT,,75,2020
P.J.,Williams,CB,,75,2020
Luke,Willson,TE,,75,2020
Jarius,Wright,WR,,75,2020
Ameer,Abdullah,HB,,74,2020
Mackensie,Alexander,CB,,74,2020
Josh,Allen,QB,,74,2020
Geronimo,Allison,WR,,74,2020
Alex,Anzalone,MLB,,74,2020
Kelvin,Beachum,LT,,74,2020
Ja'Whaun,Bentley,MLB,,74,2020
Bashaud,Breeland,CB,,74,2020
Morgan,Burnett,SS,,74,2020
T.J.,Carrie,CB,,74,2020
Maliek,Collins,DT,,74,2020
Mason,Crosby,K,,74,2020
Sam,Darnold,QB,,74,2020
Tremaine,Edmunds,MLB,,74,2020
Terrell,Edmunds,SS,,74,2020
Pat,Elflein,LG,,74,2020
Jake,Elliott,K,,74,2020
Ka'imi,Fairbairn,K,,74,2020
Noah,Fant,TE,,74,2020
Matthias,Farley,SS,,74,2020
Clelin,Ferrell,LE,,74,2020
Eric,Fisher,LT,,74,2020
Joe,Flacco,QB,,74,2020
Wayne,Gallman Jr,HB,,74,2020
Ben,Gedeon,ROLB,,74,2020
Graham,Glasgow,C,,74,2020
Cordy,Glenn,LG,,74,2020
Mark,Glowinski,RG,,74,2020
Adam,Gotsis,RE,,74,2020
Vernon,Hargreaves III,CB,,74,2020
Shelby,Harris,DT,,74,2020
N'Keal,Harry,WR,,74,2020
Jeff,Heuerman,TE,,74,2020
B.J.,Hill,RE,,74,2020
John,Ross III,WR,,74,2020
Dontrelle,Inman,WR,,74,2020
Bruce,Irvin,LOLB,,74,2020
Mike,Iupati,LG,,74,2020
Josh,Jacobs,HB,,74,2020
Jeffery,Simmons Jr,LE,,74,2020
Devon,Kennard,LOLB,,74,2020
Jourdan,Lewis,CB,,74,2020
Zach,Line,FB,,74,2020
Star,Lotulelei,DT,,74,2020
Brett,Maher,K,,74,2020
J.D.,McKissic,HB,,74,2020
Raekwon,McMillan,MLB,,74,2020
Jalen,Mills,CB,,74,2020
Barkevious,Mingo,LOLB,,74,2020
Ty,Montgomery,HB,,74,2020
Raheem,Mostert,HB,,74,2020
Bilal,Nichols,LE,,74,2020
Patrick,Onwuasor,MLB,,74,2020
Denzel,Perryman,MLB,,74,2020
Harrison,Phillips,DT,,74,2020
Haason,Reddick,MLB,,74,2020
Demarcus,Robinson,WR,,74,2020
Richard,Rodgers,TE,,74,2020
Chester,Rogers,WR,,74,2020
Rigoberto,Sanchez,P,,74,2020
JK,Scott,P,,74,2020
Adam,Shaheen,TE,,74,2020
Danny,Shelton,DT,,74,2020
John,Simon,LE,,74,2020
Tre'Quan,Smith,WR,,74,2020
Jonnu,Smith,TE,,74,2020
Ryan,Succop,K,,74,2020
Ryan,Switzer,WR,,74,2020
Ryan,Tannehill,QB,,74,2020
Trent,Taylor,WR,,74,2020
Solomon,Thomas,RE,,74,2020
Tedric,Thompson,FS,,74,2020
Jerry,Tillery,DT,,74,2020
Will,Tye,TE,,74,2020
Levi,Wallace,CB,,74,2020
Fred,Warner,ROLB,,74,2020
Devin,White,MLB,,74,2020
Tim,Williams,ROLB,,74,2020
Tramon,Williams,FS,,74,2020
Quincy,Wilson,CB,,74,2020
Kiko,Alonso,ROLB,,73,2020
J.J.,Arcega-Whiteside,WR,,73,2020
Tavon,Austin,WR,,73,2020
Dan,Bailey,K,,73,2020
Ronald,Blair III,RE,,73,2020
Alfred,Blue,HB,,73,2020
Garrett,Bradbury,C,,73,2020
Teddy,Bridgewater,QB,,73,2020
Jaron,Brown,WR,,73,2020
Malcom,Brown,DT,,73,2020
Randy,Bullock,K,,73,2020
Garrett,Celek,TE,,73,2020
Ross,Cockrell,CB,,73,2020
Adrian,Colbert,FS,,73,2020
Jamie,Collins Sr,LOLB,,73,2020
Keke,Coutee,WR,,73,2020
Christian,Covington,DT,,73,2020
Jason,Croom,TE,,73,2020
Will,Dissly,TE,,73,2020
Bud,Dupree,ROLB,,73,2020
Lac,Edwards,P,,73,2020
D'Onta,Foreman,HB,,73,2020
Rashan,Gary,LE,,73,2020
Kamu,Grugier-Hill,LOLB,,73,2020
DaeSean,Hamilton,WR,,73,2020
Justin,Hardy,WR,,73,2020
Anthony,Harris,FS,,73,2020
D.J.,Hayden,CB,,73,2020
Jeff,Heath,SS,,73,2020
Trey,Hendrickson,RE,,73,2020
Rashard,Higgins,WR,,73,2020
Sam,Hubbard,RE,,73,2020
George,Iloka,SS,,73,2020
Justin,Jackson,HB,,73,2020
Blake,Jarwin,TE,,73,2020
Taron,Johnson,CB,,73,2020
Christian,Jones,ROLB,,73,2020
Case,Keenum,QB,,73,2020
Derrick,Kindred,SS,,73,2020
Forrest,Lamp,RG,,73,2020
Cody,Latimer,WR,,73,2020
Cre'Von,LeBlanc,CB,,73,2020
Darron,Lee,MLB,,73,2020
Alex,Lewis,LG,,73,2020
Benson,Mayowa,LE,,73,2020
T.J.,McDonald,FS,,73,2020
Brandon,Mebane,DT,,73,2020
Fabian,Moreau,CB,,73,2020
Kyler,Murray,QB,,73,2020
Terrelle,Pryor Sr,WR,,73,2020
Justin,Pugh,RG,,73,2020
Reggie,Ragland,MLB,,73,2020
Shane,Ray,LOLB,,73,2020
Aldrick,Robinson,WR,,73,2020
Eli,Rogers,WR,,73,2020
Jason,Sanders,K,,73,2020
Marquez,Valdes-Scantling,WR,,73,2020
Nathan,Shepherd,LE,,73,2020
Malcolm,Smith,LOLB,,73,2020
Luke,Stocker,TE,,73,2020
Geoff,Swaim,TE,,73,2020
Montez,Sweat,ROLB,,73,2020
Ian,Thomas,TE,,73,2020
DeAndre,Washington,HB,,73,2020
Matt,Wile,P,,73,2020
K'Waun,Williams,CB,,73,2020
Greedy,Williams,CB,,73,2020
Jordan,Willis,LE,,73,2020
Antwaun,Woods,DT,,73,2020
Daryl,Worley,CB,,73,2020
Isaiah,Wynn,LT,,73,2020
Anthony,Zettel,RE,,73,2020
Josh,Adams,HB,,72,2020
Tyson,Alualu,LE,,72,2020
Mark,Barron,MLB,,72,2020
Josh,Bellamy,WR,,72,2020
Andrew,Billings,DT,,72,2020
Devontae,Booker,HB,,72,2020
Tyus,Bowser,LOLB,,72,2020
Malcolm,Brown,HB,,72,2020
A.J.,Brown,WR,,72,2020
Sean,Murphy-Bunting,CB,,72,2020
Devin,Bush,MLB,,72,2020
Hakeem,Butler,WR,,72,2020
Dylan,Cole,MLB,,72,2020
Corey,Coleman,WR,,72,2020
Brandon,Copeland,ROLB,,72,2020
Marcus,Davenport,RE,,72,2020
Sean,Davis,FS,,72,2020
Michael,Davis,CB,,72,2020
Cody,Davis,FS,,72,2020
Jarrad,Davis,MLB,,72,2020
Rasul,Douglas,CB,,72,2020
Chase,Edmonds,HB,,72,2020
Andre,Ellington,HB,,72,2020
Justin,Ellis,DT,,72,2020
Mike,Ford,CB,,72,2020
Robert,Foster,WR,,72,2020
E.J.,Gaines,CB,,72,2020
B.J.,Goodson,MLB,,72,2020
Charles,Harris,LE,,72,2020
Dwayne,Haskins Jr,QB,,72,2020
Darrell,Henderson Jr,HB,,72,2020
Trysten,Hill,DT,,72,2020
Andre,Holmes,WR,,72,2020
Chris,Hubbard,RT,,72,2020
D.J.,Humphries,LT,,72,2020
Andy,Isabella,WR,,72,2020
Andy,Janovich,FB,,72,2020
Kevin,Johnson,CB,,72,2020
Abry,Jones,DT,,72,2020
Deatrich,Wise Jr,RE,,72,2020
Darnell,Savage Jr,FS,,72,2020
Mike,Pennel Jr,DT,,72,2020
A.J.,Klein,LOLB,,72,2020
Josh,Kline,RG,,72,2020
Marquel,Lee,ROLB,,72,2020
Tyquan,Lewis,RE,,72,2020
Eli,Manning,QB,,72,2020
Cassius,Marsh,LE,,72,2020
Obi,Melifonwu,SS,,72,2020
Chris,Moore,WR,,72,2020
Pat,O'Donnell,P,,72,2020
Nick,O'Leary,TE,,72,2020
Andrus,Peat,LG,,72,2020
Breshad,Perriman,WR,,72,2020
Jachai,Polite,ROLB,,72,2020
MyCole,Pruitt,TE,,72,2020
Michael,Roberts,TE,,72,2020
Craig,Robertson,ROLB,,72,2020
Eric,Rowe,CB,,72,2020
Miles,Sanders,HB,,72,2020
Russell,Shepard,WR,,72,2020
Devin,Singletary,HB,,72,2020
Wendell,Smallwood,HB,,72,2020
