first_name,last_name,position,player_match_position,madden_rating,year
Kenneth,Acker,CB,,64,2016
Busta,Anderson,TE,,64,2016
Dres,Anderson,WR,,65,2016
Arik,Armstead,LE,,72,2016
Blake,Bell,TE,,65,2016
Nick,Bellore,MLB,,67,2016
Antoine,Bethea,SS,,91,2016
Desmond,Bishop,MLB,,76,2016
Anquan,Boldin,WR,,88,2016
Alex,Boone,RG,,88,2016
NaVorro,Bowman,MLB,,93,2016
Tramaine,Brock,CB,,80,2016
Ahmad,Brooks,LOLB,,80,2016
Trent,Brown,LG,,60,2016
Reggie,Bush,HB,,80,2016
Tank,Carradine,LE,,77,2016
Derek,Carrier,TE,,69,2016
Garrett,Celek,TE,,72,2016
Asante,Cleveland,TE,,68,2016
Chris,Cook,CB,,79,2016
Marcus,Cromartie,CB,,61,2016
Craig,Dahl,SS,,74,2016
Mike,Davis,HB,,71,2016
Vernon,Davis,TE,,84,2016
Phil,Dawson,K,,91,2016
Quinton,Dial,DT,,76,2016
Darnell,Dockett,RE,,82,2016
Glenn,Dorsey,DT,,78,2016
Bruce,Ellington,WR,,68,2016
Dillon,Farrell,C,,65,2016
Blaine,Gabbert,QB,,72,2016
Eli,Harold,ROLB,,66,2016
Kendall,Hunter,HB,,74,2016
Carlos,Hyde,HB,,77,2016
Tony,Jerod-Eddie,LE,,76,2016
Dontae,Johnson,CB,,74,2016
Colin,Kaepernick,QB,,81,2016
Daniel,Kilgore,C,,79,2016
Corey,Lemonier,ROLB,,71,2016
Joe,Looney,RG,,68,2016
Aaron,Lynch,LOLB,,79,2016
Marcus,Martin,C,,72,2016
L.J.,McCray,FS,,63,2016
Vance,McDonald,TE,,78,2016
Leon,McFadden,CB,,71,2016
Trey,Millard,FB,,65,2016
Bruce,Miller,FB,,88,2016
Nick,Moody,MLB,,68,2016
Kyle,Nelson,TE,,50,2016
Lawrence,Okoye,RE,,50,2016
Quinton,Patton,WR,,71,2016
Erik,Pears,RT,,72,2016
Bradley,Pinion,P,,51,2016
Kaleb,Ramsey,LE,,64,2016
Keith,Reaser,CB,,65,2016
Eric,Reid,FS,,81,2016
Ian,Silberman,RT,,64,2016
Jerome,Simpson,WR,,74,2016
DeAndre,Smelter,WR,,67,2016
Aldon,Smith,ROLB,,89,2016
Torrey,Smith,WR,,86,2016
Joe,Staley,LT,,94,2016
Jaquiski,Tartt,SS,,69,2016
Brandon,Thomas,LG,,73,2016
Dylan,Thompson,QB,,64,2016
Andrew,Tiller,RG,,63,2016
Jimmie,Ward,FS,,73,2016
Philip,Wheeler,MLB,,76,2016
DeAndrew,White,WR,,66,2016
Michael,Wilhoite,MLB,,75,2016
Ian,Williams,DT,,80,2016
Shareece,Wright,CB,,74,2016
Sam,Acho,MLB,,73,2016
Jared,Allen,ROLB,,79,2016
Adrian,Amos,FS,,66,2016
Blake,Annen,TE,,65,2016
Alan,Ball,CB,,79,2016
David,Bass,LOLB,,64,2016
Joshua,Bellamy,WR,,68,2016
Martellus,Bennett,TE,,90,2016
Conor,Boffeli,RG,,68,2016
Jon,Bostic,MLB,,75,2016
Jermon,Bushrod,LT,,79,2016
Bryce,Callahan,CB,,66,2016
Shane,Carden,QB,,65,2016
Ka'Deem,Carey,HB,,74,2016
John,Chiles,WR,,66,2016
Jimmy,Clausen,QB,,72,2016
Jay,Cutler,QB,,79,2016
Pat,Devlin,QB,,65,2016
Vladimir,Ducasse,RG,,72,2016
Brandon,Dunn,LE,,61,2016
Tayo,Fabuluje,RT,,61,2016
David,Fales,QB,,66,2016
Ego,Ferguson,RE,,69,2016
Matt,Forte,HB,,90,2016
Mason,Foster,MLB,,76,2016
Kyle,Fuller,CB,,78,2016
Thomas,Gafford,TE,,69,2016
Eddie,Goldman,DT,,70,2016
Robbie,Gould,K,,88,2016
Hroniss,Grasu,C,,69,2016
Ryan,Groy,LG,,71,2016
Lamarr,Houston,LOLB,,77,2016
Demontre,Hurst,CB,,68,2016
Anthony,Jefferson,SS,,67,2016
Alshon,Jeffery,WR,,90,2016
Jarvis,Jenkins,LE,,72,2016
Tim,Jennings,CB,,86,2016
Christian,Jones,MLB,,65,2016
Jeremy,Langford,HB,,71,2016
DeDe,Lattimore,MLB,,61,2016
Charles,Leno,LT,,65,2016
Kyle,Long,RG,,88,2016
Al,Louis-Jean,CB,,61,2016
Marc,Mariani,WR,,69,2016
Shea,McClellin,ROLB,,78,2016
Sherrick,McManis,CB,,67,2016
Pernell,McPhee,LOLB,,87,2016
Zach,Miller,TE,,71,2016
Jordan,Mills,RT,,74,2016
Terrance,Mitchell,CB,,66,2016
Will,Montgomery,C,,84,2016
Ryan,Mundy,SS,,81,2016
Pat,O'Donnell,P,,73,2016
Michael,Ola,LG,,74,2016
Chris,Pantale,TE,,64,2016
Bear,Pascoe,FB,,82,2016
Senorise,Perry,HB,,64,2016
Olsen,Pierre,RE,,59,2016
Tracy,Porter,CB,,73,2016
Jeremiah,Ratliff,LE,,85,2016
Jacquizz,Rodgers,HB,,76,2016
Antrel,Rolle,SS,,81,2016
Dante,Rosario,TE,,72,2016
Eddie,Royal,WR,,81,2016
Matt,Slauson,LG,,84,2016
Will,Sutton,DT,,72,2016
Brock,Vereen,FS,,75,2016
Cornelius,Washington,ROLB,,69,2016
Jason,Weaver,RT,,68,2016
Kevin,White,WR,,78,2016
Marquess,Wilson,WR,,73,2016
Willie,Young,LOLB,,72,2016
Mario,Alford,WR,,62,2016
Geno,Atkins,DT,,89,2016
Giovani,Bernard,HB,,84,2016
Russell,Bodine,C,,75,2016
Clint,Boling,LG,,84,2016
Vontaze,Burfict,ROLB,,86,2016
Rex,Burkhead,HB,,72,2016
Chris,Carter,ROLB,,70,2016
Will,Clarke,RE,,69,2016
Andy,Dalton,QB,,80,2016
P.J.,Dawson,ROLB,,72,2016
Darqueze,Dennard,CB,,76,2016
Jayson,DiManche,LOLB,,70,2016
Carlos,Dunlap,LE,,88,2016
Tyler,Eifert,TE,,81,2016
Jake,Fisher,RT,,72,2016
Marquis,Flowers,LOLB,,66,2016
Kwame,Geathers,DT,,69,2016
Brandon,Ghee,CB,,70,2016
Wallace,Gilberry,RE,,74,2016
A.J.,Green,WR,,92,2016
Leon,Hall,CB,,86,2016
Cobi,Hamilton,WR,,67,2016
Marcus,Hardison,DT,,64,2016
Clark,Harris,TE,,64,2016
A.J.,Hawk,MLB,,77,2016
Tanner,Hawkinson,RT,,70,2016
Ryan,Hewitt,FB,,84,2016
Jeremy,Hill,HB,,86,2016
Trey,Hopkins,RG,,65,2016
Kevin,Huber,P,,82,2016
Margus,Hunt,LE,,73,2016
George,Iloka,SS,,86,2016
Josh,Johnson,QB,,69,2016
Michael,Johnson,RE,,81,2016
Nico,Johnson,MLB,,73,2016
T.J.,Johnson,C,,67,2016
Adam,Jones,CB,,81,2016
Marvin,Jones,WR,,78,2016
Shiloh,Keo,FS,,74,2016
Dre,Kirkpatrick,CB,,77,2016
Tyler,Kroft,TE,,70,2016
Emmanuel,Lamur,LOLB,,74,2016
Chris,Lewis-Harris,CB,,68,2016
Rey,Maualuga,MLB,,83,2016
Onterio,McCalebb,CB,,60,2016
A.J.,McCarron,QB,,72,2016
Sam,Montgomery,LOLB,,65,2016
Denarius,Moore,WR,,73,2016
Jake,Murphy,TE,,68,2016
Reggie,Nelson,FS,,86,2016
Mike,Nugent,K,,76,2016
Cedric,Ogbuehi,LT,,73,2016
Cedric,Peerman,HB,,72,2016
Domata,Peko,DT,,72,2016
Sean,Porter,ROLB,,70,2016
Terrelle,Pryor,QB,,65,2016
Tevin,Reese,WR,,61,2016
Vincent,Rey,ROLB,,78,2016
Mohamed,Sanu,WR,,79,2016
Josh,Shaw,CB,,68,2016
Pat,Sims,DT,,75,2016
Andre,Smith,RT,,85,2016
Derron,Smith,FS,,67,2016
Devon,Still,DT,,73,2016
Brandon,Tate,WR,,72,2016
Brandon,Thompson,DT,,69,2016
C.J.,Uzomah,TE,,63,2016
Andrew,Whitworth,LT,,95,2016
James,Wilder Jr.,HB,,63,2016
Shawn,Williams,SS,,74,2016
Eric,Winston,RT,,75,2016
James,Wright,WR,,67,2016
Kevin,Zeitler,RG,,89,2016
Nigel,Bradham,LOLB,,83,2016
Ron,Brooks,CB,,69,2016
Bryce,Brown,HB,,72,2016
Justin,Brown,WR,,63,2016
Preston,Brown,MLB,,78,2016
Corbin,Bryant,DT,,69,2016
Mario,Butler,CB,,67,2016
William,Campbell,RG,,67,2016
Dan,Carpenter,K,,89,2016
Alex,Carrington,LE,,72,2016
Matt,Cassel,QB,,75,2016
Stefan,Charles,DT,,70,2016
Charles,Clay,TE,,86,2016
Ross,Cockrell,CB,,73,2016
John,Conner,FB,,77,2016
Ronald,Darby,CB,,70,2016
Marcell,Dareus,DT,,94,2016
Boobie,Dixon,HB,,72,2016
Marcus,Easley,WR,,68,2016
Jerome,Felton,FB,,88,2016
Jimmy,Gaines,MLB,,64,2016
Jordan,Gay,K,,66,2016
Stephon,Gilmore,CB,,86,2016
Cordy,Glenn,LT,,86,2016
Marquise,Goodwin,WR,,68,2016
Chris,Gragg,TE,,72,2016
Corey,Graham,CB,,84,2016
MarQueis,Gray,FB,,65,2016
Justin,Hamilton,DT,,64,2016
Percy,Harvin,WR,,86,2016
Seantrel,Henderson,RT,,76,2016
Chris,Hogan,WR,,72,2016
Andrew,Hudson,LOLB,,56,2016
Jerry,Hughes,RE,,85,2016
Richie,Incognito,RG,,79,2016
Fred,Jackson,HB,,82,2016
Randell,Johnson,ROLB,,69,2016
Cyrus,Kouandjio,RT,,67,2016
Alex,Kupper,LG,,70,2016
Kenny,Ladler,FS,,63,2016
Manny,Lawson,RE,,77,2016
Dezmin,Lewis,WR,,67,2016
E.J.,Manuel,QB,,73,2016
LeSean,McCoy,HB,,88,2016
Leodis,McKelvin,CB,,80,2016
Jonathan,Meeks,SS,,65,2016
John,Miller,LG,,71,2016
Nick,O'Leary,TE,,69,2016
Tobais,Palmer,WR,,59,2016
Ty,Powell,MLB,,63,2016
Bacarri,Rambo,SS,,74,2016
Cyril,Richardson,LG,,64,2016
Nickell,Robey,CB,,74,2016
Garrison,Sanborn,C,,57,2016
Colton,Schmidt,P,,66,2016
Matt,Simms,QB,,63,2016
Tony,Steward,ROLB,,65,2016
Rod,Sweeting,CB,,67,2016
A.J.,Tarpley,ROLB,,64,2016
Tyrod,Taylor,QB,,72,2016
Marcus,Thigpen,WR,,61,2016
Deonte,Thompson,WR,,65,2016
Kraig,Urbik,C,,75,2016
Sammy,Watkins,WR,,85,2016
Aaron,Williams,SS,,79,2016
Chris,Williams,RG,,75,2016
Duke,Williams,FS,,76,2016
Karlos,Williams,HB,,69,2016
Kyle,Williams,DT,,93,2016
Mario,Williams,LE,,90,2016
Eric,Wood,C,,80,2016
Robert,Woods,WR,,80,2016
Jarius,Wynn,LE,,77,2016
C.J.,Anderson,HB,,85,2016
Marvin,Austin Jr.,DT,,72,2016
Montee,Ball,HB,,76,2016
Lamin,Barrow,MLB,,65,2016
Connor,Barth,K,,82,2016
Kapri,Bibbs,HB,,65,2016
Omar,Bolden,FS,,72,2016
Aaron,Brewer,TE,,53,2016
David,Bruton Jr.,FS,,77,2016
Isaiah,Burse,WR,,63,2016
Josh,Bush,SS,,71,2016
Andre,Caldwell,WR,,74,2016
Tony,Carter,CB,,73,2016
James,Casey,FB,,80,2016
Ryan,Clady,LT,,83,2016
Chris,Clark,RT,,79,2016
Britton,Colquitt,P,,76,2016
Owen,Daniels,TE,,80,2016
Andre,Davis,LG,,64,2016
Todd,Davis,MLB,,62,2016
Lorenzo,Doss,CB,,65,2016
Zac,Dysert,QB,,67,2016
Bennie,Fowler,WR,,66,2016
Josh,Furman,SS,,65,2016
Max,Garcia,C,,65,2016
Ben,Garland,RG,,69,2016
Gino,Gradkowski,C,,70,2016
Virgil,Green,TE,,82,2016
Ryan,Harris,LT,,76,2016
Chris,Harris Jr.,CB,,94,2016
Jeff,Heuerman,TE,,71,2016
Ronnie,Hillman,HB,,74,2016
Malik,Jackson,RE,,84,2016
Marcel,Jensen,TE,,66,2016
Steven,Johnson,MLB,,67,2016
Dominique,Jones,TE,,71,2016
Darius,Kilgo,DT,,62,2016
Cody,Latimer,WR,,73,2016
Peyton,Manning,QB,,92,2016
Curtis,Marsh,CB,,69,2016
Brandon,Marshall,MLB,,84,2016
Lerentee,McCray,LOLB,,69,2016
Brandon,McManus,K,,72,2016
Von,Miller,LOLB,,97,2016
Corey,Nelson,MLB,,60,2016
Taurean,Nixon,CB,,61,2016
Jordan,Norwood,WR,,64,2016
Brock,Osweiler,QB,,73,2016
Nathan,Palmer,WR,,63,2016
Matt,Paradis,C,,63,2016
Solomon,Patton,WR,,56,2016
Shane,Ray,ROLB,,72,2016
Gerald,Rivers,RE,,62,2016
Bradley,Roby,CB,,79,2016
Ty,Sambrailo,LT,,66,2016
Emmanuel,Sanders,WR,,89,2016
Michael,Schofield,RT,,69,2016
Trevor,Siemian,QB,,64,2016
Antonio,Smith,RE,,77,2016
Shelley,Smith,LG,,75,2016
Darian,Stewart,FS,,85,2016
Jeremy,Stewart,HB,,70,2016
Aqib,Talib,CB,,90,2016
Demaryius,Thomas,WR,,93,2016
Juwan,Thompson,HB,,72,2016
Danny,Trevathan,MLB,,79,2016
Louis,Vasquez,RG,,86,2016
Reggie,Walker,MLB,,66,2016
Vance,Walker,LE,,76,2016
T.J.,Ward,SS,,87,2016
DeMarcus,Ware,ROLB,,83,2016
Kayvon,Webster,CB,,73,2016
Kyle,Williams,WR,,68,2016
Sylvester,Williams,DT,,76,2016
Derek,Wolfe,LE,,82,2016
Johnson,Bademosi,SS,,71,2016
Gary,Barnidge,TE,,76,2016
Karim,Barton,RG,,60,2016
Travis,Benjamin,WR,,72,2016
Emmanuel,Bibbs,TE,,66,2016
Joel,Bitonio,LG,,91,2016
Dwayne,Bowe,WR,,83,2016
Michael,Bowie,RT,,73,2016
Armonty,Bryant,LOLB,,64,2016
Desmond,Bryant,RE,,79,2016
Ibraheim,Campbell,SS,,67,2016
Tank,Carder,MLB,,67,2016
Kevin,Cone,WR,,64,2016
Xavier,Cooper,LE,,65,2016
Isaiah,Crowell,HB,,74,2016
Karlos,Dansby,MLB,,90,2016
Pierre,Desir,CB,,68,2016
Shaun,Draughn,HB,,71,2016
Jim,Dray,TE,,74,2016
Ifo,Ekpre-Olomu,CB,,70,2016
Cameron,Erving,C,,73,2016
Darius,Eubanks,MLB,,62,2016
Taylor,Gabriel,WR,,75,2016
Charles,Gaines,CB,,62,2016
Justin,Gilbert,CB,,77,2016
Tashaun,Gipson,FS,,89,2016
Josh,Gordon,WR,,87,2016
John,Greco,RG,,86,2016
Joe,Haden,CB,,90,2016
Brian,Hartline,WR,,78,2016
Andrew,Hawkins,WR,,80,2016
Rob,Housler,TE,,71,2016
John,Hughes,RE,,78,2016
Charley,Hughlett,TE,,51,2016
Kendall,James,CB,,67,2016
Duke,Johnson,HB,,73,2016
Malcolm,Johnson,FB,,63,2016
Chris,Kirksey,MLB,,72,2016
Ishmaa'ily,Kitchen,DT,,71,2016
Paul,Kruger,ROLB,,88,2016
Andy,Lee,P,,89,2016
Josh,Lenz,WR,,60,2016
Thad,Lewis,QB,,69,2016
Alex,Mack,C,,89,2016
Johnny,Manziel,QB,,71,2016
Vince,Mayle,WR,,70,2016
Josh,McCown,QB,,72,2016
Andrew,McDonald,RT,,70,2016
Barkevious,Mingo,LOLB,,82,2016
Marlon,Moore,WR,,68,2016
Robert,Nelson,CB,,64,2016
Nate,Orchard,ROLB,,68,2016
Vinston,Painter,LG,,70,2016
Micah,Pellerin,SS,,60,2016
Jordan,Poyer,FS,,69,2016
Hayes,Pullard,MLB,,62,2016
Craig,Robertson,MLB,,79,2016
Mitchell,Schwartz,RT,,77,2016
Ryan,Seymour,LT,,62,2016
Connor,Shaw,QB,,64,2016
Danny,Shelton,DT,,75,2016
Rodney,Smith,WR,,62,2016
Scott,Solomon,ROLB,,69,2016
Carey,Spear,K,,57,2016
Randy,Starks,LE,,79,2016
Phil,Taylor,DT,,80,2016
Randall,Telfer,TE,,66,2016
Joe,Thomas,LT,,95,2016
Terrance,West,HB,,73,2016
Donte,Whitner,SS,,90,2016
K'Waun,Williams,CB,,80,2016
Tramon,Williams,CB,,84,2016
Billy,Winn,LE,,77,2016
Glenn,Winston,HB,,64,2016
Kwon,Alexander,ROLB,,63,2016
Josh,Allen,C,,62,2016
Johnthan,Banks,CB,,77,2016
Kenny,Bell,WR,,66,2016
Cameron,Brate,FB,,63,2016
Dominique,Brown,HB,,66,2016
Bruce,Carter,LOLB,,78,2016
Kaelin,Clay,WR,,60,2016
Chris,Conte,FS,,75,2016
Lavonte,David,ROLB,,91,2016
Larry,Dean,ROLB,,65,2016
Andrew,DePaola,TE,,61,2016
Brandon,Dixon,CB,,67,2016
Demar,Dotson,LT,,80,2016
Kadeem,Edwards,LG,,66,2016
Larry,English,RE,,72,2016
Mike,Evans,WR,,87,2016
T.J.,Fatinikun,LE,,71,2016
Reid,Fragel,RT,,71,2016
Isaiah,Frey,CB,,70,2016
William,Gholston,LE,,73,2016
Garrett,Gilkey,C,,64,2016
Mike,Glennon,QB,,73,2016
Khaseem,Greene,MLB,,66,2016
Chris,Hackett,FS,,64,2016
Rannell,Hall,WR,,64,2016
Robert,Herron,WR,,67,2016
Joey,Iosefa,FB,,65,2016
Vincent,Jackson,WR,,86,2016
Mike,James,HB,,72,2016
Mike,Jenkins,CB,,75,2016
George,Johnson,RE,,75,2016
Leonard,Johnson,CB,,73,2016
Tavarres,King,WR,,64,2016
Michael,Koenen,P,,68,2016
Jorvorskie,Lane,FB,,75,2016
Spencer,Lanning,P,,69,2016
Danny,Lansanah,MLB,,79,2016
Orie,Lemon,MLB,,68,2016
Seth,Lobato,QB,,59,2016
Logan,Mankins,LG,,86,2016
Ali,Marpet,RG,,70,2016
Doug,Martin,HB,,78,2016
Matthew,Masifilo,DT,,68,2016
Gerald,McCoy,DT,,95,2016
Clinton,McDonald,DT,,79,2016
Bradley,McDougald,SS,,74,2016
Henry,Melton,DT,,83,2016
Sterling,Moore,CB,,78,2016
Louis,Murphy Jr.,WR,,74,2016
Patrick,Murray,K,,71,2016
Brandon,Myers,TE,,74,2016
Patrick,Omameh,RG,,73,2016
Kevin,Pamphile,RT,,75,2016
Bobby,Rainey,HB,,75,2016
Evan,Rodriguez,TE,,73,2016
Austin,Seferian-Jenkins,TE,,76,2016
Russell,Shepard,WR,,67,2016
Lawrence,Sidbury Jr.,RE,,72,2016
Charles,Sims,HB,,72,2016
Donovan,Smith,LT,,67,2016
Evan,Smith,C,,79,2016
Jacquies,Smith,LE,,75,2016
Akeem,Spence,DT,,73,2016
Luke,Stocker,TE,,74,2016
D.J.,Swearinger,SS,,74,2016
Keith,Tandy,FS,,73,2016
Alterraun,Verner,CB,,87,2016
Jason,Williams,LOLB,,67,2016
C.J.,Wilson,CB,,67,2016
Jameis,Winston,QB,,81,2016
Major,Wright,SS,,78,2016
Tim,Wright,TE,,74,2016
Lorenzo,Alexander,LOLB,,76,2016
Justin,Bethel,CB,,72,2016
Ted,Bolser,TE,,71,2016
Cameron,Bradfield,RT,,72,2016
Jaron,Brown,WR,,74,2016
John,Brown,WR,,79,2016
Deone,Bucannon,SS,,77,2016
Drew,Butler,P,,73,2016
Calais,Campbell,LE,,95,2016
D.J.,Campbell,SS,,69,2016
Glenn,Carson,MLB,,63,2016
Chandler,Catanzaro,K,,83,2016
Gerald,Christian,TE,,65,2016
Chris,Clemons,FS,,78,2016
Jonathan,Cooper,RG,,77,2016
Kenny,Demens,MLB,,68,2016
Alfonzo,Dennard,CB,,78,2016
Andre,Ellington,HB,,77,2016
Darren,Fells,TE,,73,2016
Larry,Fitzgerald,WR,,87,2016
Michael,Floyd,WR,,86,2016
Brittan,Golden,WR,,64,2016
Markus,Golden,ROLB,,64,2016
Marion,Grice,HB,,70,2016
Rodney,Gunter,LE,,59,2016
Jon,Halapio,LG,,63,2016
Chandler,Harnish,QB,,63,2016
Robert,Hughes,HB,,64,2016
D.J.,Humphries,RT,,74,2016
Mike,Iupati,LG,,88,2016
Tony,Jefferson,SS,,77,2016
David,Johnson,HB,,70,2016
Rashad,Johnson,FS,,77,2016
Ted,Larsen,C,,76,2016
Paul,Lasike,FB,,65,2016
Mike,Leach,TE,,70,2016
Jimmy,Legree,CB,,66,2016
Kareem,Martin,LE,,74,2016
Bobby,Massie,RT,,79,2016
Tyrann,Mathieu,FS,,83,2016
Josh,Mauro,LE,,60,2016
Antoine,McClain,RG,,65,2016
Kevin,Minter,MLB,,78,2016
Ifeanyi,Momah,TE,,65,2016
J.J.,Nelson,WR,,60,2016
Troy,Niklas,TE,,72,2016
Alex,Okafor,LOLB,,73,2016
Carson,Palmer,QB,,83,2016
Corey,Peters,DT,,80,2016
Patrick,Peterson,CB,,89,2016
Jerraud,Powers,CB,,80,2016
Cory,Redding,RE,,80,2016
Shaquille,Riddick,LOLB,,61,2016
Frostee,Rucker,RE,,82,2016
Darryl,Sharpton,MLB,,74,2016
Matt,Shaughnessy,ROLB,,79,2016
A.Q.,Shipley,C,,77,2016
Damond,Smith,CB,,64,2016
Bradley,Sowell,RT,,74,2016
Ryan,Spadola,WR,,63,2016
Drew,Stanton,QB,,73,2016
Anthony,Steen,LG,,65,2016
Ed,Stinson,RE,,66,2016
Alameda,Ta'amu,DT,,73,2016
Stepfan,Taylor,HB,,72,2016
Logan,Thomas,QB,,68,2016
Jared,Veldheer,LT,,90,2016
Daryl,Washington,MLB,,84,2016
Earl,Watford,RG,,74,2016
Sean,Weatherspoon,MLB,,76,2016
Kerwynn,Williams,HB,,72,2016
Darren,Woodard,CB,,65,2016
LaMarr,Woodley,ROLB,,77,2016
Dave,Zastudil,P,,78,2016
Jahleel,Addae,SS,,77,2016
Keenan,Allen,WR,,86,2016
Torrence,Allen,WR,,65,2016
Jeremiah,Attaochu,ROLB,,73,2016
Joe,Barksdale,RT,,80,2016
Donald,Brown,HB,,75,2016
Donald,Butler,MLB,,78,2016
Ryan,Carrethers,DT,,72,2016
Kellen,Clemens,QB,,72,2016
Kavell,Conner,MLB,,75,2016
Richard,Crawford,CB,,68,2016
Chris,Davis,CB,,66,2016
Titus,Davis,WR,,68,2016
Greg,Ducre,CB,,66,2016
King,Dunlap,LT,,83,2016
Jahwan,Edwards,HB,,66,2016
Kyle,Emanuel,ROLB,,63,2016
Brandon,Flowers,CB,,89,2016
Malcom,Floyd,WR,,83,2016
D.J.,Fluker,RT,,81,2016
Orlando,Franklin,LG,,90,2016
Antonio,Gates,TE,,88,2016
Melvin,Gordon,HB,,78,2016
Curtis,Grant,MLB,,61,2016
Ladarius,Green,TE,,78,2016
Chris,Hairston,LT,,74,2016
Javontee,Herndon,WR,,68,2016
Melvin,Ingram,ROLB,,79,2016
Dontrelle,Inman,WR,,71,2016
David,Johnson,FB,,78,2016
Stevie,Johnson,WR,,83,2016
Jacoby,Jones,WR,,75,2016
Josh,Lambo,K,,59,2016
Cordarro,Law,LOLB,,64,2016
Sean,Lissemore,DT,,76,2016
Corey,Liuget,RE,,84,2016
Craig,Mager,CB,,67,2016
Ricardo,Mathews,LE,,75,2016
Kyle,Miller,TE,,65,2016
Nick,Novak,K,,81,2016
Branden,Oliver,HB,,77,2016
Tenny,Palepoi,RE,,68,2016
Dave,Paulson,TE,,69,2016
Denzel,Perryman,MLB,,70,2016
Austin,Pettis,WR,,73,2016
Adrian,Phillips,SS,,63,2016
John,Phillips,TE,,72,2016
Darius,Philon,LE,,63,2016
Kendall,Reyes,LE,,75,2016
Philip,Rivers,QB,,90,2016
Patrick,Robinson,CB,,79,2016
Trevor,Robinson,C,,72,2016
Mike,Scifres,P,,85,2016
Dreamius,Smith,HB,,61,2016
Brad,Sorensen,QB,,63,2016
Damion,Square,RE,,66,2016
Darrell,Stuckey,FS,,75,2016
Manti,Te'o,MLB,,78,2016
Johnnie,Troutman,RG,,70,2016
Colton,Underwood,LOLB,,67,2016
Mitch,Unrein,DT,,75,2016
Jason,Verrett,CB,,82,2016
Chris,Watt,C,,73,2016
Eric,Weddle,FS,,96,2016
Kenny,Wiggins,RG,,70,2016
Steve,Williams,CB,,75,2016
Tourek,Williams,LOLB,,70,2016
Jimmy,Wilson,SS,,74,2016
Mike,Windt,TE,,52,2016
Danny,Woodhead,HB,,78,2016
Husain,Abdullah,FS,,81,2016
D.J.,Alexander,MLB,,56,2016
Jeff,Allen,RG,,75,2016
Jason,Avant,WR,,75,2016
Allen,Bailey,RE,,81,2016
Eric,Berry,SS,,84,2016
Armon,Binns,WR,,68,2016
Tyvon,Branch,SS,,84,2016
Tyler,Bray,QB,,63,2016
Da'Ron,Brown,WR,,60,2016
Mike,Catapano,RE,,68,2016
Jamaal,Charles,HB,,94,2016
Dustin,Colquitt,P,,86,2016
Sanders,Commings,CB,,72,2016
Chris,Conley,WR,,70,2016
Marcus,Cooper,CB,,71,2016
Chase,Daniel,QB,,72,2016
Knile,Davis,HB,,80,2016
Mike,DeVito,RE,,85,2016
Laurent,Duvernay-Tardif,LG,,68,2016
Paul,Fanaika,RG,,74,2016
Eric,Fisher,LT,,75,2016
Jamell,Fleming,CB,,71,2016
Dee,Ford,LOLB,,74,2016
Zach,Fulton,RG,,74,2016
Phillip,Gaines,CB,,77,2016
Richard,Gordon,TE,,71,2016
Cyrus,Gray,HB,,66,2016
Ben,Grubbs,LG,,85,2016
Tamba,Hali,ROLB,,90,2016
Frankie,Hammond,WR,,66,2016
Demetrius,Harris,TE,,66,2016
Junior,Hemingway,WR,,71,2016
Justin,Houston,LOLB,,97,2016
Jaye,Howard,LE,,80,2016
Derrick,Johnson,MLB,,88,2016
James-Michael,Johnson,MLB,,75,2016
Travis,Kelce,TE,,91,2016
Eric,Kush,C,,71,2016
Donatella,Luckett,WR,,59,2016
Jeremy,Maclin,WR,,88,2016
Josh,Martin,ROLB,,68,2016
Vaughn,Martin,LE,,72,2016
Josh,Mauga,MLB,,74,2016
Kelcie,McCray,FS,,69,2016
Mitch,Morse,C,,66,2016
Dezman,Moses,ROLB,,67,2016
Aaron,Murray,QB,,68,2016
Steven,Nelson,CB,,68,2016
Rakeem,Nunez-Roches,RE,,64,2016
James,O'Shaughnessy,TE,,65,2016
Ron,Parker,SS,,82,2016
Marcus,Peters,CB,,74,2016
Dontari,Poe,DT,,87,2016
Tavon,Rooks,LT,,63,2016
Cairo,Santos,K,,72,2016
Anthony,Sherman,FB,,95,2016
Derek,Sherrod,RT,,73,2016
Alex,Smith,QB,,84,2016
Sean,Smith,CB,,91,2016
Daniel,Sorensen,FS,,64,2016
Donald,Stephenson,RT,,77,2016
De'Anthony,Thomas,WR,,73,2016
Charles,Tuaau,DT,,59,2016
Spencer,Ware,FB,,69,2016
Charcandrick,West,HB,,64,2016
Nick,Williams,LE,,72,2016
Albert,Wilson,WR,,73,2016
Ramik,Wilson,MLB,,63,2016
James,Winchester,TE,,48,2016
Jerel,Worthy,LE,,68,2016
Frank,Zombo,LOLB,,73,2016
Mike,Adams,SS,,85,2016
Daniel,Adongo,LOLB,,57,2016
Dwayne,Allen,TE,,85,2016
Colt,Anderson,SS,,71,2016
Henry,Anderson,RE,,71,2016
David,Arkin,LG,,67,2016
Vick,Ballard,HB,,72,2016
Bryan,Bennett,QB,,60,2016
Jalil,Brown,CB,,70,2016
Vincent,Brown,WR,,71,2016
Darius,Butler,CB,,79,2016
Deveron,Carr,CB,,65,2016
Duron,Carter,WR,,70,2016
Chance,Casey,CB,,72,2016
Anthony,Castonzo,LT,,89,2016
Josh,Chapman,DT,,74,2016
Gosder,Cherilus,RT,,80,2016
Trent,Cole,LOLB,,82,2016
Vontae,Davis,CB,,95,2016
Phillip,Dorsett,WR,,73,2016
