id,full_name,first_name,last_name,position,position_group,section,college,draft_year,defense_ast_tackles,defense_fum_forced,defense_fum_rec,defense_fum_tds,defense_fum_yds,defense_games,defense_int,defense_int_td,defense_int_yards,defense_loss_tackles,defense_pd,defense_sacks,defense_seasons,defense_solo_tackes,defense_tackles,passing_attempts,passing_comp_pct,passing_completions,passing_games,passing_pass_ints,passing_pass_tds,passing_pass_yards,passing_seasons,rushing_games,rushing_rec_td,rushing_rec_yards,rushing_receptions,rushing_rush_att,rushing_rush_td,rushing_rush_yds,rushing_scrim_plays,rushing_scrim_tds,rushing_scrim_yds,rushing_seasons,receiving_games,receiving_rec_td,receiving_rec_yards,receiving_receptions,receiving_rush_att,receiving_rush_td,receiving_rush_yds,receiving_scrim_plays,receiving_scrim_tds,receiving_scrim_yds,receiving_seasons
,Leighton Vander esch,Leighton,Vander,ILB,LB,D,Boise State,2018,60,4,1,0,0,28,3,0,47,13.0,6,5.0,3,128,188,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leon Jacobs,Leon,Jacobs,DE,DL,D,Wisconsin,2018,56,1,2,1,0,43,3,0,30,16.0,3,6.5,5,86,142,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3133440.0,Levi Wallace,Levi,Wallace,CB,DB,D,Alabama,2018,21,0,0,0,0,20,3,1,66,4.5,17,2.0,3,38,59,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545910.0,Logan Woodside,Logan,Woodside,QB,QB,O,Toledo,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1166,247.0,759,43,25,93,10514,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4035000.0,Lorenzo Carter,Lorenzo,Carter,DE,DL,D,Georgia,2018,83,6,6,1,0,48,0,0,0,21.5,1,14.0,4,83,166,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3122874.0,Lowell Lotulelei,Lowell,Lotulelei,DT,DL,D,Utah,2018,50,2,0,0,0,41,0,0,0,21.0,2,10.0,4,53,103,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550629.0,Luke Falk,Luke,Falk,QB,QB,O,Washington State,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2054,270.5,1403,42,39,119,14481,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3116679.0,M.J. Stewart,M.J.,Stewart,CB,DB,D,North Carolina,2018,70,3,3,0,0,49,6,0,21,11.5,41,3.0,4,129,199,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3821576.0,Malik Jefferson,Malik,Jefferson,OLB,LB,D,Texas,2018,71,2,1,1,26,34,0,0,0,26.0,5,13.0,3,160,231,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547253.0,Marcell Ateman,Marcell,Ateman,WR,WR,O,Oklahoma State,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,13,2466,146,1,0,1,147,13,2467,4
546308.0,Marcell Harris,Marcell,Harris,S,DB,D,Florida,2018,43,1,1,1,0,27,2,0,25,4.0,1,1.0,4,59,102,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3116149.0,Marcus Allen,Marcus,Allen,S,DB,D,Penn State,2018,139,5,2,0,0,49,1,0,50,17.0,10,3.0,4,181,320,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549806.0,Marcus Baugh,Marcus,Baugh,TE,TE,O,Ohio State,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,607,55,1,0,5,56,8,612,4
3124058.0,Marcus Davenport,Marcus,Davenport,DE,DL,D,UT San Antonio,2018,90,6,2,1,0,43,0,0,0,37.5,8,21.5,4,95,185,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3116365.0,Mark Andrews,Mark,Andrews,TE,TE,O,Oklahoma,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,22,1765,112,0,0,0,112,22,1765,3
3917846.0,Mark Walton,Mark,Walton,RB,RB,O,Miami,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,31,2,624,56,395,26,2006,451,28,2630,3,0,0,0,0,0,0,0,0,0,0,0
,Marquez Valdes-Scantling,Marquez,Valdes-Scantling,WR,WR,O,South Florida,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,12,1832,119,10,1,112,129,13,1944,5
559639.0,Marquis Haynes,Marquis,Haynes,DE,DL,D,Ole Miss,2018,70,12,3,0,0,48,1,0,17,47.5,7,32.0,4,102,172,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3894924.0,Martinas Rankin,Martinas,Rankin,OT,OL,O,Mississippi State,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3116407.0,Mason Rudolph,Mason,Rudolph,QB,QB,O,Oklahoma State,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1447,247.7,915,42,26,92,13618,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134316.0,Matt Dickerson,Matt,Dickerson,DE,DL,D,UCLA,2018,45,0,0,0,0,29,0,0,0,6.5,4,0.5,4,49,94,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3925359.0,Matthew Thomas,Matthew,Thomas,OLB,LB,D,Florida State,2018,74,1,1,1,0,34,1,0,24,25.5,4,4.0,5,117,191,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546813.0,Matthew Thomas,Matthew,Thomas,OLB,LB,D,Florida State,2018,74,1,1,1,0,34,1,0,24,25.5,4,4.0,5,117,191,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Max Redfield,Max,Redfield,S,DB,D,Indiana (PA),2018,61,0,0,0,0,28,2,0,36,2.5,3,1.0,3,82,143,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548057.0,Micah Kiser,Micah,Kiser,ILB,LB,D,Virginia,2018,219,8,6,0,0,47,1,0,7,33.5,12,19.0,4,189,408,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4036348.0,Michael Gallup,Michael,Gallup,WR,WR,O,Colorado State,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,21,2690,176,4,0,15,180,21,2705,2
3116164.0,Mike Gesicki,Mike,Gesicki,TE,TE,O,Penn State,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,15,1481,129,0,0,0,129,15,1481,4
3895841.0,Mike Hughes,Mike,Hughes,CB,DB,D,UCF,2018,13,1,0,0,0,23,4,1,92,0.5,14,0.0,2,47,60,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546709.0,Mike McCray,Mike,McCray,ILB,LB,D,Michigan,2018,58,3,1,0,0,29,2,1,36,30.5,6,9.0,4,96,154,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550954.0,Mike McGlinchey,Mike,McGlinchey,OT,OL,O,Notre Dame,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3925345.0,Minkah Fitzpatrick,Minkah,Fitzpatrick,CB,DB,D,Alabama,2018,61,2,0,0,0,42,9,4,274,16.5,24,5.0,3,110,171,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3121552.0,Natrell Jamerson,Natrell,Jamerson,S,DB,D,Wisconsin,2018,27,0,0,0,0,36,2,1,40,5.0,14,1.5,4,61,88,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545364.0,Nic Shimonek,Nic,Shimonek,QB,QB,O,Texas Tech,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,553,182.0,367,18,11,39,4445,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3125232.0,Nick Bawden,Nick,Bawden,FB,RB,O,San Diego State,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,38,34.2,13,24,2,1,147,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128720.0,Nick Chubb,Nick,Chubb,RB,RB,O,Georgia,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,47,4,361,31,758,44,4769,789,48,5130,4,0,0,0,0,0,0,0,0,0,0,0
3116096.0,Nick Gates,Nick,Gates,OT,OL,O,Nebraska,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4242337.0,Nick Nelson,Nick,Nelson,CB,DB,D,Wisconsin,2018,29,2,0,0,0,35,0,0,0,3.5,41,1.0,3,93,122,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nyheim Hines,Nyheim,Hines,RB,RB,O,North Carolina St.,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,38,1,933,89,258,13,1400,347,14,2333,3,0,0,0,0,0,0,0,0,0,0,0
550497.0,Ogbonnia Okoronkwo,Ogbonnia,Okoronkwo,DE,DL,D,Oklahoma,2018,57,5,2,0,0,35,0,0,0,33.0,5,20.0,4,105,162,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549968.0,Oren Burks,Oren,Burks,OLB,LB,D,Vanderbilt,2018,99,1,2,1,0,42,5,1,99,15.5,21,4.5,4,129,228,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545758.0,Parry Nickerson,Parry,Nickerson,CB,DB,D,Tulane,2018,34,3,4,1,48,46,16,1,203,8.0,31,0.0,5,154,188,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Peter Kalambayi,Peter,Kalambayi,DE,DL,D,Stanford,2018,73,1,0,0,0,53,1,0,0,27.0,7,18.5,4,116,189,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3895789.0,Quadree Henderson,Quadree,Henderson,WR,WR,O,Pittsburgh,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,31,1,473,45,98,5,887,143,6,1360,3,0,0,0,0,0,0,0,0,0,0,0
3931400.0,Quenton Meeks,Quenton,Meeks,CB,DB,D,Stanford,2018,37,0,0,0,0,36,7,2,144,2.0,17,0.0,3,78,115,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3129308.0,Quenton Nelson,Quenton,Nelson,OG,OL,O,Notre Dame,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3124020.0,Quin Blanding,Quin,Blanding,S,DB,D,Virginia,2018,233,1,2,0,0,49,10,1,108,9.0,16,1.0,4,259,492,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3139591.0,Quinton Flowers,Quinton,Flowers,QB,QB,O,South Florida,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,980,214.5,565,43,23,71,8124,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3917872.0,R.J. McIntosh,R.J.,McIntosh,DT,DL,D,Miami,2018,52,1,1,0,0,29,0,0,0,23.0,9,5.5,3,51,103,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3139925.0,Rashaad Penny,Rashaad,Penny,RB,RB,O,San Diego State,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,51,6,479,42,488,38,3656,530,44,4135,4,0,0,0,0,0,0,0,0,0,0,0
3126349.0,Rashaan Evans,Rashaan,Evans,OLB,LB,D,Alabama,2018,66,2,2,0,0,42,0,0,0,23.5,5,15.0,4,84,150,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559721.0,Rashaan Gaulden,Rashaan,Gaulden,CB,DB,D,Tennessee,2018,45,1,3,0,0,31,1,0,0,9.5,9,1.0,4,92,137,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553465.0,Rashard Fant,Rashard,Fant,CB,DB,D,Indiana,2018,14,0,3,0,0,49,5,1,68,5.5,53,0.5,4,118,132,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3912562.0,Rasheem Green,Rasheem,Green,DE,DL,D,USC,2018,67,3,1,1,31,32,0,0,0,20.0,8,16.5,3,48,115,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3728262.0,Ray-ray McCloud,Ray-ray,McCloud,WR,WR,O,Clemson,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,1226,127,18,0,106,145,4,1332,3
3122899.0,Richie James,Richie,James,WR,WR,O,Middle Tennessee,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,3249,243,61,5,554,304,28,3803,3
3122927.0,Rick Leonard,Rick,Leonard,OT,OL,O,Florida State,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546539.0,Riley Ferguson,Riley,Ferguson,QB,QB,O,Memphis,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,917,126.3,579,26,19,70,7955,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551293.0,Robert Foster,Robert,Foster,WR,WR,O,Alabama,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,389,35,2,0,7,37,3,396,4
,Roc Thomas,Roc,Thomas,RB,RB,O,Jacksonville State,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,20,1,230,18,86,3,475,104,4,705,2,0,0,0,0,0,0,0,0,0,0,0
,Ronald Jones,Ronald,Jones,RB,RB,O,USC,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,40,3,302,32,591,39,3619,623,42,3921,3,0,0,0,0,0,0,0,0,0,0,0
3859006.0,Ronnie Harrison,Ronnie,Harrison,S,DB,D,Alabama,2018,64,1,2,1,0,42,7,1,112,7.0,17,3.5,3,110,174,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3915189.0,Roquan Smith,Roquan,Smith,OLB,LB,D,Georgia,2018,106,3,3,0,0,38,0,0,0,20.5,3,6.5,3,146,252,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3122672.0,Royce Freeman,Royce,Freeman,RB,RB,O,Oregon,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,51,4,814,79,947,60,5621,1026,64,6435,4,0,0,0,0,0,0,0,0,0,0,0
,Ryan Izzo,Ryan,Izzo,TE,TE,O,Florida State,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,761,54,0,0,0,54,6,761,4
3127335.0,Ryan Nall,Ryan,Nall,RB,RB,O,Oregon State,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,30,4,563,56,385,24,2216,441,28,2779,3,0,0,0,0,0,0,0,0,0,0,0
550236.0,Salesi Uhatafe,Salesi,Uhatafe,OG,OL,O,Utah,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3912547.0,Sam Darnold,Sam,Darnold,QB,QB,O,USC,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,846,130.3,549,27,22,57,7229,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3121416.0,Sam Hubbard,Sam,Hubbard,DE,DL,D,Ohio State,2018,52,3,1,0,0,39,1,0,0,30.0,3,17.0,3,64,116,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3929630.0,Saquon Barkley,Saquon,Barkley,RB,RB,O,Penn State,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,38,8,1195,102,671,43,3843,773,51,5038,3,0,0,0,0,0,0,0,0,0,0,0
547610.0,Scott Quessenberry,Scott,Quessenberry,C,OL,O,UCLA,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3138733.0,Sean Chandler,Sean,Chandler,S,DB,D,Temple,2018,82,4,2,0,0,48,10,2,212,13.5,23,3.0,4,183,265,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551186.0,Shaquem Griffin,Shaquem,Griffin,OLB,LB,D,UCF,2018,73,4,5,1,0,40,3,0,22,33.5,16,18.5,5,122,195,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Shaun dion Hamilton,Shaun,dion,ILB,LB,D,Alabama,2018,69,2,0,0,0,33,2,0,40,16.0,4,4.5,4,65,134,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Simmie Cobbs,Simmie,Cobbs,WR,WR,O,Indiana,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,1990,139,0,1,0,139,13,1990,3
548143.0,Skai Moore,Skai,Moore,OLB,LB,D,South Carolina,2018,139,3,3,0,0,50,14,1,174,20.0,6,5.0,4,212,351,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128721.0,Sony Michel,Sony,Michel,RB,RB,O,Georgia,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,47,6,621,64,590,33,3613,654,39,4234,4,0,0,0,0,0,0,0,0,0,0,0
3121589.0,Stephen Roberts,Stephen,Roberts,S,DB,D,Auburn,2018,55,2,0,0,0,34,2,0,0,7.5,12,0.0,4,81,136,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Steven Mitchell,Steven,Mitchell,WR,WR,O,USC,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,1287,109,3,0,7,112,11,1294,4
3122680.0,Tanner Carew,Tanner,Carew,LS,LS,ST,Oregon,2018,4,0,0,0,0,5,0,0,0,0.0,0,0.0,4,1,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tanner Lee,Tanner,Lee,QB,QB,O,Nebraska,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1040,164.4,574,31,37,46,6744,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3921563.0,Tarvarus McFadden,Tarvarus,McFadden,CB,DB,D,Florida State,2018,12,0,0,0,0,28,8,0,16,3.0,16,0.0,3,41,53,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559553.0,Taven Bryan,Taven,Bryan,DT,DL,D,Florida,2018,32,1,3,0,0,30,1,0,0,10.5,1,5.5,3,30,62,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Taylor Hearn,Taylor,Hearn,OG,OL,O,Clemson,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3126489.0,Taylor Stallworth,Taylor,Stallworth,DT,DL,D,South Carolina,2018,50,0,0,0,0,36,0,0,0,6.5,5,1.0,4,37,87,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128268.0,Tegray Scales,Tegray,Scales,ILB,LB,D,Indiana,2018,107,1,2,0,0,46,8,1,56,46.0,6,17.0,4,217,324,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3124067.0,Terrell Edmunds,Terrell,Edmunds,S,DB,D,Virginia Tech,2018,95,1,2,0,0,35,6,0,98,8.5,14,1.5,3,101,196,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3929956.0,Tim Settle,Tim,Settle,DT,DL,D,Virginia Tech,2018,25,0,0,0,0,23,0,0,0,19.5,1,4.0,3,28,53,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559696.0,Tony Brown,Tony,Brown,CB,DB,D,Alabama,2018,30,1,0,0,0,39,3,0,9,4.5,5,0.5,5,56,86,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547259.0,Tre Flowers,Tre,Flowers,S,DB,D,Oklahoma State,2018,75,4,1,0,0,51,4,0,17,8.0,25,0.0,4,209,284,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3929950.0,Tremaine Edmunds,Tremaine,Edmunds,OLB,LB,D,Virginia Tech,2018,101,3,1,0,0,32,1,0,9,33.0,5,10.0,3,112,213,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3915192.0,Trenton Thompson,Trenton,Thompson,DT,DL,D,Georgia,2018,70,0,0,0,0,38,0,0,0,15.5,3,5.5,3,57,127,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128451.0,Trequan Smith,Trequan,Smith,WR,WR,O,UCF,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,22,2748,168,5,1,23,173,23,2771,3
,Trevon Young,Trevon,Young,DE,DL,D,Louisville,2018,39,2,1,0,0,28,1,0,27,24.0,7,14.0,3,62,101,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Trey Quinn,Trey,Quinn,WR,WR,O,SMU,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,1512,136,3,0,11,139,13,1523,3
3116152.0,Troy Apke,Troy,Apke,S,DB,D,Penn State,2018,17,0,0,0,0,13,1,0,1,3.0,4,0.0,1,37,54,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546849.0,Troy Fumagalli,Troy,Fumagalli,TE,TE,O,Wisconsin,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7,1627,135,0,0,0,135,7,1627,4
3915486.0,Tyler Conklin,Tyler,Conklin,TE,TE,O,Central Michigan,2018,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,1159,83,0,0,0,83,11,1159,3
545630.0,Tyquan Lewis,Tyquan,Lewis,DE,DL,D,Ohio State,2018,49,5,0,0,0,44,0,0,0,37.0,5,23.5,4,63,112,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Uchenna Nwosu,Uchenna,Nwosu,DE,DL,D,USC,2018,75,1,1,0,0,44,1,0,0,20.5,19,12.5,4,94,169,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
