fms_city_id,city_state,county,state,poverty_pct,med_income
54.0,"Allentown, PA", Lehigh County, PA,12.0,"$62,139"
275.0,"Berwick, LA", Columbia County, LA,7.6,"$65,435"
336.0,"Boston, MA", Suffolk County, MA,7.3,"$100,075"
474.0,"Canton, MS", Cook County, MS,9.6,"$54,465"
2033.0,"Marshall, TX", Harrison County, TX,16.7,"$47,942"
206.0,"Bastrop, LA",Bastrop County, LA,12.6,"$61,883"
1295.0,"Gurley, AL", Madison County, AL,10.1,"$60,450"
1819.0,"Lehigh Acres, FL", Lee County, FL,24.8,"$34,796"
1352.0,"Harvey, LA",Harvey County, LA,10.4,"$57,934"
3523.0,"Wetumpka, AL", Elmore County, AL,12.9,"$49,344"
84.0,"Anderson, SC", Anderson County, SC,19.8,"$45,969"
2629.0,"Pinson, AL", Jefferson County, AL,8.1,"$65,831"
2274.0,"Muskegon, MI", Muskegon County, MI,15.7,"$49,960"
1036.0,"Flint, MI", Genesee County, MI,9.9,"$58,925"
2237.0,"Mount Clemens, MI", Macomb County, MI,11.0,"$62,191"
2603.0,"Petoskey, MI", Emmet County, MI,8.3,"$58,891"
71.0,"Americus, GA", Sumter County, GA,18.7,"$45,181"
2429.0,"Oak Park, IL", Cook County, IL,9.6,"$54,465"
2048.0,"Matawan, NJ", Monmouth County, NJ,6.7,"$99,223"
974.0,"Estill, SC", Hampton County, SC,25.8,"$35,871"
528.0,"Celebration, FL", Alachua County, FL,19.8,"$51,026"
628.0,"Clermont, FL", Lake County, FL,36.5,"$33,709"
2470.0,"Opa Locka, FL", Miami-Dade County, FL,16.0,"$52,043"
2550.0,"Pasadena, TX", Harris County, TX,16.5,"$60,241"
653.0,"Coconut Creek, FL", Broward County, FL,12.6,"$57,200"
1046.0,"Florida City, FL", Miami-Dade County, FL,16.0,"$52,043"
1820.0,"Leimert Park, CA", Los Angeles County, CA,14.2,"$67,986"
706.0,"Coral Gables, FL", Miami-Dade County, FL,16.0,"$52,043"
2475.0,"Orange City, FL", Volusia County, FL,13.2,"$50,285"
1736.0,"Lake Tapps, WA", Pierce County, WA,8.5,"$75,421"
1882.0,"Logansport, LA", Cass County, LA,20.4,"$44,154"
3116.0,"Spring Branch, TX", Comal County, TX,7.1,"$76,523"
1998.0,"Manor, TX", Travis County, TX,12.0,"$76,255"
3253.0,"Texarkana, TX", Bowie County, TX,19.1,"$47,339"
979.0,"Euless, TX", Tarrant County, TX,12.1,"$66,059"
1578.0,"Jersey City, NJ", Hudson County, NJ,14.3,"$73,337"
1203.0,"Glens Falls, NY", Warren County, NY,10.3,"$65,635"
899.0,"East Norwich, NY", Nassau County, NY,5.8,"$115,301"
1202.0,"Glenn Dale, MD", Prince George's County, MD,8.3,"$82,445"
1223.0,"Goshen, NY", Orange County, NY,9.4,"$63,681"
2623.0,"Pine Brook, NJ", Monmouth County, NJ,6.7,"$99,223"
2827.0,"Rockford, IL", Winnebago County, IL,10.4,"$57,785"
813.0,"Decatur, MS", Morgan County, MS,10.8,"$49,487"
1309.0,"Hallettsville, TX", Lavaca County, TX,13.5,"$51,128"
3413.0,"Walters, OK", Cotton County, OK,16.2,"$43,386"
320.0,"Boerne, TX", Kendall County, TX,7.5,"$90,937"
1103.0,"Franklin Square, NY", Nassau County, NY,5.8,"$115,301"
218.0,"Bealeton, VA", Fauquier County, VA,6.1,"$93,462"
1123.0,"Frostproof, FL", Polk County, FL,9.6,"$59,990"
2516.0,"Pahokee, FL", Palm Beach County, FL,12.2,"$61,735"
2455.0,"Olathe, KS", Johnson County, KS,10.3,"$57,676"
278.0,"Bethel Park, PA", Windsor County, PA,9.6,"$57,438"
129.0,"Ashland, NE", Saunders County, NE,7.8,"$67,897"
2783.0,"Richfield, OH", Summit County, OH,6.2,"$105,374"
3132.0,"Springfield, OH", Clark County, OH,11.9,"$55,245"
191.0,"Barberton, OH", Summit County, OH,6.2,"$105,374"
3265.0,"Thornville, OH", Perry County, OH,17.6,"$41,960"
2376.0,"Norristown, PA", Montgomery County, PA,24.1,"$52,538"
2617.0,"Pickerington, OH", Fairfield County, OH,23.7,"$39,522"
2062.0,"Mcarthur, OH", Vinton County, OH,19.0,"$43,457"
1510.0,"Indian Land, SC", Lancaster County, SC,12.3,"$52,814"
2493.0,"Ottawa, OH",Ottawa County, OH,20.6,"$38,194"
2694.0,"Powell, OH", Delaware County, OH,8.8,"$71,961"
2187.0,"Monroe, OH",Monroe County, OH,13.2,"$58,391"
3041.0,"Sidney, OH", Shelby County, OH,20.6,"$41,961"
227.0,"Bedford Heights, OH", Cuyahoga County, OH,17.9,"$50,006"
3202.0,"Sunnyvale, CA", Santa Clara County, CA,7.3,"$125,933"
3531.0,"Wheeling, WV", Ohio County, WV,12.5,"$48,689"
2885.0,"Saint Francis, WI",,,,"$100,075"
2492.0,"Oswego, IL", Kendall County, IL,7.5,"$90,937"
157.0,"Aurora, IL", Kane County, IL,10.5,"$52,355"
568.0,"Chelsea, MI", Washtenaw County, MI,15.0,"$72,267"
1239.0,"Grandville, MI", Kent County, MI,13.3,"$47,625"
3055.0,"Skokie, IL", Cook County, IL,9.6,"$54,465"
1889.0,"London, ON", Shelby County, ON,20.6,"$41,961"
1739.0,"Lake Villa, IL", Lake County, IL,36.5,"$33,709"
2262.0,"Mundelein, IL", Lake County, IL,36.5,"$33,709"
1814.0,"Leesburg, FL", Lake County, FL,36.5,"$33,709"
2462.0,"Olympia Fields, IL", Cook County, IL,9.6,"$54,465"
2040.0,"Maryland Heights, MO", Saint Louis County, MO,,"$100,075"
242.0,"Belleville, MI", Wayne County, MI,20.9,"$38,704"
1004.0,"Fairmont, WV", Marion County, WV,16.6,"$46,244"
47.0,"Aliquippa, PA", Beaver County, PA,9.4,"$55,940"
665.0,"Collierville, TN", Shelby County, TN,20.6,"$41,961"
2076.0,"Mcmurray, PA", Washington County, PA,4.5,"$75,799"
476.0,"Canton, OH", Stark County, OH,14.4,"$52,310"
3257.0,"The Woodlands, TX", Montgomery County, TX,24.1,"$52,538"
3032.0,"Sherman, TX",Sherman County, TX,12.1,"$57,052"
1167.0,"Georgetown, TX", Williamson County, TX,6.4,"$87,817"
1533.0,"Irving, TX", Dallas County, TX,14.2,"$59,838"
2201.0,"Montoursville, PA", Lycoming County, PA,13.0,"$53,820"
914.0,"Edmonton, AB", Metcalfe County, AB,23.3,"$35,906"
949.0,"Elmira, NY", Chemung County, NY,13.5,"$52,565"
1345.0,"Hartford, CT", Oakland County, CT,8.2,"$80,319"
1318.0,"Hamilton, NJ", Monmouth County, NJ,6.7,"$99,223"
247.0,"Bellport, NY", Suffolk County, NY,7.3,"$100,075"
2207.0,"Moore Township, PA", Northampton County, PA,18.8,"$43,157"
1363.0,"Havre De Grace, MD", Harford County, MD,7.0,"$87,959"
1428.0,"Hockessin, DE", New Castle County, DE,11.6,"$69,562"
3475.0,"West Allis, WI",,,,"$100,075"
580.0,"Chesterton, IN", Porter County, IN,8.9,"$69,298"
1910.0,"Los Altos, CA", Santa Clara County, CA,7.3,"$125,933"
695.0,"Conroe, TX", Montgomery County, TX,24.1,"$52,538"
119.0,"Arp, TX", Smith County, TX,15.0,"$56,848"
503.0,"Carthage, TX", Panola County, TX,15.7,"$51,192"
92.0,"Angleton, TX", Brazoria County, TX,10.1,"$74,225"
2427.0,"Oak Hills, CA", San Bernardino County, CA,14.9,"$63,310"
3612.0,"Wylie, TX", Collin County, TX,6.4,"$96,936"
514.0,"Castroville, TX", Medina County, TX,12.3,"$59,304"
500.0,"Carson, CA", Los Angeles County, CA,14.2,"$67,986"
1088.0,"Fort Washington, MD", Prince George's County, MD,8.3,"$82,445"
2476.0,"Orange Park, FL", Clay County, FL,25.1,"$35,983"
1986.0,"Manchester, CT",,,,"$100,075"
3167.0,"Stockbridge, GA", Henry County, GA,20.0,"$36,471"
1468.0,"Howell, MI", Livingston County, MI,12.5,"$61,027"
286.0,"Big Stone Gap, VA", Wise County, VA,25.4,"$38,045"
572.0,"Chesapeake, VA",,,,"$100,075"
7.0,"Abington, PA", Montgomery County, PA,24.1,"$52,538"
3022.0,"Shelby, NC", Cleveland County, NC,11.9,"$62,343"
898.0,"East Mims, FL", Brevard County, FL,11.0,"$57,612"
186.0,"Baldwinsville, NY", Onondaga County, NY,13.7,"$59,786"
284.0,"Beverly, NJ", Burlington County, NJ,6.2,"$84,470"
1097.0,"Frackville, PA", Schuylkill County, PA,13.0,"$48,809"
3620.0,"Yonkers, NY", Westchester County, NY,8.3,"$94,521"
3344.0,"Valley Stream, NY", Nassau County, NY,5.8,"$115,301"
1713.0,"Lagrange, GA", Troup County, GA,20.2,"$45,234"
1955.0,"Macclenny, FL", Baker County, FL,15.4,"$45,972"
2378.0,"North Augusta, SC", Aiken County, SC,15.0,"$52,633"
2395.0,"North Myrtle Beach, SC", Horry County, SC,14.3,"$49,082"
3264.0,"Thomson, GA", McDuffie County, GA,19.9,"$42,768"
667.0,"Collinsville, OK", Tulsa County, OK,14.1,"$55,796"
1373.0,"Heath, TX", Rockwall County, TX,5.1,"$102,858"
2937.0,"San Ramon, CA", Contra Costa County, CA,7.8,"$101,463"
2901.0,"Saint Rose, LA", Clinton County, LA,12.3,"$50,999"
850.0,"Donaldsonville, LA", Ascension Parish, LA,10.8,"$77,758"
2672.0,"Port Arthur, TX", Jefferson County, TX,8.1,"$65,831"
41.0,"Alexandria, LA",,,,"$100,075"
2144.0,"Milledgeville, GA", Baldwin County, GA,23.8,"$42,727"
391.0,"Brookhaven, GA", DeKalb County, GA,17.4,"$47,420"
155.0,"Augusta, GA", Richmond County, GA,15.9,"$49,399"
1086.0,"Fort Valley, GA", Peach County, GA,24.0,"$46,525"
2604.0,"Pewaukee, WI", Waukesha County, WI,5.0,"$87,333"
1895.0,"Long Grove, IA", Scott County, IA,18.5,"$40,161"
166.0,"Avon, CT",,,,"$100,075"
251.0,"Belmont, MA", Middlesex County, MA,12.7,"$54,871"
1308.0,"Hallandale, FL", Broward County, FL,12.6,"$57,200"
1667.0,"Kingston, NY", Ulster County, NY,14.3,"$63,073"
896.0,"East Longmeadow, MA", Hampden County, MA,16.7,"$52,682"
3489.0,"West Jordan, UT", Salt Lake County, UT,9.0,"$73,619"
156.0,"Aurora, CO",Aurora County, CO,10.2,"$53,107"
1389.0,"Hershey, NE", Lincoln County, NE,7.9,"$69,598"
1644.0,"Kerman, CA", Fresno County, CA,21.3,"$52,318"
2176.0,"Modesto, CA", Stanislaus County, CA,15.6,"$59,616"
2860.0,"Roxboro, NC", Person County, NC,14.8,"$50,149"
619.0,"Clayton, NC", Johnston County, NC,19.5,"$39,756"
1837.0,"Lexington, NC", Davidson County, NC,15.4,"$60,799"
1343.0,"Harrison, OH",Harrison County, OH,16.7,"$47,942"
1956.0,"Macedonia, OH", Summit County, OH,6.2,"$105,374"
1686.0,"La Grande, OR", Union County, OR,19.8,"$40,322"
1574.0,"Jenks, OK", Tulsa County, OK,14.1,"$55,796"
2729.0,"Queens, NY", Queens County, NY,11.6,"$68,432"
1208.0,"Gloucester, VA",Gloucester County, VA,9.1,"$70,938"
3208.0,"Surry, VA",Surry County, VA,12.9,"$54,663"
1784.0,"Lauderhill, FL", Broward County, FL,12.6,"$57,200"
2001.0,"Manson, NC", Warren County, NC,10.3,"$65,635"
1570.0,"Jefferson, SC", Chesterfield County, SC,7.6,"$80,734"
3404.0,"Wallace, NC", Duplin County, NC,20.4,"$42,725"
2412.0,"Norton, KS",Norton County, KS,14.6,"$47,252"
583.0,"Cheyenne, WY", Union County, WY,19.8,"$40,322"
1606.0,"Kailua Kona, HI", Hawaiʻi County, HI,,"$100,075"
2704.0,"Prince Georges Metro C, MD",,,,"$100,075"
1517.0,"Inkster, MI", Wayne County, MI,20.9,"$38,704"
1883.0,"Loganville, GA",,,,"$100,075"
2618.0,"Pickton, TX", Hopkins County, TX,14.6,"$52,079"
3312.0,"Tustin, CA", Orange County, CA,9.4,"$63,681"
2713.0,"Prosper, TX", Collin County, TX,6.4,"$96,936"
2456.0,"Old Bridge, NJ", Middlesex County, NJ,12.7,"$54,871"
2334.0,"New York, NY",,,,"$100,075"
2242.0,"Mount Laurel, NJ", Burlington County, NJ,6.2,"$84,470"
2802.0,"Rio Rancho, NM", Sandoval County, NM,12.6,"$57,036"
1758.0,"Lancaster, TX", Dallas County, TX,14.2,"$59,838"
1673.0,"Klein, TX", Harris County, TX,16.5,"$60,241"
1654.0,"Killeen, TX", Bell County, TX,13.0,"$54,292"
2275.0,"Muskogee, OK",Muskogee County, OK,15.6,"$43,911"
2491.0,"Ossining, NY", Westchester County, NY,8.3,"$94,521"
2525.0,"Palm Coast, FL", Flagler County, FL,10.3,"$58,975"
3527.0,"Wheatland, CA", Yuba County, CA,17.2,"$47,504"
1887.0,"Lompoc, CA", Santa Barbara County, CA,12.6,"$75,646"
606.0,"Clackamas, OR", Clackamas County, OR,7.3,"$81,061"
3594.0,"Woodbridge, VA", Prince William County, VA,6.4,"$106,200"
2183.0,"Monmouth Junction, NJ", Middlesex County, NJ,12.7,"$54,871"
1341.0,"Harrisburg, PA", Dauphin County, PA,13.2,"$57,979"
1469.0,"Howell, NJ", Monmouth County, NJ,6.7,"$99,223"
2501.0,"Owings Mills, MD", Baltimore County, MD,9.9,"$75,836"
2494.0,"Ottawa, ON", Lake County, ON,36.5,"$33,709"
463.0,"Camp Hill, PA",,,,"$100,075"
3125.0,"Spring, TX", Harris County, TX,16.5,"$60,241"
2105.0,"Merrimac, MA", Essex County, MA,13.7,"$50,785"
2294.0,"Nazareth, PA", Northampton County, PA,18.8,"$43,157"
2130.0,"Midland, TX",Midland County, TX,10.1,"$80,189"
3219.0,"Sylvania, GA", Screven County, GA,25.9,"$39,048"
3064.0,"Smyrna, GA", Cobb County, GA,9.1,"$78,603"
984.0,"Evans, GA", Galveston County, GA,12.1,"$71,959"
3000.0,"Senatobia, MS", Tate County, MS,17.6,"$48,082"
1987.0,"Manchester, GA", Meriwether County, GA,24.4,"$38,886"
322.0,"Boiling Springs, SC", Spartanburg County, SC,13.6,"$53,567"
1104.0,"Franklin, GA", Nassau County, GA,5.8,"$115,301"
1856.0,"Lindenhurst, NY", Suffolk County, NY,7.3,"$100,075"
1922.0,"Louisville, OH", Stark County, OH,14.4,"$52,310"
2740.0,"Ramsey, NJ", Bergen County, NJ,6.8,"$100,181"
2285.0,"Nashport, OH", Muskingum County, OH,16.6,"$49,586"
846.0,"Dinwiddie, VA",Dinwiddie County, VA,12.5,"$57,257"
3174.0,"Stow, OH", Summit County, OH,6.2,"$105,374"
2313.0,"New Castle, PA", Lawrence County, PA,17.7,"$43,651"
729.0,"Courtland, AL", Blair County, AL,14.4,"$49,244"
1576.0,"Jensen Beach, FL", Martin County, FL,13.6,"$56,484"
2944.0,"Sanford, NC", Lee County, NC,24.8,"$34,796"
1782.0,"Lathrup Village, MI", Oakland County, MI,8.2,"$80,319"
2357.0,"Newtown, PA", Schuylkill County, PA,13.0,"$48,809"
1296.0,"Gurnee, IL", Lake County, IL,36.5,"$33,709"
1333.0,"Harborcreek, PA", Erie County, PA,15.3,"$48,453"
1836.0,"Lexington, MS", Davidson County, MS,15.4,"$60,799"
1077.0,"Fort Morgan, CO", Morgan County, CO,10.8,"$49,487"
444.0,"Calabasas, CA", Los Angeles County, CA,14.2,"$67,986"
2718.0,"Pueblo, CO",Pueblo County, CO,17.2,"$48,308"
609.0,"Claremont, CA", Los Angeles County, CA,14.2,"$67,986"
666.0,"Collins, MS", Essex County, MS,13.7,"$50,785"
996.0,"Fairburn, GA", Fulton County, GA,11.5,"$52,277"
2693.0,"Powder Springs, GA", Cobb County, GA,9.1,"$78,603"
2588.0,"Peoria, IL", Peoria County, IL,16.6,"$56,478"
2179.0,"Mokena, IL", Will County, IL,6.4,"$86,108"
3418.0,"Warren, AR", Bradley County, AR,14.7,"$50,427"
862.0,"Draper, UT",,,,"$100,075"
1407.0,"Highland, UT", Utah County, UT,9.4,"$75,296"
1387.0,"Hernando, MS", DeSoto County, MS,9.0,"$68,126"
2839.0,"Roland, AR", Pulaski County, AR,14.6,"$50,834"
1423.0,"Hiram, GA", Paulding County, GA,10.3,"$53,876"
1139.0,"Gaithersburg, MD", Montgomery County, MD,24.1,"$52,538"
1725.0,"Lake City, FL", Columbia County, FL,7.6,"$65,435"
1976.0,"Malcolm, NE", Lancaster County, NE,12.3,"$52,814"
2372.0,"Norfolk, NE", Madison County, NE,10.1,"$60,450"
614.0,"Clarkson, NE", Colfax County, NE,19.8,"$41,592"
3112.0,"Spokane Valley, WA", Spokane County, WA,13.0,"$59,408"
121.0,"Arvada, CO", Jefferson County, CO,8.1,"$65,831"
2071.0,"Mckinleyville, CA", Humboldt County, CA,11.9,"$72,873"
2258.0,"Mukilteo, WA", Snohomish County, WA,7.5,"$87,096"
654.0,"Coeur d'Alene, ID", Kootenai County, ID,10.3,"$56,188"
2133.0,"Midlothian, VA", Chesterfield County, VA,7.6,"$80,734"
2681.0,"Port Saint Lucie, FL", St. Lucie County, FL,12.1,"$53,377"
3274.0,"Titusville, FL", Brevard County, FL,11.0,"$57,612"
1783.0,"Lauderdale Lakes, FL", Broward County, FL,12.6,"$57,200"
700.0,"Conyers, GA", Rockdale County, GA,13.2,"$59,673"
3108.0,"Spartanburg, SC", Spartanburg County, SC,13.6,"$53,567"
1669.0,"Kinston, NC", Lenoir County, NC,22.1,"$40,433"
1977.0,"Malden, MA", Middlesex County, MA,12.7,"$54,871"
3130.0,"Springfield, MA", Hampden County, MA,16.7,"$52,682"
860.0,"Downingtown, PA", Chester County, PA,15.9,"$47,508"
3205.0,"Surfside Beach, SC", Brazoria County, SC,10.1,"$74,225"
3357.0,"Venice, FL", Sarasota County, FL,10.3,"$61,652"
1881.0,"Logandale, NV", Clark County, NV,11.9,"$55,245"
1360.0,"Hauula, HI", Honolulu County, HI,7.7,"$83,695"
2920.0,"San Clemente, CA", Orange County, CA,9.4,"$63,681"
2851.0,"Rosenberg, TX", Fort Bend County, TX,7.9,"$92,310"
733.0,"Covington, LA",Covington County, LA,26.5,"$36,083"
3134.0,"Springfield, PA", Bucks County, PA,5.7,"$88,538"
1759.0,"Landisville, PA", Lancaster County, PA,12.3,"$52,814"
3003.0,"Severn, MD", Anne Arundel County, MD,7.0,"$97,051"
3036.0,"Shoreview, MN", Ramsey County, MN,12.3,"$54,814"
3089.0,"South Holland, IL", Cook County, IL,9.6,"$54,465"
2041.0,"Marysville, OH", Union County, OH,19.8,"$40,322"
2655.0,"Plymouth, MN", Hennepin County, MN,10.3,"$76,067"
2434.0,"Oakdale, MN", Washington County, MN,4.5,"$75,799"
3268.0,"Tifton, GA", Tift County, GA,19.6,"$45,680"
2377.0,"Norseland, MN", Nicollet County, MN,8.7,"$66,209"
1160.0,"Gautier, MS", Jackson County, MS,12.0,"$52,919"
383.0,"Broken Arrow, OK", Tulsa County, OK,14.1,"$55,796"
3189.0,"Sugar Land, TX", Fort Bend County, TX,7.9,"$92,310"
2398.0,"North Richland Hills, TX", Tarrant County, TX,12.1,"$66,059"
1770.0,"Lantana, TX", Denton County, TX,7.3,"$88,384"
963.0,"Ennis, TX", Ellis County, TX,8.8,"$76,792"
95.0,"Anna, TX", Collin County, TX,6.4,"$96,936"
2280.0,"Napa, CA", Napa County, CA,8.8,"$85,624"
2153.0,"Milwaukee, WI",,,,"$100,075"
3396.0,"Waianae, HI", Honolulu County, HI,7.7,"$83,695"
2145.0,"Millington, TN", Shelby County, TN,20.6,"$41,961"
2771.0,"Renton, WA", King County, WA,9.2,"$94,822"
1550.0,"Jackson, TN", Madison County, TN,10.1,"$60,450"
483.0,"Capitol Heights, MD", Prince George's County, MD,8.3,"$82,445"
778.0,"Dalton, GA", Whitfield County, GA,14.2,"$47,074"
2806.0,"Riverdale, GA", Clayton County, GA,9.4,"$53,968"
909.0,"Eden, NC", Rockingham County, NC,8.7,"$61,375"
1425.0,"Ho Ho Kus, NJ", Bergen County, NJ,6.8,"$100,181"
1555.0,"Jacksonville, NC", Onslow County, NC,15.1,"$50,531"
127.0,"Asheville, NC", Buncombe County, NC,11.5,"$53,960"
626.0,"Clemmons, NC", Forsyth County, NC,16.4,"$50,112"
371.0,"Brevard, NC", Transylvania County, NC,12.8,"$51,398"
632.0,"Cleveland, TN", Bradley County, TN,14.7,"$50,427"
1858.0,"Lineville, AL", Clay County, AL,25.1,"$35,983"
1945.0,"Lynden, WA", Whatcom County, WA,14.9,"$62,262"
2295.0,"Neah Bay, WA", Clallam County, WA,13.3,"$57,183"
819.0,"Del Mar, CA", San Diego County, CA,11.5,"$78,777"
2347.0,"Newport Coast, CA", Orange County, CA,9.4,"$63,681"
2548.0,"Pasadena, CA", Los Angeles County, CA,14.2,"$67,986"
3461.0,"Weddington, NC", Union County, NC,19.8,"$40,322"
2089.0,"Melrose, MA", Middlesex County, MA,12.7,"$54,871"
2942.0,"Sandy, UT",,,,"$100,075"
3298.0,"Troy, OH", Miami County, OH,7.9,"$59,922"
745.0,"Crete, NE", Saline County, NE,12.4,"$54,569"
1274.0,"Greenwood, IN", Johnson County, IN,10.3,"$57,676"
711.0,"Cordell, OK", Washita County, OK,17.8,"$47,484"
1630.0,"Keizer, OR", Marion County, OR,16.6,"$46,244"
2009.0,"Maple Heights, OH", Cuyahoga County, OH,17.9,"$50,006"
2692.0,"Poway, CA", San Diego County, CA,11.5,"$78,777"
3185.0,"Sudlersville, MD", Queen Anne's County, MD,6.5,"$93,751"
2351.0,"Newton, KS", Harvey County, KS,10.4,"$57,934"
2439.0,"Oakley, CA", Contra Costa County, CA,7.8,"$101,463"
3133.0,"Springfield, OR", Lane County, OR,18.1,"$53,161"
456.0,"Camarillo, CA", Ventura County, CA,9.1,"$84,170"
3045.0,"Silverton, OR", Marion County, OR,16.6,"$46,244"
2370.0,"Norco, CA", Riverside County, CA,12.7,"$66,793"
2760.0,"Redding, CA", Shasta County, CA,15.2,"$53,908"
1121.0,"Friendswood, TX", Galveston County, TX,12.1,"$71,959"
990.0,"Evergreen, CO", Jefferson County, CO,8.1,"$65,831"
3235.0,"Tarzana, CA", Los Angeles County, CA,14.2,"$67,986"
147.0,"Atwater, CA", Merced County, CA,21.2,"$56,169"
1408.0,"Highlands Ranch, CO", Douglas County, CO,11.7,"$50,637"
1120.0,"Fresno, TX", Fort Bend County, TX,7.9,"$92,310"
1972.0,"Magnolia, MS", Harford County, MS,7.0,"$87,959"
2139.0,"Mill Creek, WA", Snohomish County, WA,7.5,"$87,096"
90.0,"Angie, LA", Washington Parish, LA,24.6,"$36,850"
433.0,"Burtonsville, MD", Montgomery County, MD,24.1,"$52,538"
1362.0,"Havertown, PA", Delaware County, PA,8.8,"$71,961"
1091.0,"Fort White, FL", Columbia County, FL,7.6,"$65,435"
2086.0,"Melbourne, FL", Brevard County, FL,11.0,"$57,612"
2359.0,"Niceville, FL", Okaloosa County, FL,12.7,"$62,779"
1698.0,"La Vergne, TN", Rutherford County, TN,10.4,"$64,170"
3261.0,"Thomasville, GA", Thomas County, GA,15.0,"$48,275"
1249.0,"Grayson, GA", Gwinnett County, GA,9.2,"$72,008"
349.0,"Boyds, MD", Montgomery County, MD,24.1,"$52,538"
876.0,"Duncanville, TX", Dallas County, TX,14.2,"$59,838"
368.0,"Brenham, TX", Washington County, TX,4.5,"$75,799"
2449.0,"Odessa, TX", Ector County, TX,12.9,"$60,431"
957.0,"Encino, CA", Los Angeles County, CA,14.2,"$67,986"
721.0,"Corsicana, TX", Navarro County, TX,20.0,"$46,259"
3062.0,"Smiths, AL", Miami County, AL,7.9,"$59,922"
1253.0,"Green Bay, WI", Brown County, WI,8.6,"$62,097"
893.0,"East Haven, CT", Gladwin County, CT,15.6,"$44,635"
1638.0,"Kenosha, WI", Kenosha County, WI,12.0,"$65,013"
3443.0,"Waukee, IA", Dallas County, IA,14.2,"$59,838"
2768.0,"Reinbeck, IA", Grundy County, IA,21.2,"$36,317"
2936.0,"San Rafael, CA", Marin County, CA,6.6,"$122,933"
2006.0,"Many, LA", Sabine Parish, LA,23.1,"$36,423"
1670.0,"Kirkland, WA", King County, WA,9.2,"$94,822"
1261.0,"Greensburg, IN", Decatur County, IN,18.2,"$42,905"
1457.0,"Hopewell, VA",,,,"$100,075"
1923.0,"Louisville, TN", Blount County, TN,9.9,"$57,939"
1340.0,"Harrisburg, NC", Cabarrus County, NC,9.0,"$69,297"
2060.0,"McCormick, SC",McCormick County, SC,18.6,"$44,683"
672.0,"Columbia, IL", Richland County, IL,14.3,"$53,050"
787.0,"Danville, IL", Vermilion County, IL,19.3,"$44,638"
240.0,"Belleville, IL",,,,"$100,075"
2906.0,"Salina, KS", Saline County, KS,12.4,"$54,569"
517.0,"Cecilia, LA", St. Martin Parish, LA,19.3,"$46,229"
1643.0,"Kerens, TX", Navarro County, TX,20.0,"$46,259"
3059.0,"Smackover, AR", Union County, AR,19.8,"$40,322"
481.0,"Cape Coral, FL", Lee County, FL,24.8,"$34,796"
1000.0,"Fairfield, OH",Fairfield County, OH,23.7,"$39,522"
537.0,"Central, SC", Pickens County, SC,16.6,"$48,794"
,"Winston-salem, NC", Forsyth County, NC,16.4,"$50,112"
1376.0,"Hempstead, TX", Waller County, TX,15.9,"$59,807"
296.0,"Bixby, OK", Tulsa County, OK,14.1,"$55,796"
1601.0,"Justin, TX", Denton County, TX,7.3,"$88,384"
238.0,"Belleair Bluffs, FL", Pinellas County, FL,11.7,"$52,226"
2135.0,"Midwest City, OK", Oklahoma County, OK,16.9,"$52,346"
172.0,"Azle, TX", Tarrant County, TX,12.1,"$66,059"
2826.0,"Rockdale, TX", Milam County, TX,15.6,"$46,720"
913.0,"Edmond, OK", Oklahoma County, OK,16.9,"$52,346"
549.0,"Chardon, OH", Geauga County, OH,5.7,"$84,093"
2680.0,"Port Saint Joe, FL", Gulf County, FL,20.3,"$45,426"
826.0,"Deltona, FL", Volusia County, FL,13.2,"$50,285"
178.0,"Bainbridge, GA", Decatur County, GA,18.2,"$42,905"
2240.0,"Mount Holly, NJ", Burlington County, NJ,6.2,"$84,470"
1079.0,"Fort Payne, AL", DeKalb County, AL,17.4,"$47,420"
3407.0,"Wallingford, CT", Saint Joseph County, CT,,"$100,075"
2691.0,"Poughkeepsie, NY", Dutchess County, NY,9.2,"$79,604"
1890.0,"Londonderry, NH", Rockingham County, NH,8.7,"$61,375"
3453.0,"Wayne, NJ", Passaic County, NJ,13.6,"$71,959"
3200.0,"Sun Prairie, WI", Dane County, WI,10.8,"$71,789"
3452.0,"Wayland, MA", Middlesex County, MA,12.7,"$54,871"
2115.0,"Miami Shores, FL", Miami-Dade County, FL,16.0,"$52,043"
1336.0,"Harlem, NY", New York County, NY,15.6,"$84,610"
3192.0,"Sulphur, LA", Murray County, LA,14.9,"$50,031"
2067.0,"Mcgregor, TX", McLennan County, TX,18.9,"$48,858"
2036.0,"Mart, TX", McLennan County, TX,18.9,"$48,858"
255.0,"Belton, TX", Bell County, TX,13.0,"$54,292"
2310.0,"New Caney, TX", Montgomery County, TX,24.1,"$52,538"
3206.0,"Surprise, AZ", Maricopa County, AZ,12.3,"$65,234"
697.0,"Converse, TX", Bexar County, TX,17.2,"$54,210"
331.0,"Booneville, AR", Logan County, AR,24.6,"$34,894"
1633.0,"Kenansville, NC", Duplin County, NC,20.4,"$42,725"
1766.0,"Lansdowne, PA", Delaware County, PA,8.8,"$71,961"
929.0,"Elizabeth, NJ", Union County, NJ,19.8,"$40,322"
2666.0,"Ponte Vedra Beach, FL", St. Johns County, FL,6.6,"$81,925"
967.0,"Erie, PA", Erie County, PA,15.3,"$48,453"
928.0,"Elizabeth City, NC", Pasquotank County, NC,18.2,"$46,355"
2175.0,"Mocksville, NC", Davie County, NC,10.8,"$60,801"
