fms_id,espn_id,full_name,first_name,last_name,position,position_group,section,college,draft_year,selection_number,position_rank,position_group_rank,section_rank,drafting_team
5046,,Zach Cunningham,Zach,Cunningham,OLB,LB,D,Vanderbilt,2017,57.0,6.0,9.0,34.0,HOU
5055,,Zach Pascal,Zach,Pascal,WR,WR,O,Old Dominion,2017,300.0,53.0,53.0,138.0,
13,,A.J. Stamps,A.J.,Stamps,S,DB,D,Kentucky,2016,300.0,14.0,37.0,100.0,
0,,A'Shawn Robinson,A'Shawn,Robinson,DT,DL,D,Alabama,2016,46.0,8.0,15.0,28.0,DET
16,,Aaron Burbridge,Aaron,Burbridge,WR,WR,O,Michigan State,2016,213.0,21.0,21.0,81.0,SFO
52,,Adam Gotsis,Adam,Gotsis,DT,DL,D,Georgia Tech,2016,63.0,10.0,17.0,37.0,DEN
61,,Adolphus Washington,Adolphus,Washington,DT,DL,D,Ohio State,2016,80.0,12.0,24.0,48.0,BUF
118,,Alex Collins,Alex,Collins,RB,RB,O,Arkansas,2016,171.0,13.0,13.0,68.0,SEA
124,,Alex Lewis,Alex,Lewis,OT,OL,O,Nebraska,2016,130.0,13.0,19.0,49.0,BAL
129,,Alex McCalister,Alex,McCalister,DE,DL,D,Florida,2016,240.0,17.0,38.0,96.0,PHI
132,,Alex Redmond,Alex,Redmond,OG,OL,O,UCLA,2016,300.0,5.0,27.0,90.0,
153,,Alonzo Russell,Alonzo,Russell,WR,WR,O,Toledo,2016,300.0,25.0,25.0,91.0,
198,,Andrew Billings,Andrew,Billings,DT,DL,D,Baylor,2016,122.0,16.0,29.0,67.0,CIN
217,,Andy Janovich,Andy,Janovich,FB,RB,O,Nebraska,2016,176.0,1.0,14.0,70.0,DEN
231,,Anthony Brown,Anthony,Brown,CB,DB,D,Purdue,2016,189.0,21.0,30.0,84.0,DAL
271,,Anthony Zettel,Anthony,Zettel,DT,DL,D,Penn State,2016,202.0,21.0,36.0,86.0,DET
288,,Antonio Morrison,Antonio,Morrison,ILB,LB,D,Florida,2016,125.0,5.0,16.0,69.0,IND
-1,500234.0,Antwaun Woods,Antwaun,Woods,NT,,,USC,2016,300.0,1.0,1.0,1.0,
321,,Artie Burns,Artie,Burns,CB,DB,D,Miami,2016,25.0,5.0,7.0,13.0,PIT
336,,Austin Blythe,Austin,Blythe,C,OL,O,Iowa,2016,248.0,5.0,26.0,89.0,IND
342,,Austin Hooper,Austin,Hooper,TE,TE,O,Stanford,2016,81.0,2.0,2.0,27.0,ATL
343,,Austin Johnson,Austin,Johnson,DT,DL,D,Penn State,2016,43.0,6.0,13.0,26.0,TEN
360,,B.J. Goodson,B.J.,Goodson,OLB,LB,D,Clemson,2016,109.0,10.0,13.0,62.0,NYG
383,,Beau Sandland,Beau,Sandland,TE,TE,O,Montana State,2016,300.0,8.0,8.0,92.0,
408,,Beniquez Brown,Beniquez,Brown,OLB,LB,D,Mississippi State,2016,300.0,17.0,26.0,101.0,
444,,Blake Martinez,Blake,Martinez,ILB,LB,D,Stanford,2016,131.0,6.0,17.0,71.0,GNB
488,4373812.0,Bralon Addison,Bralon,Addison,WR,WR,O,Oregon,2016,300.0,26.0,26.0,93.0,
490,,Branden Jackson,Branden,Jackson,DE,DL,D,Texas Tech,2016,300.0,18.0,39.0,102.0,
493,547206.0,Brandon Allen,Brandon,Allen,QB,QB,O,Arkansas,2016,201.0,12.0,12.0,78.0,JAX
508,,Brandon Doughty,Brandon,Doughty,QB,QB,O,Western Kentucky,2016,223.0,14.0,14.0,82.0,MIA
549,,Brandon Shell,Brandon,Shell,OT,OL,O,South Carolina,2016,158.0,16.0,23.0,64.0,NYJ
560,,Brandon Wilds,Brandon,Wilds,RB,RB,O,South Carolina,2016,300.0,17.0,19.0,94.0,
561,,Brandon Williams,Brandon,Williams,CB,DB,D,Texas A&M,2016,92.0,14.0,19.0,53.0,ARI
568,,Braxton Miller,Braxton,Miller,WR,WR,O,Ohio State,2016,85.0,8.0,8.0,29.0,HOU
611,,Briean Boddy-Calhoun,Briean,Boddy-Calhoun,CB,DB,D,Minnesota,2016,300.0,24.0,38.0,103.0,
620,4361244.0,Bronson Kaufusi,Bronson,Kaufusi,DE,DL,D,BYU,2016,70.0,10.0,21.0,42.0,BAL
620,4361244.0,Bronson Kaufusi,Bronson,Kaufusi,DE,DL,D,BYU,2016,70.0,10.0,21.0,42.0,BAL
620,530622.0,Bronson Kaufusi,Bronson,Kaufusi,DE,DL,D,BYU,2016,70.0,10.0,21.0,42.0,BAL
620,530622.0,Bronson Kaufusi,Bronson,Kaufusi,DE,DL,D,BYU,2016,70.0,10.0,21.0,42.0,BAL
647,,Bryce Williams,Bryce,Williams,TE,TE,O,East Carolina,2016,300.0,9.0,9.0,95.0,
660,,Byron Marshall,Byron,Marshall,WR,WR,O,Oregon,2016,300.0,27.0,27.0,96.0,
671,4259914.0,C.J. Johnson,C.J.,Johnson,ILB,LB,D,Ole Miss,2016,300.0,10.0,27.0,104.0,
674,,C.J. Prosise,C.J.,Prosise,RB,RB,O,Notre Dame,2016,90.0,4.0,4.0,31.0,SEA
712,,Cardale Jones,Cardale,Jones,QB,QB,O,Ohio State,2016,139.0,9.0,9.0,53.0,BUF
719,,Carl Nassib,Carl,Nassib,DE,DL,D,Penn State,2016,65.0,8.0,18.0,38.0,CLE
737,,Carson Wentz,Carson,Wentz,QB,QB,O,North Dakota State,2016,2.0,2.0,2.0,2.0,PHI
745,,Cassanova McKinzy,Cassanova,McKinzy,ILB,LB,D,Auburn,2016,300.0,11.0,28.0,105.0,
747,,Cayleb Jones,Cayleb,Jones,WR,WR,O,Arizona,2016,300.0,28.0,28.0,97.0,
806,,Charles Tapper,Charles,Tapper,DE,DL,D,Oklahoma,2016,101.0,13.0,26.0,57.0,DAL
814,,Charone Peake,Charone,Peake,WR,WR,O,Clemson,2016,241.0,23.0,23.0,86.0,NYJ
851,,Chris Brown,Chris,Brown,WR,WR,O,Notre Dame,2016,300.0,29.0,29.0,98.0,
898,4035375.0,Chris Jones,Chris,Jones,DT,DL,D,Mississippi State,2016,37.0,5.0,10.0,21.0,KAN
898,4035375.0,Chris Jones,Chris,Jones,DT,DL,D,Mississippi State,2016,37.0,5.0,10.0,21.0,KAN
898,3917296.0,Chris Jones,Chris,Jones,DT,DL,D,Mississippi State,2016,37.0,5.0,10.0,21.0,KAN
898,3917296.0,Chris Jones,Chris,Jones,DT,DL,D,Mississippi State,2016,37.0,5.0,10.0,21.0,KAN
-1,,Chris Mayes,Chris,Mayes,NT,,,Georgia,2016,300.0,2.0,2.0,2.0,
907,,Chris Moore,Chris,Moore,WR,WR,O,Cincinnati,2016,107.0,10.0,10.0,39.0,BAL
938,,Christian Hackenberg,Christian,Hackenberg,QB,QB,O,Penn State,2016,51.0,4.0,4.0,21.0,NYJ
987,,Cody Core,Cody,Core,WR,WR,O,Ole Miss,2016,199.0,20.0,20.0,77.0,CIN
992,,Cody Kessler,Cody,Kessler,QB,QB,O,USC,2016,93.0,6.0,6.0,33.0,CLE
998,,Cody Whitehair,Cody,Whitehair,OT,OL,O,Kansas State,2016,56.0,6.0,9.0,23.0,CHI
1018,,Connor Cook,Connor,Cook,QB,QB,O,Michigan State,2016,100.0,7.0,7.0,37.0,OAK
1020,,Connor McGovern,Connor,McGovern,OG,OL,O,Missouri,2016,144.0,3.0,20.0,56.0,DEN
1023,,Connor Wujciak,Connor,Wujciak,DT,DL,D,Boston College,2016,300.0,22.0,40.0,106.0,
1035,,Corey Coleman,Corey,Coleman,WR,WR,O,Baylor,2016,15.0,1.0,1.0,7.0,CLE
1064,,Cory Littleton,Cory,Littleton,OLB,LB,D,Washington,2016,300.0,18.0,29.0,107.0,
1095,,Curt Maggitt,Curt,Maggitt,OLB,LB,D,Tennessee,2016,300.0,19.0,30.0,108.0,
1122,,D.J. Foster,D.J.,Foster,WR,WR,O,Arizona State,2016,300.0,30.0,30.0,99.0,
1133,,D.J. Pettway,D.J.,Pettway,DE,DL,D,Alabama,2016,300.0,19.0,41.0,109.0,
1134,,D.J. Reader,D.J.,Reader,DT,DL,D,Clemson,2016,166.0,20.0,35.0,81.0,HOU
1140,,D.J. White,D.J.,White,CB,DB,D,Georgia Tech,2016,178.0,20.0,29.0,82.0,KAN
1155,,Dadi Nicolas,Dadi,Nicolas,DE,DL,D,Virginia Tech,2016,203.0,16.0,37.0,87.0,KAN
1160,,Dak Prescott,Dak,Prescott,QB,QB,O,Mississippi State,2016,135.0,8.0,8.0,51.0,DAL
1207,,Dan Vitale,Dan,Vitale,FB,RB,O,Northwestern,2016,197.0,2.0,15.0,76.0,TAM
1219,,Daniel Lasco,Daniel,Lasco,RB,RB,O,California,2016,237.0,15.0,17.0,85.0,NOR
1246,,Darian Thompson,Darian,Thompson,S,DB,D,Boise State,2016,71.0,5.0,15.0,43.0,NYG
1252,,Darius Latham,Darius,Latham,DT,DL,D,Indiana,2016,300.0,23.0,42.0,110.0,
1273,,Darrell Greene,Darrell,Greene,OG,OL,O,San Diego State,2016,300.0,6.0,28.0,100.0,
1292,,Darron Lee,Darron,Lee,OLB,LB,D,Ohio State,2016,20.0,2.0,2.0,11.0,NYJ
1307,,Daryl Worley,Daryl,Worley,CB,DB,D,West Virginia,2016,77.0,12.0,17.0,47.0,CAR
1336,,David Grinnage,David,Grinnage,TE,TE,O,NC State,2016,300.0,10.0,10.0,101.0,
1348,,David Morgan,David,Morgan,TE,TE,O,UT San Antonio,2016,188.0,6.0,6.0,73.0,MIN
1387,,De'Runnya Wilson,De'Runnya,Wilson,WR,WR,O,Mississippi State,2016,300.0,31.0,31.0,102.0,
1388,,De'Vante Harris,De'Vante,Harris,CB,DB,D,Texas A&M,2016,300.0,25.0,39.0,111.0,
1390,,De'Vondre Campbell,De'Vondre,Campbell,OLB,LB,D,Minnesota,2016,115.0,11.0,15.0,64.0,ATL
1427,,Dean Lowry,Dean,Lowry,DE,DL,D,Northwestern,2016,137.0,14.0,31.0,74.0,GNB
1431,,Deandre Elliott,Deandre,Elliott,CB,DB,D,Colorado State,2016,300.0,26.0,40.0,112.0,
1432,,Deandre Washington,Deandre,Washington,RB,RB,O,Texas Tech,2016,143.0,8.0,8.0,55.0,OAK
1442,,Deforest Buckner,Deforest,Buckner,DE,DL,D,Oregon,2016,7.0,2.0,2.0,3.0,SFO
1446,,Deion Jones,Deion,Jones,OLB,LB,D,LSU,2016,52.0,5.0,6.0,30.0,ATL
1454,,Demarcus Ayers,Demarcus,Ayers,WR,WR,O,Houston,2016,229.0,22.0,22.0,83.0,PIT
1459,,Demarcus Robinson,Demarcus,Robinson,WR,WR,O,Florida,2016,126.0,14.0,14.0,47.0,KAN
1480,,Denver Kirkland,Denver,Kirkland,OT,OL,O,Arkansas,2016,300.0,18.0,29.0,103.0,
1484,,Deon Bush,Deon,Bush,S,DB,D,Miami,2016,124.0,7.0,24.0,68.0,CHI
1520,,Derrick Henry,Derrick,Henry,RB,RB,O,Alabama,2016,45.0,2.0,2.0,17.0,TEN
1523,,Derrick Kindred,Derrick,Kindred,S,DB,D,Texas Christian,2016,129.0,8.0,25.0,70.0,CLE
1549,,Devante Bond,Devante,Bond,OLB,LB,D,Oklahoma,2016,183.0,13.0,19.0,83.0,TAM
1552,,Devaunte Sigler,Devaunte,Sigler,DT,DL,D,Jacksonville State,2016,300.0,24.0,43.0,113.0,
1567,,Devon Cajuste,Devon,Cajuste,WR,WR,O,Stanford,2016,300.0,32.0,32.0,104.0,
1569,,Devon Johnson,Devon,Johnson,RB,RB,O,Marshall,2016,300.0,18.0,20.0,105.0,
1575,,Devontae Booker,Devontae,Booker,RB,RB,O,Utah,2016,136.0,7.0,7.0,52.0,DEN
1602,,Dominick Jackson,Dominick,Jackson,OT,OL,O,Alabama,2016,300.0,19.0,30.0,106.0,
1604,,Dominique Alexander,Dominique,Alexander,ILB,LB,D,Oklahoma,2016,300.0,12.0,31.0,114.0,
1611,,Dominique Robertson,Dominique,Robertson,OT,OL,O,West Georgia,2016,300.0,20.0,31.0,107.0,
1671,,Drew Ott,Drew,Ott,DE,DL,D,Iowa,2016,300.0,20.0,44.0,115.0,
1688,4371974.0,Duke Williams,Duke,Williams,WR,WR,O,Auburn,2016,300.0,33.0,33.0,108.0,
1750,,Eli Apple,Eli,Apple,CB,DB,D,Ohio State,2016,10.0,2.0,2.0,5.0,NYG
1758,,Elijah Shumate,Elijah,Shumate,S,DB,D,Notre Dame,2016,300.0,15.0,41.0,116.0,
1769,,Emmanuel Ogbah,Emmanuel,Ogbah,DE,DL,D,Oklahoma State,2016,32.0,4.0,8.0,17.0,CLE
1791,,Eric Murray,Eric,Murray,CB,DB,D,Minnesota,2016,106.0,16.0,22.0,61.0,KAN
1799,,Eric Striker,Eric,Striker,OLB,LB,D,Oklahoma,2016,300.0,20.0,32.0,117.0,
1820,,Evan Boehm,Evan,Boehm,C,OL,O,Missouri,2016,128.0,4.0,18.0,48.0,ARI
1829,,Ezekiel Elliott,Ezekiel,Elliott,RB,RB,O,Ohio State,2016,4.0,1.0,1.0,3.0,DAL
1924,,Geronimo Allison,Geronimo,Allison,WR,WR,O,Illinois,2016,300.0,34.0,34.0,109.0,
1932,,Gionni Paul,Gionni,Paul,ILB,LB,D,Utah,2016,300.0,13.0,33.0,118.0,
1933,,Giorgio Newberry,Giorgio,Newberry,DE,DL,D,Florida State,2016,300.0,21.0,45.0,119.0,
1938,,Glenn Gronkowski,Glenn,Gronkowski,FB,RB,O,Kansas State,2016,300.0,3.0,21.0,110.0,
1945,,Graham Glasgow,Graham,Glasgow,C,OL,O,Michigan,2016,95.0,3.0,13.0,35.0,DET
1999,,Hassan Ridgeway,Hassan,Ridgeway,DT,DL,D,Texas,2016,116.0,15.0,28.0,65.0,IND
2022,,Hunter Henry,Hunter,Henry,TE,TE,O,Arkansas,2016,35.0,1.0,1.0,15.0,SDG
2024,,Hunter Sharp,Hunter,Sharp,WR,WR,O,Utah State,2016,300.0,35.0,35.0,111.0,
2046,,Isaac Seumalo,Isaac,Seumalo,OG,OL,O,Oregon State,2016,79.0,2.0,11.0,26.0,PHI
2092,4046705.0,Jack Allen,Jack,Allen,C,OL,O,Michigan State,2016,300.0,6.0,32.0,112.0,
2095,,Jack Conklin,Jack,Conklin,OT,OL,O,Michigan State,2016,8.0,2.0,2.0,5.0,TEN
2107,,Jacoby Brissett,Jacoby,Brissett,QB,QB,O,NC State,2016,91.0,5.0,5.0,32.0,NWE
2136,,Jake McGee,Jake,McGee,TE,TE,O,Florida,2016,300.0,11.0,11.0,113.0,
2147,,Jalen Mills,Jalen,Mills,S,DB,D,LSU,2016,233.0,12.0,35.0,95.0,PHI
2150,,Jalen Ramsey,Jalen,Ramsey,CB,DB,D,Florida State,2016,5.0,1.0,1.0,2.0,JAX
2155,,Jalin Marshall,Jalin,Marshall,WR,WR,O,Ohio State,2016,300.0,36.0,36.0,114.0,
2197,,James Bradberry,James,Bradberry,CB,DB,D,Samford,2016,62.0,9.0,13.0,36.0,CAR
2252,,Jared Goff,Jared,Goff,QB,QB,O,California,2016,1.0,1.0,1.0,1.0,LAR
2255,,Jared Norris,Jared,Norris,ILB,LB,D,Utah,2016,300.0,14.0,34.0,120.0,
2266,,Jarran Reed,Jarran,Reed,DT,DL,D,Alabama,2016,49.0,9.0,16.0,29.0,SEA
2293,,Jason Fanaika,Jason,Fanaika,DE,DL,D,Utah,2016,300.0,22.0,46.0,121.0,
2315,,Jason Spriggs,Jason,Spriggs,OT,OL,O,Indiana,2016,48.0,5.0,7.0,19.0,GNB
2349,,Jaylon Smith,Jaylon,Smith,OLB,LB,D,Notre Dame,2016,34.0,3.0,3.0,19.0,DAL
2352,,Jayron Kearse,Jayron,Kearse,S,DB,D,Clemson,2016,244.0,13.0,36.0,97.0,MIN
2360,,Jeff Driskel,Jeff,Driskel,QB,QB,O,Louisiana Tech,2016,207.0,13.0,13.0,79.0,SFO
2385,,Jerald Hawkins,Jerald,Hawkins,OT,OL,O,LSU,2016,123.0,12.0,17.0,46.0,PIT
2389,,Jerell Adams,Jerell,Adams,TE,TE,O,South Carolina,2016,184.0,5.0,5.0,71.0,NYG
2399,,Jeremy Cash,Jeremy,Cash,S,DB,D,Duke,2016,300.0,16.0,42.0,122.0,
2466,,Jihad Ward,Jihad,Ward,DT,DL,D,Illinois,2016,44.0,7.0,14.0,27.0,OAK
2470,,Jimmy Bean,Jimmy,Bean,DE,DL,D,Oklahoma State,2016,300.0,23.0,47.0,123.0,
2474,,Jimmy Landes,Jimmy,Landes,LS,LS,ST,Baylor,2016,210.0,1.0,1.0,1.0,DET
2476,,Jimmy Pruitt,Jimmy,Pruitt,CB,DB,D,San Jose State,2016,300.0,27.0,43.0,124.0,
2490,,Joe Dahl,Joe,Dahl,OT,OL,O,Washington State,2016,151.0,15.0,22.0,60.0,DET
2508,,Joe Schobert,Joe,Schobert,OLB,LB,D,Wisconsin,2016,99.0,9.0,11.0,56.0,CLE
2511,,Joe Thuney,Joe,Thuney,OT,OL,O,NC State,2016,78.0,7.0,10.0,25.0,NWE
2519,,Joel Heath,Joel,Heath,DT,DL,D,Michigan State,2016,300.0,25.0,48.0,125.0,
2521,,Joel Stave,Joel,Stave,QB,QB,O,Wisconsin,2016,300.0,15.0,15.0,115.0,
2522,4040605.0,Joey Bosa,Joey,Bosa,DE,DL,D,Ohio State,2016,3.0,1.0,1.0,1.0,SDG
2560,,John Theus,John,Theus,OT,OL,O,Georgia,2016,145.0,14.0,21.0,57.0,SFO
2572,,Johnny Holton,Johnny,Holton,WR,WR,O,Cincinnati,2016,300.0,37.0,37.0,116.0,
2596,,Jonathan Bullard,Jonathan,Bullard,DE,DL,D,Florida,2016,72.0,11.0,22.0,44.0,CHI
2606,,Jonathan Jones,Jonathan,Jones,CB,DB,D,Auburn,2016,300.0,28.0,44.0,126.0,
2621,4242179.0,Jonathan Williams,Jonathan,Williams,RB,RB,O,Arkansas,2016,156.0,12.0,12.0,63.0,BUF
2636,,Jordan Howard,Jordan,Howard,RB,RB,O,Indiana,2016,150.0,10.0,10.0,59.0,CHI
2638,,Jordan Jenkins,Jordan,Jenkins,OLB,LB,D,Georgia,2016,83.0,7.0,8.0,49.0,NYJ
2643,,Jordan Lomax,Jordan,Lomax,S,DB,D,Iowa,2016,300.0,17.0,45.0,127.0,
2644,,Jordan Lucas,Jordan,Lucas,S,DB,D,Penn State,2016,204.0,10.0,31.0,88.0,MIA
2652,,Jordan Payton,Jordan,Payton,WR,WR,O,UCLA,2016,154.0,16.0,16.0,62.0,CLE
2692,,Josh Doctson,Josh,Doctson,WR,WR,O,Texas Christian,2016,22.0,3.0,3.0,11.0,WAS
2694,,Josh Ferguson,Josh,Ferguson,RB,RB,O,Illinois,2016,300.0,19.0,22.0,117.0,
2695,,Josh Forrest,Josh,Forrest,ILB,LB,D,Kentucky,2016,190.0,7.0,20.0,85.0,LAR
2740,,Joshua Garnett,Joshua,Garnett,OG,OL,O,Stanford,2016,28.0,1.0,6.0,14.0,SFO
2743,,Joshua Perry,Joshua,Perry,ILB,LB,D,Ohio State,2016,102.0,3.0,12.0,58.0,SDG
2807,,Justin Simmons,Justin,Simmons,S,DB,D,Boston College,2016,98.0,6.0,20.0,55.0,DEN
2813,,Juston Burris,Juston,Burris,CB,DB,D,NC State,2016,118.0,17.0,23.0,66.0,NYJ
2836,,Kamalei Correa,Kamalei,Correa,DE,DL,D,Boise State,2016,42.0,7.0,12.0,25.0,BAL
2850,,Karl Joseph,Karl,Joseph,S,DB,D,West Virginia,2016,14.0,1.0,4.0,8.0,OAK
2861,,Kavon Frazier,Kavon,Frazier,S,DB,D,Central Michigan,2016,212.0,11.0,33.0,90.0,DAL
2867,,Keanu Neal,Keanu,Neal,S,DB,D,Florida,2016,17.0,2.0,5.0,9.0,ATL
2892,,Keith Marshall,Keith,Marshall,RB,RB,O,Georgia,2016,242.0,16.0,18.0,87.0,WAS
2905,,Keivarae Russell,Keivarae,Russell,CB,DB,D,Notre Dame,2016,74.0,11.0,16.0,45.0,KAN
2922,,Kelvin Taylor,Kelvin,Taylor,RB,RB,O,Florida,2016,211.0,14.0,16.0,80.0,SFO
2925,,Ken Crawley,Ken,Crawley,CB,DB,D,Colorado,2016,300.0,29.0,46.0,128.0,
2933,,Kendall Fuller,Kendall,Fuller,CB,DB,D,Virginia Tech,2016,84.0,13.0,18.0,50.0,WAS
2951,,Kenneth Dixon,Kenneth,Dixon,RB,RB,O,Louisiana Tech,2016,134.0,6.0,6.0,50.0,BAL
2957,,Kenny Clark,Kenny,Clark,DT,DL,D,UCLA,2016,27.0,2.0,5.0,14.0,GNB
2965,,Kenny Lawler,Kenny,Lawler,WR,WR,O,California,2016,243.0,24.0,24.0,88.0,SEA
2977,,Kentrell Brothers,Kentrell,Brothers,OLB,LB,D,Missouri,2016,160.0,12.0,18.0,80.0,MIN
2980,,Kenyan Drake,Kenyan,Drake,RB,RB,O,Alabama,2016,73.0,3.0,3.0,24.0,MIA
3002,,Kevin Dodd,Kevin,Dodd,DE,DL,D,Clemson,2016,33.0,5.0,9.0,18.0,TEN
3009,,Kevin Hogan,Kevin,Hogan,QB,QB,O,Stanford,2016,162.0,10.0,10.0,65.0,KAN
3025,,Kevin Peterson,Kevin,Peterson,CB,DB,D,Oklahoma State,2016,300.0,30.0,47.0,129.0,
3037,,Kevon Seymour,Kevon,Seymour,CB,DB,D,USC,2016,218.0,23.0,34.0,91.0,BUF
3039,,Keyarris Garrett,Keyarris,Garrett,WR,WR,O,Tulsa,2016,300.0,38.0,38.0,118.0,
2817,,KJ Dillon,KJ,Dillon,S,DB,D,West Virginia,2016,159.0,9.0,28.0,79.0,HOU
3068,,Kolby Listenbee,Kolby,Listenbee,WR,WR,O,Texas Christian,2016,192.0,19.0,19.0,74.0,BUF
3080,,Kris Frost,Kris,Frost,OLB,LB,D,Auburn,2016,300.0,21.0,35.0,130.0,
3109,,Kyler Fackrell,Kyler,Fackrell,OLB,LB,D,Utah State,2016,88.0,8.0,10.0,52.0,GNB
3137,,Lamarcus Brutus,Lamarcus,Brutus,S,DB,D,Florida State,2016,300.0,18.0,48.0,131.0,
3150,,Landon Turner,Landon,Turner,OG,OL,O,North Carolina,2016,300.0,7.0,33.0,119.0,
3155,,Laquon Treadwell,Laquon,Treadwell,WR,WR,O,Ole Miss,2016,23.0,4.0,4.0,12.0,MIN
3156,,Laremy Tunsil,Laremy,Tunsil,OT,OL,O,Ole Miss,2016,13.0,3.0,3.0,6.0,MIA
3178,,Lawrence Thomas,Lawrence,Thomas,DT,DL,D,Michigan State,2016,300.0,26.0,49.0,132.0,
3182,,Le'Raven Clark,Le'Raven,Clark,OT,OL,O,Texas Tech,2016,82.0,8.0,12.0,28.0,IND
3210,,Leonard Floyd,Leonard,Floyd,OLB,LB,D,Georgia,2016,9.0,1.0,1.0,4.0,CHI
3219,,Leonte Carroo,Leonte,Carroo,WR,WR,O,Rutgers,2016,86.0,9.0,9.0,30.0,MIA
3277,,Luther Maddy,Luther,Maddy,DT,DL,D,Virginia Tech,2016,300.0,27.0,50.0,133.0,
3285,,Mackensie Alexander,Mackensie,Alexander,CB,DB,D,Clemson,2016,54.0,7.0,9.0,32.0,MIN
3294,,Malcolm Mitchell,Malcolm,Mitchell,WR,WR,O,Georgia,2016,112.0,11.0,11.0,41.0,NWE
3297,,Maliek Collins,Maliek,Collins,DT,DL,D,Nebraska,2016,67.0,11.0,19.0,39.0,DAL
3432,,Marquez North,Marquez,North,WR,WR,O,Tennessee,2016,300.0,39.0,39.0,120.0,
3484,,Matt Ioannidis,Matt,Ioannidis,DT,DL,D,Temple,2016,152.0,19.0,34.0,78.0,WAS
3503,,Matt Skura,Matt,Skura,C,OL,O,Duke,2016,300.0,7.0,34.0,121.0,
3518,,Maurice Canady,Maurice,Canady,CB,DB,D,Virginia,2016,209.0,22.0,32.0,89.0,BAL
3540,,Mehdi Abdesmad,Mehdi,Abdesmad,DE,DL,D,Boston College,2016,300.0,24.0,51.0,134.0,
3541,,Mekale McKay,Mekale,McKay,WR,WR,O,Cincinnati,2016,300.0,40.0,40.0,122.0,
3589,,Michael Thomas,Michael,Thomas,WR,WR,O,Ohio State,2016,47.0,6.0,6.0,18.0,NOR
3680,,Montese Overton,Montese,Overton,OLB,LB,D,East Carolina,2016,300.0,22.0,36.0,135.0,
3700,,Myles Jack,Myles,Jack,OLB,LB,D,UCLA,2016,36.0,4.0,4.0,20.0,JAX
3726,,Nate Sudfeld,Nate,Sudfeld,QB,QB,O,Indiana,2016,187.0,11.0,11.0,72.0,WAS
3742,,Nelson Spruce,Nelson,Spruce,WR,WR,O,Colorado,2016,300.0,41.0,41.0,123.0,
3761,,Nick Kwiatkoski,Nick,Kwiatkoski,ILB,LB,D,West Virginia,2016,113.0,4.0,14.0,63.0,CHI
3765,,Nick Martin,Nick,Martin,C,OL,O,Notre Dame,2016,50.0,2.0,8.0,20.0,HOU
3774,,Nick Vannett,Nick,Vannett,TE,TE,O,Ohio State,2016,94.0,3.0,3.0,34.0,SEA
3775,,Nick Vigil,Nick,Vigil,ILB,LB,D,Utah State,2016,87.0,2.0,9.0,51.0,CIN
-1,,Nile Lawrence-Stample,Nile,Lawrence-Stample,NT,,,Florida State,2016,300.0,3.0,3.0,3.0,
3789,,Noah Spence,Noah,Spence,DE,DL,D,Eastern Kentucky,2016,39.0,6.0,11.0,23.0,TAM
3846,,Parker Ehinger,Parker,Ehinger,OT,OL,O,Cincinnati,2016,105.0,10.0,15.0,38.0,KAN
3870,,Paul Perkins,Paul,Perkins,RB,RB,O,UCLA,2016,149.0,9.0,9.0,58.0,NYG
3880,,Paxton Lynch,Paxton,Lynch,QB,QB,O,Memphis,2016,26.0,3.0,3.0,13.0,DEN
3891,,Peyton Barber,Peyton,Barber,RB,RB,O,Auburn,2016,300.0,20.0,23.0,124.0,
3894,,Pharoh Cooper,Pharoh,Cooper,WR,WR,O,South Carolina,2016,117.0,13.0,13.0,43.0,LAR
3924,,Quayvon Hicks,Quayvon,Hicks,FB,RB,O,Georgia,2016,300.0,4.0,24.0,125.0,
3958,,Quinton Jefferson,Quinton,Jefferson,DT,DL,D,Maryland,2016,147.0,18.0,33.0,77.0,SEA
3987,,Raphael Kirby,Raphael,Kirby,ILB,LB,D,Miami,2016,300.0,15.0,37.0,136.0,
4004,,Rashard Higgins,Rashard,Higgins,WR,WR,O,Colorado State,2016,172.0,18.0,18.0,69.0,CLE
4006,,Rashard Robinson,Rashard,Robinson,CB,DB,D,LSU,2016,133.0,18.0,26.0,73.0,SFO
4009,,Rashawn Scott,Rashawn,Scott,WR,WR,O,Miami,2016,300.0,42.0,42.0,126.0,
4027,,Rees Odhiambo,Rees,Odhiambo,OT,OL,O,Boise State,2016,97.0,9.0,14.0,36.0,SEA
4039,,Reggie Ragland,Reggie,Ragland,ILB,LB,D,Alabama,2016,41.0,1.0,5.0,24.0,BUF
4064,,Ricardo Louis,Ricardo,Louis,WR,WR,O,Auburn,2016,114.0,12.0,12.0,42.0,CLE
4124,,Robert Nkemdiche,Robert,Nkemdiche,DT,DL,D,Ole Miss,2016,29.0,3.0,6.0,15.0,ARI
4151,,Roger Lewis,Roger,Lewis,WR,WR,O,Bowling Green,2016,300.0,43.0,43.0,127.0,
4157,4046690.0,Romeo Okwara,Romeo,Okwara,DE,DL,D,Notre Dame,2016,300.0,25.0,52.0,137.0,
4165,,Ron Thompson,Ron,Thompson,DE,DL,D,Syracuse,2016,300.0,26.0,53.0,138.0,
4167,,Ronald Blair,Ronald,Blair,DE,DL,D,Appalachian State,2016,142.0,15.0,32.0,76.0,SFO
4183,,Ronnie Stanley,Ronnie,Stanley,OT,OL,O,Notre Dame,2016,6.0,1.0,1.0,4.0,BAL
