fms_id,espn_id,full_name,first_name,last_name,position,position_group,section,college,draft_year,selection_number,position_rank,position_group_rank,section_rank,drafting_team,home_city,home_state,home_country,college_weight_pounds,college_height_inches,hw_ratio,forty,vertical,bench,broad,threecone,shuttle,defense_ast_tackles_pg,defense_fum_forced_pg,defense_fum_rec_pg,defense_fum_tds_pg,defense_fum_yds_pg,defense_int_pg,defense_int_td_pg,defense_int_yards_pg,defense_loss_tackles_pg,defense_pd_pg,defense_sacks_pg,defense_solo_tackes_pg,defense_tackles_pg,defense_ast_tackles_pg_cf_scaled,defense_fum_forced_pg_cf_scaled,defense_fum_rec_pg_cf_scaled,defense_fum_tds_pg_cf_scaled,defense_fum_yds_pg_cf_scaled,defense_int_pg_cf_scaled,defense_int_td_pg_cf_scaled,defense_int_yards_pg_cf_scaled,defense_loss_tackles_pg_cf_scaled,defense_pd_pg_cf_scaled,defense_sacks_pg_cf_scaled,defense_solo_tackes_pg_cf_scaled,defense_tackles_pg_cf_scaled,football_spending,coaches_salaries,ticket_sales,ann_rain_inch,ann_snow_inch,min_jan,min_feb,min_mar,min_apr,min_may,min_jun,min_jul,min_aug,min_sep,min_oct,min_nov,min_dec,max_jan,max_feb,max_mar,max_apr,max_may,max_jun,max_jul,max_aug,max_sep,max_oct,max_nov,max_dec,cb_college_weight_pounds_zscore,cb_college_height_inches_zscore,cb_hw_ratio_zscore,cb_forty_zscore,cb_vertical_zscore,cb_bench_zscore,cb_broad_zscore,cb_threecone_zscore,cb_shuttle_zscore,cb_defense_ast_tackles_pg_zscore,cb_defense_fum_forced_pg_zscore,cb_defense_fum_rec_pg_zscore,cb_defense_fum_tds_pg_zscore,cb_defense_fum_yds_pg_zscore,cb_defense_int_pg_zscore,cb_defense_int_td_pg_zscore,cb_defense_int_yards_pg_zscore,cb_defense_loss_tackles_pg_zscore,cb_defense_pd_pg_zscore,cb_defense_sacks_pg_zscore,cb_defense_solo_tackes_pg_zscore,cb_defense_tackles_pg_zscore,cb_defense_ast_tackles_pg_cf_scaled_zscore,cb_defense_fum_forced_pg_cf_scaled_zscore,cb_defense_fum_rec_pg_cf_scaled_zscore,cb_defense_fum_tds_pg_cf_scaled_zscore,cb_defense_fum_yds_pg_cf_scaled_zscore,cb_defense_int_pg_cf_scaled_zscore,cb_defense_int_td_pg_cf_scaled_zscore,cb_defense_int_yards_pg_cf_scaled_zscore,cb_defense_loss_tackles_pg_cf_scaled_zscore,cb_defense_pd_pg_cf_scaled_zscore,cb_defense_sacks_pg_cf_scaled_zscore,cb_defense_solo_tackes_pg_cf_scaled_zscore,cb_defense_tackles_pg_cf_scaled_zscore,cb_football_spending_zscore,cb_coaches_salaries_zscore,cb_ticket_sales_zscore,cb_ann_rain_inch_zscore,cb_ann_snow_inch_zscore,cb_min_jan_zscore,cb_min_feb_zscore,cb_min_mar_zscore,cb_min_apr_zscore,cb_min_may_zscore,cb_min_jun_zscore,cb_min_jul_zscore,cb_min_aug_zscore,cb_min_sep_zscore,cb_min_oct_zscore,cb_min_nov_zscore,cb_min_dec_zscore,cb_max_jan_zscore,cb_max_feb_zscore,cb_max_mar_zscore,cb_max_apr_zscore,cb_max_may_zscore,cb_max_jun_zscore,cb_max_jul_zscore,cb_max_aug_zscore,cb_max_sep_zscore,cb_max_oct_zscore,cb_max_nov_zscore,cb_max_dec_zscore,cb_max_madden_zscore,max_madden
3376,,Mario Butler,Mario,Butler,CB,DB,D,Georgia Tech,2011,300.0,30.0,48.0,118.0,,,,,182,72,0.3956043956043956,4.65,30.5,,120.0,7.09,4.37,0.6730769230769231,0.0,0.0,0.0,0.0,0.07692307692307693,0.019230769230769232,1.6730769230769231,0.19230769230769232,0.0,0.0,1.9615384615384615,2.6346153846153846,0.6057692307692308,0.0,0.0,0.0,0.0,0.06923076923076923,0.01730769230769231,1.5057692307692307,0.1730769230769231,0.0,0.0,1.7653846153846153,2.371153846153846,18297901.214285713,5157783.928571428,11777331.857142856,51.17,0.04,7.0,5.3,13.4,27.4,38.3,48.1,52.4,50.4,43.1,33.4,25.6,15.6,27.5,30.1,40.1,53.9,67.3,76.3,80.3,78.3,70.5,57.0,43.5,31.6,-1.2450719155144954,0.4931344162333336,1.741301212951661,1.6521133369306562,-1.9116617700623968,,-0.33113811757840533,0.7497162131118355,1.460306128250198,-0.1945529318893226,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,-0.954861726181336,-0.005329644607901413,-0.3178491408525664,0.49186809498837525,-0.7956746423440447,-0.5339054362841054,0.01751644319591379,-0.04993241286991129,-0.1734371884402517,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,-0.9441939086712662,0.011051592239969243,-0.30260468379403904,0.5159138643820913,-0.7992726677933508,-0.5527869859498546,0.04232952082815544,-0.024938069931986804,-0.27347889875549,-0.2746123698408719,-0.6352180873365715,0.5775913824306828,-0.6299494822704452,-1.9582047364826816,-2.333906961435632,-2.5121613926688573,-2.2992301099109365,-2.2296837740627367,-2.136897257169523,-2.2457282007556776,-2.3011903116871917,-2.1134862618056127,-1.8023097503502892,-1.5816614662461972,-1.5480584635120427,-1.6843702267468459,-1.8550316497924417,-2.0161203929859055,-1.9986374531382922,-1.5305645319473982,-1.4297693363591455,-1.591775842900502,-1.7606852294746314,-1.898224626582556,-1.9047937839666051,-1.7496889175714092,-1.6090626278039415,-0.8731299461397743,67.0
3782,,Niles Brinkley,Niles,Brinkley,CB,DB,D,Wisconsin,2011,300.0,31.0,50.0,125.0,,,,,193,69,0.35751295336787564,4.54,33.5,15.0,120.0,7.23,,0.5116279069767442,0.023255813953488372,0.0,0.0,0.0,0.13953488372093023,0.0,1.6046511627906976,0.046511627906976744,0.20930232558139536,0.0,2.4186046511627906,2.9302325581395348,0.48604651162790696,0.022093023255813953,0.0,0.0,0.0,0.1325581395348837,0.0,1.5244186046511627,0.044186046511627906,0.1988372093023256,0.0,2.2976744186046507,2.783720930232558,29061240.769230768,6059844.785714285,28858333.85714286,37.27,3.49,11.1,15.1,24.8,35.8,46.1,56.1,61.0,59.0,50.2,38.8,28.2,15.9,26.4,31.1,43.1,57.3,68.4,77.9,81.6,79.4,71.8,58.9,44.1,30.2,-0.019528121507987255,-1.4251348679661955,-0.7841896606986757,0.47829602059225346,-0.8630742851926853,0.1282436081750589,-0.33113811757840533,1.4124756430165009,,-0.5028650455026566,0.10217313534853775,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,-0.3570722798915275,-0.7014973079376604,-0.3493957500378779,-0.7455188705251016,-0.1022296288573531,-0.5339054362841054,0.4074079116786253,0.1315296759093271,-0.43039196694901166,0.14540076124115758,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,-0.25831924520082017,-0.7046741446819111,-0.29277676847015366,-0.7217533323997795,-0.05797022480869773,-0.5527869859498546,0.5493474055374359,0.25794937559919234,0.940466234263295,0.09279920233528487,0.5417747870151474,-0.3367840786922295,1.2253995339331578,-1.606776696247201,-1.4949034545485003,-1.3929482802854978,-1.2926108020475147,-1.205229232999872,-0.9923901105253724,-0.9074101725565398,-1.022757344554544,-1.1943133322394408,-1.1851557745538124,-1.3023640290277794,-1.5202508733477635,-1.7697189429048312,-1.7744627662842156,-1.726937009018308,-1.5702367809920088,-1.368014641686426,-1.156001182574501,-1.3339921573926206,-1.552456923949601,-1.6802007828290813,-1.6614908841714116,-1.6898698641657928,-1.72435381418169,,
3860,,Patrick Peterson,Patrick,Peterson,CB,DB,D,LSU,2011,5.0,1.0,1.0,3.0,ARI,,,,219,72,0.3287671232876712,4.31,38.0,15.0,126.0,6.58,4.07,0.7948717948717948,0.0,0.0,0.02564102564102564,0.0,0.1794871794871795,0.02564102564102564,4.384615384615385,0.07692307692307693,0.0,0.0,2.6666666666666665,3.4615384615384617,0.7948717948717948,0.0,0.0,0.02564102564102564,0.0,0.1794871794871795,0.02564102564102564,4.384615384615385,0.07692307692307693,0.0,0.0,2.6666666666666665,3.4615384615384617,,,,61.77,0.02,37.2,40.6,47.1,53.3,61.7,68.1,70.5,70.4,65.2,54.3,46.1,39.0,60.6,64.6,72.0,78.5,85.5,90.5,92.0,92.3,88.9,80.8,71.4,62.7,2.8772117552346685,0.4931344162333336,-2.690059516512571,-1.9760492772062226,0.7098069421118822,0.1282436081750589,0.752586630860015,-1.6646217101122924,-0.6034322844009071,0.038033399433016916,-0.5186818198313148,-0.4190241899480052,2.0131939781240575,-0.2902412959939561,0.024374319169588515,0.22672624316868484,0.9322625682359519,-0.48741361391492843,-0.7956746423440447,-0.5339054362841054,0.6190124138166657,0.45766728781512944,0.23242402004980142,-0.512844577586988,-0.4333429996748157,2.3446267239676155,-0.2840815058959056,0.24995133874573466,0.35566028038754116,1.2145002018506308,-0.4073978889423439,-0.7992726677933508,-0.5527869859498546,0.9008207344548204,0.72271274952554,,,,1.2748848995459972,-0.6407051287411908,0.6303627793981761,0.6882179154129134,0.7963896500784416,0.8045127560012807,0.8436798491258564,0.7243706094408523,0.5709643934773915,0.6719096118771061,0.7476013076890914,0.5863047115286679,0.6204914041297913,0.6209335693017596,0.8838502321888905,0.9245948312413561,1.0588629232028806,1.1009674100377607,1.158897288734119,0.9999230284795628,0.7282773266704369,0.8894932044802794,1.1876513157743256,1.1428951713626643,1.031897065789749,0.952048726730326,1.9183323608939988,93.0
3916,,Prince Amukamara,Prince,Amukamara,CB,DB,D,Nebraska,2011,19.0,2.0,2.0,8.0,NYG,,,,206,72,0.34951456310679613,4.38,38.0,15.0,128.0,6.97,4.08,1.2448979591836735,0.04081632653061224,0.0,0.0,0.0,0.10204081632653061,0.0,1.2857142857142858,0.12244897959183673,0.30612244897959184,0.08163265306122448,2.0408163265306123,3.2857142857142856,1.1826530612244899,0.038775510204081626,0.0,0.0,0.0,0.09693877551020408,0.0,1.2214285714285715,0.11632653061224489,0.29081632653061223,0.07755102040816325,1.9387755102040816,3.121428571428571,24130290.5,5962205.714285715,34729417.571428575,28.95,2.21,13.7,18.2,27.8,38.7,50.2,61.1,66.9,63.7,53.5,40.7,28.2,17.1,35.1,39.6,51.5,63.6,73.6,83.7,88.6,85.9,78.2,66.1,50.8,37.1,1.4288418168633406,0.4931344162333336,-1.3144888676130189,-1.2290746213545107,0.7098069421118822,0.1282436081750589,1.1138282136728217,0.1816367017649811,-0.534641003979205,0.8974286515800081,0.5709819790557733,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,-0.7150488171158035,-0.7014973079376604,-0.4964365278652118,-0.10103035461974748,0.2185476562929532,1.449114713717331,0.08514289184084446,0.3497391122541904,1.064699214934766,0.6424431599481244,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,-0.6440990304048676,-0.7046741446819111,-0.45244756542799575,-0.029028501049391853,0.28494519099372667,1.6413848858608242,0.20748820729443432,0.4895074800651168,0.3843281462718013,0.05303057203132073,0.9463308954001655,-0.8840937072204765,0.537038159805444,-1.3839198902442131,-1.2295043860433874,-1.0984185138688243,-0.9450874695708564,-0.6667338973129816,-0.2770731438727783,0.010738242138218394,-0.3240788625169338,-0.767092111455164,-0.9680090052920883,-1.3023640290277794,-1.4090205126906452,-1.09468818783713,-1.0896272564642944,-0.9172235339090352,-0.7764355355444825,-0.5995969786345658,-0.16359162510517006,0.054073841495975064,-0.32201693675624965,-0.6068526289658175,-0.7395009481054146,-1.0218904344697446,-1.1561329670342158,1.1667848166925983,86.0
3988,,Ras-I Dowling,Ras-I,Dowling,CB,DB,D,Virginia,2011,33.0,4.0,4.0,15.0,NWE,,,,198,73,0.3686868686868687,4.4,,19.0,,,,1.125,0.0,0.0,0.0,0.0,0.2,0.0,2.175,0.1875,0.025,0.025,2.875,4.0,1.0125,0.0,0.0,0.0,0.0,0.18000000000000002,0.0,1.9574999999999998,0.16875,0.022500000000000003,0.022500000000000003,2.5875,3.6,19954018.92857143,5577041.357142857,14381669.142857144,47.68,0.85,24.7,26.6,34.6,44.2,53.7,62.6,66.5,65.1,57.1,46.2,36.7,28.2,42.2,45.8,54.2,64.3,71.9,80.4,84.1,82.3,74.7,65.0,55.9,45.2,0.537537239404062,1.13255751096651,-0.04335078707883673,-1.0156532911111606,,1.0989844628813357,,,,0.6684647711751484,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,0.22022152823977353,-0.7014973079376604,-0.0864454840638408,0.45106469045073755,-0.7128464879553565,0.07339448465383458,0.7967271324091608,0.7881973254705047,0.6995083599900492,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,0.25550550268720934,-0.7046741446819111,-0.0645499492329617,0.47436483548249164,-0.7153884439819296,0.08381156370048068,0.8254127224470728,0.8176525361233211,-0.08669337287847019,-0.10384780361652618,-0.45576219665204293,0.34801078104082905,-0.19434580020525158,-0.44106417253926516,-0.5103585229972745,-0.4308177099910311,-0.2859914941840922,-0.20704275709246572,-0.06247805387700013,-0.05150910801057959,-0.11596186786743426,-0.3010325978723161,-0.3394262521660469,-0.3892762535060277,-0.38013967661230313,-0.5438010199083163,-0.5901001787132932,-0.6569584883381973,-0.6882353971614247,-0.8508104454015191,-0.7282384422859961,-0.8382543006466935,-1.0034913912017998,-1.1938399006097893,-0.8803605216710523,-0.513428480522006,-0.48909110299152864,-0.12158240193837387,74.0
4074,,Richard Sherman,Richard,Sherman,CB,DB,D,Stanford,2011,154.0,21.0,30.0,63.0,SEA,,,,195,75,0.38461538461538464,4.54,38.0,16.0,125.0,6.82,4.33,0.6111111111111112,0.0,0.0,0.0,0.0,0.1111111111111111,0.018518518518518517,1.5185185185185186,0.018518518518518517,0.0,0.0,1.4814814814814814,2.0925925925925926,0.55,0.0,0.0,0.0,0.0,0.09999999999999999,0.016666666666666666,1.3666666666666667,0.016666666666666666,0.0,0.0,1.3333333333333333,1.8833333333333333,,,,39.28,0.01,38.5,40.6,43.1,44.7,48.7,52.4,55.1,54.9,52.5,48.1,42.4,38.0,58.4,61.6,65.7,69.7,74.3,78.4,79.6,79.4,79.5,74.0,64.8,58.3,0.2032980228568324,2.411403700432863,1.0127216335577696,0.47829602059225346,0.7098069421118822,0.3709288218516281,0.5719658394536116,-0.5284626874185837,1.1851410065633836,-0.3128863285270042,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,-0.6284497110643613,-0.0311136321386333,-0.3891058366424819,-0.9830994171869711,-0.7956746423440447,-0.5339054362841054,-0.39198687417619416,-0.3826484957478751,-0.2931318499271488,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,-0.610944072182801,-0.015456768386767114,-0.3759094622809892,-0.9860065876923233,-0.7992726677933508,-0.5527869859498546,-0.36920894146513916,-0.3594250032695399,,,,-0.20456144006941998,-0.6460829519765635,0.7417911823996697,0.6882179154129134,0.4036832948562104,-0.2260736782398409,-0.863744385978917,-1.5217246658482924,-1.8255585872512967,-1.632242828885225,-0.8965530874503995,-0.12227948290432368,0.22302966654973455,0.5282416020874945,0.7131527998729199,0.6828881807166786,0.4515778168709263,-0.007834329634973318,-0.49615613937758407,-1.0704486345168,-1.7305824427893621,-1.552456923949601,-0.38882878521234265,0.27212689841144466,0.3738874783279689,0.5897049981145449,2.562515970209485,99.0
4132,,Roc Carmichael,Roc,Carmichael,CB,DB,D,Clemson,2011,127.0,17.0,22.0,54.0,HOU,,,,192,70,0.3645833333333333,4.41,31.0,13.0,116.0,6.69,4.06,0.7407407407407407,0.0,0.0,0.0,0.0,0.18518518518518517,0.037037037037037035,2.925925925925926,0.12037037037037036,0.05555555555555555,0.018518518518518517,1.3888888888888888,2.1296296296296298,0.6666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.03333333333333333,2.6333333333333333,0.10833333333333332,0.049999999999999996,0.016666666666666666,1.25,1.9166666666666667,26644243.692307692,7223851.769230769,22409336.5,48.36,0.11,30.0,32.6,39.2,47.1,56.2,64.5,68.1,67.7,61.0,48.9,39.6,32.2,51.7,55.7,63.3,71.8,79.5,86.8,90.0,88.7,82.6,72.7,63.7,53.7,-0.13094119369039708,-0.7857117732330192,-0.3154182247123525,-0.9089426259894902,-1.7368971892507783,-0.35712681917807954,-1.0536212832040188,-1.1438821580443415,-0.6722235648226152,-0.06533830337691182,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,0.07877632168908422,0.6392700436603939,0.25975697847674895,-0.11867173587109198,-0.6116120770358489,-0.08405364299674249,-0.47097119355063627,-0.35991362543295496,-0.042736121299387274,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,0.11109724020887399,0.6737606079083769,0.291603175001101,-0.10578271618969526,-0.612863281545748,-0.08123250472738408,-0.44858579621013656,-0.3365691287182222,0.6678647964778106,0.5669020662954799,0.09739664479197979,0.3927428179878492,-0.5923047196228359,0.013220855082209862,0.003317093464234631,0.02079459851453504,0.06153183829256516,0.12130805735075993,0.2093423934509854,0.19748029258460792,0.2705411221959256,0.203865208509102,-0.030849264267808898,-0.07775218891625384,-0.009371807755242559,0.19330152872882858,0.207531768018145,0.22023110969684778,0.2567660855142012,0.2722615236742783,0.3668341728525751,0.3316870412736953,0.20801875003473197,0.13107422681517433,0.10565649328841768,0.26421921375100627,0.21089110001622935,-0.5510381414820313,70.0
4372,,Shareece Wright,Shareece,Wright,CB,DB,D,USC,2011,89.0,11.0,13.0,40.0,SDG,,,,185,71,0.3837837837837838,4.41,34.5,16.0,113.0,,,0.8,0.02857142857142857,0.05714285714285714,0.0,0.3142857142857143,0.02857142857142857,0.0,0.0,0.24285714285714285,0.2857142857142857,0.1,2.0285714285714285,2.8285714285714287,0.7200000000000001,0.025714285714285714,0.05142857142857143,0.0,0.28285714285714286,0.025714285714285714,0.0,0.0,0.21857142857142858,0.2571428571428571,0.09000000000000001,1.8257142857142856,2.545714285714286,,,,15.32,0.0,47.8,49.3,51.0,53.5,57.1,60.3,63.6,64.1,63.1,58.7,52.0,47.5,68.2,68.6,70.2,72.7,74.5,78.1,83.1,84.4,83.1,78.5,72.8,67.7,-0.9108326989672659,-0.1462886784998428,0.957585881603637,-0.9089426259894902,-0.513545123569448,0.3709288218516281,-1.5954836574232292,,,0.0478265081202735,0.2440828393896469,1.3716404715266157,-0.3814730871971234,0.508803760319779,-1.4165015761324862,-0.7014973079376604,-1.089194663481652,0.9208867484126796,0.15093283638381993,1.8952942474676544,0.07469761858479566,0.06912585579574952,0.07173049750187549,0.2532936062520867,1.4769820253300632,-0.37523124311402756,0.5257980353493324,-1.415504391704953,-0.7046741446819111,-1.096120465664297,0.9527722253835953,0.15940417576574925,1.9936072126514863,0.09979487457101731,0.09475387531450166,,,,-1.7807079183791308,-0.6514607752119363,1.5389328346411255,1.4330475592821013,1.179278346420117,0.8284798823789816,0.23951435055032097,-0.39152385853719396,-0.5028023965893583,-0.2646168640456491,0.47573325809909667,1.0891709140295016,1.2542817424331245,1.4088152906230127,1.4735322710986065,1.2468703652742603,0.8853528928223224,0.37016626343527703,-0.46660161387558896,-1.1217801633514226,-1.0365494433450644,-0.6059646261085615,0.21492955133574176,0.8483706084526932,1.1714748570695195,1.363802963793713,0.20050940271936918,77.0
4905,,Vance Cuff,Vance,Cuff,CB,DB,D,Georgia,2011,300.0,32.0,51.0,134.0,,,,,178,70,0.39325842696629215,4.53,36.0,,120.0,6.91,4.09,0.4772727272727273,0.0,0.0,0.0,0.0,0.022727272727272728,0.022727272727272728,0.6818181818181818,0.056818181818181816,0.045454545454545456,0.0,0.9318181818181818,1.4090909090909092,0.4772727272727273,0.0,0.0,0.0,0.0,0.022727272727272728,0.022727272727272728,0.6818181818181818,0.056818181818181816,0.045454545454545456,0.0,0.9318181818181818,1.4090909090909092,26289822.785714287,7367397.642857143,22925558.85714286,49.68,0.06,33.1,36.3,42.5,49.3,58.2,66.4,69.8,69.3,62.7,51.5,42.4,35.0,53.9,58.2,66.2,74.0,81.8,88.7,91.4,89.9,84.0,74.4,65.2,55.7,-1.6907242042441348,-0.7857117732330192,1.5857617521821803,0.3715853554705831,0.010748618865407775,,-0.33113811757840533,-0.102403053908444,-0.4658497235575029,-0.568471627220931,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,-1.4722989546906313,0.12124629417932747,-0.7748532279274793,-0.6580460328905041,-0.6450779980009753,-0.5339054362841054,-0.8608665155535646,-0.8022101933777621,-0.4492226937470523,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,-1.4478555933640604,0.2351677320841944,-0.7368134240650859,-0.6004539828192712,-0.629809589386439,-0.5527869859498546,-0.7516610597819452,-0.6846017639314688,0.6278913725787664,0.6253686483346489,0.13296774512544923,0.47957559559088836,-0.6191938357996998,0.27893473916269534,0.3200837236154982,0.34477734157287554,0.32517022844727034,0.3839887089053405,0.4811628407789719,0.46203153071699604,0.5083891160810685,0.42394886770100265,0.26629894630086537,0.22302966654973455,0.2501657004446994,0.3639989610447986,0.4089539767887101,0.49977504753219254,0.5339665204323851,0.6121385669472168,0.6919338554718398,0.6093002410514156,0.435176901516582,0.36586913547276406,0.32334856152622304,0.413766847265047,0.37559279484158414,,
8,,A.J. Jefferson,A.J.,Jefferson,CB,DB,D,Fresno State,2010,300.0,22.0,36.0,100.0,,,,,193,72,0.37305699481865284,4.42,44.0,7.0,126.0,6.72,4.0,1.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,1.7692307692307692,2.769230769230769,0.7,0.0,0.0,0.017948717948717947,0.0,0.0,0.0,0.0,0.017948717948717947,0.017948717948717947,0.0,1.2384615384615383,1.9384615384615382,,,,26.25,0.06,37.9,41.8,45.2,48.6,55.2,61.1,66.2,65.4,60.9,52.7,43.4,38.0,55.7,63.0,68.4,74.9,83.6,91.6,96.5,96.5,90.8,79.9,66.4,56.5,-0.019528121507987255,0.4931344162333336,0.2463918168895786,-0.8022319608678198,2.8069819118513055,-1.8132381012374947,0.752586630860015,-1.0018622802076311,-1.084971247352834,0.42975774692327334,-0.5186818198313148,-0.4190241899480052,2.0131939781240575,-0.2902412959939561,-1.6892887601945294,-0.7014973079376604,-1.089194663481652,-0.9226499289830635,-0.7107226891248773,-0.5339054362841054,-0.14652791242792765,0.032700096543932515,0.028805515451401774,-0.512844577586988,-0.4333429996748157,1.5286693338431225,-0.2840815058959056,-1.6940060407703132,-0.7046741446819111,-1.096120465664297,-0.9736957643146642,-0.7323564778583139,-0.5527869859498546,-0.4595764376363672,-0.32162490305005315,,,,-1.0617062068630565,-0.6191938357996998,0.6903626887066724,0.7909530387052148,0.6098541313478819,0.24128528612531905,-0.010032268426530322,-0.2770731438727783,-0.09819462062217697,-0.07136536901396812,0.19091911090957828,0.40344427425563834,0.3304517577875877,0.5282416020874945,0.5036604965760475,0.7956846176281949,0.7118428624417642,0.647366698353461,0.8781292964651686,1.1881386342065041,1.6206054688131055,1.684546734666753,1.5063015489524805,1.0276464293544156,0.5334049540762799,0.4414734727717259,-0.12158240193837387,74.0
157,,Alterraun Verner,Alterraun,Verner,CB,DB,D,UCLA,2010,104.0,12.0,20.0,54.0,TEN,,,,189,70,0.37037037037037035,4.52,32.0,11.0,116.0,6.7,4.12,1.588235294117647,0.0,0.0,0.0196078431372549,0.0,0.2549019607843137,0.0784313725490196,7.0,0.23529411764705882,0.0,0.0,3.8823529411764706,5.470588235294118,1.4294117647058824,0.0,0.0,0.01764705882352941,0.0,0.22941176470588234,0.07058823529411765,6.3,0.21176470588235294,0.0,0.0,3.4941176470588236,4.923529411764706,22248492.35714286,4814425.642857143,21163061.07142857,15.32,0.0,47.8,49.3,51.0,53.5,57.1,60.3,63.6,64.1,63.1,58.7,52.0,47.5,68.2,68.6,70.2,72.7,74.5,78.1,83.1,84.4,83.1,78.5,72.8,67.7,-0.4651804102376266,-0.7857117732330192,0.06826662323234854,0.2648746903489032,-1.387368027627541,-0.8424972465312179,-1.0536212832040188,-1.096542198765438,-0.2594758822923906,1.553084919873273,-0.5186818198313148,-0.4190241899480052,1.4497429039308387,-0.2902412959939561,0.7444008231040917,2.1377747307405723,2.1380440748745224,0.8566985355601942,-0.7956746423440447,-0.5339054362841054,1.656030065838754,1.6909054115040927,1.5943048608216097,-0.512844577586988,-0.4333429996748157,1.4966710048186327,-0.2840815058959056,0.7906655342245681,2.2143641549210518,2.223876598712415,0.8874110639549814,-0.7992726677933508,-0.5527869859498546,1.6889862098051485,1.7251652021315236,0.17208921381187695,-0.4144630313290213,0.011520107870538865,-1.7807079183791308,-0.6514607752119363,1.5389328346411255,1.4330475592821013,1.179278346420117,0.8284798823789816,0.23951435055032097,-0.39152385853719396,-0.5028023965893583,-0.2646168640456491,0.47573325809909667,1.0891709140295016,1.2542817424331245,1.4088152906230127,1.4735322710986065,1.2468703652742603,0.8853528928223224,0.37016626343527703,-0.46660161387558896,-1.1217801633514226,-1.0365494433450644,-0.6059646261085615,0.21492955133574176,0.8483706084526932,1.1714748570695195,1.363802963793713,1.2741487515785128,87.0
167,,Amari Spievey,Amari,Spievey,CB,DB,D,Iowa,2010,66.0,10.0,14.0,38.0,DET,,,,195,71,0.3641025641025641,4.52,35.0,,116.0,,,1.4615384615384615,0.0,0.0,0.0,0.0,0.23076923076923078,0.038461538461538464,4.884615384615385,0.07692307692307693,0.0,0.0,3.3076923076923075,4.769230769230769,1.3884615384615384,0.0,0.0,0.0,0.0,0.21923076923076923,0.03653846153846154,4.640384615384615,0.07307692307692308,0.0,0.0,3.142307692307692,4.530769230769231,26471899.846153848,8093453.142857143,25190213.14285714,37.59,3.15,14.3,18.3,29.1,40.2,50.9,61.3,65.0,62.8,52.5,41.1,30.2,17.5,30.0,34.3,48.2,61.7,71.9,81.6,84.6,82.6,75.9,62.9,47.7,33.0,0.2032980228568324,-0.1462886784998428,-0.3472935813108352,0.2648746903489032,-0.33878054275782943,,-1.0536212832040188,,,1.31113752877635,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,0.5139923418450509,0.6908380187218576,1.1627796209756787,-0.48741361391492843,-0.7956746423440447,-0.5339054362841054,1.165826932562804,1.2603830935496123,1.5064154744965452,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,0.6803990442100024,0.8063024110420586,1.349286407455668,-0.4443303590753213,-0.7992726677933508,-0.5527869859498546,1.3538793976916517,1.455858879363961,0.6484269656655256,0.9210928122087712,0.28901725306156406,-0.31573370836422,1.0425535439304836,-1.332491396551216,-1.2209431257690289,-0.970788948421599,-0.7653340217381026,-0.574795669268879,-0.2484604652066752,-0.28493667106856874,-0.457868359077328,-0.8965530874503995,-0.9222938959738309,-1.0875198465520732,-1.3719437258049392,-1.490395871842334,-1.5166423390578927,-1.235325256273392,-1.0158359111556408,-0.8508104454015191,-0.5229123269475157,-0.7391067292975081,-0.9467018533313379,-0.9925871217604271,-1.149274253023635,-1.3309555437320948,-1.4937714414261933,0.20050940271936918,77.0
