fms_id,espn_id,fms_college_id,full_name,first_name,last_name,position,position_group,section,college,draft_year,selection_number,position_rank,position_group_rank,section_rank,drafting_team,home_city,home_state,home_country,college_weight_pounds,college_height_inches
2115,3915446.0,48,Jadar Johnson,Jadar,Johnson,S,DB,D,Clemson,2017,300.0,23.0,53.0,125.0,,Columbia,SC        ,USA,206,72
2118,,225,Jahad Thomas,Jahad,Thomas,RB,RB,O,Temple,2017,300.0,26.0,28.0,109.0,,,,,190,70
2131,,128,Jake Butt,Jake,Butt,TE,TE,O,Michigan,2017,145.0,7.0,7.0,53.0,DEN,,,,246,77
2142,,100,Jaleel Johnson,Jaleel,Johnson,DT,DL,D,Iowa,2017,109.0,8.0,19.0,58.0,MIN,,,,316,75
2148,,132,Jalen Myrick,Jalen,Myrick,CB,DB,D,Minnesota,2017,222.0,25.0,45.0,99.0,JAX,,,,200,70
2151,,226,Jalen Reeves-Maybin,Jalen,Reeves-Maybin,OLB,LB,D,Tennessee,2017,124.0,11.0,16.0,65.0,DET,,,,230,72
2152,,1,Jalen Robinette,Jalen,Robinette,WR,WR,O,Air Force,2017,300.0,36.0,36.0,110.0,,,,,220,75
2162,,18,Jamaal Williams,Jamaal,Williams,RB,RB,O,BYU,2017,134.0,11.0,11.0,45.0,GNB,,,,212,72
2165,,110,Jamal Adams,Jamal,Adams,S,DB,D,LSU,2017,6.0,1.0,1.0,3.0,NYJ,,,,214,72
2167,4240627.0,126,Jamal Carter,Jamal,Carter,S,DB,D,Miami,2017,300.0,24.0,54.0,126.0,,Palm Beach Gardens,FL        ,USA,218,73
2184,,120,Jamari Staples,Jamari,Staples,WR,WR,O,Louisville,2017,300.0,37.0,37.0,111.0,,,,,195,75
2201,,185,James Conner,James,Conner,RB,RB,O,Pittsburgh,2017,105.0,7.0,7.0,34.0,PIT,,,,233,73
2218,,120,James Quick,James,Quick,WR,WR,O,Louisville,2017,300.0,38.0,38.0,112.0,,,,,186,72
2264,,70,Jarrad Davis,Jarrad,Davis,ILB,LB,D,Florida,2017,21.0,1.0,2.0,11.0,DET,,,,238,73
2276,4046688.0,173,Jarron Jones,Jarron,Jones,DT,DL,D,Notre Dame,2017,300.0,22.0,43.0,127.0,,Rochester,NY        ,USA,316,78
2350,,253,Jayon Brown,Jayon,Brown,ILB,LB,D,UCLA,2017,155.0,7.0,18.0,74.0,TEN,,,,231,72
2379,,128,Jehu Chesson,Jehu,Chesson,WR,WR,O,Michigan,2017,139.0,17.0,17.0,49.0,KAN,,,,204,75
2394,,11,Jeremiah Ledbetter,Jeremiah,Ledbetter,DT,DL,D,Arkansas,2017,205.0,15.0,29.0,93.0,DET,,,,280,75
2401,,128,Jeremy Clark,Jeremy,Clark,CB,DB,D,Michigan,2017,197.0,23.0,41.0,91.0,NYJ,,,,220,75
2411,,25,Jeremy McNichols,Jeremy,McNichols,RB,RB,O,Boise State,2017,162.0,15.0,15.0,58.0,TAM,,,,214,69
2414,,11,Jeremy Sprinkle,Jeremy,Sprinkle,TE,TE,O,Arkansas,2017,154.0,10.0,10.0,56.0,WAS,,,,252,77
2429,,299,Jerod Evans,Jerod,Evans,QB,QB,O,Virginia Tech,2017,300.0,11.0,11.0,113.0,,,,,232,75
2435,,2,Jerome Lane,Jerome,Lane,WR,WR,O,Akron,2017,300.0,39.0,39.0,114.0,,,,,226,74
2462,4240033.0,75,Jesus Wilson,Jesus,Wilson,WR,WR,O,Florida State,2017,300.0,40.0,40.0,115.0,,Ashburn,GA        ,USA,189,69
2504,,301,Joe Mathis,Joe,Mathis,DE,DL,D,Washington,2017,300.0,22.0,44.0,128.0,,,,,266,74
2514,,290,Joe Williams,Joe,Williams,RB,RB,O,Utah,2017,121.0,9.0,9.0,40.0,SFO,,,,210,71
2546,,26,John Johnson,John,Johnson,S,DB,D,Boston College,2017,300.0,25.0,55.0,129.0,,,,,205,73
2555,,301,John Ross,John,Ross,WR,WR,O,Washington,2017,9.0,3.0,3.0,6.0,CIN,,,,188,71
2564,,15,Johnathan Ford,Johnathan,Ford,S,DB,D,Auburn,2017,208.0,19.0,42.0,94.0,ARI,,,,205,71
2593,,3,Jonathan Allen,Jonathan,Allen,DT,DL,D,Alabama,2017,17.0,1.0,4.0,9.0,WAS,,,,286,75
2624,,74,Jonnu Smith,Jonnu,Smith,TE,TE,O,Florida International,2017,100.0,5.0,5.0,32.0,TEN,,,,248,75
2642,,48,Jordan Leggett,Jordan,Leggett,TE,TE,O,Clemson,2017,150.0,9.0,9.0,55.0,NYJ,,,,258,77
2666,,106,Jordan Willis,Jordan,Willis,DE,DL,D,Kansas State,2017,73.0,8.0,11.0,39.0,CIN,,,,255,76
2686,,234,Josh Carraway,Josh,Carraway,DE,DL,D,Texas Christian,2017,227.0,17.0,34.0,102.0,TEN,,,,242,75
2702,,120,Josh Harvey-Clemons,Josh,Harvey-Clemons,S,DB,D,Louisville,2017,230.0,21.0,46.0,103.0,WAS,,,,217,76
2710,,146,Josh Jones,Josh,Jones,S,DB,D,NC State,2017,61.0,8.0,18.0,36.0,GNB,,,,220,73
2713,,226,Josh Malone,Josh,Malone,WR,WR,O,Tennessee,2017,128.0,15.0,15.0,42.0,CIN,,,,208,75
2725,,232,Josh Reynolds,Josh,Reynolds,WR,WR,O,Texas A&M,2017,117.0,13.0,13.0,38.0,LAR,,,,194,75
2738,,226,Joshua Dobbs,Joshua,Dobbs,QB,QB,O,Tennessee,2017,135.0,7.0,7.0,46.0,PIT,,,,216,75
2744,,128,Jourdan Lewis,Jourdan,Lewis,CB,DB,D,Michigan,2017,92.0,13.0,21.0,48.0,DAL,,,,188,70
2748,,256,JuJu Smith-Schuster,JuJu,Smith-Schuster,WR,WR,O,USC,2017,62.0,5.0,5.0,18.0,PIT,,,,215,73
2776,,256,Justin Davis,Justin,Davis,RB,RB,O,USC,2017,300.0,27.0,29.0,116.0,,,,,208,73
2779,,232,Justin Evans,Justin,Evans,S,DB,D,Texas A&M,2017,50.0,6.0,14.0,28.0,TAM,,,,199,72
2815,,20,K.D. Cannon,K.D.,Cannon,WR,WR,O,Baylor,2017,300.0,41.0,41.0,117.0,,,,,182,71
2846,,245,Kareem Hunt,Kareem,Hunt,RB,RB,O,Toledo,2017,86.0,5.0,5.0,28.0,KAN,,,,216,70
2881,,249,Keevan Lucas,Keevan,Lucas,WR,WR,O,Tulsa,2017,300.0,42.0,42.0,118.0,,,,,192,69
2890,,120,Keith Kelsey,Keith,Kelsey,ILB,LB,D,Louisville,2017,300.0,15.0,31.0,130.0,,,,,233,72
2927,,299,Ken Ekanem,Ken,Ekanem,DE,DL,D,Virginia Tech,2017,300.0,23.0,45.0,131.0,,,,,257,75
2940,,110,Kendell Beckwith,Kendell,Beckwith,ILB,LB,D,LSU,2017,107.0,4.0,13.0,56.0,TAM,,,,243,74
2959,,166,Kenny Golladay,Kenny,Golladay,WR,WR,O,Northern Illinois,2017,96.0,10.0,10.0,31.0,DET,,,,218,76
2981,,11,Keon Hatcher,Keon,Hatcher,WR,WR,O,Arkansas,2017,300.0,43.0,43.0,119.0,,,,,212,73
2983,,75,Kermit Whitfield,Kermit,Whitfield,WR,WR,O,Florida State,2017,300.0,44.0,44.0,120.0,,,,,185,68
3001,,54,Kevin Davis,Kevin,Davis,ILB,LB,D,Colorado State,2017,300.0,16.0,32.0,132.0,,,,,235,74
3017,,301,Kevin King,Kevin,King,CB,DB,D,Washington,2017,33.0,6.0,9.0,20.0,GNB,,,,200,75
3095,,20,Kyle Fuller,Kyle,Fuller,C,OL,O,Baylor,2017,243.0,3.0,14.0,79.0,HOU,,,,307,77
3211,3843640.0,110,Leonard Fournette,Leonard,Fournette,RB,RB,O,LSU,2017,4.0,1.0,1.0,2.0,JAX,New Orleans,LA        ,USA,240,72
3283,,157,Mack Hollins,Mack,Hollins,WR,WR,O,North Carolina,2017,118.0,14.0,14.0,39.0,PHI,,,,221,76
3289,,110,Malachi Dupre,Malachi,Dupre,WR,WR,O,LSU,2017,247.0,27.0,27.0,80.0,GNB,,,,196,74
3300,4361352.0,176,Malik Hooker,Malik,Hooker,S,DB,D,Ohio State,2017,15.0,2.0,3.0,7.0,IND,New Castle,PA        ,USA,206,73
3303,,129,Malik McDowell,Malik,McDowell,DT,DL,D,Michigan State,2017,35.0,2.0,7.0,21.0,SEA,,,,295,78
3354,,70,Marcus Maye,Marcus,Maye,S,DB,D,Florida,2017,39.0,5.0,11.0,23.0,NYJ,,,,210,72
3370,,290,Marcus Williams,Marcus,Williams,S,DB,D,Utah,2017,300.0,26.0,56.0,133.0,,,,,202,73
3419,,3,Marlon Humphrey,Marlon,Humphrey,CB,DB,D,Alabama,2017,16.0,2.0,4.0,8.0,BAL,,,,197,72
3421,4044109.0,206,Marlon Mack,Marlon,Mack,RB,RB,O,South Florida,2017,143.0,13.0,13.0,52.0,IND,Punta Gorda,FL        ,USA,213,71
3425,,300,Marquel Lee,Marquel,Lee,ILB,LB,D,Wake Forest,2017,168.0,9.0,21.0,78.0,OAK,,,,240,75
3434,,75,Marquez White,Marquez,White,CB,DB,D,Florida State,2017,216.0,24.0,43.0,96.0,DAL,,,,194,72
3447,,176,Marshon Lattimore,Marshon,Lattimore,CB,DB,D,Ohio State,2017,11.0,1.0,2.0,4.0,NOR,,,,193,72
3493,,26,Matt Milano,Matt,Milano,OLB,LB,D,Boston College,2017,163.0,12.0,20.0,77.0,BUF,,,,223,72
3512,,146,Matthew Dayes,Matthew,Dayes,RB,RB,O,NC State,2017,252.0,20.0,21.0,82.0,CLE,,,,205,69
3583,,218,Michael Rector,Michael,Rector,WR,WR,O,Stanford,2017,300.0,45.0,45.0,121.0,,,,,193,72
3584,,245,Michael Roberts,Michael,Roberts,TE,TE,O,Toledo,2017,127.0,6.0,6.0,41.0,DET,,,,270,76
3592,,45,Michael Tyson,Michael,Tyson,S,DB,D,Cincinnati,2017,187.0,17.0,39.0,85.0,SEA,,,,204,73
3666,,132,Mitch Leidner,Mitch,Leidner,QB,QB,O,Minnesota,2017,300.0,12.0,12.0,122.0,,,,,226,75
3668,,157,Mitchell Trubisky,Mitchell,Trubisky,QB,QB,O,North Carolina,2017,2.0,1.0,1.0,1.0,CHI,,,,222,74
3675,,129,Montae Nicholson,Montae,Nicholson,S,DB,D,Michigan State,2017,123.0,13.0,29.0,64.0,WAS,,,,212,74
3683,,15,Montravius Adams,Montravius,Adams,DT,DL,D,Auburn,2017,93.0,6.0,16.0,49.0,GNB,,,,304,76
3698,,232,Myles Garrett,Myles,Garrett,DE,DL,D,Texas A&M,2017,1.0,1.0,1.0,1.0,CLE,,,,272,76
3715,,149,Nate Gerry,Nate,Gerry,S,DB,D,Nebraska,2017,184.0,15.0,37.0,82.0,PHI,,,,218,74
3716,,225,Nate Hairston,Nate,Hairston,CB,DB,D,Temple,2017,158.0,20.0,34.0,75.0,IND,,,,196,72
3731,,185,Nathan Peterman,Nathan,Peterman,QB,QB,O,Pittsburgh,2017,171.0,8.0,8.0,62.0,BUF,,,,226,74
3737,,157,Nazair Jones,Nazair,Jones,DT,DL,D,North Carolina,2017,102.0,7.0,17.0,54.0,SEA,,,,304,77
3786,,176,Noah Brown,Noah,Brown,WR,WR,O,Ohio State,2017,239.0,26.0,26.0,77.0,DAL,,,,222,74
3790,,308,Noble Nwachukwu,Noble,Nwachukwu,DE,DL,D,West Virginia,2017,300.0,24.0,46.0,134.0,,,,,268,73
3792,,56,Noel Thomas,Noel,Thomas,WR,WR,O,Connecticut,2017,300.0,46.0,46.0,123.0,,,,,205,72
3801,,3,O.J. Howard,O.J.,Howard,TE,TE,O,Alabama,2017,19.0,1.0,1.0,9.0,TAM,,,,251,78
3803,,56,Obi Melifonwu,Obi,Melifonwu,S,DB,D,Connecticut,2017,56.0,7.0,16.0,33.0,OAK,,,,224,76
3852,,176,Pat Elflein,Pat,Elflein,C,OL,O,Ohio State,2017,70.0,1.0,5.0,22.0,MIN,,,,303,75
3859,,238,Patrick Mahomes,Patrick,Mahomes,QB,QB,O,Texas Tech,2017,10.0,2.0,2.0,7.0,KAN,,,,225,74
3893,,181,Pharaoh Brown,Pharaoh,Brown,TE,TE,O,Oregon,2017,300.0,17.0,17.0,124.0,,,,,255,78
3909,,290,Pita Taumoepenu,Pita,Taumoepenu,OLB,LB,D,Utah,2017,202.0,13.0,23.0,92.0,SFO,,,,243,73
3935,,180,Quincy Adeboyejo,Quincy,Adeboyejo,WR,WR,O,Ole Miss,2017,300.0,47.0,47.0,125.0,,,,,197,75
3941,4240595.0,70,Quincy Wilson,Quincy,Wilson,CB,DB,D,Florida,2017,46.0,8.0,13.0,25.0,IND,Fort Lauderdale,FL        ,USA,211,73
3966,,176,Raekwon McMillan,Raekwon,McMillan,ILB,LB,D,Ohio State,2017,54.0,3.0,8.0,31.0,MIA,,,,240,74
4013,,308,Rasul Douglas,Rasul,Douglas,CB,DB,D,West Virginia,2017,99.0,16.0,25.0,53.0,PHI,,,,209,74
4024,,126,Rayshawn Jenkins,Rayshawn,Jenkins,S,DB,D,Miami,2017,113.0,12.0,28.0,61.0,LAC,,,,214,73
4054,,3,Reuben Foster,Reuben,Foster,ILB,LB,D,Alabama,2017,31.0,2.0,5.0,19.0,SFO,,,,229,72
4085,,232,Ricky Seals-Jones,Ricky,Seals-Jones,WR,WR,O,Texas A&M,2017,300.0,48.0,48.0,126.0,,,,,243,77
4088,3134669.0,129,Riley Bullough,Riley,Bullough,ILB,LB,D,Michigan State,2017,300.0,17.0,33.0,135.0,,Traverse City,MI        ,USA,226,74
4110,,82,Robert Davis,Robert,Davis,WR,WR,O,Georgia State,2017,209.0,23.0,23.0,73.0,WAS,,,,219,75
4144,,206,Rodney Adams,Rodney,Adams,WR,WR,O,South Florida,2017,170.0,20.0,20.0,61.0,MIN,,,,189,73
4203,,308,Rushel Shell III,Rushel,Shell,RB,RB,O,West Virginia,2017,300.0,28.0,30.0,127.0,,,,,227,70
4208,,3,Ryan Anderson,Ryan,Anderson,OLB,LB,D,Alabama,2017,49.0,5.0,7.0,27.0,WAS,,,,253,74
4223,,128,Ryan Glasgow,Ryan,Glasgow,DT,DL,D,Michigan,2017,138.0,9.0,22.0,68.0,CIN,,,,302,75
4254,,157,Ryan Switzer,Ryan,Switzer,WR,WR,O,North Carolina,2017,133.0,16.0,16.0,44.0,DAL,,,,181,68
4280,,299,Sam Rogers,Sam,Rogers,FB,RB,O,Virginia Tech,2017,206.0,1.0,18.0,72.0,LAR,,,,231,70
4281,,290,Sam Tevi,Sam,Tevi,OT,OL,O,Utah,2017,190.0,4.0,11.0,68.0,LAC,,,,311,77
4284,,177,Samaje Perine,Samaje,Perine,RB,RB,O,Oklahoma,2017,114.0,8.0,8.0,37.0,WAS,,,,233,71
4304,,185,Scott Orndoff,Scott,Orndoff,TE,TE,O,Pittsburgh,2017,300.0,18.0,18.0,128.0,,,,,253,77
4326,,182,Sean Harlow,Sean,Harlow,OG,OL,O,Oregon State,2017,136.0,3.0,7.0,47.0,ATL,,,,303,76
4345,,53,Sefo Liufau,Sefo,Liufau,QB,QB,O,Colorado,2017,300.0,13.0,13.0,129.0,,,,,232,75
4356,,20,Seth Russell,Seth,Russell,QB,QB,O,Baylor,2017,300.0,14.0,14.0,130.0,,,,,213,75
4360,,302,Shalom Luani,Shalom,Luani,S,DB,D,Washington State,2017,221.0,20.0,44.0,98.0,OAK,,,,202,71
4371,,252,Shaquill Griffin,Shaquill,Griffin,CB,DB,D,UCF,2017,300.0,31.0,57.0,136.0,,,,,194,72
4406,,308,Shelton Gibson,Shelton,Gibson,WR,WR,O,West Virginia,2017,166.0,19.0,19.0,60.0,PHI,,,,191,71
4414,,301,Sidney Jones,Sidney,Jones,CB,DB,D,Washington,2017,43.0,7.0,12.0,24.0,PHI,,,,186,72
4431,,316,Sojourn Shelton,Sojourn,Shelton,CB,DB,D,Wisconsin,2017,300.0,32.0,58.0,137.0,,,,,177,69
4433,,218,Solomon Thomas,Solomon,Thomas,DE,DL,D,Stanford,2017,3.0,2.0,2.0,2.0,SFO,,,,273,75
4436,,232,Speedy Noil,Speedy,Noil,WR,WR,O,Texas A&M,2017,300.0,49.0,49.0,131.0,,,,,199,71
4445,,126,Stacy Coley,Stacy,Coley,WR,WR,O,Miami,2017,219.0,24.0,24.0,75.0,MIN,,,,195,73
4456,,109,Stanley Williams,Stanley,Williams,RB,RB,O,Kentucky,2017,300.0,29.0,31.0,132.0,,,,,190,67
4506,,256,Stevie Tu'Ikolovatu,Stevie,Tu'Ikolovatu,DT,DL,D,USC,2017,223.0,17.0,32.0,100.0,TAM,,,,331,73
4531,,157,T.J. Logan,T.J.,Logan,RB,RB,O,North Carolina,2017,179.0,16.0,16.0,65.0,ARI,,,,196,69
4536,,316,T.J. Watt,T.J.,Watt,OLB,LB,D,Wisconsin,2017,30.0,3.0,4.0,18.0,PIT,,,,252,76
4542,,128,Taco Charlton,Taco,Charlton,DE,DL,D,Michigan,2017,28.0,5.0,6.0,17.0,DAL,,,,277,78
4549,,253,Takkarist McKinley,Takkarist,McKinley,OLB,LB,D,UCLA,2017,26.0,2.0,3.0,15.0,ATL,,,,250,74
4560,,25,Tanner Vallejo,Tanner,Vallejo,ILB,LB,D,Boise State,2017,195.0,10.0,22.0,89.0,BUF,,,,228,73
4561,,248,Tanzel Smart,Tanzel,Smart,DT,DL,D,Tulane,2017,189.0,13.0,26.0,86.0,LAR,,,,296,73
4562,,175,Tarell Basham,Tarell,Basham,DE,DL,D,Ohio,2017,80.0,10.0,14.0,45.0,IND,,,,269,76
4567,,110,Tashawn Bower,Tashawn,Bower,OLB,LB,D,LSU,2017,300.0,17.0,34.0,138.0,,,,,250,77
4585,,313,Taylor Moton,Taylor,Moton,OT,OL,O,Western Michigan,2017,64.0,2.0,4.0,20.0,CAR,,,,319,77
4590,,312,Taywan Taylor,Taywan,Taylor,WR,WR,O,Western Kentucky,2017,72.0,6.0,6.0,23.0,TEN,,,,203,71
4596,,53,Tedric Thompson,Tedric,Thompson,S,DB,D,Colorado,2017,111.0,10.0,26.0,59.0,SEA,,,,204,72
4598,,70,Teez Tabor,Teez,Tabor,CB,DB,D,Florida,2017,53.0,9.0,15.0,30.0,DET,,,,199,72
4684,,3,Tim Williams,Tim,Williams,OLB,LB,D,Alabama,2017,78.0,9.0,12.0,44.0,BAL,,,,244,75
4756,,110,Travin Dural,Travin,Dural,WR,WR,O,LSU,2017,300.0,50.0,50.0,133.0,,,,,202,73
4775,,75,Travis Rudolph,Travis,Rudolph,WR,WR,O,Florida State,2017,300.0,51.0,51.0,134.0,,,,,189,72
4783,,110,TreDavious White,TreDavious,White,CB,DB,D,LSU,2017,27.0,5.0,8.0,16.0,BUF,,,,192,71
4797,,119,Trent Taylor,Trent,Taylor,WR,WR,O,Louisiana Tech,2017,177.0,22.0,22.0,64.0,SFO,,,,181,68
4803,,182,Treston DeCoud,Treston,DeCoud,CB,DB,D,Oregon State,2017,169.0,21.0,35.0,79.0,HOU,,,,206,74
4815,,232,Trevor Knight,Trevor,Knight,QB,QB,O,Texas A&M,2017,300.0,15.0,15.0,135.0,,,,,219,73
4821,,72,Trey Hendrickson,Trey,Hendrickson,DE,DL,D,Florida Atlantic,2017,103.0,11.0,18.0,55.0,NOR,,,,266,76
4825,,245,Treyvon Hester,Treyvon,Hester,DT,DL,D,Toledo,2017,244.0,18.0,35.0,105.0,OAK,,,,300,74
4869,,308,Tyler Orlosky,Tyler,Orlosky,C,OL,O,West Virginia,2017,300.0,4.0,21.0,136.0,,,,,298,75
4895,,89,Tyus Bowser,Tyus,Bowser,OLB,LB,D,Houston,2017,47.0,4.0,6.0,26.0,BAL,,,,247,75
4921,,182,Victor Bolden Jr.,Victor,Bolden,WR,WR,O,Oregon State,2017,300.0,52.0,52.0,137.0,,,,,178,68
4926,,316,Vince Biegel,Vince,Biegel,OLB,LB,D,Wisconsin,2017,108.0,10.0,14.0,57.0,GNB,,,,246,75
4937,,178,Vincent Taylor,Vincent,Taylor,DT,DL,D,Oklahoma State,2017,194.0,14.0,27.0,88.0,MIA,,,,304,75
4958,,48,Wayne Gallman,Wayne,Gallman,RB,RB,O,Clemson,2017,140.0,12.0,12.0,50.0,NYG,,,,215,72
4996,,123,William Likely,William,Likely,CB,DB,D,Maryland,2017,300.0,33.0,59.0,139.0,,,,,180,67
5025,,119,Xavier Woods,Xavier,Woods,S,DB,D,Louisiana Tech,2017,191.0,18.0,40.0,87.0,DAL,,,,197,71
5042,,256,Zach Banner,Zach,Banner,OG,OL,O,USC,2017,137.0,4.0,8.0,48.0,IND,,,,353,80
5046,,293,Zach Cunningham,Zach,Cunningham,OLB,LB,D,Vanderbilt,2017,57.0,6.0,9.0,34.0,HOU,,,,234,75
5055,,179,Zach Pascal,Zach,Pascal,WR,WR,O,Old Dominion,2017,300.0,53.0,53.0,138.0,,,,,219,74
13,,109,A.J. Stamps,A.J.,Stamps,S,DB,D,Kentucky,2016,300.0,14.0,37.0,100.0,,,,,193,71
0,,3,A'Shawn Robinson,A'Shawn,Robinson,DT,DL,D,Alabama,2016,46.0,8.0,15.0,28.0,DET,,,,307,76
16,,129,Aaron Burbridge,Aaron,Burbridge,WR,WR,O,Michigan State,2016,213.0,21.0,21.0,81.0,SFO,,,,206,72
52,,83,Adam Gotsis,Adam,Gotsis,DT,DL,D,Georgia Tech,2016,63.0,10.0,17.0,37.0,DEN,,,,287,76
61,,176,Adolphus Washington,Adolphus,Washington,DT,DL,D,Ohio State,2016,80.0,12.0,24.0,48.0,BUF,,,,301,75
118,,11,Alex Collins,Alex,Collins,RB,RB,O,Arkansas,2016,171.0,13.0,13.0,68.0,SEA,,,,217,70
124,,149,Alex Lewis,Alex,Lewis,OT,OL,O,Nebraska,2016,130.0,13.0,19.0,49.0,BAL,,,,312,78
129,,70,Alex McCalister,Alex,McCalister,DE,DL,D,Florida,2016,240.0,17.0,38.0,96.0,PHI,,,,239,78
132,,253,Alex Redmond,Alex,Redmond,OG,OL,O,UCLA,2016,300.0,5.0,27.0,90.0,,,,,294,77
153,,245,Alonzo Russell,Alonzo,Russell,WR,WR,O,Toledo,2016,300.0,25.0,25.0,91.0,,,,,206,76
198,,20,Andrew Billings,Andrew,Billings,DT,DL,D,Baylor,2016,122.0,16.0,29.0,67.0,CIN,,,,311,73
217,,149,Andy Janovich,Andy,Janovich,FB,RB,O,Nebraska,2016,176.0,1.0,14.0,70.0,DEN,,,,238,73
231,,188,Anthony Brown,Anthony,Brown,CB,DB,D,Purdue,2016,189.0,21.0,30.0,84.0,DAL,,,,192,71
271,,184,Anthony Zettel,Anthony,Zettel,DT,DL,D,Penn State,2016,202.0,21.0,36.0,86.0,DET,,,,277,76
288,,70,Antonio Morrison,Antonio,Morrison,ILB,LB,D,Florida,2016,125.0,5.0,16.0,69.0,IND,,,,232,73
321,,126,Artie Burns,Artie,Burns,CB,DB,D,Miami,2016,25.0,5.0,7.0,13.0,PIT,,,,193,72
336,,100,Austin Blythe,Austin,Blythe,C,OL,O,Iowa,2016,248.0,5.0,26.0,89.0,IND,,,,298,74
342,,218,Austin Hooper,Austin,Hooper,TE,TE,O,Stanford,2016,81.0,2.0,2.0,27.0,ATL,,,,254,76
343,,184,Austin Johnson,Austin,Johnson,DT,DL,D,Penn State,2016,43.0,6.0,13.0,26.0,TEN,,,,314,76
360,,48,B.J. Goodson,B.J.,Goodson,OLB,LB,D,Clemson,2016,109.0,10.0,13.0,62.0,NYG,,,,242,73
383,,141,Beau Sandland,Beau,Sandland,TE,TE,O,Montana State,2016,300.0,8.0,8.0,92.0,,,,,253,76
408,,134,Beniquez Brown,Beniquez,Brown,OLB,LB,D,Mississippi State,2016,300.0,17.0,26.0,101.0,,,,,229,73
444,,218,Blake Martinez,Blake,Martinez,ILB,LB,D,Stanford,2016,131.0,6.0,17.0,71.0,GNB,,,,237,74
488,4373812.0,181,Bralon Addison,Bralon,Addison,WR,WR,O,Oregon,2016,300.0,26.0,26.0,93.0,,Gardena,CA        ,USA,197,69
490,,238,Branden Jackson,Branden,Jackson,DE,DL,D,Texas Tech,2016,300.0,18.0,39.0,102.0,,,,,273,76
493,547206.0,11,Brandon Allen,Brandon,Allen,QB,QB,O,Arkansas,2016,201.0,12.0,12.0,78.0,JAX,Dallas,TX        ,USA,217,73
508,,312,Brandon Doughty,Brandon,Doughty,QB,QB,O,Western Kentucky,2016,223.0,14.0,14.0,82.0,MIA,,,,213,75
549,,203,Brandon Shell,Brandon,Shell,OT,OL,O,South Carolina,2016,158.0,16.0,23.0,64.0,NYJ,,,,324,77
560,,203,Brandon Wilds,Brandon,Wilds,RB,RB,O,South Carolina,2016,300.0,17.0,19.0,94.0,,,,,220,73
561,,232,Brandon Williams,Brandon,Williams,CB,DB,D,Texas A&M,2016,92.0,14.0,19.0,53.0,ARI,,,,197,71
568,,176,Braxton Miller,Braxton,Miller,WR,WR,O,Ohio State,2016,85.0,8.0,8.0,29.0,HOU,,,,201,73
611,,132,Briean Boddy-Calhoun,Briean,Boddy-Calhoun,CB,DB,D,Minnesota,2016,300.0,24.0,38.0,103.0,,,,,193,69
620,530622.0,18,Bronson Kaufusi,Bronson,Kaufusi,DE,DL,D,BYU,2016,70.0,10.0,21.0,42.0,BAL,Provo,UT        ,USA,285,78
647,,61,Bryce Williams,Bryce,Williams,TE,TE,O,East Carolina,2016,300.0,9.0,9.0,95.0,,,,,257,78
660,,181,Byron Marshall,Byron,Marshall,WR,WR,O,Oregon,2016,300.0,27.0,27.0,96.0,,,,,201,69
671,4259914.0,180,C.J. Johnson,C.J.,Johnson,ILB,LB,D,Ole Miss,2016,300.0,10.0,27.0,104.0,,Abbeville,MS        ,USA,234,73
674,,173,C.J. Prosise,C.J.,Prosise,RB,RB,O,Notre Dame,2016,90.0,4.0,4.0,31.0,SEA,,,,220,72
712,,176,Cardale Jones,Cardale,Jones,QB,QB,O,Ohio State,2016,139.0,9.0,9.0,53.0,BUF,,,,253,77
719,,184,Carl Nassib,Carl,Nassib,DE,DL,D,Penn State,2016,65.0,8.0,18.0,38.0,CLE,,,,277,79
737,,162,Carson Wentz,Carson,Wentz,QB,QB,O,North Dakota State,2016,2.0,2.0,2.0,2.0,PHI,,,,237,77
745,,15,Cassanova McKinzy,Cassanova,McKinzy,ILB,LB,D,Auburn,2016,300.0,11.0,28.0,105.0,,,,,248,73
747,,9,Cayleb Jones,Cayleb,Jones,WR,WR,O,Arizona,2016,300.0,28.0,28.0,97.0,,,,,209,75
806,,177,Charles Tapper,Charles,Tapper,DE,DL,D,Oklahoma,2016,101.0,13.0,26.0,57.0,DAL,,,,271,75
814,,48,Charone Peake,Charone,Peake,WR,WR,O,Clemson,2016,241.0,23.0,23.0,86.0,NYJ,,,,209,74
851,,173,Chris Brown,Chris,Brown,WR,WR,O,Notre Dame,2016,300.0,29.0,29.0,98.0,,,,,194,74
907,,45,Chris Moore,Chris,Moore,WR,WR,O,Cincinnati,2016,107.0,10.0,10.0,39.0,BAL,,,,206,73
938,,184,Christian Hackenberg,Christian,Hackenberg,QB,QB,O,Penn State,2016,51.0,4.0,4.0,21.0,NYJ,,,,223,76
987,,180,Cody Core,Cody,Core,WR,WR,O,Ole Miss,2016,199.0,20.0,20.0,77.0,CIN,,,,205,75
992,,256,Cody Kessler,Cody,Kessler,QB,QB,O,USC,2016,93.0,6.0,6.0,33.0,CLE,,,,220,73
998,,106,Cody Whitehair,Cody,Whitehair,OT,OL,O,Kansas State,2016,56.0,6.0,9.0,23.0,CHI,,,,301,76
1018,,129,Connor Cook,Connor,Cook,QB,QB,O,Michigan State,2016,100.0,7.0,7.0,37.0,OAK,,,,217,76
1020,,136,Connor McGovern,Connor,McGovern,OG,OL,O,Missouri,2016,144.0,3.0,20.0,56.0,DEN,,,,306,76
