fms_id,espn_id,fms_college_id,fms_city_id,full_name,first_name,last_name,position,position_group,section,college,conference,draft_year,selection_number,position_rank,position_group_rank,section_rank,drafting_team,home_city,home_state,home_country,college_weight_pounds,college_height_inches,hw_ratio,forty,vertical,bench,broad,threecone,shuttle,rushing_games,rushing_rec_td,rushing_rec_yards,rushing_receptions,rushing_rush_att,rushing_rush_td,rushing_rush_yds,rushing_scrim_plays,rushing_scrim_tds,rushing_scrim_yds,rushing_seasons,rb_college_weight_pounds_zscore,rb_college_height_inches_zscore,rb_college_weight_pounds_zscore,rb_hw_ratio_zscore,rb_forty_zscore,rb_vertical_zscore,rb_bench_zscore,rb_broad_zscore,rb_threecone_zscore,rb_shuttle_zscore,rb_rushing_games_zscore,rb_rushing_rec_td_zscore,rb_rushing_rec_yards_zscore,rb_rushing_receptions_zscore,rb_rushing_rush_att_zscore,rb_rushing_rush_td_zscore,rb_rushing_rush_yds_zscore,rb_rushing_scrim_plays_zscore,rb_rushing_scrim_tds_zscore,rb_rushing_scrim_yds_zscore,rb_rushing_seasons_zscore,rb_max_madden_zscore,rb_rushing_rec_td_pg_zscore,rb_rushing_rec_yards_pg_zscore,rb_rushing_receptions_pg_zscore,rb_rushing_rush_att_pg_zscore,rb_rushing_rush_td_pg_zscore,rb_rushing_rush_yds_pg_zscore,rb_rushing_scrim_plays_pg_zscore,rb_rushing_scrim_tds_pg_zscore,rb_rushing_scrim_yds_pg_zscore,rb_football_spending_zscore,rb_coaches_salaries_zscore,rb_ticket_sales_zscore,rb_ann_rain_inch_zscore,rb_ann_snow_inch_zscore,rb_min_jan_zscore,rb_min_feb_zscore,rb_min_mar_zscore,rb_min_apr_zscore,rb_min_may_zscore,rb_min_jun_zscore,rb_min_jul_zscore,rb_min_aug_zscore,rb_min_sep_zscore,rb_min_oct_zscore,rb_min_nov_zscore,rb_min_dec_zscore,rb_max_jan_zscore,rb_max_feb_zscore,rb_max_mar_zscore,rb_max_apr_zscore,rb_max_may_zscore,rb_max_jun_zscore,rb_max_jul_zscore,rb_max_aug_zscore,rb_max_sep_zscore,rb_max_oct_zscore,rb_max_nov_zscore,rb_max_dec_zscore,rb_max_aug_zscore,rb_rushing_rush_td_pg_cf_scaled_zscore,rb_rushing_rush_yds_pg_cf_scaled_zscore,rb_rushing_scrim_plays_pg_cf_scaled_zscore,rb_rushing_scrim_tds_pg_cf_scaled_zscore,rb_rushing_scrim_yds_pg_cf_scaled_zscore,max_madden
2882,559594.0,110,208.0,Keiland Williams,Keiland,Williams,RB,RB,O,LSU,sec,2010,300.0,17.0,18.0,101.0,,Ewa Beach,HI        ,USA,233,71,0.30472103004291845,4.52,,,,,,47,2,273,28,299,17,1699,327,19,1972,4,1.3107005741689166,0.2562227652734124,1.3107005741689166,-1.3701455105579619,-0.32343317206073285,,,,,,0.8941330894107158,-0.23685246673727517,-0.567831648963052,-0.630703491020119,-0.9125363745230217,-0.6398110929642085,-0.8190802452850594,-0.9439770903080738,-0.6445137554150823,-0.8680408646958907,0.6272471921567819,-0.7471759548781939,-0.3811418906125297,-0.7973382570430482,-0.8768785309316138,-1.4539462859329961,-0.99105990275658,-1.3294292720264214,-1.525277276855188,-1.019848597595015,-1.4301097217333643,,,,1.4272001884000949,-0.6540816715019214,0.6505499243516958,0.7128901006005739,0.8426104072329708,0.8770965423941057,0.9381993894206369,0.8167668687344752,0.6531346451411125,0.7590987184838787,0.8273120714934452,0.6347365141277963,0.6584052742853043,0.64987780290363,0.9081043188251677,0.9545329914094343,1.1079002040639891,1.1734046357889039,1.2402853312016795,1.0509231734273563,0.7749136634953397,0.9390737222443293,1.238684516140066,1.191636931992827,1.0741356428787507,0.9850027788996712,0.9390737222443293,-0.8520790300676873,-1.1462659065485166,-1.3377992089466542,-0.8795381733454015,-1.2430415564018933,69.0
2901,,178,3165.0,Keith Toston,Keith,Toston,RB,RB,O,Oklahoma State,big_12,2010,300.0,18.0,19.0,102.0,,,,,213,72,0.3380281690140845,4.66,32.0,22.0,110.0,,4.67,49,3,507,51,473,27,2725,524,30,3232,4,-0.1120372272461578,0.8308159452695245,-0.1120372272461578,0.44045035607896266,0.9511698433549515,-0.7844006774182495,0.5621671537885372,-1.4141210060032698,,2.6753778124720675,1.088525885664613,0.12080154463964184,0.13552990922355293,0.01649910080640168,-0.09043330952314893,0.11704737166460831,0.08175458161992043,-0.08125397668100674,0.13322276418134393,0.10694081618573431,0.6272471921567819,,-0.12443503997101592,-0.220924858791898,-0.33379088441182975,-0.747573494079631,-0.4108520712215697,-0.5760921816120376,-0.7647202088750505,-0.41569413514814396,-0.5851877256649268,-0.36013177766005045,0.17203030014155213,0.021422475888309443,-0.17753978466121348,-0.2696870845893494,-0.5556753739370748,-0.43238535323411276,-0.25100036870557774,-0.1381749686903803,0.16982130286175984,0.3528410865068505,0.4804764510655504,0.42674757834181115,-0.014424928426040458,-0.2659013577996173,-0.4511193195950668,-0.5947533020704943,0.01151981187173605,0.03618875964031533,0.13059466606153206,0.3409715851044195,0.3280924056246811,0.5199675307574475,0.9449222441863245,1.1223873688060817,0.5583872170643072,0.2737240278020018,0.07867967840635959,-0.06164446344447883,1.1223873688060817,-0.47489651146031137,-0.65594513725211,-0.8452124662994787,-0.4859797715620915,-0.6740305234100993,
3184,,181,978.0,LeGarrette Blount,LeGarrette,Blount,RB,RB,O,Oregon,pac_12,2010,300.0,19.0,20.0,108.0,,,,,241,72,0.2987551867219917,4.7,35.0,18.0,117.0,6.85,4.49,16,0,15,4,159,19,1084,163,19,1099,2,1.8797956947349463,0.8308159452695245,1.8797956947349463,-1.6944522985779276,1.3153421334737172,0.21069411985852554,-0.3146173110921296,-0.17969724868939574,-1.0361022138231353,1.4911303290675115,-2.118955252524692,-0.9521604894911092,-1.343332854143155,-1.3060453259695317,-1.573998610729816,-0.4884394000384451,-1.3590543374357051,-1.6621831341397437,-0.6445137554150823,-1.543563886449588,-1.554662182540406,1.1496529850542323,-0.9661947130048169,-1.4159920530384569,-1.2987649099963727,-0.6865288599155883,1.5397807087369455,-0.10629430496948299,-0.8677942525374662,1.2552690877754362,-0.489144073095606,-0.11037964783004514,0.1426479917766969,0.09921745837963743,0.41789959902378926,-0.5435682277645569,0.3957135937273077,0.21717385938854508,-0.15158120725661878,-0.8109452471198592,-1.5152183606445486,-2.155257673661255,-2.3448394519891176,-2.156527192762438,-1.5663775220275904,-0.8778732451349112,-0.25722181775189473,0.17046434024693002,-0.11005096873211861,-0.11422969211497135,-0.40596523715550253,-1.0590294546831245,-1.4815806564071048,-1.8195557697568354,-1.0574010395074858,-0.8024059200923177,-0.7524295299353213,-0.924662263780463,-0.8182162895836153,-0.4024133330448993,-0.8024059200923177,1.6481370578708316,-0.05174040459813269,-0.8269735514283852,1.371956110576299,-0.44197738400919884,87.0
3251,,77,1119.0,Lonyae Miller,Lonyae,Miller,RB,RB,O,Fresno State,,2010,300.0,20.0,21.0,109.0,,,,,221,71,0.3212669683257919,4.43,36.5,26.0,120.0,7.2,4.54,45,0,91,14,374,20,2062,388,20,2153,4,0.45705789331987196,0.2562227652734124,0.45705789331987196,-0.47069847337668685,-1.1428208248279539,0.7082415184969131,1.4389516186692042,0.34934150444512174,0.6739615215092615,1.820087963346554,0.6997402931568185,-0.9521604894911092,-1.114890638663745,-1.0246528947406097,-0.5581816051265248,-0.4127535535755634,-0.5003638299180928,-0.676839476443855,-0.5738104354517708,-0.7279839724422604,0.6272471921567819,-1.695590424844407,-0.9661947130048169,-1.2782244376072471,-1.2241955910300548,-1.0355752040808712,-0.7374777337753,-0.9550199014974359,-1.1864093050518565,-0.9031098670874196,-1.2228724779710092,,,,-1.006632597387167,-0.6348619421562928,0.7100117348307193,0.8154520815409932,0.6537140004799489,0.30218375900891514,0.06197876439735648,-0.19807077988845645,-0.021801931699724098,0.0037552181609988764,0.2617700246725407,0.4499902839888403,0.36755902152054665,0.5576829062388801,0.5357938032258616,0.8278648215102458,0.7629688377101814,0.7193502445064581,0.9607423378796954,1.2334391755951364,1.6249565669502584,1.7089910378036897,1.5539442401020007,1.076897818968975,0.5813356604666764,0.48196301901333555,1.7089910378036897,-1.030975648568126,-1.3258521265977565,-1.550762183568846,-1.1951368651347507,-1.584513519910422,60.0
3676,,226,1675.0,Montario Hardesty,Montario,Hardesty,RB,RB,O,Tennessee,sec,2010,59.0,6.0,6.0,20.0,CLE,,,,225,72,0.32,4.49,41.0,21.0,124.0,6.87,4.14,49,1,405,38,560,26,2391,598,27,2796,5,0.7416054536028869,0.8308159452695245,0.7416054536028869,-0.5395716244397234,-0.5965623896498011,2.200883714412076,0.34297103756837055,1.0547265086244784,-0.9383842860898534,-0.8115731108857985,1.088525885664613,-0.5945064781141922,-0.17106359049881337,-0.3493110597911969,0.3206182229767875,0.04136152520172664,-0.21149964078384492,0.2428146040723078,-0.0788871957085905,-0.230433797198701,1.7182018795053757,-0.43103779822278954,-0.6856081553268832,-0.4853073531677125,-0.6575241058982572,-0.3665235803740362,-0.4733974108595178,-0.8399215061998702,-0.4573155043503653,-0.5935350103151771,-0.8984184504538842,1.0063622968135746,0.506257269955978,0.9879882929024991,0.3295087123777992,-0.2360525582344993,-0.1989045110629315,-0.2272613913532732,-0.25100036870557774,-0.2971933981373477,-0.18066694714755252,0.019394430530743422,0.0723752650687639,0.018862088167455614,-0.09333777216849141,-0.3236345547180413,-0.397258902416408,-0.20753473607854456,-0.12524731630760072,-0.07464588902147483,0.05394325131624159,0.07610652352299138,0.07797499054711675,0.1217507987550176,-0.018459713062585002,0.05916821874791872,0.1103865566973446,0.00599943074634524,-0.010024318427813662,-0.0859850969873658,0.05916821874791872,-0.25479020556832094,-0.5886888120730256,-0.12579187584291923,-0.38225690305471477,-0.6338622366155388,72.0
4238,,77,1119.0,Ryan Mathews,Ryan,Mathews,RB,RB,O,Fresno State,,2010,12.0,2.0,2.0,6.0,SDG,,,,218,72,0.3302752293577982,4.37,36.0,19.0,121.0,7.0,4.33,31,2,268,19,534,39,3280,553,41,3548,3,0.2436472231076108,0.8308159452695245,0.2436472231076108,0.01899594931920766,-1.6890792600060984,0.5423923856174506,-0.09542119487196286,0.5256877554899609,-0.30321775582353605,0.4384658993745705,-0.6610092806204625,-0.23685246673727517,-0.5828607420866975,-0.8839566791261488,0.19777523625266855,1.0252775292191885,0.5690482745363569,0.045745872533130026,0.9109592837777701,0.35146003139096726,-0.4637074951918119,1.1496529850542323,-0.0791791435713492,-0.43706298275188554,-0.8559412416480029,0.8776460674166457,1.756041308493158,1.366699672086946,0.6896229725575611,1.6476424702844208,1.12186873985406,,,,-1.006632597387167,-0.6348619421562928,0.7100117348307193,0.8154520815409932,0.6537140004799489,0.30218375900891514,0.06197876439735648,-0.19807077988845645,-0.021801931699724098,0.0037552181609988764,0.2617700246725407,0.4499902839888403,0.36755902152054665,0.5576829062388801,0.5357938032258616,0.8278648215102458,0.7629688377101814,0.7193502445064581,0.9607423378796954,1.2334391755951364,1.6249565669502584,1.7089910378036897,1.5539442401020007,1.076897818968975,0.5813356604666764,0.48196301901333555,1.7089910378036897,0.982973124339359,0.5253470189114627,-0.060413506960055666,0.8876232913807627,0.2960091745823833,87.0
4396,,194,777.0,Shawnbrey McNeal,Shawnbrey,McNeal,RB,RB,O,SMU,,2010,300.0,21.0,25.0,128.0,,,,,194,69,0.3556701030927835,4.53,36.0,14.0,117.0,,,28,2,283,31,269,15,1340,300,17,1623,3,-1.4636381385904784,-0.8929635947188118,-1.4636381385904784,1.3994763759969764,-0.23239009953103532,0.5423923856174506,-1.1914017759727964,-0.17969724868939574,,,-0.9525984750013085,-0.23685246673727517,-0.5377734627157613,-0.5462857616514424,-1.0542782822816206,-0.7911827858899718,-1.1342846340364119,-1.0622183292315803,-0.7859203953417052,-1.1380953144004042,-0.4637074951918119,-1.2740728826372012,0.01585823886795087,-0.2513806853498961,-0.2528575790402229,-0.7574282332271896,-0.45776107595003085,-0.8762572814425057,-0.7605660912463388,-0.43051420807873025,-0.8666284055641793,,,,-0.02679563689285862,-0.6156422128106642,0.6590444687058415,0.7556242593257488,0.9817972332615132,1.2318299619296498,1.4369711298185046,1.4981578613813018,1.6262990117488316,1.7259383988971635,1.3270934151956388,1.085055450091504,0.8199865258212806,0.603780354571255,0.6193737148910116,0.6536960878988609,0.7917131182396652,0.946377440147681,1.0490190726129545,1.2334391755951364,1.5305073554552675,1.6906596731475154,1.205499282038809,0.8984147542652028,0.6503276580043656,0.5630984641562928,1.6906596731475154,-0.8050559702982966,-1.263051564203112,-1.2124658345600685,-0.8092493784100834,-1.2987996603822525,64.0
4447,,256,1911.0,Stafon Johnson,Stafon,Johnson,RB,RB,O,USC,pac_12,2010,300.0,22.0,26.0,131.0,,,,,214,71,0.3317757009345794,4.62,35.5,13.0,118.0,,,31,0,65,12,271,19,1552,283,19,1617,4,-0.04090033717540408,0.2562227652734124,-0.04090033717540408,0.10056247586110553,0.5869975532361857,0.37654325273798805,-1.4105978921929632,-0.0033509976445565853,,,-0.6610092806204625,-0.9521604894911092,-1.193041922906701,-1.0809313809863943,-1.0448288217643806,-0.4884394000384451,-0.9481472234088723,-1.1366665167019365,-0.6445137554150823,-1.1427380843093644,0.6272471921567819,,-0.9661947130048169,-1.2687557947557528,-1.131475968620322,-0.9431141246204333,-0.2211984607065002,-0.790819795896533,-1.083247228341126,-0.41378186767322966,-1.0709085573349297,,,,-1.7555569315272224,-0.6636915361747358,1.5509716258911999,1.4564644624186163,1.2303451368839107,0.901560916155178,0.31810479325031515,-0.31405222544536365,-0.4299031176965095,-0.19263409192295158,0.551117118394864,1.142788647009928,1.2939581969934777,1.4335344245540045,1.4855655266934795,1.2712034161574064,0.9354345208870853,0.4418725609449628,-0.3781214722413814,-1.0065299419185396,-0.9062823011155007,-0.5091040855935124,0.2763127272036269,0.8984147542652028,1.2121196379541308,1.3906800046144578,-0.5091040855935124,-0.18052906164495253,-0.7534824092687562,-1.0470352933393678,-0.38024936366424916,-1.0418725125087507,
4692,,218,3148.0,Toby Gerhart,Toby,Gerhart,RB,RB,O,Stanford,pac_12,2010,51.0,4.0,4.0,18.0,MIN,,,,231,72,0.3116883116883117,4.5,38.0,22.0,118.0,6.94,4.25,38,0,395,39,671,44,3522,710,44,3917,4,1.1684267940274091,0.8308159452695245,1.1684267940274091,-0.9913999401334044,-0.5055193171201117,1.2057889171353007,0.5621671537885372,-0.0033509976445565853,-0.5963715390233731,-0.08786631547190007,0.019365506268177967,-0.9521604894911092,-0.20112177674610418,-0.32117181666830474,0.8450632816836029,1.4037067615335967,0.7815258847810013,0.7332967803475946,1.1230692436677046,0.6369903807920145,0.6272471921567819,0.30661790063982064,-0.9661947130048169,-0.21485415652165854,-0.35148480542424576,0.9703784005912378,1.4490488180121586,0.858796773450119,0.8617261616506501,1.1692736645861146,0.7215220766792544,,,,-0.11381612219549973,-0.6588866038383285,0.760979000955597,0.7128901006005739,0.444933761437135,-0.17487152933198788,-0.814241860625924,-1.459369000319816,-1.7640800719167689,-1.5824661325170497,-0.843009787721783,-0.08115512766066046,0.25983818716322915,0.5576829062388801,0.7409444954948667,0.7170301728484556,0.5042703129448249,0.06349390154292414,-0.4075470504858011,-0.9567528504182338,-1.5674267815804375,-1.425672318402274,-0.3210214866189883,0.3247191891459372,0.4236396660948117,0.6280068202706585,-1.425672318402274,1.553917695480268,0.9376236980340648,0.9395431262696694,1.2816762717373125,0.8064190808229106,79.0
176,,146,2737.0,Andre Brown,Andre,Brown,RB,RB,O,NC State,acc,2009,129.0,8.0,9.0,50.0,NYG,,,,224,72,0.32142857142857145,4.37,37.0,24.0,115.0,7.35,4.33,44,2,631,70,523,22,2539,593,24,3170,4,0.6704685635321331,0.8308159452695245,0.6704685635321331,-0.4619136326798712,-1.6890792600060984,0.8740906513763756,1.0005593862288706,-0.532389750779074,1.4068459795088564,0.4384658993745705,0.6025438950298698,-0.23685246673727517,0.508251418689959,0.5511447201413535,0.145803203407849,-0.26138186064980007,-0.08155465600612855,0.22091807834573246,-0.2909971555985249,0.05896552712647975,0.6272471921567819,0.20123851508801918,-0.3412519254494191,0.2863384342272955,0.3374461797191191,-0.2682748173574682,-0.5672154203164405,-0.4951086430154324,-0.1981552113773121,-0.6097023626030892,-0.3709355587195188,,,,0.36171314394649323,-0.5531780924373713,0.03894273085316412,-0.005043765982363757,0.05719903178619518,0.1920940770840915,0.23722288940201217,0.4398271706745296,0.4647802516041343,0.41164070833535227,0.3143785871675083,0.08049782371092651,0.11980110249871663,0.0874889332486552,0.17108146141429598,0.1945239720143014,0.23599036133630694,0.4040346950047593,0.41636914035794026,0.5033751669240137,0.41600665981437296,0.24248186530967103,0.14357179079860152,0.13348733410618202,0.285655671019431,0.2628973171273505,0.24248186530967103,-0.5398459131989312,-0.4503338195132294,-0.14301022579025177,-0.585930899396473,-0.3200849106071749,78.0
249,,218,3148.0,Anthony Kimble,Anthony,Kimble,RB,RB,O,Stanford,pac_12,2009,300.0,14.0,18.0,83.0,,,,,216,72,0.3333333333333333,4.54,36.0,17.0,122.0,7.08,4.4,39,3,485,60,415,18,1940,475,21,2425,4,0.10137344296610336,0.8308159452695245,0.10137344296610336,0.18523629865222066,-0.14134702700134588,0.5423923856174506,-0.5338134273122963,0.7020340065348001,0.08765395510958297,0.8990065873652336,0.1165619043951266,0.12080154463964184,0.06940189947951314,0.26975228891243147,-0.3644676645231065,-0.5641252465013268,-0.6074806416943185,-0.2958399288014447,-0.5031071154884593,-0.5175117365694016,0.6272471921567819,,0.09140077362739465,0.04438809182355005,0.27344835352425,-0.5355421834176322,-0.6850893296341123,-0.803241412016808,-0.4623217486721464,-0.6300151898366196,-0.718242625991358,,,,-0.11381612219549973,-0.6588866038383285,0.760979000955597,0.7128901006005739,0.444933761437135,-0.17487152933198788,-0.814241860625924,-1.459369000319816,-1.7640800719167689,-1.5824661325170497,-0.843009787721783,-0.08115512766066046,0.25983818716322915,0.5576829062388801,0.7409444954948667,0.7170301728484556,0.5042703129448249,0.06349390154292414,-0.4075470504858011,-0.9567528504182338,-1.5674267815804375,-1.425672318402274,-0.3210214866189883,0.3247191891459372,0.4236396660948117,0.6280068202706585,-1.425672318402274,-0.6622505549370997,-0.7662164416941748,-0.4128275635868282,-0.6072557408937939,-0.6782157752340591,
305,,226,1675.0,Arian Foster,Arian,Foster,RB,RB,O,Tennessee,sec,2009,300.0,15.0,19.0,85.0,,,,,226,73,0.3230088495575221,4.69,,23.0,,,,47,2,742,83,650,23,2964,733,25,3706,4,0.8127423436736405,1.4054091252656367,0.8127423436736405,-0.3760087745384439,1.2242990609440279,,0.781363270008704,,,,0.8941330894107158,-0.23685246673727517,0.841897286034887,0.9169548807389521,0.7458439462525838,-0.1856960141869184,0.2915981719028543,0.834020798689841,-0.22029383563521346,0.4737196389935837,0.6272471921567819,2.0980674550204452,-0.3811418906125297,0.47003222757326285,0.5510445982106476,0.14881171500183568,-0.599818842042605,-0.28767486480405,0.23306349134897866,-0.649031453629712,-0.13136085571645134,1.0063622968135746,0.506257269955978,0.9879882929024991,0.3295087123777992,-0.2360525582344993,-0.1989045110629315,-0.2272613913532732,-0.25100036870557774,-0.2971933981373477,-0.18066694714755252,0.019394430530743422,0.0723752650687639,0.018862088167455614,-0.09333777216849141,-0.3236345547180413,-0.397258902416408,-0.20753473607854456,-0.12524731630760072,-0.07464588902147483,0.05394325131624159,0.07610652352299138,0.07797499054711675,0.1217507987550176,-0.018459713062585002,0.05916821874791872,0.1103865566973446,0.00599943074634524,-0.010024318427813662,-0.0859850969873658,0.05916821874791872,-0.40065765628153394,0.040351418215038785,0.6577047126593796,-0.4469917429742123,0.244985412462165,96.0
378,,176,683.0,Beanie Wells,Beanie,Wells,RB,RB,O,Ohio State,big_10,2009,31.0,3.0,3.0,18.0,ARI,,,,235,73,0.31063829787234043,4.38,33.5,25.0,128.0,,,36,0,84,15,585,30,3382,600,30,3466,3,1.452974354310424,1.4054091252656367,1.452974354310424,-1.048479315121302,-1.598036187476409,-0.286853278779862,1.2197555024490374,1.760111512803835,,,-0.17502728998571931,-0.9521604894911092,-1.1359313690368484,-0.9965136516177175,0.43873647944228644,0.34410491105325336,0.6586049532345127,0.2515732143629379,0.13322276418134393,0.28800884263517895,-0.4637074951918119,0.9388942139506293,-0.9661947130048169,-1.2387110626308182,-1.0953940400882325,0.6682240301196051,0.45435846043671646,0.9075747570090572,0.451051550461318,0.22650902517725283,0.4821036621512706,1.7546787717842882,1.3852285687798511,2.3292383048858816,-0.052148061744809085,0.013803923258672463,-0.9294353255195105,-0.9281015944461414,-0.9668183311380825,-0.7620164995977154,-0.5985567836971172,-0.3865406289184303,-0.4299031176965095,-0.6156264521037639,-0.7114883814843634,-0.866326605751227,-0.8173701564099463,-0.7883625850664693,-0.885064695081695,-0.8346549084166082,-0.7988037377251177,-0.5166867095402029,-0.3339831048747529,-0.12713465874650196,-0.3018073475475579,-0.39911589765646205,-0.3873919548215022,-0.5676961343729203,-0.6112402969705446,-0.7350686581310244,-0.39911589765646205,0.6683332358092877,1.1947184956606351,0.7125892622273616,0.43312009104494326,0.7536973620301347,85.0
491,,306,3491.0,Branden Ore,Branden,Ore,RB,RB,O,West Liberty,,2009,300.0,16.0,20.0,87.0,,,,,214,71,0.3317757009345794,4.61,36.0,21.0,112.0,7.35,4.44,38,2,399,43,617,31,2776,660,33,3175,3,-0.04090033717540408,0.2562227652734124,-0.04090033717540408,0.10056247586110553,0.4959544807064963,0.5423923856174506,0.34297103756837055,-1.0614285039135916,1.4068459795088564,1.162172694788469,0.019365506268177967,-0.23685246673727517,-0.18909850224718786,-0.20861484417673593,0.5899278477181251,0.41979075751613504,0.12653292096899837,0.5143315230818416,0.34533272407127835,0.06283450205061318,-0.4637074951918119,,-0.24257674846698798,-0.2014849694995586,-0.22304004548226258,0.6654001574983748,0.400591414081287,0.09894670009811575,0.5938948934836941,0.3284295267349676,0.03414625027432169,,,,-0.1377981457041018,0.6912993826920807,-0.6491153618326838,-0.6973371373301968,-0.7480961759503725,-0.5785336963896758,-0.6524780529293189,-0.5895081586430166,-0.6182575112334877,-0.6307333221102206,-0.5931191158706861,-0.5661139817754222,-0.49420765333799366,-0.5486558537381193,-0.9610464329591045,-1.008823642027993,-1.086246543019958,-0.9959663447827848,-1.0254841936186065,-1.0065299419185396,-1.0951807241054827,-1.1140391192472971,-1.1838375732516566,-1.1158941188202183,-0.9364882853625134,-0.8811124593883474,-1.1140391192472971,-0.11178757542451727,-0.4854827320904189,-0.13646135414519986,-0.18955073156469313,-0.5763629283238217,
757,,295,560.0,Cedric Peerman,Cedric,Peerman,RB,RB,O,Virginia,acc,2009,185.0,11.0,14.0,63.0,BAL,,,,216,69,0.3194444444444444,4.34,40.0,27.0,117.0,6.99,4.29,41,1,344,66,382,15,1749,448,16,2093,4,0.10137344296610336,-0.8929635947188118,0.10137344296610336,-0.5697719545685561,-1.962208477595175,1.8691854486531507,1.6581477348893707,-0.17969724868939574,-0.35207671969017484,0.1752997919513352,0.3109547006490239,-0.5945064781141922,-0.35441852660728734,0.4385877476497847,-0.5203837630575652,-0.7911827858899718,-0.775179912589885,-0.4140811677249514,-0.8566237153050167,-0.7744116715318616,0.6272471921567819,-0.43103779822278954,-0.6308595587067986,-0.46943934597299,0.3604437725468691,-0.819681341500791,-0.9783366162292962,-1.0774719350130708,-0.7173024759424359,-1.0605480402253529,-1.110071724381263,-0.09782736893837611,-0.07051206182443262,-0.46024215505804933,0.4617524420109472,-0.25527228758012793,-0.41126811991658824,-0.48366634370432243,-0.40012911087901615,-0.2360324637346678,-0.14022599522340054,0.019394430530743422,0.025286666684519902,-0.04156539185837563,-0.23801131902965306,-0.30054127595067137,-0.3541705686734804,-0.3458270810756695,-0.4899596581191658,-0.5338180049060348,-0.5975937740187294,-0.6175876853807462,-0.7606539894188313,-0.624905573749541,-0.7173838781255187,-0.8940627433731938,-1.1174671050491427,-0.8226719410925939,-0.4535443025986806,-0.4348675111020821,-0.8940627433731938,-0.9667694197491288,-1.0473441418308809,-0.6732625972062425,-1.059238357019936,-1.0822561965667903,72.0
909,,230,162.0,Chris Ogbonnaya,Chris,Ogbonnaya,RB,RB,O,Texas,sec,2009,211.0,13.0,16.0,68.0,STL,,,,220,72,0.32727272727272727,4.57,35.0,19.0,111.0,6.85,4.29,47,3,792,75,140,8,597,215,11,1389,4,0.3859210032491182,0.8308159452695245,0.3859210032491182,-0.14422184820775363,0.13178219058773047,0.21069411985852554,-0.09542119487196286,-1.2377747549584308,-1.0361022138231353,0.1752997919513352,0.8941330894107158,0.12080154463964184,0.9921882172713411,0.6918409357558145,-1.6637684856435953,-1.3209837111301435,-1.7866435778867042,-1.4344592665833606,-1.2101403151215742,-1.3191633408498489,0.6272471921567819,0.5173766717434235,-0.08861547941638613,0.6051463517327842,0.3433466885172277,-2.1799819615701423,-1.5779214938275423,-2.236949712152155,-2.0103367991184067,-1.5142714562154185,-1.8667709609997196,0.7171473944933038,1.6186353047756212,2.680567051035421,-0.4317492338523943,-0.6444718068291071,1.0158153315799852,1.0718570338920426,1.260170885318598,1.5254024470625132,1.6122152548231603,1.4256694579082352,1.265286424136291,1.393587258755096,1.3797019776906074,1.3621747952999388,1.1431490288932333,0.9541209618973046,0.9764878829148361,1.0020335551216308,1.1270630577503122,1.337368721529787,1.3874132224237758,1.3164009947623097,1.4549479862592736,1.8006478610845658,1.5041663889501167,1.319124835352664,1.0741356428787507,0.9850027788996712,1.8006478610845658,-1.5292110907469176,-2.1799831333385864,-1.8882830493896978,-1.4562667471736535,-1.743341281227583,81.0
1615,,56,891.0,Donald Brown,Donald,Brown,RB,RB,O,Connecticut,,2009,27.0,2.0,2.0,14.0,IND,,,,210,70,0.3333333333333333,4.46,41.5,,125.0,6.93,4.1,37,2,276,48,698,33,3800,746,35,4076,3,-0.32544789745841896,-0.3183704147226997,-0.32544789745841896,0.18523629865222066,-0.8696916072388775,2.366732847291538,,1.2310727596693176,-0.6452305028900163,-1.0747392183090339,-0.07783089185877068,-0.23685246673727517,-0.5588141930888648,-0.06791862856227493,0.9726309986663417,0.5711624504418984,1.0256117345661713,0.8909517655789368,0.4867393639979013,0.7600237833794578,-0.4637074951918119,0.41199728619162207,-0.22301950618218172,-0.5876557432798124,-0.02082633557359952,1.229411472927868,0.6338241421906493,1.2465675195278059,1.1625658239484518,0.553618743014513,0.9708691975056083,-0.5908738864251426,-0.7537939577388739,-0.6171075749730539,1.2051951707776078,1.1285482253051313,-0.9379298698736569,-0.9110079309560711,-0.9668183311380825,-0.8109452471198592,-0.7738009087017729,-0.5605127972537896,-0.32002972146660646,-0.38902340200689994,-0.6457276783656537,-0.8085934088328031,-0.5803843208238474,-0.7146066677346693,-0.9838409543223271,-1.0484074451214898,-1.2395493725105395,-1.185155674483804,-1.0107714044963958,-0.8406063035841932,-0.7551635627235129,-0.8940627433731938,-1.1174671050491427,-1.0648989574762837,-0.8182162895836153,-0.79997701424539,-0.8940627433731938,0.07658827357256602,0.42956088664298653,0.3152995130633391,-0.005677479554958487,0.1749049503355455,80.0
