fms_id,forty,vertical,bench,broad,threecone,shuttle,defense_ast_tackles,defense_fum_forced,defense_fum_rec,defense_fum_tds,defense_fum_yds,defense_games,defense_int,defense_int_td,defense_int_yards,defense_loss_tackles,defense_pd,defense_sacks,defense_seasons,defense_solo_tackes,defense_tackles,passing_attempts,passing_comp_pct,passing_completions,passing_games,passing_pass_ints,passing_pass_tds,passing_pass_yards,passing_seasons,rushing_games,rushing_rec_td,rushing_rec_yards,rushing_receptions,rushing_rush_att,rushing_rush_td,rushing_rush_yds,rushing_scrim_plays,rushing_scrim_tds,rushing_scrim_yds,rushing_seasons,receiving_games,receiving_rec_td,receiving_rec_yards,receiving_receptions,receiving_rush_att,receiving_rush_td,receiving_rush_yds,receiving_scrim_plays,receiving_scrim_tds,receiving_scrim_yds,receiving_seasons,max_madden
2,4.49,36.5,19.0,120.0,,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,19,2984,189,0,0,0,189,19,2984,3,81.0
102,5.12,25.5,35.0,101.0,7.84,4.84,35,0,0,0,0,34,1,0,0,13.0,1,7.5,4,34,69,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0
108,4.89,34.0,16.0,116.0,7.35,4.32,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,36,4,185,14,103,17,343,117,21,528,4,0,0,0,0,0,0,0,0,0,0,0,74.0
113,4.59,38.5,34.0,126.0,6.95,4.1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,35,0,223,25,458,25,2616,483,25,2839,4,0,0,0,0,0,0,0,0,0,0,0,63.0
136,4.67,35.0,22.0,127.0,7.13,4.29,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,38,1,511,60,581,33,2829,641,34,3340,3,0,0,0,0,0,0,0,0,0,0,0,74.0
143,4.6,36.0,9.0,121.0,6.7,4.15,42,5,0,0,0,36,2,1,63,6.5,24,0.0,4,89,131,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0
144,4.7,36.0,22.0,120.0,7.27,4.34,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,716,68,0,0,0,68,4,716,3,62.0
163,4.48,37.0,14.0,123.0,6.81,4.1,45,0,0,0,0,25,6,1,90,3.5,9,1.0,3,80,125,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0
164,4.47,36.5,17.0,120.0,6.82,4.16,34,1,0,0,0,38,8,1,45,1.0,20,0.0,4,72,106,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0
179,4.96,29.0,24.0,118.0,7.44,4.4,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0
210,,38.0,17.0,123.0,6.89,4.14,33,4,1,0,0,26,2,1,11,19.5,5,12.0,2,65,98,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
213,4.56,36.5,9.0,121.0,7.08,4.2,180,5,1,0,0,51,10,0,87,25.0,8,4.0,4,274,454,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0
216,4.31,36.5,15.0,121.0,6.95,4.15,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,30,3526,231,40,2,342,271,32,3868,4,72.0
248,,32.5,18.0,122.0,7.12,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,2367,133,4,0,-5,137,25,2362,2,65.0
256,4.82,35.5,18.0,118.0,6.95,4.23,60,4,1,1,0,37,0,0,0,31.0,7,23.0,4,59,119,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
275,,37.0,6.0,117.0,7.07,4.26,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,1547,98,1,0,-2,99,9,1545,3,
311,5.23,,,,,,27,3,0,0,0,19,0,0,0,8.5,2,7.0,4,29,56,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0
337,,,,,,,61,2,1,0,0,45,1,0,0,37.0,3,21.0,4,69,130,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0
353,,,16.0,,,,194,1,0,0,0,43,1,1,30,31.0,6,7.5,4,201,395,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0
381,5.24,,20.0,,,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0
385,4.62,40.0,23.0,134.0,7.02,4.27,58,7,3,1,0,40,0,0,0,45.0,3,20.0,3,98,156,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0
388,4.56,34.5,21.0,121.0,6.85,4.09,148,6,3,0,0,47,4,0,60,11.5,10,4.0,4,190,338,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0
401,,,21.0,,,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0
414,4.66,29.5,16.0,119.0,7.07,4.33,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,39,0,216,29,737,48,3873,766,48,4089,3,0,0,0,0,0,0,0,0,0,0,0,72.0
434,4.51,38.0,14.0,124.0,6.88,4.16,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,11,2019,125,1,0,13,126,11,2032,4,
436,4.75,,14.0,126.0,7.33,4.22,35,2,1,0,0,35,12,1,181,2.0,16,0.5,4,76,111,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
443,4.5,37.5,18.0,124.0,6.95,4.12,67,2,1,1,0,36,0,0,0,31.0,6,12.0,4,116,183,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0
446,,,15.0,,,,22,1,1,0,0,25,4,1,42,5.0,18,2.0,4,67,89,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0
454,5.2,,22.0,,,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0
461,4.58,33.5,,122.0,7.25,4.26,105,3,1,0,0,44,1,1,52,20.0,8,10.5,4,122,227,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0
527,,,,,,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0
584,4.91,33.0,,116.0,7.1,4.29,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1617,255.4,1035,50,29,90,13578,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0
591,4.53,36.0,,129.0,7.01,,52,7,2,0,0,33,0,0,0,38.5,7,23.0,3,71,123,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0
645,,,18.0,,,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,49,2,465,49,569,30,3865,618,32,4330,4,0,0,0,0,0,0,0,0,0,0,0,71.0
649,4.88,,14.0,,7.4,,69,1,3,0,0,43,4,0,0,25.0,2,6.5,5,107,176,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
656,5.16,30.0,26.0,111.0,,,20,1,0,0,0,12,2,0,13,5.0,0,3.0,1,18,38,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0
662,4.55,36.5,14.0,120.0,,,24,2,0,0,0,20,6,1,95,7.0,20,1.0,2,50,74,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0
667,,,,,,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,12,1015,80,0,0,0,80,12,1015,4,
685,4.56,29.0,,113.0,7.2,4.4,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,1675,114,1,0,4,115,5,1679,3,66.0
707,4.69,39.0,15.0,123.0,,4.23,146,1,3,0,0,46,4,1,126,26.5,14,3.5,4,208,354,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0
715,4.79,35.0,,119.0,7.44,4.41,77,3,1,1,0,42,3,1,104,35.5,3,16.5,4,96,173,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0
748,5.02,30.5,17.0,108.0,7.5,4.53,62,1,2,0,0,45,0,0,0,34.5,4,10.5,4,61,123,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
801,4.92,36.5,,115.0,7.48,4.36,30,4,2,0,0,48,0,0,0,30.0,1,16.5,4,85,115,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0
818,,,,,,,107,4,5,1,0,37,6,2,129,32.5,16,7.0,4,163,270,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
828,4.59,30.5,18.0,116.0,6.94,4.11,80,3,3,0,0,41,0,0,0,43.0,1,18.5,4,86,166,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0
830,4.48,36.0,17.0,117.0,7.03,4.2,69,0,0,0,0,35,9,3,286,15.5,12,4.0,3,92,161,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0
901,4.91,30.5,25.0,117.0,7.61,4.54,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0
920,5.13,29.0,28.0,101.0,,4.73,41,4,1,0,0,43,0,0,0,30.5,3,7.5,4,63,104,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0
943,,38.5,,118.0,,,31,0,1,0,0,28,0,0,0,15.5,2,11.0,4,25,56,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0
948,5.04,29.5,28.0,107.0,,4.55,98,2,4,0,0,55,0,0,0,40.5,15,16.0,4,94,192,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0
964,,,,,,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1696,230.9,991,53,45,61,10731,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0
965,,,25.0,,7.26,4.4,82,5,1,1,0,44,0,0,0,50.5,5,27.0,4,84,166,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0
985,4.64,32.5,30.0,116.0,6.9,4.03,103,1,3,0,0,39,1,0,7,24.5,10,9.0,4,132,235,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0
997,4.57,38.5,19.0,119.0,6.87,4.03,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,3312,181,0,0,0,181,30,3312,5,
1144,4.33,40.5,27.0,134.0,7.38,4.5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,1228,67,0,0,0,67,14,1228,3,79.0
1109,,,,,,,47,5,1,0,0,38,0,0,0,27.5,4,13.5,4,65,112,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1113,4.81,33.5,20.0,119.0,,,71,3,2,0,0,44,5,0,44,8.5,11,2.5,5,108,179,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1161,4.77,31.5,23.0,116.0,6.88,4.04,115,1,3,1,0,34,4,0,40,17.5,7,2.0,3,134,249,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0
1166,5.3,28.5,23.0,110.0,7.69,4.52,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0
1173,4.55,33.5,11.0,119.0,7.06,4.53,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,877,65,0,0,0,65,4,877,1,62.0
1182,4.57,37.0,16.0,121.0,,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,54,2,407,52,477,23,3070,529,25,3477,4,0,0,0,0,0,0,0,0,0,0,0,69.0
1194,5.0,34.5,16.0,118.0,7.56,4.55,1,0,0,0,0,7,0,0,0,0.0,0,0.0,3,7,8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1217,4.89,,14.0,,,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,6,804,75,0,0,0,75,6,804,5,62.0
1218,4.81,33.5,,120.0,7.0,4.41,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1275,180.0,764,36,29,52,8201,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0
1224,5.28,27.5,22.0,112.0,7.53,4.37,44,2,1,0,0,42,0,0,0,43.0,2,17.0,4,108,152,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0
1259,4.39,40.5,11.0,135.0,7.0,4.15,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,1605,79,0,0,0,79,11,1605,4,78.0
1262,4.39,33.5,19.0,113.0,,,72,2,1,1,0,32,4,0,72,4.5,7,0.0,3,116,188,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1265,4.36,39.5,11.0,126.0,7.03,4.14,43,0,1,0,0,40,8,2,153,9.0,13,1.0,4,139,182,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0
1275,4.49,33.5,22.0,121.0,,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,38,8,758,63,431,36,3545,494,44,4303,3,0,0,0,0,0,0,0,0,0,0,0,72.0
1296,,,20.0,,,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,555,37,1,0,4,38,1,559,2,63.0
1314,4.57,37.0,14.0,125.0,6.76,4.15,15,3,1,0,0,35,4,0,17,7.0,20,0.0,4,102,117,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1329,5.28,25.5,,99.0,7.69,4.77,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0
1342,4.45,39.5,15.0,120.0,,,16,0,0,0,0,24,3,0,120,2.0,12,0.5,2,21,37,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0
1341,4.45,39.5,15.0,120.0,6.45,3.97,16,0,0,0,0,24,3,0,120,2.0,12,0.5,2,21,37,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0
1347,4.63,28.5,15.0,121.0,,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,37,0,582,71,624,26,2925,695,26,3507,3,0,0,0,0,0,0,0,0,0,0,0,78.0
1363,4.57,37.5,14.0,117.0,6.97,4.28,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35,2097,132,0,0,14,132,35,2111,3,
1381,,34.5,16.0,,7.12,4.27,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,605,39,0,0,0,39,0,605,4,71.0
1383,4.73,32.0,15.0,109.0,7.15,4.39,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,873,72,1,0,0,73,3,873,3,63.0
1384,5.1,27.0,30.0,102.0,8.02,4.95,56,2,0,0,0,47,0,0,0,27.0,2,8.0,4,52,108,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0
1429,4.52,,14.0,118.0,,,33,2,1,0,0,36,7,0,145,4.0,23,1.0,4,83,116,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0
1441,4.48,39.0,15.0,122.0,7.03,4.14,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,16,2076,148,25,7,154,173,23,2230,4,80.0
1445,5.07,28.5,26.0,105.0,7.46,4.62,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1447,,,,,,,43,3,1,0,0,29,3,0,86,4.5,7,0.0,4,69,112,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0
1455,5.08,25.5,22.0,101.0,8.13,5.07,57,1,2,0,0,44,0,0,0,11.5,13,3.5,5,49,106,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0
1513,4.44,39.5,8.0,131.0,,,4,0,0,0,0,12,1,0,-7,0.0,7,0.0,1,17,21,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1515,,38.5,10.0,127.0,7.06,4.31,36,2,1,0,0,47,6,0,75,6.0,25,0.0,4,112,148,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0
1536,5.26,,26.0,90.0,,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0
1539,,31.0,25.0,111.0,,4.38,132,0,2,0,0,41,0,0,0,29.5,6,7.5,4,130,262,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0
1555,4.43,40.5,21.0,124.0,6.93,4.23,81,0,0,0,0,32,1,0,0,18.5,11,10.0,3,91,172,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0
1560,4.66,35.0,15.0,117.0,7.32,4.4,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,38,1,397,51,714,66,4287,765,67,4684,3,0,0,0,0,0,0,0,0,0,0,0,82.0
1565,4.42,39.5,22.0,118.0,7.07,4.17,172,4,3,0,0,34,1,0,3,28.5,9,8.5,3,114,286,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0
1568,5.16,27.5,26.0,89.0,8.34,5.28,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1580,5.05,,36.0,,,,81,1,3,0,0,38,1,0,0,18.0,4,10.0,3,50,131,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1584,4.57,36.0,17.0,130.0,7.0,4.16,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,35,2,162,22,257,20,1636,279,22,1798,4,0,0,0,0,0,0,0,0,0,0,0,66.0
1592,4.46,36.5,12.0,122.0,,4.29,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,14,1710,119,5,0,11,124,14,1721,3,64.0
1599,4.53,33.5,15.0,123.0,7.09,4.45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,23,2235,135,4,0,26,139,23,2261,3,76.0
1625,,,,,,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0
1632,,36.0,18.0,127.0,,,80,4,2,0,0,43,8,1,76,21.5,7,5.0,5,119,199,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0
1636,5.15,,24.0,,7.81,4.77,96,1,1,0,0,50,0,0,0,17.0,4,6.0,4,57,153,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0
1662,,33.0,24.0,117.0,,,162,4,3,0,0,40,3,0,8,13.0,3,4.0,4,159,321,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0
1661,5.12,31.5,,110.0,7.71,4.53,56,1,3,1,0,37,1,1,28,22.0,4,9.5,4,58,114,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0
1668,4.69,31.0,,112.0,7.03,4.12,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1553,224.3,883,50,39,99,12193,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0
1673,4.71,33.5,,115.0,7.15,4.31,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,487,46,0,0,0,46,5,487,4,71.0
1678,5.29,27.5,28.0,101.0,7.89,4.7,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0
1679,4.57,37.5,31.0,122.0,6.94,4.14,108,1,5,0,0,51,3,0,-2,25.5,11,5.5,5,184,292,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0
1704,5.04,28.5,,,,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,590,140.2,413,22,9,54,5396,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0
1730,,36.0,32.0,120.0,,,70,5,1,0,0,32,0,0,0,53.0,11,13.5,3,122,192,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0
1749,,28.0,29.0,109.0,7.77,4.62,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0
1753,4.78,29.5,26.0,118.0,,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,27,0,63,7,215,9,1340,222,9,1403,3,0,0,0,0,0,0,0,0,0,0,0,63.0
1764,4.39,43.5,15.0,141.0,,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,2016,97,0,0,0,97,16,2016,4,67.0
1765,4.65,33.0,20.0,119.0,7.38,4.38,64,2,7,2,0,43,1,0,0,13.0,5,5.0,4,98,162,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0
