fms_id,espn_id,full_name,first_name,last_name,weight,height_inches,college,draft_year,position,position_group,section
2643,,Jordan Lomax,Jordan,Lomax,202,70,Iowa,2016,S,DB,D
2644,,Jordan Lucas,Jordan,Lucas,201,72,Penn State,2016,S,DB,D
2652,,Jordan Payton,Jordan,Payton,207,73,UCLA,2016,WR,WR,O
2692,,Josh Doctson,Josh,Doctson,202,74,Texas Christian,2016,WR,WR,O
2694,,Josh Ferguson,Josh,Ferguson,198,69,Illinois,2016,RB,RB,O
2695,,Josh Forrest,Josh,Forrest,249,75,Kentucky,2016,ILB,LB,D
2740,,Joshua Garnett,Joshua,Garnett,312,76,Stanford,2016,OG,OL,O
2743,,Joshua Perry,Joshua,Perry,254,76,Ohio State,2016,ILB,LB,D
2807,,Justin Simmons,Justin,Simmons,202,74,Boston College,2016,S,DB,D
2813,,Juston Burris,Juston,Burris,212,72,NC State,2016,CB,DB,D
2836,,Kamalei Correa,Kamalei,Correa,243,75,Boise State,2016,DE,DL,D
2850,,Karl Joseph,Karl,Joseph,205,70,West Virginia,2016,S,DB,D
2861,,Kavon Frazier,Kavon,Frazier,217,72,Central Michigan,2016,S,DB,D
2867,,Keanu Neal,Keanu,Neal,211,72,Florida,2016,S,DB,D
2892,,Keith Marshall,Keith,Marshall,219,71,Georgia,2016,RB,RB,O
2905,,Keivarae Russell,Keivarae,Russell,192,71,Notre Dame,2016,CB,DB,D
2922,,Kelvin Taylor,Kelvin,Taylor,207,70,Florida,2016,RB,RB,O
2925,,Ken Crawley,Ken,Crawley,187,72,Colorado,2016,CB,DB,D
2933,,Kendall Fuller,Kendall,Fuller,187,71,Virginia Tech,2016,CB,DB,D
2951,,Kenneth Dixon,Kenneth,Dixon,215,70,Louisiana Tech,2016,RB,RB,O
2957,,Kenny Clark,Kenny,Clark,314,75,UCLA,2016,DT,DL,D
2965,,Kenny Lawler,Kenny,Lawler,203,74,California,2016,WR,WR,O
2977,,Kentrell Brothers,Kentrell,Brothers,245,72,Missouri,2016,OLB,LB,D
2980,,Kenyan Drake,Kenyan,Drake,210,73,Alabama,2016,RB,RB,O
3002,,Kevin Dodd,Kevin,Dodd,277,77,Clemson,2016,DE,DL,D
3009,,Kevin Hogan,Kevin,Hogan,218,75,Stanford,2016,QB,QB,O
3025,,Kevin Peterson,Kevin,Peterson,181,70,Oklahoma State,2016,CB,DB,D
3037,,Kevon Seymour,Kevon,Seymour,186,71,USC,2016,CB,DB,D
3039,,Keyarris Garrett,Keyarris,Garrett,220,75,Tulsa,2016,WR,WR,O
2817,,KJ Dillon,KJ,Dillon,210,72,West Virginia,2016,S,DB,D
3068,,Kolby Listenbee,Kolby,Listenbee,197,72,Texas Christian,2016,WR,WR,O
3080,,Kris Frost,Kris,Frost,240,74,Auburn,2016,OLB,LB,D
3109,,Kyler Fackrell,Kyler,Fackrell,245,77,Utah State,2016,OLB,LB,D
3137,,Lamarcus Brutus,Lamarcus,Brutus,206,72,Florida State,2016,S,DB,D
3150,,Landon Turner,Landon,Turner,330,76,North Carolina,2016,OG,OL,O
3155,,Laquon Treadwell,Laquon,Treadwell,221,74,Ole Miss,2016,WR,WR,O
3156,,Laremy Tunsil,Laremy,Tunsil,310,77,Ole Miss,2016,OT,OL,O
3178,,Lawrence Thomas,Lawrence,Thomas,286,75,Michigan State,2016,DT,DL,D
3182,,Le'Raven Clark,Le'Raven,Clark,316,77,Texas Tech,2016,OT,OL,O
3210,,Leonard Floyd,Leonard,Floyd,244,78,Georgia,2016,OLB,LB,D
3219,,Leonte Carroo,Leonte,Carroo,211,72,Rutgers,2016,WR,WR,O
3277,,Luther Maddy,Luther,Maddy,287,72,Virginia Tech,2016,DT,DL,D
3285,,Mackensie Alexander,Mackensie,Alexander,190,70,Clemson,2016,CB,DB,D
3294,,Malcolm Mitchell,Malcolm,Mitchell,198,72,Georgia,2016,WR,WR,O
3297,,Maliek Collins,Maliek,Collins,311,74,Nebraska,2016,DT,DL,D
3432,,Marquez North,Marquez,North,223,74,Tennessee,2016,WR,WR,O
3484,,Matt Ioannidis,Matt,Ioannidis,299,75,Temple,2016,DT,DL,D
3503,,Matt Skura,Matt,Skura,305,75,Duke,2016,C,OL,O
3518,,Maurice Canady,Maurice,Canady,193,73,Virginia,2016,CB,DB,D
3540,,Mehdi Abdesmad,Mehdi,Abdesmad,284,78,Boston College,2016,DE,DL,D
3541,,Mekale McKay,Mekale,McKay,207,76,Cincinnati,2016,WR,WR,O
3589,,Michael Thomas,Michael,Thomas,212,75,Ohio State,2016,WR,WR,O
3680,,Montese Overton,Montese,Overton,223,74,East Carolina,2016,OLB,LB,D
3700,,Myles Jack,Myles,Jack,245,73,UCLA,2016,OLB,LB,D
3726,,Nate Sudfeld,Nate,Sudfeld,234,78,Indiana,2016,QB,QB,O
3742,,Nelson Spruce,Nelson,Spruce,206,73,Colorado,2016,WR,WR,O
3761,,Nick Kwiatkoski,Nick,Kwiatkoski,243,74,West Virginia,2016,ILB,LB,D
3765,,Nick Martin,Nick,Martin,299,76,Notre Dame,2016,C,OL,O
3774,,Nick Vannett,Nick,Vannett,257,78,Ohio State,2016,TE,TE,O
3775,,Nick Vigil,Nick,Vigil,239,74,Utah State,2016,ILB,LB,D
-1,,Nile Lawrence-Stample,Nile,Lawrence-Stample,320,73,Florida State,2016,NT,,
3789,,Noah Spence,Noah,Spence,251,74,Eastern Kentucky,2016,DE,DL,D
3846,,Parker Ehinger,Parker,Ehinger,310,78,Cincinnati,2016,OT,OL,O
3870,,Paul Perkins,Paul,Perkins,208,70,UCLA,2016,RB,RB,O
3880,,Paxton Lynch,Paxton,Lynch,244,79,Memphis,2016,QB,QB,O
3891,,Peyton Barber,Peyton,Barber,228,70,Auburn,2016,RB,RB,O
3894,,Pharoh Cooper,Pharoh,Cooper,203,71,South Carolina,2016,WR,WR,O
3924,,Quayvon Hicks,Quayvon,Hicks,259,73,Georgia,2016,FB,RB,O
3958,,Quinton Jefferson,Quinton,Jefferson,291,76,Maryland,2016,DT,DL,D
3987,,Raphael Kirby,Raphael,Kirby,236,72,Miami,2016,ILB,LB,D
4004,,Rashard Higgins,Rashard,Higgins,196,73,Colorado State,2016,WR,WR,O
4006,,Rashard Robinson,Rashard,Robinson,171,73,LSU,2016,CB,DB,D
4009,,Rashawn Scott,Rashawn,Scott,199,73,Miami,2016,WR,WR,O
4027,,Rees Odhiambo,Rees,Odhiambo,314,76,Boise State,2016,OT,OL,O
4039,,Reggie Ragland,Reggie,Ragland,247,73,Alabama,2016,ILB,LB,D
4064,,Ricardo Louis,Ricardo,Louis,215,74,Auburn,2016,WR,WR,O
4124,,Robert Nkemdiche,Robert,Nkemdiche,294,75,Ole Miss,2016,DT,DL,D
4151,,Roger Lewis,Roger,Lewis,201,72,Bowling Green,2016,WR,WR,O
4157,4046690.0,Romeo Okwara,Romeo,Okwara,265,77,Notre Dame,2016,DE,DL,D
4165,,Ron Thompson,Ron,Thompson,253,75,Syracuse,2016,DE,DL,D
4167,,Ronald Blair,Ronald,Blair,284,74,Appalachian State,2016,DE,DL,D
4183,,Ronnie Stanley,Ronnie,Stanley,312,78,Notre Dame,2016,OT,OL,O
4232,,Ryan Kelly,Ryan,Kelly,311,76,Alabama,2016,C,OL,O
4236,,Ryan Malleck,Ryan,Malleck,247,76,Virginia Tech,2016,TE,TE,O
4253,4051878.0,Ryan Smith,Ryan,Smith,189,71,North Carolina Central,2016,CB,DB,D
4298,,Scooby Wright III,Scooby,Wright,239,72,Arizona,2016,ILB,LB,D
4323,4036217.0,Sean Davis,Sean,Davis,201,73,Maryland,2016,CB,DB,D
4341,,Sebastian Tretola,Sebastian,Tretola,314,76,Arkansas,2016,OG,OL,O
4359,,Shadrach Thornton,Shadrach,Thornton,217,72,NC State,2016,RB,RB,O
4367,,Shaq Lawson,Shaq,Lawson,269,75,Clemson,2016,DE,DL,D
4394,,Shawn Oakman,Shawn,Oakman,287,80,Baylor,2016,DE,DL,D
4401,,Sheldon Day,Sheldon,Day,293,73,Notre Dame,2016,DT,DL,D
4402,,Sheldon Rankins,Sheldon,Rankins,299,73,Louisville,2016,DT,DL,D
4410,,Shilique Calhoun,Shilique,Calhoun,251,76,Michigan State,2016,DE,DL,D
4434,,Soma Vainuku,Soma,Vainuku,246,71,USC,2016,FB,RB,O
4437,,Spencer Drango,Spencer,Drango,315,78,Baylor,2016,OT,OL,O
4468,,Stephane Nembot,Stephane,Nembot,322,79,Colorado,2016,OT,OL,O
4469,,Stephen Anderson,Stephen,Anderson,230,74,California,2016,TE,TE,O
4478,,Stephen Weatherly,Stephen,Weatherly,267,76,Vanderbilt,2016,OLB,LB,D
4483,,Sterling Bailey,Sterling,Bailey,285,76,Georgia,2016,DE,DL,D
4484,,Sterling Shepard,Sterling,Shepard,194,70,Oklahoma,2016,WR,WR,O
4490,,Steve Longa,Steve,Longa,241,73,Rutgers,2016,ILB,LB,D
4500,,Steven Daniels,Steven,Daniels,243,71,Boston College,2016,ILB,LB,D
4512,,Su'A Cravens,Su'A,Cravens,226,73,USC,2016,OLB,LB,D
4525,,T.J. Green,T.J.,Green,209,74,Clemson,2016,S,DB,D
4547,,Tajae Sharpe,Tajae,Sharpe,194,74,UMass,2016,WR,WR,O
4576,,Taveze Calhoun,Taveze,Calhoun,192,72,Mississippi State,2016,CB,DB,D
4578,,Tavon Young,Tavon,Young,183,69,Temple,2016,CB,DB,D
4580,,Taylor Decker,Taylor,Decker,310,79,Ohio State,2016,OT,OL,O
4609,,Terrance Smith,Terrance,Smith,235,75,Florida State,2016,ILB,LB,D
4641,,Tevin Carter,Tevin,Carter,218,73,Utah,2016,S,DB,D
4655,,Thomas Duarte,Thomas,Duarte,231,74,UCLA,2016,TE,TE,O
4746,,Tra Carson,Tra,Carson,227,71,Texas A&M,2016,RB,RB,O
4763,,Travis Feeney,Travis,Feeney,230,76,Washington,2016,OLB,LB,D
4788,,Tre Madden,Tre,Madden,223,72,USC,2016,RB,RB,O
4810,,Trevone Boykin,Trevone,Boykin,212,72,Texas Christian,2016,QB,QB,O
4811,,Trevor Davis,Trevor,Davis,188,73,California,2016,WR,WR,O
4853,,Tyler Boyd,Tyler,Boyd,197,73,Pittsburgh,2016,WR,WR,O
4858,,Tyler Ervin,Tyler,Ervin,192,70,San Jose State,2016,RB,RB,O
4860,,Tyler Higbee,Tyler,Higbee,249,78,Western Kentucky,2016,TE,TE,O
4861,,Tyler Johnstone,Tyler,Johnstone,301,77,Oregon,2016,OT,OL,O
4867,,Tyler Matakevich,Tyler,Matakevich,238,72,Temple,2016,OLB,LB,D
4896,,Tyvis Powell,Tyvis,Powell,211,75,Ohio State,2016,S,DB,D
4900,,Ufomba Kamalu,Ufomba,Kamalu,295,77,Miami,2016,DE,DL,D
4910,,Vernon Adams,Vernon,Adams,200,71,Oregon,2016,QB,QB,O
4911,,Vernon Butler,Vernon,Butler,323,76,Louisiana Tech,2016,DT,DL,D
4914,,Vernon Hargreaves III,Vernon,Hargreaves,204,70,Florida,2016,CB,DB,D
4938,,Vincent Valentine,Vincent,Valentine,329,76,Nebraska,2016,DT,DL,D
4947,,Vonn Bell,Vonn,Bell,199,71,Ohio State,2016,S,DB,D
4962,,Wendell Smallwood,Wendell,Smallwood,208,70,West Virginia,2016,RB,RB,O
4979,,Will Fuller,Will,Fuller,186,72,Notre Dame,2016,WR,WR,O
4986,,Will Redmond,Will,Redmond,182,71,Mississippi State,2016,CB,DB,D
4993,,William Jackson III,William,Jackson,189,72,Houston,2016,CB,DB,D
5000,,Willie Beavers,Willie,Beavers,321,77,Western Michigan,2016,OT,OL,O
5002,,Willie Henry,Willie,Henry,303,75,Michigan,2016,DT,DL,D
5019,,Xavien Howard,Xavien,Howard,201,72,Baylor,2016,CB,DB,D
5030,,Yannick Ngakoue,Yannick,Ngakoue,252,74,Maryland,2016,DE,DL,D
5064,,Zack Sanchez,Zack,Sanchez,185,71,Oklahoma,2016,CB,DB,D
3,,A.J. Cann,A.J.,Cann,313,75,South Carolina,2015,OG,OL,O
20,,Aaron Davis,Aaron,Davis,225,72,Colorado State,2015,OLB,LB,D
63,,Adrian Amos,Adrian,Amos,218,72,Penn State,2015,S,DB,D
15,,AJ Derby,AJ,Derby,255,76,Arkansas,2015,TE,TE,O
93,,Al Bond,Al,Bond,303,76,Memphis,2015,OG,OL,O
101,,Alani Fua,Alani,Fua,238,77,BYU,2015,OLB,LB,D
117,,Alex Carter,Alex,Carter,196,72,Stanford,2015,CB,DB,D
160,,Alvin Dupree,Alvin,Dupree,269,76,Kentucky,2015,DE,DL,D
166,,Amari Cooper,Amari,Cooper,211,73,Alabama,2015,WR,WR,O
168,,Amarlo Herrera,Amarlo,Herrera,244,73,Georgia,2015,ILB,LB,D
170,,Ameer Abdullah,Ameer,Abdullah,205,69,Nebraska,2015,RB,RB,O
214,,Andrus Peat,Andrus,Peat,313,79,Stanford,2015,OT,OL,O
219,,Angelo Blackson,Angelo,Blackson,318,76,Auburn,2015,DT,DL,D
230,,Anthony Boone,Anthony,Boone,231,72,Duke,2015,QB,QB,O
233,,Anthony Chickillo,Anthony,Chickillo,267,75,Miami,2015,DE,DL,D
242,548046.0,Anthony Harris,Anthony,Harris,183,73,Virginia,2015,S,DB,D
246,,Anthony Jefferson,Anthony,Jefferson,198,73,UCLA,2015,S,DB,D
296,,Antwan Goodley,Antwan,Goodley,209,70,Baylor,2015,WR,WR,O
307,,Arik Armstead,Arik,Armstead,292,79,Oregon,2015,DE,DL,D
355,,B.J. Catalon,B.J.,Catalon,186,67,TCU,2015,RB,RB,O
358,,B.J. Dubose,B.J.,Dubose,284,76,Louisville,2015,DE,DL,D
359,,B.J. Finney,B.J.,Finney,318,76,Kansas State,2015,C,OL,O
392,,Ben Heeney,Ben,Heeney,231,72,Kansas,2015,ILB,LB,D
395,,Ben Koyack,Ben,Koyack,255,77,Notre Dame,2015,TE,TE,O
406,,Benardrick McKinney,Benardrick,McKinney,246,76,Mississippi State,2015,ILB,LB,D
441,,Blake Bell,Blake,Bell,252,78,Oklahoma,2015,TE,TE,O
445,,Blake Sims,Blake,Sims,218,71,Alabama,2015,QB,QB,O
458,,Bobby McCain,Bobby,McCain,195,69,Memphis,2015,CB,DB,D
463,,Bobby Richardson,Bobby,Richardson,283,75,Indiana,2015,DT,DL,D
499,,Brandon Bridge,Brandon,Bridge,229,76,South Alabama,2015,QB,QB,O
547,,Brandon Scherff,Brandon,Scherff,319,77,Iowa,2015,OT,OL,O
570,,Braylon Heard,Braylon,Heard,198,70,Kentucky,2015,RB,RB,O
576,,Breshad Perriman,Breshad,Perriman,212,74,UCF,2015,WR,WR,O
579,,Brett Boyko,Brett,Boyko,301,79,UNLV,2015,OG,OL,O
581,,Brett Hundley,Brett,Hundley,226,75,UCLA,2015,QB,QB,O
634,,Bryan Bennett,Bryan,Bennett,211,74,Southeastern Louisiana,2015,QB,QB,O
644,,Bryce Hager,Bryce,Hager,234,73,Baylor,2015,ILB,LB,D
646,,Bryce Petty,Bryce,Petty,230,75,Baylor,2015,QB,QB,O
658,,Byron Jones,Byron,Jones,199,73,Connecticut,2015,CB,DB,D
697,,Cam Worthy,Cam,Worthy,211,74,East Carolina,2015,WR,WR,O
698,,Cameron Artis-Payne,Cameron,Artis-Payne,212,70,Auburn,2015,RB,RB,O
699,,Cameron Clear,Cameron,Clear,277,77,Texas A&M,2015,OT,OL,O
700,,Cameron Erving,Cameron,Erving,313,77,Florida State,2015,C,OL,O
714,,Carl Davis,Carl,Davis,320,77,Iowa,2015,DT,DL,D
758,,Cedric Reed,Cedric,Reed,269,77,Texas,2015,DE,DL,D
792,,Charles Gaines,Charles,Gaines,180,70,Louisville,2015,CB,DB,D
833,,Chaz Green,Chaz,Green,314,77,Florida,2015,OT,OL,O
867,,Chris Conley,Chris,Conley,213,74,Georgia,2015,WR,WR,O
884,,Chris Hackett,Chris,Hackett,195,72,TCU,2015,S,DB,D
937,,Christian Covington,Christian,Covington,289,74,Rice,2015,DT,DL,D
963,,Clayton Geathers,Clayton,Geathers,218,74,UCF,2015,S,DB,D
982,,Clive Walford,Clive,Walford,251,76,Miami,2015,TE,TE,O
988,,Cody Fajardo,Cody,Fajardo,223,73,Nevada,2015,QB,QB,O
995,,Cody Prewitt,Cody,Prewitt,208,74,Ole Miss,2015,S,DB,D
1019,,Connor Halliday,Connor,Halliday,204,75,Washington State,2015,QB,QB,O
1036,,Corey Crawford,Corey,Crawford,299,77,Clemson,2015,DE,DL,D
1044,,Corey Robinson,Corey,Robinson,324,79,South Carolina,2015,OT,OL,O
1085,,Craig Mager,Craig,Mager,201,71,Texas State,2015,CB,DB,D
1127,,D.J. Humphries,D.J.,Humphries,307,77,Florida,2015,OT,OL,O
1114,4040770.0,D'Joun Smith,D'Joun,Smith,187,70,Florida Atlantic,2015,CB,DB,D
1150,3921951.0,Da'Ron Brown,Da'Ron,Brown,205,72,Northern Illinois,2015,WR,WR,O
1170,,Damarious Randall,Damarious,Randall,196,71,Arizona State,2015,S,DB,D
1178,,Damian Swann,Damian,Swann,189,72,Georgia,2015,CB,DB,D
1185,,Damien Wilson,Damien,Wilson,245,72,Minnesota,2015,ILB,LB,D
1225,,Danielle Hunter,Danielle,Hunter,252,77,LSU,2015,DE,DL,D
1235,,Danny Shelton,Danny,Shelton,339,74,Washington,2015,DT,DL,D
1256,,Darius Philon,Darius,Philon,298,73,Arkansas,2015,DT,DL,D
1288,,Darren Waller,Darren,Waller,238,78,Georgia Tech,2015,WR,WR,O
1290,,Darrian Miller,Darrian,Miller,307,77,Kentucky,2015,OT,OL,O
1154,,DaVaris Daniels,DaVaris,Daniels,201,73,Notre Dame,2015,WR,WR,O
1327,,David Cobb,David,Cobb,229,71,Minnesota,2015,RB,RB,O
1339,,David Johnson,David,Johnson,224,73,Northern Iowa,2015,RB,RB,O
1351,,David Parry,David,Parry,308,73,Stanford,2015,DT,DL,D
1397,,DeAndre Smelter,DeAndre,Smelter,226,74,Georgia Tech,2015,WR,WR,O
1399,,DeAndrew White,DeAndrew,White,193,71,Alabama,2015,WR,WR,O
1438,,Dee Hart,Dee,Hart,199,67,Colorado State,2015,RB,RB,O
1481,,Denzel Perryman,Denzel,Perryman,236,71,Miami,2015,ILB,LB,D
1489,,Deon Long,Deon,Long,192,72,Maryland,2015,WR,WR,O
1526,,Derrick Lott,Derrick,Lott,314,76,Chattanooga,2015,DT,DL,D
1535,3918041.0,Derron Smith,Derron,Smith,200,70,Fresno State,2015,S,DB,D
1546,,Detrick Bonner,Detrick,Bonner,207,72,Virginia Tech,2015,S,DB,D
1550,,Devante Davis,Devante,Davis,220,75,UNLV,2015,WR,WR,O
1422,,DeVante Parker,DeVante,Parker,209,75,Louisville,2015,WR,WR,O
1557,,Devin Funchess,Devin,Funchess,232,76,Michigan,2015,WR,WR,O
1561,,Devin Smith,Devin,Smith,196,72,Ohio State,2015,WR,WR,O
1606,,Dominique Brown,Dominique,Brown,234,74,Louisville,2015,RB,RB,O
1617,,Donald Celiscar,Donald,Celiscar,194,71,Western Michigan,2015,CB,DB,D
1644,,Doran Grant,Doran,Grant,200,70,Ohio State,2015,CB,DB,D
1645,,Dorial Green-Beckham,Dorial,Green-Beckham,237,77,Oklahoma,2015,WR,WR,O
1665,,Dres Anderson,Dres,Anderson,187,73,Utah,2015,WR,WR,O
1685,,Duke Johnson,Duke,Johnson,207,69,Miami,2015,RB,RB,O
1690,,Durell Eskridge,Durell,Eskridge,208,75,Syracuse,2015,S,DB,D
1713,,E.J. Bibbs,E.J.,Bibbs,258,74,Iowa State,2015,TE,TE,O
1735,,Eddie Goldman,Eddie,Goldman,336,76,Florida State,2015,DT,DL,D
1751,,Eli Harold,Eli,Harold,247,75,Virginia,2015,OLB,LB,D
1761,,Ellis McCarthy,Ellis,McCarthy,338,77,UCLA,2015,DT,DL,D
1776,,Ereck Flowers,Ereck,Flowers,329,78,Miami,2015,OT,OL,O
1788,,Eric Kendricks,Eric,Kendricks,232,72,UCLA,2015,ILB,LB,D
1796,,Eric Rowe,Eric,Rowe,205,73,Utah,2015,CB,DB,D
1800,,Eric Tomlinson,Eric,Tomlinson,263,78,UTEP,2015,TE,TE,O
1830,,Ezell Ruffin,Ezell,Ruffin,218,72,San Diego State,2015,WR,WR,O
1844,,Frank Clark,Frank,Clark,271,75,Michigan,2015,DE,DL,D
1871,,Gabe Wright,Gabe,Wright,300,75,Auburn,2015,DT,DL,D
1879,,Garrett Grayson,Garrett,Grayson,213,74,Colorado State,2015,QB,QB,O
1883,,Garry Peters,Garry,Peters,191,72,Clemson,2015,CB,DB,D
1895,,Geneo Grissom,Geneo,Grissom,262,75,Oklahoma,2015,OLB,LB,D
1909,,Gerald Christian,Gerald,Christian,244,75,Louisville,2015,TE,TE,O
1919,,Geremy Davis,Geremy,Davis,216,74,Connecticut,2015,WR,WR,O
1921,,Gerod Holliman,Gerod,Holliman,218,72,Louisville,2015,S,DB,D
1944,,Grady Jarrett,Grady,Jarrett,304,73,Clemson,2015,DT,DL,D
1963,,Greg Mancz,Greg,Mancz,301,76,Toledo,2015,C,OL,O
2000,,Hau'oli Kikaha,Hau'oli,Kikaha,253,74,Washington,2015,OLB,LB,D
2003,,Hayes Pullard,Hayes,Pullard,240,72,USC,2015,ILB,LB,D
2007,,Henry Anderson,Henry,Anderson,294,78,Stanford,2015,DE,DL,D
2018,,Hroniss Grasu,Hroniss,Grasu,297,75,Virginia Tech,2015,C,OL,O
2033,4035635.0,Ibraheim Campbell,Ibraheim,Campbell,208,71,Northwestern,2015,S,DB,D
2037,,Ifo Ekpre-Olomu,Ifo,Ekpre-Olomu,192,69,Oregon,2015,CB,DB,D
2073,,J.R. Tavai,J.R.,Tavai,249,74,USC,2015,OLB,LB,D
2076,,J.T. Surratt,J.T.,Surratt,304,73,South Carolina,2015,DT,DL,D
2109,,Jacoby Glenn,Jacoby,Glenn,179,72,UCF,2015,CB,DB,D
2080,,JaCorey Shepherd,JaCorey,Shepherd,199,71,Kansas,2015,CB,DB,D
2117,,Jaelen Strong,Jaelen,Strong,217,74,Arizona State,2015,WR,WR,O
2123,,Jahwan Edwards,Jahwan,Edwards,220,69,Ball State,2015,RB,RB,O
2138,,Jake Ryan,Jake,Ryan,240,74,Michigan,2015,OLB,LB,D
2144,,Jalen Collins,Jalen,Collins,203,73,LSU,2015,CB,DB,D
2157,,Jalston Fowler,Jalston,Fowler,254,71,Alabama,2015,FB,RB,O
2188,,Jameis Winston,Jameis,Winston,231,76,Florida State,2015,QB,QB,O
2220,,James Sample,James,Sample,209,74,Louisville,2015,S,DB,D
2238,,Jamil Douglas,Jamil,Douglas,304,76,Arizona State,2015,OG,OL,O
2239,,Jamison Crowder,Jamison,Crowder,185,68,Duke,2015,WR,WR,O
2241,,Jamon Brown,Jamon,Brown,323,76,Louisville,2015,OT,OL,O
2333,,Javorius Allen,Javorius,Allen,221,72,USC,2015,RB,RB,O
2337,,Jay Ajayi,Jay,Ajayi,221,72,Boise State,2015,RB,RB,O
2355,,Jean Sifrin,Jean,Sifrin,245,77,UMass,2015,TE,TE,O
2364,,Jeff Heuerman,Jeff,Heuerman,254,77,Ohio State,2015,TE,TE,O
2408,,Jeremy Langford,Jeremy,Langford,208,72,Michigan State,2015,RB,RB,O
2426,,Jermaine Whitehead,Jermaine,Whitehead,197,71,Auburn,2015,S,DB,D
2455,,Jesse James,Jesse,James,261,79,Penn State,2015,TE,TE,O
2486,,Joe Cardona,Joe,Cardona,242,74,Navy,2015,LS,LS,ST
2526,,Joey Iosefa,Joey,Iosefa,247,72,Hawaii,2015,FB,RB,O
2527,,Joey Mbu,Joey,Mbu,313,75,Houston,2015,DT,DL,D
2634,,Jordan Hicks,Jordan,Hicks,236,73,Texas,2015,OLB,LB,D
2653,,Jordan Phillips,Jordan,Phillips,329,77,Oklahoma,2015,DT,DL,D
2656,,Jordan Richards,Jordan,Richards,211,71,Stanford,2015,S,DB,D
2699,,Josh Harper,Josh,Harper,191,73,Fresno State,2015,WR,WR,O
2727,,Josh Robinson,Josh,Robinson,217,68,Mississippi State,2015,RB,RB,O
2730,,Josh Shaw,Josh,Shaw,201,72,USC,2015,CB,DB,D
2756,,Julian Wilson,Julian,Wilson,205,74,Oklahoma,2015,CB,DB,D
2773,,Justin Coleman,Justin,Coleman,185,71,Tennessee,2015,CB,DB,D
2774,,Justin Cox,Justin,Cox,191,73,Mississippi State,2015,CB,DB,D
2787,,Justin Hardy,Justin,Hardy,192,70,East Carolina,2015,WR,WR,O
2822,,Kaelin Clay,Kaelin,Clay,195,70,Utah,2015,WR,WR,O
2854,,Karlos Williams,Karlos,Williams,230,73,Florida State,2015,RB,RB,O
2895,,Keith Mumphery,Keith,Mumphery,215,72,Michigan State,2015,WR,WR,O
2954,,Kenny Bell,Kenny,Bell,197,73,Nebraska,2015,WR,WR,O
2960,,Kenny Hilliard,Kenny,Hilliard,226,72,LSU,2015,RB,RB,O
3012,,Kevin Johnson,Kevin,Johnson,188,72,Wake Forest,2015,CB,DB,D
3034,,Kevin White,Kevin,White,183,69,TCU,2015,CB,DB,D
3035,3916085.0,Kevin White,Kevin,White,215,75,West Virginia,2015,WR,WR,O
3085,,Kurtis Drummond,Kurtis,Drummond,208,73,Michigan State,2015,S,DB,D
3089,559600.0,Kwon Alexander,Kwon,Alexander,227,73,LSU,2015,OLB,LB,D
3112,,Kyshoen Jarrett,Kyshoen,Jarrett,200,70,Virginia Tech,2015,S,DB,D
3117,,La'el Collins,La'el,Collins,305,76,LSU,2015,OT,OL,O
3130,,Ladarius Gunter,Ladarius,Gunter,202,73,Miami,2015,S,DB,D
3148,4567113.0,Landon Collins,Landon,Collins,228,72,Alabama,2015,S,DB,D
3207,,Leon Orr,Leon,Orr,323,77,Florida,2015,DT,DL,D
3217,,Leonard Williams,Leonard,Williams,302,77,USC,2015,DT,DL,D
3224,,Leterrius Walton,Leterrius,Walton,319,77,Central Michigan,2015,DT,DL,D
3254,,Lorenzo Doss,Lorenzo,Doss,182,70,Tulane,2015,CB,DB,D
3255,,Lorenzo Mauldin,Lorenzo,Mauldin,259,76,Louisville,2015,OLB,LB,D
3262,,Louis Trinca-Pasat,Louis,Trinca-Pasat,290,73,Iowa,2015,DT,DL,D
3291,,Malcolm Brown,Malcolm,Brown,224,71,Texas,2015,RB,RB,O
3296,,Malcom Brown,Malcom,Brown,319,74,Texas,2015,DT,DL,D
3341,,Marcus Hardison,Marcus,Hardison,307,75,Arizona State,2015,DT,DL,D
3351,,Marcus Mariota,Marcus,Mariota,222,76,Oregon,2015,QB,QB,O
3359,,Marcus Murphy,Marcus,Murphy,198,69,Missouri,2015,RB,RB,O
3361,,Marcus Peters,Marcus,Peters,197,72,Washington,2015,CB,DB,D
3375,,Mario Alford,Mario,Alford,180,68,West Virginia,2015,WR,WR,O
3377,,"Mario Edwards, Jr.",Mario,"Edwards,",279,75,Florida State,2015,DE,DL,D
3397,,Mark Glowinski,Mark,Glowinski,307,76,West Virginia,2015,OG,OL,O
3403,,Mark Nzeocha,Mark,Nzeocha,232,74,Wyoming,2015,OLB,LB,D
3411,,Markus Golden,Markus,Golden,260,74,Missouri,2015,OLB,LB,D
3452,,Martin Ifedi,Martin,Ifedi,275,75,Memphis,2015,DE,DL,D
3457,,Martrell Spaight,Martrell,Spaight,236,72,Arkansas,2015,ILB,LB,D
3485,,Matt Jones,Matt,Jones,231,74,Florida,2015,RB,RB,O
3535,,Max Valles,Max,Valles,251,77,Virginia,2015,OLB,LB,D
3537,,Maxx Williams,Maxx,Williams,249,76,Minnesota,2015,TE,TE,O
3542,,Melvin Gordon,Melvin,Gordon,215,73,Wisconsin,2015,RB,RB,O
3556,,Michael Burton,Michael,Burton,242,71,Rutgers,2015,FB,RB,O
