,full_name,ElasticNetCV,ElasticNetCV Bins,max_madden,madden_cat,position_group_rank,draft_year
7,Damarkus Lodge,71.90675165721133,70,62.0,60,400.0,2019
23,Jamal Custis,71.03762370178521,70,63.0,60,400.0,2019
25,Jaylen Smith,70.02261608111067,70,61.0,60,400.0,2019
29,Keelan Doss,68.37086153615245,60,68.0,60,400.0,2019
4,Bisi Johnson,67.70666361784164,60,42.0,40,400.0,2019
44,Travis Fulgham,67.27179990477315,60,66.0,60,400.0,2019
24,Jamarius Way,66.8167507193361,60,42.0,40,400.0,2019
42,Terry Godwin,66.6384692966422,60,42.0,40,400.0,2019
32,Lil'Jordan Humphrey,66.49292718766276,60,64.0,60,400.0,2019
30,Keesean Johnson,65.61145426332453,60,70.0,70,400.0,2019
37,Nyqwan Murray,64.87857156216886,60,42.0,40,400.0,2019
40,Ryan Davis,64.78290754962664,60,42.0,40,400.0,2019
39,Riley Ridley,64.66223419996061,60,69.0,60,400.0,2019
12,Diontae Johnson,64.36608615467996,60,76.0,70,400.0,2019
19,Hunter Renfrow,63.665512744802754,60,74.0,70,400.0,2019
28,Jovon Durante,61.391330035828936,60,42.0,40,400.0,2019
