espn_id,full_name,first_name,last_name,position,position_group,section,college,home_city,home_state,home_country
4596298,Leroy Deshazor,Leroy,Deshazor,WR,WR,O,Arkansas State,Lakeland,FL        ,USA
4594160,Brice Honaker,Brice,Honaker,PK,PK,ST,Air Force,Howe,TX        ,USA
4594086,Paul Hammonds,Paul,Hammonds,LB,LB,D,UAB,Northport,AL        ,USA
4593938,Kaleb Prejean,Kaleb,Prejean,TE,TE,O,Temple,Bristow,VA        ,USA
4591752,Dante Johnson,Dante,Johnson,WR,WR,O,Miami,Covington,GA        ,USA
4591751,Connor Byrne,Connor,Byrne,WR,WR,O,Miami,Fairfield,CT        ,USA
4591750,Isaiah Cashwell,Isaiah,Cashwell,RB,RB,O,Miami,Mineola,NY        ,USA
4590908,Tim Kidd-Glass,Tim,Kidd-Glass,S,DB,D,Liberty,,,
4590890,Joe Stevens,Joe,Stevens,CB,DB,D,Michigan State,Northville,MI        ,USA
4589052,Desmond Noel,Desmond,Noel,OL,OL,O,Florida Atlantic,Cincinnati,OH        ,USA
4588642,Jack Drake,Jack,Drake,CB,DB,D,USC,Danville,CA        ,USA
4588640,Justin Newell,Justin,Newell,CB,DB,D,USC,West Orange,NJ        ,USA
4587415,Doug Bates,Doug,Bates,TE,TE,O,Toledo,,,
4587403,Anthony Harrison,Anthony,Harrison,DL,DL,D,Toledo,,,
4584584,Jamykal Neal,Jamykal,Neal,DL,DL,D,Houston,,,
4584519,Brayton Hundley,Brayton,Hundley,WR,WR,O,Florida,Port Orange,FL        ,USA
4584517,Michael Hart,Michael,Hart,WR,WR,O,Florida,Babylon,NY        ,USA
4584402,Jalen Boes,Jalen,Boes,WR,WR,O,Central Michigan,Union City,MI        ,USA
4584278,Brandon Pierce,Brandon,Pierce,WR,WR,O,Arizona State,Mission Hills,CA        ,USA
4578344,Tyler Barkeley,Tyler,Barkeley,WR,WR,O,Central Michigan,Lake Orion,MI        ,USA
4578343,Moe Kosso,Moe,Kosso,DB,DB,D,Central Michigan,Plainfield,NJ        ,USA
4578336,Isaiah Dunnuck,Isaiah,Dunnuck,TE,TE,O,Ball State,Fishers,IN        ,USA
4578333,Dean Tate,Dean,Tate,WR,WR,O,Ball State,Indianapolis,IN        ,USA
4578332,John Mitchell,John,Mitchell,DL,DL,D,Akron,Crete,IL        ,USA
4578331,Gabreil Larsosa,Gabreil,Larsosa,DL,DL,D,Akron,Lorain,OH        ,USA
4578275,Sampson Dorsonne,Sampson,Dorsonne,OL,OL,O,Florida Atlantic,Boynton Beach,FL        ,USA
4578274,Jonathan Francois,Jonathan,Francois,LB,LB,D,Florida Atlantic,Hialeah,FL        ,USA
4578145,Mikeal Bradford,Mikeal,Bradford,DB,DB,D,Nevada,Compton,CA        ,USA
4578142,Julian Diaz,Julian,Diaz,PK,PK,ST,Nevada,Lincoln,CA        ,USA
4577781,Tony Collier,Tony,Collier,CB,DB,D,New Mexico,Little Rock,AR        ,USA
4577779,Blake Wells,Blake,Wells,WR,WR,O,New Mexico,Clovis,CA        ,USA
4577778,Kyle Peterson,Kyle,Peterson,WR,WR,O,Baylor,Thousand Oaks,CA        ,USA
4577777,Tony Williams,Tony,Williams,LB,LB,D,Old Dominion,Lake Forest,CA        ,USA
4577764,Kerry Raymond,Kerry,Raymond,RB,RB,O,UMass,Brockton,MA        ,USA
4577755,Jeremy Martin,Jeremy,Martin,PK,PK,ST,UMass,Charlton,MA        ,USA
4577753,Liam Fitzpatrick,Liam,Fitzpatrick,WR,WR,O,UMass,Winchester,MA        ,USA
4577751,Nathan Drislane,Nathan,Drislane,LB,LB,D,UMass,Lynnfield,MA        ,USA
4577749,Andre Domond,Andre,Domond,S,DB,D,UMass,Cambridge,MA        ,USA
4577744,Zack Kadri,Zack,Kadri,OL,OL,O,Eastern Michigan,Lynnwood,WA        ,USA
4577743,Tariq Speights,Tariq,Speights,LB,LB,D,Eastern Michigan,Valencia,CA        ,USA
4577735,Denzel Daxon,Denzel,Daxon,DL,DL,D,Ohio,Nassau,NP        ,Bahamas
4577733,Blake Perdue,Blake,Perdue,WR,WR,O,Baylor,Amarillo,TX        ,USA
4577726,Jawaun Johnson,Jawaun,Johnson,WR,WR,O,Louisiana Tech,Fullerton,CA        ,USA
4577582,Raekwon Webb,Raekwon,Webb,RB,RB,O,Florida State,Panama City,FL        ,USA
4577533,Camden Coleman,Camden,Coleman,DB,DB,D,Vanderbilt,Champaign,IL        ,USA
4577531,Morris Joseph,Morris,Joseph,DL,DL,D,Memphis,Orange,TX        ,USA
4577516,Cavon Croom,Cavon,Croom,WR,WR,O,Bowling Green,Sandusky,OH        ,USA
4577074,Nick Nazarian,Nick,Nazarian,WR,WR,O,Colorado,Novato,CA        ,USA
4577072,Demond Stewart,Demond,Stewart,DL,DL,D,Charlotte,Laplace,LA        ,USA
4577065,Sefo Mailangi,Sefo,Mailangi,TE,TE,O,San Diego State,Huntington Beach,CA        ,USA
4577064,Jalen Booth,Jalen,Booth,OL,OL,O,San Diego State,San Diego,CA        ,USA
4576845,Isaiah Wooden,Isaiah,Wooden,WR,WR,O,Kent State,San Diego,CA        ,USA
4576787,Vincenzo Granatelli,Vincenzo,Granatelli,DB,DB,D,Arizona State,Moorpark,CA        ,USA
4576784,Devin Neal,Devin,Neal,WR,WR,O,Arizona State,Eloy,AZ        ,USA
4576782,Peyton Tuggle,Peyton,Tuggle,WR,WR,O,Texas State,Cedar Creek,TX        ,USA
4576779,Alex Lipps,Alex,Lipps,LS,LS,ST,Texas State,Huntington Beach,CA        ,USA
4576777,Seth Keller,Seth,Keller,PK,PK,ST,Texas State,Colleyville,TX        ,USA
4576775,Lincoln Warren,Lincoln,Warren,WR,WR,O,Texas State,Mesquite,TX        ,USA
4576769,Chase Wester,Chase,Wester,RB,RB,O,BYU,Hoschton,GA        ,USA
4576767,Zac McIntosh,Zac,McIntosh,OL,OL,O,Clemson,Belton,SC        ,USA
4575885,Brody Padilla,Brody,Padilla,DB,DB,D,Hawaii,Ewa Beach,HI        ,USA
4575770,Jaylan Beene,Jaylan,Beene,WR,WR,O,Louisiana Monroe,Shreveport,LA        ,USA
4575769,Darin Turner,Darin,Turner,WR,WR,O,Louisiana Monroe,Shreveport,LA        ,USA
4575768,Chase Green,Chase,Green,WR,WR,O,Louisiana Monroe,Brusly,LA        ,USA
4575767,Will Derrick,Will,Derrick,WR,WR,O,Louisiana Monroe,Shreveport,LA        ,USA
4575756,Ivin White Jr.,Ivin,White Jr.,DE,DL,D,Louisiana Monroe,Jackson,MS        ,USA
4575749,Ja'Quane Nelson,Ja'Quane,Nelson,DL,DL,D,Louisiana,High Point,NC        ,USA
4575747,Cody Myers,Cody,Myers,LS,LS,ST,Louisiana,Pelahatchie,MS        ,USA
4575743,Jayrin Wilson,Jayrin,Wilson,DB,DB,D,Louisiana,Lafayette,LA        ,USA
4575715,Jacob Gasser,Jacob,Gasser,WR,WR,O,UNLV,Long Beach,CA        ,USA
4575713,Rex Goossen,Rex,Goossen,LS,LS,ST,UNLV,Scottsdale,AZ        ,USA
4575711,Darran Williams,Darran,Williams,RB,RB,O,UNLV,Oklahoma City,OK        ,USA
4575708,Michael Arenberg,Michael,Arenberg,PK,PK,ST,Western Michigan,Cary,IL        ,USA
4575705,Dawson Schick,Dawson,Schick,RB,RB,O,Western Michigan,Oklahoma City,OK        ,USA
4575686,Hayden Nease,Hayden,Nease,RB,RB,O,Miami (OH),Bellefontaine,OH        ,USA
4575683,DJ Turner,DJ,Turner,LB,LB,D,UTEP,Bellflower,CA        ,USA
4575670,Dy'Vonne Inyang,Dy'Vonne,Inyang,DB,DB,D,UTEP,Missouri City,TX        ,USA
4575668,Gavin Hardison,Gavin,Hardison,QB,QB,O,UTEP,Hobbs,NM        ,USA
4575662,Isaiah Bravo,Isaiah,Bravo,QB,QB,O,UTEP,West Covina,CA        ,USA
4575660,Dakari Bickham,Dakari,Bickham,DE,DL,D,UTEP,Grand Rapids,MI        ,USA
4575656,Clarence Hicks,Clarence,Hicks,DE,DL,D,UT San Antonio,Pensacola,FL        ,USA
4575640,Jarrett Horst,Jarrett,Horst,OL,OL,O,Arkansas State,Middleton,WI        ,USA
4575639,Khaliff Davis,Khaliff,Davis,OL,OL,O,Arkansas State,Memphis,TN        ,USA
4575628,Matt Bromell,Matt,Bromell,P,P,ST,Southern Mississippi,Melbourne,VIC       ,Australia
4575627,Walter Bell,Walter,Bell,WR,WR,O,Southern Mississippi,New Orleans,LA        ,USA
4575626,Joseph Anderson,Joseph,Anderson,DB,DB,D,Southern Mississippi,Puckett,MS        ,USA
4575618,Robert Washington,Robert,Washington,RB,RB,O,Old Dominion,Huntersville,NC        ,USA
4575601,Nathaniel Herrera,Nathaniel,Herrera,OL,OL,O,North Texas,San Juan,TX        ,USA
4575577,Keenan Jernigan,Keenan,Jernigan,LB,LB,D,Troy,Dothan,AL        ,USA
4575557,LJ Early,LJ,Early,DB,DB,D,Fresno State,Tulare,CA        ,USA
4575556,Jason Diaz Jr.,Jason,Diaz Jr.,DB,DB,D,Fresno State,Fresno,CA        ,USA
4575546,Ozziah Williams,Ozziah,Williams,CB,DB,D,Boise State,Tampa,FL        ,USA
4575510,Siante Bellanfant,Siante,Bellanfant,S,DB,D,Middle Tennessee,Nashville,TN        ,USA
4575496,Brian Holloway,Brian,Holloway,LB,LB,D,SMU,League City,TX        ,USA
4575457,Pailate Makakona,Pailate,Makakona,RB,RB,O,Utah State,West Valley City,UT        ,USA
4575456,Patrick Maddox,Patrick,Maddox,S,DB,D,Utah State,Portland,OR        ,USA
4575443,Dominick Sidari,Dominick,Sidari,TE,TE,O,Indiana,Saint Charles,IL        ,USA
4575441,Bryan Parker,Bryan,Parker,WR,WR,O,Indiana,Whitewater,WI        ,USA
4575427,Jahkeem Green,Jahkeem,Green,DL,DL,D,Nebraska,Sumter,SC        ,USA
4575424,Troy Te'O,Troy,Te'O,DL,DL,D,Texas Tech,Lubbock,TX        ,USA
4575422,Seth Ette,Seth,Ette,DB,DB,D,Texas Tech,Mansfield,TX        ,USA
4575402,Bradley King,Bradley,King,P,P,ST,Penn State,Geneva,IL        ,USA
4575396,Adrian Bryant,Adrian,Bryant,WR,WR,O,Florida Atlantic,Winter Haven,FL        ,USA
4575228,Hunter Nye,Hunter,Nye,RB,RB,O,San Jose State,Hollister,CA        ,USA
4575224,Jakwaize Walker,Jakwaize,Walker,DB,DB,D,Ole Miss,Pascagoula,MS        ,USA
4575216,Casey Griffith,Casey,Griffith,PK,PK,ST,Ole Miss,Vicksburg,MS        ,USA
4575213,Malik Sanders,Malik,Sanders,CB,DB,D,Mississippi State,Greenville,MS        ,USA
4575212,Jay Jimison,Jay,Jimison,CB,DB,D,Mississippi State,Forest,MS        ,USA
4575211,Nick Jarrett,Nick,Jarrett,LB,LB,D,Mississippi State,Harvest,AL        ,USA
4575120,Aaron Olalude,Aaron,Olalude,DB,DB,D,Georgia,Ibadan,,Nigeria
4575109,Tyler Beaver,Tyler,Beaver,DB,DB,D,Georgia,Blue Ridge,GA        ,USA
4574974,Ben Honis,Ben,Honis,TE,TE,O,Syracuse,Jamesville,NY        ,USA
4574961,Tyree Green,Tyree,Green,DE,DL,D,NC State,Cornelius,NC        ,USA
4574868,Melvin Billingsley,Melvin,Billingsley,TE,TE,O,Alabama,Opelika,AL        ,USA
4574867,Landon Bothwell,Landon,Bothwell,DL,DL,D,Alabama,Oneonta,AL        ,USA
4574857,Nels Haltom,Nels,Haltom,PK,PK,ST,Utah,Salt Lake City,UT        ,USA
4574773,Michael Denson,Michael,Denson,OL,OL,O,Memphis,Rockwall,TX        ,USA
4574772,Brian Thomas,Brian,Thomas,OL,OL,O,Memphis,Baton Rouge,LA        ,USA
4574754,Brian Smith,Brian,Smith,DL,DL,D,East Carolina,Greenville,NC        ,USA
4574329,Carlton Todd,Carlton,Todd,WR,WR,O,Buffalo,Waterloo,IA        ,USA
4574328,Levi Shetler,Levi,Shetler,WR,WR,O,Buffalo,Paris,TX        ,USA
4574323,Alain Schaerer,Alain,Schaerer,OL,OL,O,Buffalo,Zurich,,Switzerland
4574322,Zander Heim,Zander,Heim,DE,DL,D,Buffalo,Boca Raton,FL        ,USA
4574315,Bernard Porter,Bernard,Porter,WR,WR,O,Buffalo,Columbia,SC        ,USA
4574311,Daniel Lee,Daniel,Lee,WR,WR,O,Buffalo,Breaux Bridge,LA        ,USA
4574310,Alec Wyble-Meza,Alec,Wyble-Meza,RB,RB,O,BYU,Casa Grande,AZ        ,USA
4574284,Da'Quon Godfrey,Da'Quon,Godfrey,RB,RB,O,UAB,Huntsville,AL        ,USA
4573382,Garviea Freeny,Garviea,Freeny,,,,Abilene Christian,,,
4573375,Tanner Parker,Tanner,Parker,,,,Abilene Christian,,,
4573366,Lakendrick Jones,Lakendrick,Jones,,,,Abilene Christian,,,
4573365,Anthony Egbo,Anthony,Egbo,,,,Abilene Christian,,,
4573363,Tory Hargrove,Tory,Hargrove,,,,Abilene Christian,,,
4573359,Andrew Stripling,Andrew,Stripling,,,,Abilene Christian,,,
4573357,Ryan Stapp,Ryan,Stapp,,,,Abilene Christian,,,
4573156,Pelumi Okeowo,Pelumi,Okeowo,RB,RB,O,Kansas,Wichita,KS        ,USA
4573155,Malcolm Lee,Malcolm,Lee,DL,DL,D,Kansas,Omaha,NE        ,USA
4573153,Hayden Hatcher,Hayden,Hatcher,LB,LB,D,Kansas,Council Bluffs,IA        ,USA
4573139,Kamali'i Akina,Kamali'i,Akina,QB,QB,O,Hawaii,Stanford,CA        ,USA
4573137,Leonard Lee,Leonard,Lee,DB,DB,D,Hawaii,Wahiawa,HI        ,USA
4572483,Garrison Tullos,Garrison,Tullos,OL,OL,O,New Mexico State,Bryan,TX        ,USA
4572480,John Ramirez,John,Ramirez,LB,LB,D,New Mexico State,Las Cruces,NM        ,USA
4572478,Anthony Pioche-Lee,Anthony,Pioche-Lee,OL,OL,O,New Mexico State,Fruitland,NM        ,USA
4572475,Eric Marsh,Eric,Marsh,LB,LB,D,New Mexico State,Buckeye,AZ        ,USA
4572473,Dylan Grant,Dylan,Grant,LB,LB,D,New Mexico State,Dublin,CA        ,USA
4572472,Jacob Franklin,Jacob,Franklin,LB,LB,D,New Mexico State,Peoria,AZ        ,USA
4572471,Jahre Fish,Jahre,Fish,WR,WR,O,New Mexico State,Washington,DC        ,USA
4572470,Brennon Davis,Brennon,Davis,LB,LB,D,New Mexico State,Grapevine,TX        ,USA
4572468,Josh Carlson,Josh,Carlson,P,P,ST,New Mexico State,Gilbert,AZ        ,USA
4572467,Ethan Albertson,Ethan,Albertson,PK,PK,ST,New Mexico State,San Diego,CA        ,USA
4572462,Willie Tyler,Willie,Tyler,OL,OL,O,Texas,Racine,WI        ,USA
4572453,Juwan Mitchell,Juwan,Mitchell,LB,LB,D,Texas,Newark,NJ        ,USA
4572397,Jonah Tavai,Jonah,Tavai,DL,DL,D,San Diego State,Manhattan Beach,CA        ,USA
4572390,Lasse Engel,Lasse,Engel,CB,DB,D,San Diego State,Stuttgart,,Germany
4572389,Eric Wilson,Eric,Wilson,CB,DB,D,San Diego State,Oceanside,CA        ,USA
4572387,Jordon Brookshire,Jordon,Brookshire,QB,QB,O,San Diego State,Santa Rosa,CA        ,USA
4572370,Javon Turner,Javon,Turner,WR,WR,O,UMass,Newark,NJ        ,USA
4572369,Dalton Tomlison,Dalton,Tomlison,OL,OL,O,UMass,Beaver,OH        ,USA
4572366,Andrew Brito,Andrew,Brito,QB,QB,O,UMass,Paramus,NJ        ,USA
4572365,Bryce Wade,Bryce,Wade,OL,OL,O,UMass,Albuquerque,NM        ,USA
4572363,Logan Darby,Logan,Darby,S,DB,D,UMass,Bentonville,AR        ,USA
4572362,Aaron Kelly,Aaron,Kelly,S,DB,D,UMass,Washington,DC        ,USA
4572361,Cam Roberson,Cam,Roberson,WR,WR,O,UMass,Bakersfield,CA        ,USA
4572057,Desmond Nicholas,Desmond,Nicholas,WR,WR,O,Michigan,Buffalo,NY        ,USA
4572046,Matt Torey,Matt,Torey,WR,WR,O,Michigan,Sterling Heights,MI        ,USA
4572044,Jonathan Lampani,Jonathan,Lampani,LB,LB,D,Michigan,Grand Rapids,MI        ,USA
4572039,Nicholas Capatina,Nicholas,Capatina,RB,RB,O,Michigan,Detroit,MI        ,USA
4571800,Diamond Harrell,Diamond,Harrell,DB,DB,D,Connecticut,Canoga Park,CA        ,USA
4571799,Andrew Torres-Silva,Andrew,Torres-Silva,OL,OL,O,Connecticut,Castroville,CA        ,USA
4571670,Jacob Goldberg,Jacob,Goldberg,LS,LS,ST,Air Force,Plantation,FL        ,USA
4571669,DeAndre Hughes,DeAndre,Hughes,WR,WR,O,Air Force,Phoenix,AZ        ,USA
4571668,Jake Spiewak,Jake,Spiewak,WR,WR,O,Air Force,Centerville,OH        ,USA
4571667,Daniel Morris,Daniel,Morris,WR,WR,O,Air Force,Saint Peters,MO        ,USA
4571666,Isaac Cochran,Isaac,Cochran,OL,OL,O,Air Force,Concord,NC        ,USA
4571665,Benjamin Mercer,Benjamin,Mercer,OL,OL,O,Air Force,Jacksonville,FL        ,USA
4571664,Nicholas Noyen,Nicholas,Noyen,OL,OL,O,Air Force,West Chester,OH        ,USA
4571663,Kris Campbell,Kris,Campbell,OL,OL,O,Air Force,Sterling Heights,MI        ,USA
4571662,Jacob Miller,Jacob,Miller,OL,OL,O,Air Force,Port Orchard,WA        ,USA
4571661,Clark Daniel,Clark,Daniel,OL,OL,O,Air Force,Thomaston,GA        ,USA
4571660,Alec Hamilton,Alec,Hamilton,LB,LB,D,Air Force,Lone Tree,CO        ,USA
4571659,Grant Young,Grant,Young,LB,LB,D,Air Force,Cincinnati,OH        ,USA
4571658,Joe Moore,Joe,Moore,OL,OL,O,Air Force,Johnsburg,IL        ,USA
4571657,Noah Bush,Noah,Bush,LB,LB,D,Air Force,Athens,TX        ,USA
4571656,John Lyons,John,Lyons,LB,LB,D,Air Force,Memphis,TN        ,USA
4571655,Christopher Herrera,Christopher,Herrera,DL,DL,D,Air Force,League City,TX        ,USA
4571654,Nathan King,Nathan,King,LB,LB,D,Air Force,Port Matilda,PA        ,USA
4571653,Brandon Gooding,Brandon,Gooding,LB,LB,D,Air Force,Ventura,CA        ,USA
4571652,Omar Fattah,Omar,Fattah,FB,RB,O,Air Force,Lakewood,OH        ,USA
4571651,Matthew Anderson,Matthew,Anderson,DB,DB,D,Air Force,Fort Wayne,IN        ,USA
4571650,Timothy Jackson,Timothy,Jackson,FB,RB,O,Air Force,Vacaville,CA        ,USA
4571648,David Eure,David,Eure,DB,DB,D,Air Force,Gardena,CA        ,USA
4571647,Jakeem Patrick,Jakeem,Patrick,RB,RB,O,Air Force,Cedar Hill,MS        ,USA
4571646,Rodney Higdon,Rodney,Higdon,DB,DB,D,Air Force,Temple Terrace,FL        ,USA
4571645,Corvan Taylor,Corvan,Taylor,DB,DB,D,Air Force,Gilbert,AZ        ,USA
4571644,Colby Raphiel,Colby,Raphiel,DB,DB,D,Air Force,Humble,TX        ,USA
4571642,Luke Bohenek,Luke,Bohenek,WR,WR,O,Air Force,Cincinnati,OH        ,USA
4571641,Warren Bryan,Warren,Bryan,QB,QB,O,Air Force,Upland,CA        ,USA
4571636,Esaias Carpenter,Esaias,Carpenter,DL,DL,D,Marshall,Wichita,KS        ,USA
4571633,Zack Leininger,Zack,Leininger,TE,TE,O,Marshall,Hugoton,KS        ,USA
4571621,TJ Johnson,TJ,Johnson,DL,DL,D,Marshall,Southfield,MI        ,USA
4571596,Jonathan Sullivan,Jonathan,Sullivan,LS,LS,ST,Florida Atlantic,Winter Garden,FL        ,USA
4571594,Kent Jasmin,Kent,Jasmin,OL,OL,O,Florida Atlantic,Delray Beach,FL        ,USA
4571592,Derek Lilliquist,Derek,Lilliquist,OL,OL,O,Florida Atlantic,Vero Beach,FL        ,USA
4571587,Cecil Rolle Jr.,Cecil,Rolle Jr.,LB,LB,D,Florida Atlantic,Fort Pierce,FL        ,USA
4571585,Rhett Weidenbacher,Rhett,Weidenbacher,TE,TE,O,Florida Atlantic,Metairie,LA        ,USA
4571580,Caliph Brice,Caliph,Brice,LB,LB,D,Florida Atlantic,Rock Hill,SC        ,USA
4571579,Terique Owens,Terique,Owens,WR,WR,O,Florida Atlantic,Pleasanton,CA        ,USA
4571565,Antonio Spanolios,Antonio,Spanolios,OL,OL,O,South Florida,Tarpon Springs,FL        ,USA
4571561,Tyler Schlegel,Tyler,Schlegel,P,P,ST,South Florida,Jacksonville,FL        ,USA
4571558,Cody Gentry,Cody,Gentry,DB,DB,D,South Florida,Fort Worth,TX        ,USA
4570705,Danny Milam,Danny,Milam,DL,DL,D,Texas A&M,Douglasville,GA        ,USA
4570704,Spencer Higdon,Spencer,Higdon,LB,LB,D,Texas A&M,San Antonio,TX        ,USA
4570698,Thomas Spann,Thomas,Spann,OL,OL,O,Texas A&M,Mount Pleasant,TX        ,USA
4570696,McCrae Rutledge,McCrae,Rutledge,LB,LB,D,Texas A&M,Uvalde,TX        ,USA
4570695,Joseph Mawad,Joseph,Mawad,LB,LB,D,Texas A&M,Oyster Bay,NY        ,USA
4570691,Brady Marek,Brady,Marek,DB,DB,D,Texas A&M,Keller,TX        ,USA
4570690,Konnor Hitchcock,Konnor,Hitchcock,DB,DB,D,Texas A&M,Tyler,TX        ,USA
4570686,Zachary Cuellar,Zachary,Cuellar,DB,DB,D,Texas A&M,San Antonio,TX        ,USA
4570685,Noah Barker,Noah,Barker,DB,DB,D,Texas A&M,Salado,TX        ,USA
4570682,Devontae Davis,Devontae,Davis,DL,DL,D,South Carolina,New Ellenton,SC        ,USA
4570676,Jordan Villafane,Jordan,Villafane,DB,DB,D,South Carolina,East Stroudsburg,PA        ,USA
4570671,Jason Longwell,Jason,Longwell,DB,DB,D,Army,Clarksville,TN        ,USA
4570664,Garrett Nickelson,Garrett,Nickelson,OL,OL,O,Western Kentucky,League City,TX        ,USA
4570660,Bryce Chandler,Bryce,Chandler,OL,OL,O,Western Kentucky,Morganfield,KY        ,USA
4570659,Bryson Canada,Bryson,Canada,OL,OL,O,Western Kentucky,Lexington,KY        ,USA
4570658,Marcus Bragg,Marcus,Bragg,DL,DL,D,Western Kentucky,North Miami,FL        ,USA
4570582,Darel Middleton,Darel,Middleton,DL,DL,D,Tennessee,Knoxville,TN        ,USA
4570575,Savion Williams,Savion,Williams,DL,DL,D,Tennessee,Washington,DC        ,USA
4570557,Khalique Washington,Khalique,Washington,OL,OL,O,Southern Mississippi,Lebanon,PA        ,USA
4570552,Marquis McCoy,Marquis,McCoy,WR,WR,O,Southern Mississippi,Columbia,SC        ,USA
4570551,Eriq Kitchen,Eriq,Kitchen,DL,DL,D,Southern Mississippi,Batesville,MS        ,USA
4570550,Demarcus Jones,Demarcus,Jones,WR,WR,O,Southern Mississippi,Vicksburg,MS        ,USA
4570546,Swayze Bozeman,Swayze,Bozeman,LB,LB,D,Southern Mississippi,Flora,MS        ,USA
4570545,Will Lang,Will,Lang,PK,PK,ST,Southern Mississippi,Inverness,MS        ,USA
4570543,Kevin Perkins,Kevin,Perkins,RB,RB,O,Southern Mississippi,Tunica,MS        ,USA
4570539,Connor Cook,Connor,Cook,DB,DB,D,Southern Mississippi,Purvis,MS        ,USA
4570536,Tyrek Moody,Tyrek,Moody,DB,DB,D,Southern Mississippi,Petal,MS        ,USA
4570530,Markel Johnson,Markel,Johnson,LB,LB,D,South Alabama,Mobile,AL        ,USA
4570529,Markes Johnson,Markes,Johnson,DL,DL,D,South Alabama,Mobile,AL        ,USA
4570528,Jacob Shoemaker,Jacob,Shoemaker,OL,OL,O,South Alabama,Gulfport,MS        ,USA
4570525,Kent Foster,Kent,Foster,OL,OL,O,South Alabama,Pell City,AL        ,USA
4570522,Gi'Narious Johnson,Gi'Narious,Johnson,DL,DL,D,South Alabama,Gulfport,MS        ,USA
4570520,Nick Thompson,Nick,Thompson,TE,TE,O,South Alabama,Madison,MS        ,USA
4570519,Terrion Avery,Terrion,Avery,RB,RB,O,South Alabama,Wiggins,MS        ,USA
4570515,Kelvin Johnson,Kelvin,Johnson,LB,LB,D,South Alabama,Griffin,GA        ,USA
4570512,Tylan Morton,Tylan,Morton,QB,QB,O,South Alabama,Griffin,GA        ,USA
4570510,Jamel Thomas,Jamel,Thomas,WR,WR,O,South Alabama,Caledonia,MS        ,USA
4570503,Alec Ogden,Alec,Ogden,QB,QB,O,Middle Tennessee,Marshall,WI        ,USA
4570500,Chris Dye,Chris,Dye,QB,QB,O,Middle Tennessee,Smyrna,TN        ,USA
4570497,Jarrin Pierce,Jarrin,Pierce,WR,WR,O,Middle Tennessee,Los Angeles,CA        ,USA
4570495,Robert Jones,Robert,Jones,OL,OL,O,Middle Tennessee,Chicago,IL        ,USA
4570491,Jayy McDonald,Jayy,McDonald,RB,RB,O,Middle Tennessee,Oakland,CA        ,USA
4570490,Randall Johnson,Randall,Johnson,QB,QB,O,Middle Tennessee,Los Angeles,CA        ,USA
4570488,Job Dockery,Job,Dockery,WR,WR,O,Oregon State,Tacoma,WA        ,USA
4570483,Rob Vanderlaan,Rob,Vanderlaan,OL,OL,O,Oregon State,Berkeley,CA        ,USA
4570481,Noah Seumalo,Noah,Seumalo,LB,LB,D,Oregon State,Corvallis,OR        ,USA
4570480,James Rawls,James,Rawls,DL,DL,D,Oregon State,Inglewood,CA        ,USA
4570479,Jordan Whittley,Jordan,Whittley,DL,DL,D,Oregon State,Richmond,CA        ,USA
4570477,Simon Sandberg,Simon,Sandberg,DL,DL,D,Oregon State,Karlstad,,Sweden
4570470,Nahshon Wright,Nahshon,Wright,DB,DB,D,Oregon State,East Palo Alto,CA        ,USA
4570468,David Perales,David,Perales,DL,DL,D,Fresno State,Merced,CA        ,USA
4570466,Juan Rodriguez,Juan,Rodriguez,TE,TE,O,Fresno State,Portola,CA        ,USA
4570463,Tim Anderson,Tim,Anderson,OL,OL,O,Fresno State,Mission Viejo,CA        ,USA
4570458,Nikko Thomas,Nikko,Thomas,DL,DL,D,Fresno State,Portland,OR        ,USA
4570454,Cesar Silva,Cesar,Silva,PK,PK,ST,Fresno State,Milpitas,CA        ,USA
4570449,Keric Wheatfall,Keric,Wheatfall,WR,WR,O,Fresno State,Cypress,TX        ,USA
4570444,Deonta Belser,Deonta,Belser,DL,DL,D,Bowling Green,Cincinnati,OH        ,USA
4570437,Robert Atkinson,Robert,Atkinson,LB,LB,D,Bowling Green,Marble Falls,TX        ,USA
4570429,Tre'Ron Fullerton,Tre'Ron,Fullerton,RB,RB,O,Bowling Green,Cleveland,OH        ,USA
4570425,Nigel Sealey,Nigel,Sealey,RB,RB,O,Bowling Green,Philadelphia,PA        ,USA
4570421,Trent Reichelderfer,Trent,Reichelderfer,DB,DB,D,Bowling Green,Kenton,OH        ,USA
4570397,Devan Bass,Devan,Bass,RB,RB,O,Western Michigan,Turlock,CA        ,USA
4570395,Thiago Kapps,Thiago,Kapps,PK,PK,ST,Western Michigan,Rio De Janeiro,,Brazil
4570313,Kendall Major,Kendall,Major,OL,OL,O,Toledo,Beaumont,TX        ,USA
4570301,Devin Mitchell,Devin,Mitchell,DL,DL,D,Louisiana,Gonzales,LA        ,USA
4570295,Kyle Pierre,Kyle,Pierre,LB,LB,D,Louisiana,Lafayette,LA        ,USA
4570294,Mekhi Garner,Mekhi,Garner,S,DB,D,Louisiana,Mesquite,TX        ,USA
4570293,Beau Kalbacher,Beau,Kalbacher,QB,QB,O,Louisiana,Austin,TX        ,USA
4570292,Jai'ave Magalei,Jai'ave,Magalei,QB,QB,O,Louisiana,Tacoma,WA        ,USA
4570291,Brian Smith Jr.,Brian,Smith Jr.,WR,WR,O,Louisiana,Lake Charles,LA        ,USA
