Geographic Location,county,state,poverty_pct,med_income
"Springfield, IL", Sangamon County, IL,13.1,"$69,212"
"Stafford, TX", Fort Bend County, TX,7.9,"$69,212"
"Belmont, NC", Gaston County, NC,14.2,"$69,212"
"Bethesda, MD", Montgomery County, MD,24.1,"$69,212"
"Reston, VA", Fairfax County, VA,6.1,"$69,212"
"Lafayette, IN", Tippecanoe County, IN,18.1,"$69,212"
"Burleson, TX",Burleson County, TX,14.8,"$69,212"
"Fairhope, AL", Baldwin County, AL,23.8,"$69,212"
"Scooba, MS", Kemper County, MS,27.5,"$69,212"
"Barren Springs, VA", Wythe County, VA,15.4,"$69,212"
"Haymarket, VA", Prince William County, VA,6.4,"$69,212"
"Camden, NC",Camden County, NC,8.3,"$69,212"
"Hamilton, VA", Loudoun County, VA,3.6,"$69,212"
"Harahan, LA", Jefferson Parish, LA,15.6,"$69,212"
"New Iberia, LA", Iberia Parish, LA,24.1,"$69,212"
"Farmerville, LA", Union Parish, LA,18.0,"$69,212"
"Covina, CA", Los Angeles County, CA,14.2,"$69,212"
"Aliso Viejo, CA", Orange County, CA,9.4,"$69,212"
"Agoura Hills, CA", Los Angeles County, CA,14.2,"$69,212"
"Davidson, NC", Mecklenburg County, NC,18.7,"$69,212"
"Fayetteville, GA", Fayette County, GA,22.5,"$69,212"
"Orem, UT", Utah County, UT,9.4,"$69,212"
"Johnston, IA", Polk County, IA,9.6,"$69,212"
"Matthews, NC", Mecklenburg County, NC,18.7,"$69,212"
"Sharon, MA", Norfolk County, MA,6.5,"$69,212"
"Gustine, CA", Merced County, CA,21.2,"$69,212"
"Baldwin Hills, CA", Anne Arundel County, CA,7.0,"$69,212"
"Maple Valley, WA", King County, WA,9.2,"$69,212"
"Beaverton, OR", Washington County, OR,4.5,"$69,212"
"West Linn, OR", Clackamas County, OR,7.3,"$69,212"
"Mount Angel, OR", Marion County, OR,16.6,"$69,212"
"Newberg, OR", Yamhill County, OR,12.2,"$69,212"
"Mccalla, AL", Jefferson County, AL,8.1,"$69,212"
"Fernandina Beach, FL", Nassau County, FL,5.8,"$69,212"
"Anniston, AL", Calhoun County, AL,22.8,"$69,212"
"Baconton, GA", Mitchell County, GA,21.4,"$69,212"
"Rancho Mirage, CA", Riverside County, CA,12.7,"$69,212"
"Goodyear, AZ", Maricopa County, AZ,12.3,"$69,212"
"Hanford, CA", Kings County, CA,18.9,"$69,212"
"Atmore, AL", Escambia County, AL,14.7,"$69,212"
"Ocoee, FL", Orange County, FL,9.4,"$69,212"
"Lookout Mountain, TN", Hamilton County, TN,14.7,"$69,212"
"Dunwoody, GA", DeKalb County, GA,17.4,"$69,212"
"Lawndale, NC", Cleveland County, NC,11.9,"$69,212"
"Stow, MA", Middlesex County, MA,12.7,"$69,212"
"Hasbrouck Heights, NJ", Bergen County, NJ,6.8,"$69,212"
"Hailey, ID", Blaine County, ID,16.0,"$69,212"
"Nocatee, FL", St. Johns County, FL,6.6,"$69,212"
"Portsmouth, RI",,,,"$69,212"
"Burlington, NC", Alamance County, NC,13.5,"$69,212"
"Havelock, NC", Craven County, NC,14.9,"$69,212"
"Thomasville, NC", Davidson County, NC,15.4,"$69,212"
"Hartland, WI", Waukesha County, WI,5.0,"$69,212"
"Bloomington, IL", Monroe County, IL,13.2,"$69,212"
"Yorkville, IL", New York County, IL,15.6,"$69,212"
"Jefferson City, MO", Cole County, MO,8.9,"$69,212"
"Freeport, IL", Stephenson County, IL,12.7,"$69,212"
"East Lansing, MI", Ingham County, MI,18.1,"$69,212"
"Woodbury, MN", Washington County, MN,4.5,"$69,212"
"South Milwaukee, WI",,,,"$69,212"
"Lodi, WI", Columbia County, WI,7.6,"$69,212"
"Hallock, MN", Kittson County, MN,10.0,"$69,212"
"Baraboo, WI", Sauk County, WI,8.6,"$69,212"
"Coon Rapids, MN", Anoka County, MN,5.6,"$69,212"
"Moorhead, MN", Clay County, MN,25.1,"$69,212"
"Plano, IL", Collin County, IL,6.4,"$69,212"
"Norwalk, CT", Cook County, CT,9.6,"$69,212"
"Old Tappan, NJ", Bergen County, NJ,6.8,"$69,212"
"State College, PA", Centre County, PA,18.1,"$69,212"
"Altoona, PA", Blair County, PA,14.4,"$69,212"
"Hammonton, NJ", Atlantic County, NJ,12.8,"$69,212"
"Huber Heights, OH", Montgomery County, OH,24.1,"$69,212"
"Manlius, NY", Onondaga County, NY,13.7,"$69,212"
"Phoenixville, PA", Chester County, PA,15.9,"$69,212"
"Glenelg, MD", Howard County, MD,20.6,"$69,212"
"Beverly Hills, CA", Los Angeles County, CA,14.2,"$69,212"
"King George, VA",King George County, VA,6.8,"$69,212"
"District Heights, MD", Prince George's County, MD,8.3,"$69,212"
"Fair Haven, NJ", Monmouth County, NJ,6.7,"$69,212"
"Mitchellville, MD", Prince George's County, MD,8.3,"$69,212"
"Westford, MA", Middlesex County, MA,12.7,"$69,212"
"Warminster, PA", Bucks County, PA,5.7,"$69,212"
"North Haven, CT", Richland County, CT,14.3,"$69,212"
"Watertown, CT",,,,"$69,212"
"Brea, CA", Orange County, CA,9.4,"$69,212"
"Windermere, FL", Orange County, FL,9.4,"$69,212"
"Greeneville, TN", Greene County, TN,8.1,"$69,212"
"Gainesville, GA", Hall County, GA,24.1,"$69,212"
"Lake City, SC", Florence County, SC,11.9,"$69,212"
"Crawfordville, FL", Wakulla County, FL,11.9,"$69,212"
"Fruitland, ID", Payette County, ID,12.8,"$69,212"
"Kent, WA", King County, WA,9.2,"$69,212"
"Puyallup, WA", Pierce County, WA,8.5,"$69,212"
"Newhall, CA", Los Angeles County, CA,14.2,"$69,212"
"Mckees Rocks, PA", Allegheny County, PA,11.7,"$69,212"
"Wailuku, HI", Maui County, HI,8.6,"$69,212"
"New Wilmington, PA", Lawrence County, PA,17.7,"$69,212"
"Bedford, VA",Bedford County, VA,10.4,"$69,212"
"Culver, IN", Marshall County, IN,13.9,"$69,212"
"Kohler, WI", Sheboygan County, WI,7.5,"$69,212"
"Dillsburg, PA",,,,"$69,212"
"Kiln, MS", Hancock County, MS,13.2,"$69,212"
"Crystal Springs, MS", Copiah County, MS,26.5,"$69,212"
"East Wenatchee, WA", Douglas County, WA,11.7,"$69,212"
"Fruit Cove, FL", St. Johns County, FL,6.6,"$69,212"
"Douglas, GA",Douglas County, GA,11.7,"$69,212"
"Vanceboro, NC", Craven County, NC,14.9,"$69,212"
"Prichard, AL", Mobile County, AL,20.8,"$69,212"
"Dana Point, CA", Orange County, CA,9.4,"$69,212"
"Queen Creek, AZ", Maricopa County, AZ,12.3,"$69,212"
"Prattville, AL", Autauga County, AL,13.8,"$69,212"
"Farmville, NC", Pitt County, NC,23.2,"$69,212"
"Black Mountain, NC", Buncombe County, NC,11.5,"$69,212"
"Fordyce, AR", Dallas County, AR,14.2,"$69,212"
"Sumner, WA", Bremer County, WA,6.6,"$69,212"
"Refugio, TX",Refugio County, TX,16.3,"$69,212"
"Lyons, GA", Baltimore County, GA,9.9,"$69,212"
"Shiner, TX", Lavaca County, TX,13.5,"$69,212"
"Zionsville, IN", Boone County, IN,22.5,"$69,212"
"Fort Stockton, TX", Pecos County, TX,19.5,"$69,212"
"Waller, TX",Waller County, TX,15.9,"$69,212"
"La Marque, TX", Galveston County, TX,12.1,"$69,212"
"Schertz, TX", Guadalupe County, TX,8.5,"$69,212"
"Rancho Dominguez, CA", Los Angeles County, CA,14.2,"$69,212"
"Daly City, CA", San Mateo County, CA,6.8,"$69,212"
"Yakima, WA", Yakima County, WA,16.5,"$69,212"
"Cochran, GA", Bleckley County, GA,18.7,"$69,212"
"Olympia, WA", Thurston County, WA,8.7,"$69,212"
"Spokane, WA", Spokane County, WA,13.0,"$69,212"
"Woodinville, WA", King County, WA,9.2,"$69,212"
"Bend, OR", Deschutes County, OR,9.4,"$69,212"
"Houma, LA", Terrebonne Parish, LA,17.3,"$69,212"
"Somerville, TN", Fayette County, TN,22.5,"$69,212"
"Pinellas Park, FL", Pinellas County, FL,11.7,"$69,212"
"D'lberville, MS", Lee County, MS,24.8,"$69,212"
"Bassfield, MS", Jefferson Davis County, MS,26.0,"$69,212"
"Moss Point, MS", Jackson County, MS,12.0,"$69,212"
"Burlington, WA", Des Moines County, WA,12.7,"$69,212"
"Bolton, MS", Hinds County, MS,19.4,"$69,212"
"Live Oak, FL", Suwannee County, FL,19.3,"$69,212"
"Adamsville, AL", Jefferson County, AL,8.1,"$69,212"
"Corpus Christi, TX", Nueces County, TX,16.2,"$69,212"
"Westfield, IN", Douglas County, IN,11.7,"$69,212"
"Huntington, WV", Cabell County, WV,19.3,"$69,212"
"Lott, TX", Falls County, TX,21.7,"$69,212"
"Pittsburg, CA", Contra Costa County, CA,7.8,"$69,212"
"Elk Grove Village, IL", Cook County, IL,9.6,"$69,212"
"Swanton, OH", Fulton County, OH,11.5,"$69,212"
"Avon, IN", Hendricks County, IN,5.9,"$69,212"
"Bromont, PQ",,,,"$69,212"
"Dexter, MI", Washtenaw County, MI,15.0,"$69,212"
"Barrie, ON", Lake County, ON,36.5,"$69,212"
"Grand Blanc, MI", Genesee County, MI,9.9,"$69,212"
"Greenville, MI", Montcalm County, MI,14.3,"$69,212"
"Homewood, IL", Cook County, IL,9.6,"$69,212"
"O' Fallon, MO",,,,"$69,212"
"Chesterfield, MI", Oakland County, MI,8.2,"$69,212"
"Michigan City, IN", LaPorte County, IN,,"$69,212"
"Grovetown, GA", Columbia County, GA,7.6,"$69,212"
"Bloomington, IN", Monroe County, IN,13.2,"$69,212"
"Delaware, OH",Delaware County, OH,8.8,"$69,212"
"Lawrenceburg, IN", Dearborn County, IN,9.4,"$69,212"
"White Castle, LA", Iberville Parish, LA,23.8,"$69,212"
"Medina, OH",Medina County, OH,12.3,"$69,212"
"Saint John, IN", Warrick County, IN,7.1,"$69,212"
"Noblesville, IN", Hamilton County, IN,14.7,"$69,212"
"Uniondale, IN", Wells County, IN,11.4,"$69,212"
"Oakville, ON", Plaquemines Parish, ON,15.5,"$69,212"
"Port Charlotte, FL", Charlotte County, FL,19.3,"$69,212"
"Punta Gorda, FL", Charlotte County, FL,19.3,"$69,212"
"Saint Petersburg Beach, FL", Pinellas County, FL,11.7,"$69,212"
"Riviera Beach, FL", Palm Beach County, FL,12.2,"$69,212"
"Hilton Head Island, SC", Beaufort County, SC,10.9,"$69,212"
"Taylor, TX",Taylor County, TX,10.3,"$69,212"
"Hominy, OK", Osage County, OK,15.1,"$69,212"
"Hackensack, NJ", Bergen County, NJ,6.8,"$69,212"
"Oxford, OH", Butler County, OH,8.7,"$69,212"
"Highland Park, IL", Lake County, IL,36.5,"$69,212"
"Pontiac, MI", Oakland County, MI,8.2,"$69,212"
"Cicero, IN", Hamilton County, IN,14.7,"$69,212"
"Poland, OH", Mahoning County, OH,16.5,"$69,212"
"LaPorte, IN", LaPorte County, IN,,"$69,212"
"Portage, MI", Kalamazoo County, MI,14.4,"$69,212"
"Struthers, OH", Mahoning County, OH,16.5,"$69,212"
"Grafton, OH", Lorain County, OH,14.2,"$69,212"
"Anthem, AZ", Maricopa County, AZ,12.3,"$69,212"
"Trotwood, OH", Montgomery County, OH,24.1,"$69,212"
"Columbiana, OH",Columbiana County, OH,15.1,"$69,212"
"Orchard Lake, MI", Oakland County, MI,8.2,"$69,212"
"Elkhart, IN",Elkhart County, IN,11.5,"$69,212"
"Amory, MS", Monroe County, MS,13.2,"$69,212"
"Union City, CA", Alameda County, CA,9.0,"$69,212"
"Franklin, KY",Franklin County, KY,13.4,"$69,212"
"Waddell, AZ", Maricopa County, AZ,12.3,"$69,212"
"Mount Juliet, TN", Wilson County, TN,10.9,"$69,212"
"Stuart, FL", Martin County, FL,13.6,"$69,212"
"Lewisburg, TN", Marshall County, TN,13.9,"$69,212"
"Macon, MS", Noxubee County, MS,29.0,"$69,212"
"Halls, TN", Lauderdale County, TN,24.9,"$69,212"
"Athens, AL", Mercer County, AL,22.7,"$69,212"
"Fellsmere, FL", Indian River County, FL,10.7,"$69,212"
"Jericho, NY", Nassau County, NY,5.8,"$69,212"
"Baldwin, FL", Duval County, FL,25.5,"$69,212"
"Bryant, AR", Saline County, AR,12.4,"$69,212"
"Hutto, TX", Williamson County, TX,6.4,"$69,212"
"Rowlett, TX", Dallas County, TX,14.2,"$69,212"
"Rockton, IL", Winnebago County, IL,10.4,"$69,212"
"Loranger, LA", Tangipahoa Parish, LA,17.9,"$69,212"
"Calhoun City, MS", Calhoun County, MS,22.8,"$69,212"
"Coral Springs, FL", Broward County, FL,12.6,"$69,212"
"Gretna, FL", Gadsden County, FL,23.6,"$69,212"
"Greenacres, FL", Palm Beach County, FL,12.2,"$69,212"
"Demopolis, AL", Marengo County, AL,24.0,"$69,212"
"Paramount, CA", Los Angeles County, CA,14.2,"$69,212"
"Winter Springs, FL", Seminole County, FL,18.6,"$69,212"
"Spring Hill, FL", Hernando County, FL,14.1,"$69,212"
"Melrose, FL", Putnam County, FL,10.0,"$69,212"
"Moorestown, NJ", Burlington County, NJ,6.2,"$69,212"
"Terrell, TX",Terrell County, TX,18.9,"$69,212"
"Dove Canyon, CA", Orange County, CA,9.4,"$69,212"
"Township Of Washington, NJ", Bergen County, NJ,6.8,"$69,212"
"Hermitage, TN", Davidson County, TN,15.4,"$69,212"
"Gresham, OR", Multnomah County, OR,12.0,"$69,212"
"Barrington, IL", Cook County, IL,9.6,"$69,212"
"Monclova, OH", Lucas County, OH,18.7,"$69,212"
"Downey, CA", Los Angeles County, CA,14.2,"$69,212"
"Pavo, GA", Brooks County, GA,31.0,"$69,212"
"Arnold, MD", Anne Arundel County, MD,7.0,"$69,212"
"West Bloomfield, MI", Ontario County, MI,8.5,"$69,212"
"Crownsville, MD", Anne Arundel County, MD,7.0,"$69,212"
"Saint Cloud, FL", Osceola County, FL,17.6,"$69,212"
"Fort Walton Beach, FL", Okaloosa County, FL,12.7,"$69,212"
"Wahoo, NE", Saunders County, NE,7.8,"$69,212"
"Largo, FL", Pinellas County, FL,11.7,"$69,212"
"Garner, NC", Wake County, NC,8.4,"$69,212"
"Plant City, FL", Hillsborough County, FL,7.4,"$69,212"
"Poplarville, MS", Pearl River County, MS,18.1,"$69,212"
"Palm Beach, FL",Palm Beach County, FL,12.2,"$69,212"
"Ecru, MS", Pontotoc County, MS,15.3,"$69,212"
"Edwardsville, IL",,,,"$69,212"
"Bartlett, TN", Shelby County, TN,20.6,"$69,212"
"Grenada, MS", Grenada County, MS,22.3,"$69,212"
"Neerim South, VIC       ",,,,"$69,212"
"Tumwater, WA", Thurston County, WA,8.7,"$69,212"
"Clements, CA", San Joaquin County, CA,14.3,"$69,212"
"Issaquah, WA", King County, WA,9.2,"$69,212"
"Fairless Hills, PA", Bucks County, PA,5.7,"$69,212"
"Kapaa, HI", Kauaʻi County, HI,,"$69,212"
"Springville, UT", Utah County, UT,9.4,"$69,212"
"Little Elm, TX", Denton County, TX,7.3,"$69,212"
"Palatka, FL", Putnam County, FL,10.0,"$69,212"
"San Pedro, CA", Los Angeles County, CA,14.2,"$69,212"
"Wooster, OH", Wayne County, OH,20.9,"$69,212"
"Seneca, IL",Seneca County, IL,12.1,"$69,212"
"Kingsburg, CA", Fresno County, CA,21.3,"$69,212"
"Independence, OR", Polk County, OR,9.6,"$69,212"
"Glendora, CA", Los Angeles County, CA,14.2,"$69,212"
"Lafayette, CO",Lafayette County, CO,11.3,"$69,212"
"Bushnell, FL", Sumter County, FL,18.7,"$69,212"
"La Mirada, CA", Los Angeles County, CA,14.2,"$69,212"
"Louisville, CO", Boulder County, CO,9.7,"$69,212"
"Redondo Beach, CA", Los Angeles County, CA,14.2,"$69,212"
"Roseville, CA", Placer County, CA,7.1,"$69,212"
"Victoria, BC", Carver County, BC,3.8,"$69,212"
"Fountain Valley, CA", Orange County, CA,9.4,"$69,212"
"Sanger, CA", Fresno County, CA,21.3,"$69,212"
"Galena Park, TX", Harris County, TX,16.5,"$69,212"
"Newton, MA", Middlesex County, MA,12.7,"$69,212"
"Bunnell, FL", Flagler County, FL,10.3,"$69,212"
"Yuma, AZ", Yuma County, AZ,12.1,"$69,212"
"Roswell, NM", Chaves County, NM,18.9,"$69,212"
"Los Alamitos, CA", Orange County, CA,9.4,"$69,212"
"Versailles, KY", Woodford County, KY,9.4,"$69,212"
"Smithfield, VA", Isle of Wight County, VA,9.2,"$69,212"
"Brantley, AL", Crenshaw County, AL,19.5,"$69,212"
"Newburgh, IN", Warrick County, IN,7.1,"$69,212"
"Kahului, HI", Maui County, HI,8.6,"$69,212"
"Davis, CA", Yolo County, CA,20.1,"$69,212"
"Graham, WA", Pierce County, WA,8.5,"$69,212"
"Salinas, CA", Monterey County, CA,13.3,"$69,212"
"Englewood, NJ", Bergen County, NJ,6.8,"$69,212"
"Woods Cross, UT",,,,"$69,212"
"Holladay, UT",,,,"$69,212"
"Axis, AL", Mobile County, AL,20.8,"$69,212"
"Schaumburg, IL", Cook County, IL,9.6,"$69,212"
"Attalla, AL", Etowah County, AL,17.5,"$69,212"
"Navarre, FL", Santa Rosa County, FL,9.5,"$69,212"
"Winchester, VA",,,,"$69,212"
"Oxford, AL", Bucks County, AL,5.7,"$69,212"
"Lafayette, AL", Jefferson County, AL,8.1,"$69,212"
"Eugene, OR", Lane County, OR,18.1,"$69,212"
"Lithia, FL", Hillsborough County, FL,7.4,"$69,212"
"Palo Alto, CA", Santa Clara County, CA,7.3,"$69,212"
"La Jolla, CA", San Diego County, CA,11.5,"$69,212"
"Aiea, HI", Honolulu County, HI,7.7,"$69,212"
"Mililani, HI", Honolulu County, HI,7.7,"$69,212"
"Venice, CA", Los Angeles County, CA,14.2,"$69,212"
"West Los Angeles, CA", Los Angeles County, CA,14.2,"$69,212"
"Mcminnville, TN", Warren County, TN,10.3,"$69,212"
"Monroe, MI",Monroe County, MI,13.2,"$69,212"
"Savannah, TN", Hardin County, TN,12.4,"$69,212"
"Apollo Beach, FL", Hillsborough County, FL,7.4,"$69,212"
"Albany, LA", Albany County, LA,20.4,"$69,212"
"Brampton, ON", Sullivan County, ON,16.5,"$69,212"
"LaVERGNE, TN", Cook County, TN,9.6,"$69,212"
"Washington, PA",Washington County, PA,4.5,"$69,212"
"Grantville, GA", Coweta County, GA,10.2,"$69,212"
"Louin, MS", Jasper County, MS,19.2,"$69,212"
"Pullman, WA", Whitman County, WA,25.4,"$69,212"
"Middletown, NJ", Monmouth County, NJ,6.7,"$69,212"
"Glendale, UT", Salt Lake County, UT,9.0,"$69,212"
"South Elgin, IL", Kane County, IL,10.5,"$69,212"
"Menomonee Falls, WI", Waukesha County, WI,5.0,"$69,212"
"Waunakee, WI", Dane County, WI,10.8,"$69,212"
"Columbus, WI", Columbia County, WI,7.6,"$69,212"
"De Pere, WI", Brown County, WI,8.6,"$69,212"
"Grafton, WI", Ozaukee County, WI,4.2,"$69,212"
"Appleton, WI", Outagamie County, WI,7.2,"$69,212"
"Darlington, WI", Lafayette County, WI,11.3,"$69,212"
"Kernersville, NC", Forsyth County, NC,16.4,"$69,212"
"Salem, NJ",Salem County, NJ,11.2,"$69,212"
"Kimberly, WI", Outagamie County, WI,7.2,"$69,212"
"Sayville, NY", Suffolk County, NY,7.3,"$69,212"
"Santa Barbara, CA", Santa Barbara County, CA,12.6,"$69,212"
"Hacienda Heights, CA", Los Angeles County, CA,14.2,"$69,212"
"Olivehurst, CA", Yuba County, CA,17.2,"$69,212"
"Malibu, CA", Los Angeles County, CA,14.2,"$69,212"
"Aubrey, TX", Denton County, TX,7.3,"$69,212"
"Darien, IL", Fairfield County, IL,23.7,"$69,212"
"Pittsburg, KS", Crawford County, KS,12.9,"$69,212"
"Pebble Beach, CA", Monterey County, CA,13.3,"$69,212"
"Niwot, CO", Boulder County, CO,9.7,"$69,212"
"Plain City, OH", Madison County, OH,10.1,"$69,212"
"Wading River, NY", Suffolk County, NY,7.3,"$69,212"
"Avon, OH", Lorain County, OH,14.2,"$69,212"
"Perrysburg, OH", Wood County, OH,10.1,"$69,212"
"Wheaton, IL", DuPage County, IL,6.6,"$69,212"
"Carol Stream, IL", DuPage County, IL,6.6,"$69,212"
"Springboro, OH", Warren County, OH,10.3,"$69,212"
"St. Laurent, PQ",,,,"$69,212"
"Island Lake, IL", Lake County, IL,36.5,"$69,212"
"Cliffwood, NJ", Monmouth County, NJ,6.7,"$69,212"
"Wilmington, DE", New Castle County, DE,11.6,"$69,212"
"Albemarle, NC", Stanly County, NC,13.2,"$69,212"
"Summit, MS", Boyd County, MS,13.9,"$69,212"
"Daphne, AL", Baldwin County, AL,23.8,"$69,212"
"Mamou, LA", Evangeline Parish, LA,27.3,"$69,212"
"Ventress, LA", Pointe Coupee Parish, LA,20.3,"$69,212"
"Spring Grove, IL", McHenry County, IL,11.9,"$69,212"
"Branson, MO", Taney County, MO,15.4,"$69,212"
"West Helena, AR", Phillips County, AR,15.2,"$69,212"
"Benton, AR",Benton County, AR,9.8,"$69,212"
"Arab, AL", Marshall County, AL,13.9,"$69,212"
"Festus, MO", Jefferson County, MO,8.1,"$69,212"
"Cabot, AR", Lonoke County, AR,11.9,"$69,212"
"Nashville, AR", Howard County, AR,20.6,"$69,212"
"Kemp, TX", Kaufman County, TX,11.5,"$69,212"
"La Grange, TX", Fayette County, TX,22.5,"$69,212"
"Novi, MI", Oakland County, MI,8.2,"$69,212"
"Ann Arbor, MI", Washtenaw County, MI,15.0,"$69,212"
"Roselle, IL", DuPage County, IL,6.6,"$69,212"
"Carleton, MI", Monroe County, MI,13.2,"$69,212"
"Hudsonville, MI", Ottawa County, MI,20.6,"$69,212"
"Clive, IA", Polk County, IA,9.6,"$69,212"
"Mequon, WI", Ozaukee County, WI,4.2,"$69,212"
"KENWOOD, OH", Hamilton County, OH,14.7,"$69,212"
"Minerva, OH", Stark County, OH,14.4,"$69,212"
"Newark, DE", New Castle County, DE,11.6,"$69,212"
"Oxon Hill, MD", Prince George's County, MD,8.3,"$69,212"
"Boykins, VA", Southampton County, VA,14.7,"$69,212"
"Kathleen, GA", Houston County, GA,26.1,"$69,212"
"Cedar Rapids, NE", Boone County, NE,22.5,"$69,212"
"Watkinsville, GA", Oconee County, GA,14.4,"$69,212"
"Tiger, GA", Rabun County, GA,14.2,"$69,212"
"Statesboro, GA", Bulloch County, GA,22.9,"$69,212"
"Oglethorpe, GA",Oglethorpe County, GA,13.8,"$69,212"
"Martinsburg, WV", Berkeley County, WV,11.5,"$69,212"
"Wilkinsburg, PA", Allegheny County, PA,11.7,"$69,212"
"Dunbar, WV", Kanawha County, WV,17.1,"$69,212"
"Johnstown, PA", Cambria County, PA,14.7,"$69,212"
"North Wales, PA", Montgomery County, PA,24.1,"$69,212"
"Romney, WV", Hampshire County, WV,20.0,"$69,212"
"Gilbert, WV", Mingo County, WV,27.0,"$69,212"
"Edna, TX", Jackson County, TX,12.0,"$69,212"
"Cleveland, MS", Bernalillo County, MS,16.5,"$69,212"
"Casselberry, FL", Seminole County, FL,18.6,"$69,212"
"Waxahachie, TX", Ellis County, TX,8.8,"$69,212"
"Convent, LA", St. James Parish, LA,16.8,"$69,212"
"Russellville, AL", Franklin County, AL,13.4,"$69,212"
"Dawson, GA",Dawson County, GA,22.9,"$69,212"
"New Hope, AL", Madison County, AL,10.1,"$69,212"
"Rosharon, TX", Brazoria County, TX,10.1,"$69,212"
"Cuero, TX", DeWitt County, TX,18.4,"$69,212"
"Decatur, TX", Wise County, TX,25.4,"$69,212"
"Jacksonville, TX", Cherokee County, TX,17.4,"$69,212"
"Kerrville, TX", Kerr County, TX,13.9,"$69,212"
"Mexia, TX", Limestone County, TX,22.2,"$69,212"
"Farmersville, TX", Collin County, TX,6.4,"$69,212"
"Gadsden, AL", Etowah County, AL,17.5,"$69,212"
"Santa Teresa, NM", Doña Ana County, NM,,"$69,212"
"Bayou La Batre, AL", Mobile County, AL,20.8,"$69,212"
"Spring Creek, NV", Elko County, NV,8.3,"$69,212"
"Gardnerville, NV", Douglas County, NV,11.7,"$69,212"
"Lawndale, CA", Los Angeles County, CA,14.2,"$69,212"
"Ladera Ranch, CA", Orange County, CA,9.4,"$69,212"
"Crestview, FL", Okaloosa County, FL,12.7,"$69,212"
"Bay Saint Louis, MS", Hancock County, MS,13.2,"$69,212"
"Opelousas, LA", St. Landry Parish, LA,32.7,"$69,212"
"Erath, LA",Erath County, LA,18.1,"$69,212"
"Tanner, AL", Allegheny County, AL,11.7,"$69,212"
"Flint, TX", Smith County, TX,15.0,"$69,212"
"Amite, LA",Amite County, LA,22.2,"$69,212"
"Wisner, LA", Tuscola County, LA,12.7,"$69,212"
"Cullman, AL", Jefferson County, AL,8.1,"$69,212"
"Perry, GA", Houston County, GA,26.1,"$69,212"
"Santa Clara, CA",Santa Clara County, CA,7.3,"$69,212"
"Oologah, OK", Rogers County, OK,9.8,"$69,212"
"Sherwood Park, AB", Madison County, AB,10.1,"$69,212"
"Sunnyvale, TX", Dallas County, TX,14.2,"$69,212"
"Wagoner, OK",Wagoner County, OK,10.0,"$69,212"
"Gilmer, TX", Upshur County, TX,19.0,"$69,212"
"La Grange, NC", Lenoir County, NC,22.1,"$69,212"
"Knightdale, NC", Wake County, NC,8.4,"$69,212"
"Catoosa, OK", Rogers County, OK,9.8,"$69,212"
"Peninsula, OH", Summit County, OH,6.2,"$69,212"
"Shawnee, OK", Pottawatomie County, OK,17.6,"$69,212"
"Vinton, IA", Benton County, IA,9.8,"$69,212"
"Giddings, TX", Lee County, TX,24.8,"$69,212"
"Hutchinson, KS", Reno County, KS,12.3,"$69,212"
"Emporia, KS", Lyon County, KS,10.5,"$69,212"
"Basehor, KS", Leavenworth County, KS,10.6,"$69,212"
"Woodward, OK",Woodward County, OK,14.8,"$69,212"
"Anthony, KS", Harper County, KS,11.0,"$69,212"
"Littleton, CO", Arapahoe County, CO,8.1,"$69,212"
"Junction City, KS", Geary County, KS,10.3,"$69,212"
"Ulysses, KS", Grant County, KS,14.0,"$69,212"
"Holton, KS", Jackson County, KS,12.0,"$69,212"
"Cimarron, KS", Gray County, KS,16.7,"$69,212"
"Chipley, FL", Washington County, FL,4.5,"$69,212"
"Pratt, KS",Pratt County, KS,12.0,"$69,212"
"Halawa, HI", Honolulu County, HI,7.7,"$69,212"
"Barnwell, SC",Barnwell County, SC,22.4,"$69,212"
"Abilene, KS", Dickinson County, KS,10.8,"$69,212"
"Choctaw, OK",Choctaw County, OK,23.0,"$69,212"
"Canyon Country, CA", Los Angeles County, CA,14.2,"$69,212"
"Jefferson, GA",Jefferson County, GA,8.1,"$69,212"
"Lincolnton, GA", Lincoln County, GA,7.9,"$69,212"
"West Columbia, SC", Lexington County, SC,12.5,"$69,212"
"Adairsville, GA", Bartow County, GA,12.2,"$69,212"
"Dike, IA",,,,"$69,212"
"North Liberty, IA", Johnson County, IA,10.3,"$69,212"
"Hampton, IA", Franklin County, IA,13.4,"$69,212"
"Plymouth, WI", Sheboygan County, WI,7.5,"$69,212"
"Ames, IA", Story County, IA,18.9,"$69,212"
"Edina, MN", Hennepin County, MN,10.3,"$69,212"
"Palmetto, FL", Manatee County, FL,10.4,"$69,212"
"Rutledge, GA", Morgan County, GA,10.8,"$69,212"
"Southern Pines, NC", Moore County, NC,12.2,"$69,212"
"Wauconda, IL", Lake County, IL,36.5,"$69,212"
"Hammond, LA", Lake County, LA,36.5,"$69,212"
"Glen Saint Mary, FL", Baker County, FL,15.4,"$69,212"
"Riceboro, GA", Liberty County, GA,15.1,"$69,212"
"Guthrie, OK",,,,"$69,212"
"Reform, AL", Pickens County, AL,16.6,"$69,212"
"Chester, SC", Orange County, SC,9.4,"$69,212"
"Bellaire, TX", Harris County, TX,16.5,"$69,212"
"Caldwell, TX",Caldwell County, TX,14.1,"$69,212"
"Plain Dealing, LA", Bossier Parish, LA,14.4,"$69,212"
