year,player,pos,college,weight,height_inches,forty,vertical,bench,broad,threecone,shuttle
2015,Derron Smith,S,Fresno State,200,70,4.61,NA,NA,NA,NA,NA
2015,Detrick Bonner,S,Virginia Tech,207,72,4.56,NA,15,NA,NA,NA
2015,Devante Davis,WR,UNLV,220,75,4.57,35.5,16,115,7.25,4.12
2015,DeVante Parker,WR,Louisville,209,75,4.45,36.5,17,125,NA,NA
2015,Devin Funchess,WR,Michigan,232,76,4.7,38.5,17,122,NA,NA
2015,Devin Smith,WR,Ohio State,196,72,4.42,39,10,122,NA,4.15
2015,Dominique Brown,RB,Louisville,234,74,4.63,NA,17,NA,NA,NA
2015,Donald Celiscar,CB,Western Michigan,194,71,4.62,NA,NA,120,NA,NA
2015,Doran Grant,CB,Ohio State,200,70,4.44,33,21,116,NA,4.33
2015,Dorial Green-Beckham,WR,Oklahoma,237,77,4.49,33.5,13,119,6.89,4.45
2015,Dres Anderson,WR,Utah,187,73,4.54,NA,13,NA,NA,NA
2015,Duke Johnson,RB,Miami (FL),207,69,4.54,33.5,NA,121,NA,NA
2015,Durell Eskridge,S,Syracuse,208,75,4.56,31,NA,117,7.09,4.26
2015,E.J. Bibbs,TE,Iowa State,258,74,4.88,NA,20,NA,NA,NA
2015,Eddie Goldman,DT,Florida State,336,76,5.28,NA,NA,NA,NA,NA
2015,Eli Harold,OLB,Virginia,247,75,4.6,35,NA,123,7.07,4.16
2015,Ellis McCarthy,DT,UCLA,338,77,5.21,32,24,109,8.16,5.07
2015,Ereck Flowers,OT,Miami (FL),329,78,5.31,NA,37,NA,NA,NA
2015,Eric Kendricks,ILB,UCLA,232,72,4.61,38,19,124,NA,NA
2015,Eric Rowe,CB,Utah,205,73,4.45,39,19,125,6.7,3.97
2015,Eric Tomlinson,TE,Texas-El Paso,263,78,4.98,30.5,19,110,7.46,4.54
2015,Ezell Ruffin,WR,San Diego State,218,72,4.68,27.5,17,110,7.35,4.58
2015,Frank Clark,DE,Michigan,271,75,4.79,38.5,19,118,7.08,4.05
2015,Gabe Wright,DT,Auburn,300,75,5.07,26.5,34,100,7.73,4.56
2015,Garrett Grayson,QB,Colorado State,213,74,4.75,NA,NA,NA,NA,NA
2015,Garry Peters,CB,Clemson,191,72,4.61,32.5,7,119,6.8,4
2015,Geneo Grissom,OLB,Oklahoma,262,75,4.81,37,20,117,7.24,4.38
2015,Gerald Christian,TE,Louisville,244,75,4.87,NA,28,NA,7.62,4.7
2015,Geremy Davis,WR,Connecticut,216,74,4.49,36.5,23,124,6.86,4.18
2015,Gerod Holliman,S,Louisville,218,72,4.62,NA,17,NA,NA,NA
2015,Grady Jarrett,DT,Clemson,304,73,5.06,31,30,112,7.37,4.56
2015,Greg Mancz,C,Toledo,301,76,5.08,NA,NA,NA,NA,NA
2015,Hau'oli Kikaha,OLB,Washington,253,74,4.93,NA,NA,NA,NA,NA
2015,Hayes Pullard,ILB,Southern California,240,72,4.78,31,19,110,7.07,4.39
2015,Henry Anderson,DE,Stanford,294,78,4.97,30,NA,111,7.2,4.19
2015,Hroniss Grasu,C,Virginia Tech,297,75,5.03,NA,NA,NA,NA,NA
2015,Ibraheim Campbell,S,Northwestern,208,71,4.52,NA,23,NA,NA,NA
2015,Ifo Ekpre-Olomu,CB,Oregon,192,69,4.52,NA,NA,NA,NA,NA
2015,J.R. Tavai,OLB,Southern California,249,74,4.91,30.5,20,112,NA,NA
2015,J.T. Surratt,DT,South Carolina,304,73,5.19,30,29,106,7.78,4.71
2015,Jacoby Glenn,CB,Central Florida,179,72,4.64,34,NA,123,6.97,4.26
2015,JaCorey Shepherd,CB,Kansas,199,71,4.62,NA,14,NA,NA,NA
2015,Jaelen Strong,WR,Arizona State,217,74,4.44,42,NA,123,NA,NA
2015,Jahwan Edwards,RB,Ball State,220,69,4.8,35.5,16,117,7.63,4.5
2015,Jake Ryan,OLB,Michigan,240,74,4.65,34.5,20,120,7.11,4.2
2015,Jalen Collins,CB,LSU,203,73,4.48,36,NA,124,6.77,4.27
2015,Jalston Fowler,FB,Alabama,254,71,4.94,33.5,23,114,7.56,4.4
2015,Jameis Winston,QB,Florida State,231,76,4.97,28.5,NA,103,7.16,4.36
2015,James Sample,S,Louisville,209,74,4.56,32.5,NA,123,7.04,NA
2015,Jamil Douglas,OG,Arizona State,304,76,5.25,29,28,99,7.99,4.75
2015,Jamison Crowder,WR,Duke,185,68,4.56,37,10,115,7.17,4.32
2015,Jamon Brown,OT,Louisville,323,76,5.08,NA,NA,NA,NA,NA
2015,Javorius Allen,RB,Southern California,221,72,4.53,35.5,11,121,6.96,4.28
2015,Jay Ajayi,RB,Boise State,221,72,4.57,39,19,121,7.1,4.1
2015,Jean Sifrin,TE,Massachusetts,245,77,4.84,33,NA,114,7.5,4.6
2015,Jeff Heuerman,TE,Ohio State,254,77,4.81,NA,26,NA,NA,NA
2015,Jeremy Langford,RB,Michigan State,208,72,4.42,34.5,NA,118,7.22,4.32
2015,Jermaine Whitehead,S,Auburn,197,71,4.59,37,15,128,6.95,4.11
2015,Jesse James,TE,Penn State,261,79,4.83,37.5,26,121,7.53,4.5
2015,Joe Cardona,LS,Navy,242,74,4.91,33,30,NA,NA,NA
2015,Joey Iosefa,FB,Hawaii,247,72,5.02,31.5,30,110,7.24,4.33
2015,Joey Mbu,DT,Houston,313,75,5.54,22.5,NA,97,8.2,5.01
2015,Jordan Hicks,OLB,Texas,236,73,4.68,38,20,124,6.78,4.15
2015,Jordan Phillips,DT,Oklahoma,329,77,5.17,30,28,105,7.88,4.68
2015,Jordan Richards,S,Stanford,211,71,4.65,32,13,111,6.74,4.22
2015,Josh Harper,WR,Fresno State,191,73,4.64,32,13,108,7.15,4.36
2015,Josh Robinson,RB,Mississippi State,217,68,4.7,32,21,113,NA,NA
2015,Josh Shaw,CB,Southern California,201,72,4.44,37.5,26,130,7.01,4.12
2015,Julian Wilson,CB,Oklahoma,205,74,4.58,36,NA,125,6.94,4.22
2015,Justin Coleman,CB,Tennessee,185,71,4.53,37.5,20,124,6.61,3.98
2015,Justin Cox,CB,Mississippi State,191,73,4.36,38,15,129,7.05,4.07
2015,Justin Hardy,WR,East Carolina,192,70,4.56,36.5,11,114,6.63,4.21
2015,Kaelin Clay,WR,Utah,195,70,4.51,33,10,113,6.97,4.26
2015,Karlos Williams,RB,Florida State,230,73,4.48,33.5,16,117,7.16,4.46
2015,Keith Mumphery,WR,Michigan State,215,72,4.54,32.5,NA,121,7.07,4.25
2015,Kenny Bell,WR,Nebraska,197,73,4.42,41.5,7,129,6.66,4.15
2015,Kenny Hilliard,RB,LSU,226,72,4.83,27,NA,111,7.17,4.4
2015,Kevin Johnson,CB,Wake Forest,188,72,4.52,41.5,NA,130,6.79,3.89
2015,Kevin White,CB,TCU,183,69,4.63,35.5,18,121,NA,NA
2015,Kevin White,WR,West Virginia,215,75,4.35,36.5,23,123,6.92,4.14
2015,Kurtis Drummond,S,Michigan State,208,73,4.65,39.5,NA,119,7.09,4.33
2015,Kwon Alexander,OLB,LSU,227,73,4.55,36,24,121,7.14,4.2
2015,Kyshoen Jarrett,S,Virginia Tech,200,70,4.57,33,21,109,6.95,4.4
2015,La'el Collins,OT,LSU,305,76,5.1,27,21,108,7.7,4.63
2015,Ladarius Gunter,S,Miami (FL),202,73,4.62,33.5,12,108,7.18,4.41
2015,Landon Collins,S,Alabama,228,72,4.53,35,NA,120,7.38,4.33
2015,Leon Orr,DT,Florida,323,77,5.16,28,NA,100,8.26,4.9
2015,Leonard Williams,DT,Southern California,302,77,4.97,29.5,NA,106,7.59,4.53
2015,Leterrius Walton,DT,Central Michigan,319,77,5.25,27,25,103,7.91,4.78
2015,Lorenzo Doss,CB,Tulane,182,70,4.5,33.5,9,115,7.2,4.26
2015,Lorenzo Mauldin,OLB,Louisville,259,76,4.85,32,23,112,7.47,4.58
2015,Louis Trinca-Pasat,DT,Iowa,290,73,4.96,32,NA,105,7.4,4.3
2015,Malcolm Brown,RB,Texas,224,71,4.62,34.5,19,117,6.86,4.15
2015,Malcom Brown,DT,Texas,319,74,5.05,29.5,26,98,7.84,4.59
2015,Marcus Hardison,DT,Arizona State,307,75,4.91,NA,27,NA,NA,NA
2015,Marcus Mariota,QB,Oregon,222,76,4.52,36,NA,121,6.87,4.11
2015,Marcus Murphy,RB,Missouri,198,69,4.61,29,11,109,NA,4.4
2015,Marcus Peters,CB,Washington,197,72,4.53,37.5,17,121,7.08,4.08
2015,Mario Alford,WR,West Virginia,180,68,4.43,34,13,121,6.64,4.07
2015,"Mario Edwards, Jr.",DE,Florida State,279,75,4.76,32.5,32,120,7.44,4.55
2015,Mark Glowinski,OG,West Virginia,307,76,5.2,29.5,31,113,7.56,4.58
2015,Mark Nzeocha,OLB,Wyoming,232,74,4.56,NA,24,NA,NA,NA
2015,Markus Golden,OLB,Missouri,260,74,4.9,NA,NA,NA,NA,NA
2015,Martin Ifedi,DE,Memphis,275,75,4.88,31,16,111,7.39,4.58
2015,Martrell Spaight,ILB,Arkansas,236,72,4.81,35,25,120,7.66,NA
2015,Matt Jones,RB,Florida,231,74,4.61,31.5,20,112,NA,4.2
2015,Max Valles,OLB,Virginia,251,77,4.83,36.5,NA,121,7.59,4.37
2015,Maxx Williams,TE,Minnesota,249,76,4.78,34.5,17,117,7.3,4.37
2015,Melvin Gordon,RB,Wisconsin,215,73,4.52,35,19,126,7.04,4.07
2015,Michael Burton,FB,Rutgers,242,71,4.65,33,25,115,7.2,4.34
2015,Michael Dyer,RB,Louisville,218,68,4.58,34,26,120,NA,NA
2015,Mike Bennett,DT,Ohio State,293,74,5.04,NA,NA,NA,NA,NA
2015,Mike Davis,RB,South Carolina,217,69,4.61,34,17,116,7,4.18
2015,Mike Hull,OLB,Penn State,237,72,4.68,NA,31,NA,6.99,4.15
2015,Nate Orchard,DE,Utah,250,75,4.8,31.5,NA,115,7.28,4.43
2015,Neiron Ball,OLB,Florida,236,74,4.65,NA,22,NA,NA,NA
2015,Nelson Agholor,WR,Southern California,198,72,4.42,NA,12,NA,NA,NA
2015,Nick Marshall,CB,Auburn,207,73,4.54,37.5,12,124,6.96,4.15
2015,Nick O'Leary,TE,Florida State,252,75,4.93,30.5,21,110,7.4,4.5
2015,Obum Gwacham,DE,Oregon State,246,77,4.72,36,22,121,7.28,4.28
2015,Owamagbe Odighizuwa,DE,UCLA,267,75,4.62,39,25,127,7.36,4.19
2015,P.J. Williams,CB,Florida State,194,72,4.57,40,12,132,7.08,4.28
2015,Paul Dawson,ILB,TCU,235,72,4.93,28,21,109,NA,4.49
2015,Phillip Dorsett,WR,Miami (FL),185,70,4.33,37,13,122,6.7,4.11
2015,Preston Smith,DE,Mississippi State,271,77,4.74,34,24,121,7.07,4.28
2015,Quandre Diggs,CB,Texas,196,69,4.56,35.5,17,113,7.22,4.15
2015,Quinten Rollins,CB,Miami (OH),195,71,4.57,36.5,14,122,7.1,4.28
2015,Rakeem Nunez-Roches,DT,Nebraska,307,74,5.02,34,26,114,7.67,4.69
2015,Ramik Wilson,ILB,Georgia,237,74,4.77,35,23,111,NA,4.51
2015,Randall Telfer,TE,Southern California,250,76,4.83,NA,20,NA,NA,NA
2015,Randy Gregory,DE,Nebraska,235,77,4.64,36.5,24,125,NA,NA
2015,Rannell Hall,WR,Central Florida,198,72,4.6,41,16,132,6.86,4.15
2015,Rashad Greene,WR,Florida State,182,71,4.53,36.5,NA,122,6.88,4.12
2015,Reese Dismukes,C,Auburn,296,75,5.31,27.5,23,107,8.14,4.7
2015,Rob Crisp,OT,North Carolina State,301,79,5.26,32.5,26,107,8.07,4.6
2015,Rob Havenstein,OT,Wisconsin,321,79,5.46,28.5,16,96,8.28,4.87
2015,Ronald Darby,CB,Florida State,193,71,4.38,41.5,12,129,6.94,4.14
2015,Rory Anderson,TE,South Carolina,244,77,4.73,NA,NA,NA,NA,NA
2015,Ryan Delaire,DE,Towson,254,76,4.97,NA,23,NA,NA,NA
2015,Ryan Russell,DE,Purdue,269,76,4.75,32.5,25,119,7.25,4.47
2015,Sammie Coates,WR,Auburn,212,73,4.43,41,23,131,6.98,4.06
2015,Sean Hickey,OT,Syracuse,309,77,5.39,NA,35,NA,NA,NA
2015,Sean Mannion,QB,Oregon State,229,78,5.14,31,NA,105,7.29,4.39
2015,Senquez Golson,CB,Mississippi,176,69,4.46,33.5,15,120,6.81,4.2
2015,Shane Carden,QB,East Carolina,218,74,4.94,29.5,NA,104,7.17,4.45
2015,Shane Ray,DE,Missouri,245,75,4.68,NA,21,NA,NA,NA
2015,Shaq Thompson,OLB,Washington,228,72,4.64,33.5,NA,117,6.99,4.08
2015,Stefon Diggs,WR,Maryland,195,72,4.46,35,NA,115,7.03,4.32
2015,Stephone Anthony,ILB,Clemson,243,75,4.56,37,23,122,7.07,4.03
2015,Steven Nelson,CB,Oregon State,197,70,4.49,34.5,19,115,6.88,4.07
2015,T.J. Clemmings,OT,Pittsburgh,309,77,5.14,32.5,22,111,7.68,4.54
2015,T.J. Yeldon,RB,Alabama,226,73,4.61,36,22,117,7.19,4.22
2015,Taiwan Jones,ILB,Michigan State,245,75,4.95,32,19,115,7.25,4.33
2015,Tavaris Barnes,DE,Clemson,282,76,4.8,NA,22,NA,NA,NA
2015,Tayo Fabuluje,OG,TCU,353,78,5.55,29.5,NA,NA,NA,4.77
2015,Terrence Magee,RB,LSU,213,68,4.62,37,22,115,7.52,4.37
2015,Tevin Coleman,RB,Indiana,206,71,4.4,NA,22,NA,NA,NA
2015,Tevin McDonald,S,Eastern Washington,195,71,4.63,33,19,112,7.01,4.26
2015,Thomas Rawls,RB,Central Michigan,215,69,4.65,35.5,15,116,NA,NA
2015,Titus Davis,WR,Central Michigan,196,73,4.51,32.5,NA,119,7.14,4.28
2015,Todd Gurley,RB,Georgia,222,73,4.52,NA,17,NA,NA,NA
2015,Tony Lippett,WR,Michigan State,192,74,4.61,36,10,114,6.92,4.13
2015,Tony Washington,OLB,Oregon,247,76,4.99,32.5,17,110,7.2,4.31
2015,Trae Waynes,CB,Michigan State,186,72,4.31,38,19,122,7.06,4.39
2015,Tre Jackson,OG,Florida State,330,76,5.52,25,NA,96,NA,NA
2015,Trenton Brown,OG,Florida,355,80,5.21,23.5,20,97,8.23,4.78
2015,Trey DePriest,ILB,Alabama,254,72,4.93,NA,NA,NA,NA,NA
2015,Trey Flowers,DE,Arkansas,266,74,4.93,36.5,28,121,7.34,4.4
2015,Trey Williams,RB,Texas A&M,195,67,4.49,33.5,18,119,6.84,4.12
2015,Troy Hill,CB,Oregon,180,70,4.55,32.5,NA,120,6.81,4.21
2015,Ty Montgomery,WR,Stanford,221,72,4.55,40.5,NA,121,6.97,4.21
2015,Ty Sambrailo,OT,Colorado State,311,78,5.36,29,23,97,7.54,4.58
2015,Tyeler Davison,DT,Fresno State,316,74,5.18,33,32,105,7.53,4.46
2015,Tyler Kroft,TE,Rutgers,246,77,4.75,NA,17,NA,NA,NA
2015,Tyler Lockett,WR,Kansas State,182,70,4.4,35.5,NA,121,6.89,4.07
2015,Tyrus Thompson,OT,Oklahoma,324,77,5.35,29,29,97,NA,4.92
2015,Vic Beasley,OLB,Clemson,246,75,4.53,41,35,130,6.91,4.15
2015,Vince Mayle,WR,Washington State,224,74,4.67,35.5,NA,117,6.93,4.13
2015,Wes Saxton,TE,South Alabama,248,75,4.65,36,NA,119,7.29,4.49
2015,Xavier Cooper,DT,Washington State,293,75,4.86,29,29,110,7.23,4.37
2015,Xzavier Dickson,OLB,Alabama,260,75,4.74,29.5,19,100,7.56,4.53
2015,Yannick Cudjoe-Virgil,OLB,Maryland,248,74,4.8,NA,25,NA,NA,NA
2015,Za'Darius Smith,DE,Kentucky,274,76,4.83,29,23,113,7.42,4.66
2014,A.C. Leonard,TE,Tennessee State,252,74,4.5,34,20,128,NA,NA
2014,A.J. McCarron,QB,Alabama,220,75,4.94,28,NA,99,7.18,4.34
2014,Aaron Colvin,CB,Oklahoma,177,71,4.51,NA,NA,NA,NA,NA
2014,Aaron Donald,DT,Pittsburgh,285,73,4.68,32,35,116,7.11,4.39
2014,Aaron Lynch,DE,South Florida,249,77,4.76,NA,18,NA,NA,NA
2014,Aaron Murray,QB,Georgia,207,72,4.84,NA,NA,NA,NA,NA
2014,Adam Muema,RB,San Diego State,202,70,4.56,NA,NA,NA,NA,NA
2014,Adrian Hubbard,OLB,Alabama,257,78,4.69,38.5,NA,117,NA,NA
2014,Ahmad Dixon,S,Baylor,212,72,4.64,32,14,111,7.55,4.5
2014,Albert Wilson,WR,Georgia State,202,69,4.43,37.5,10,123,7,4.21
2014,Alfred Blue,RB,LSU,223,74,4.63,32,13,121,7.15,4.5
2014,Allen Hurns,WR,Miami (FL),198,73,4.55,31,14,120,7.23,4.5
2014,Allen Robinson,WR,Penn State,220,75,4.6,39,NA,127,7,4
2014,Andre Hal,CB,Vanderbilt,188,70,4.5,35.5,15,119,7.14,4.27
2014,Andre Williams,RB,Boston College,230,71,4.56,38,NA,129,7.27,4.06
2014,Andrew Jackson,ILB,Western Kentucky,254,73,4.9,NA,NA,NA,NA,NA
2014,Anthony Barr,OLB,UCLA,255,77,4.66,34.5,15,119,6.82,4.19
2014,Anthony Hitchens,OLB,Iowa,240,72,4.74,31.5,23,116,7.15,4.45
2014,Anthony Johnson,DT,LSU,308,74,5.24,24.5,20,102,7.93,4.83
2014,Anthony Steen,OG,Alabama,314,75,5.33,NA,NA,NA,NA,NA
2014,Antone Exum,CB,Virginia Tech,213,72,4.59,35,17,117,7.05,4.13
2014,Antonio Andrews,RB,Western Kentucky,225,70,4.82,29.5,20,106,7.24,4.49
2014,Arthur Lynch,TE,Georgia,258,77,4.82,29.5,28,116,7.38,4.35
2014,Austin Franklin,WR,New Mexico State,189,71,4.56,36,7,124,7.07,4.33
2014,Austin Seferian-Jenkins,TE,Washington,262,77,4.75,NA,20,NA,NA,NA
2014,Avery Williamson,ILB,Kentucky,246,73,4.66,30.5,25,120,7.11,4.07
2014,Bashaud Breeland,CB,Clemson,197,71,4.62,34.5,11,123,7.04,4.33
2014,Bene' Benwikere,CB,San Jose State,195,71,4.59,40.5,10,122,6.94,4.38
2014,Bennett Jackson,CB,Notre Dame,195,72,4.51,38,13,128,6.75,4
2014,Bennie Fowler,WR,Michigan State,217,73,4.52,36,NA,126,7.06,4.18
2014,Billy Turner,OT,North Dakota State,315,77,5.16,28,25,108,7.92,4.71
2014,Bishop Sankey,RB,Washington,209,69,4.49,35.5,26,126,6.75,4
2014,Blake Bortles,QB,Central Florida,232,77,4.93,32.5,NA,115,7.08,4.21
2014,Boseko Lokombo,OLB,Oregon,225,74,4.66,NA,NA,122,7.15,4.3
2014,Bradley Roby,CB,Ohio State,194,71,4.39,38.5,17,124,NA,4.04
2014,Brandin Cooks,WR,Oregon State,189,70,4.33,36,16,120,6.76,3.81
2014,Brandon Coleman,WR,Rutgers,225,78,4.56,32.5,21,NA,7.33,4.51
2014,Brandon Linder,OG,Miami (FL),311,78,5.35,26.5,30,100,NA,NA
2014,Brandon Thomas,OG,Clemson,317,75,5.09,29,35,98,8.13,4.83
2014,Brent Urban,DE,Virginia,295,79,4.98,NA,NA,NA,NA,NA
2014,Brock Vereen,S,Minnesota,199,72,4.47,34,25,117,6.9,4.07
2014,Bruce Ellington,WR,South Carolina,197,69,4.45,39.5,15,120,6.69,3.95
2014,Bryan Stork,C,Florida State,315,76,5.44,NA,NA,NA,NA,NA
2014,Bryn Renner,QB,North Carolina,228,75,4.87,25.5,NA,108,7.22,4.3
2014,C.J. Fiedorowicz,TE,Iowa,265,77,4.76,31.5,25,116,7.1,4.26
2014,C.J. Mosley,ILB,Alabama,234,74,4.65,35,NA,118,7.3,4.4
2014,Calvin Pryor,S,Louisville,207,71,4.58,34.5,18,116,NA,NA
2014,Cameron Fleming,OT,Stanford,323,77,5.28,23.5,26,97,8.24,5
2014,Carl Bradford,OLB,Arizona State,250,73,4.76,37.5,23,122,7.25,4.3
2014,Carlos Hyde,RB,Ohio State,230,72,4.62,34.5,19,114,NA,NA
2014,Cassius Marsh,DE,UCLA,252,76,4.89,32,14,108,7.08,4.25
2014,Charles Leno,OG,North Carolina State,303,76,5.25,29,21,108,7.57,4.4
2014,Chris Borland,ILB,Wisconsin,248,71,4.83,31,27,114,7.18,4.27
2014,Chris Boyd,WR,Vanderbilt,206,76,4.73,NA,12,NA,NA,NA
2014,Chris Davis,CB,Auburn,202,70,4.54,NA,15,NA,NA,NA
2014,Chris Smith,OLB,Arkansas,266,73,4.66,37,28,121,7.55,4.46
2014,Chris Watt,OG,Notre Dame,310,75,5.5,NA,29,NA,NA,NA
2014,Chris Whaley,DT,Texas,269,75,5.02,NA,NA,NA,NA,NA
2014,Christian Jones,OLB,Florida State,240,75,4.68,33.5,NA,115,NA,NA
2014,Christian Kirksey,OLB,Iowa,233,74,4.72,32,16,122,NA,NA
2014,Cody Hoffman,WR,BYU,223,76,4.65,27.5,13,108,6.89,4.2
2014,Cody Latimer,WR,Indiana,215,74,4.52,NA,23,NA,NA,NA
2014,Colt Lyerla,TE,Oregon,242,76,4.61,39,15,128,NA,NA
2014,Connor Shaw,QB,South Carolina,206,72,4.66,34,NA,116,7.07,4.33
2014,Conor Boffeli,OG,Iowa,298,76,5.3,25,21,101,7.44,4.61
2014,Corey Brown,WR,Ohio State,178,71,4.51,33,NA,116,7.16,4.22
2014,Cornelius Lucas,OT,Kansas State,316,80,5.29,NA,NA,NA,NA,NA
2014,Craig Loston,S,LSU,217,73,4.65,32.5,12,119,7.15,4.35
2014,Crockett Gillmore,TE,Colorado State,260,78,4.89,33.5,NA,120,7.42,4.44
2014,D.J. Tialavea,TE,Utah State,267,75,4.95,NA,NA,NA,NA,NA
2014,Damian Copeland,WR,Louisville,184,71,4.5,40,12,120,6.53,3.9
2014,Damien Williams,RB,Oklahoma,222,71,4.45,35.5,16,121,7.37,4.25
2014,Daniel McCullers,DT,Tennessee,352,79,5.18,20.5,27,97,NA,NA
2014,Daniel Sorensen,S,BYU,205,73,4.67,32,13,114,6.47,3.95
2014,DaQuan Jones,DT,Penn State,322,76,5.35,27.5,25,101,7.73,4.78
2014,Darqueze Dennard,CB,Michigan State,199,71,4.52,NA,15,NA,NA,NA
2014,Davante Adams,WR,Fresno State,212,73,4.56,39.5,14,123,6.82,4.3
2014,David Fales,QB,San Jose State,212,74,4.99,28,NA,103,7.55,4.5
2014,David Fluellen,RB,Toledo,224,71,4.72,36.5,NA,120,6.9,NA
2014,De'Anthony Thomas,RB,Nebraska,174,69,4.39,32,8,124,NA,NA
2014,Deandre Coleman,DT,California,314,77,5.12,NA,24,NA,NA,NA
2014,Dee Ford,DE,Auburn,252,74,NA,NA,NA,NA,NA,NA
2014,Deion Belue,CB,Alabama,182,71,4.48,NA,11,NA,NA,NA
2014,Demarcus Lawrence,DE,Boise State,251,75,4.8,34.5,20,113,7.46,4.31
2014,Demetri Goodson,CB,Baylor,194,71,4.52,37,11,123,6.8,4.34
2014,Deone Bucannon,S,Washington State,211,73,4.49,36.5,19,125,6.96,4.26
2014,Derek Carr,QB,Fresno State,214,74,4.69,34.5,NA,110,NA,4.2
2014,Devin Street,WR,Pittsburgh,198,75,4.55,37,NA,124,6.89,4.01
2014,Devon Kennard,OLB,Southern California,249,75,4.7,30,23,113,7.25,4.32
2014,Devonta Freeman,RB,Florida State,206,68,4.58,31.5,NA,118,7.11,4.26
2014,Dexter McDougle,CB,Maryland,196,70,4.47,NA,NA,NA,NA,NA
2014,Dezmen Southward,S,Wisconsin,211,72,4.38,NA,NA,NA,NA,NA
2014,Dion Bailey,S,Southern California,201,72,4.66,34,NA,113,6.97,4.15
2014,Dominique Easley,DT,Florida,288,74,4.93,NA,26,NA,NA,NA
2014,Dontae Johnson,CB,North Carolina State,200,74,4.41,38.5,12,124,6.82,4.24
2014,Donte Moncrief,WR,Mississippi,221,74,4.4,39.5,13,132,7.02,4.3
2014,Dri Archer,WR,Kent State,173,68,4.26,38,20,122,6.86,4.06
2014,E.J. Gaines,CB,Missouri,190,70,4.44,NA,15,NA,NA,NA
2014,Eathyn Manumaleuna,DT,BYU,296,74,5.16,28,29,101,7.78,4.61
2014,Ed Reynolds,S,Stanford,207,73,4.57,32.5,15,117,NA,NA
2014,Ed Stinson,DE,Alabama,287,75,4.98,NA,NA,NA,NA,NA
2014,Ego Ferguson,DT,LSU,315,75,4.98,NA,24,NA,NA,NA
2014,Eric Ebron,TE,North Carolina,250,76,4.6,32,24,120,NA,NA
2014,Gabe Ikard,C,Oklahoma,304,76,5.13,26,22,103,7.3,4.37
2014,Gabe Jackson,OG,Mississippi State,336,75,5.34,29,30,108,8.25,4.78
2014,George Uko,DT,Southern California,284,75,4.99,29.5,18,110,NA,NA
2014,Greg Robinson,OT,Auburn,332,77,4.92,28.5,32,113,7.8,4.86
2014,Ha Ha Clinton-Dix,S,Alabama,208,73,4.58,33,11,119,7.16,4.16
2014,Henry Josey,RB,Missouri,194,68,4.43,34.5,20,118,7.07,4.13
2014,I.K. Enemkpali,DE,Louisiana Tech,261,73,4.86,34,28,112,7.67,4.65
2014,Isaiah Burse,WR,Fresno State,188,70,4.58,31,16,115,6.74,3.94
2014,Isaiah Crowell,RB,Alabama State,224,71,4.57,38,23,117,NA,NA
2014,Isaiah Lewis,S,Michigan State,211,70,4.6,36.5,15,122,7.05,4.47
2014,J.C. Copeland,FB,LSU,271,71,4.95,28.5,23,111,7.68,4.58
2014,Ja'Wuan James,OT,Oklahoma,311,78,5.26,29,22,103,7.42,4.56
2014,Jabari Price,CB,North Carolina,200,71,4.45,NA,16,NA,7.04,4.3
2014,Jace Amaro,TE,Texas Tech,265,77,4.74,33,28,118,7.42,4.3
2014,Jackson Jeffcoat,DE,Texas,247,75,4.63,36,18,123,6.97,4.18
2014,Jacob Pedersen,TE,Wisconsin,238,75,4.82,28.5,NA,111,7.55,4.4
2014,Jadeveon Clowney,DE,South Carolina,266,77,4.53,37.5,21,124,7.27,4.43
2014,Jake Murphy,TE,Utah,249,76,4.79,33,24,114,7.18,4.27
2014,Jalen Saunders,WR,Oklahoma,165,69,4.44,34,NA,122,NA,NA
2014,James Gayle,DE,Virginia Tech,259,76,4.7,37,26,122,7.19,4.27
2014,James Morris,ILB,Iowa,241,73,4.8,34.5,18,117,6.94,4.36
2014,James Stone,C,Tennessee,306,76,5.17,27.5,22,105,8.16,4.63
2014,James White,RB,Wisconsin,204,69,4.57,32,23,114,7.05,4.2
2014,"James Wilder, Jr.",RB,Florida State,232,75,4.65,35,18,121,6.92,4.24
2014,Jared Abbrederis,WR,Wisconsin,195,73,4.5,30.5,4,117,6.8,4.08
2014,Jarvis Landry,WR,LSU,205,71,4.65,28.5,12,110,NA,NA
2014,Jason Verrett,CB,TCU,189,69,4.38,39,NA,128,6.69,4
2014,Jay Bromley,DT,Syracuse,306,75,5.06,33.5,26,106,7.92,4.78
2014,Jaylen Watkins,CB,Florida,194,71,4.41,NA,22,NA,NA,NA
2014,Jemea Thomas,CB,Georgia Tech,192,69,4.52,37,19,125,NA,NA
2014,Jeoffrey Pagan,DE,Alabama,310,75,4.92,NA,NA,NA,NA,NA
2014,Jeremiah Attaochu,OLB,Georgia Tech,252,75,NA,NA,NA,NA,NA,NA
2014,Jeremiah George,ILB,Iowa State,234,71,4.91,33,28,116,NA,NA
2014,Jeremy Gallon,WR,Michigan,185,67,4.49,NA,15,NA,NA,NA
2014,Jeremy Hill,RB,LSU,233,73,4.56,29,20,113,NA,NA
2014,Jerome Smith,RB,Syracuse,220,71,4.84,36,14,118,7.53,4.6
2014,Jimmie Ward,S,Northern Illinois,193,71,4.59,NA,9,NA,NA,NA
2014,Joel Bitonio,OG,Nevada,302,76,4.92,32,22,114,7.37,4.44
