pick,team,year,player,pos,college
300,NA,2018,Robert Foster,WR,Alabama
300,NA,2018,Roc Thomas,RB,Jacksonville St.
38,TAM,2018,Ronald Jones,RB,USC
93,JAX,2018,Ronnie Harrison,S,Alabama
8,CHI,2018,Roquan Smith,OLB,Georgia
71,DEN,2018,Royce Freeman,RB,Oregon
250,NWE,2018,Ryan Izzo,TE,Florida St.
300,NA,2018,Ryan Nall,RB,Oregon St.
300,NA,2018,Salesi Uhatafe,OG,Utah
3,NYJ,2018,Sam Darnold,QB,USC
77,CIN,2018,Sam Hubbard,DE,Ohio St.
2,NYG,2018,Saquon Barkley,RB,Penn St.
155,LAC,2018,Scott Quessenberry,C,UCLA
300,NA,2018,Sean Chandler,S,Temple
141,SEA,2018,Shaquem Griffin,OLB,Central Florida
197,WAS,2018,Shaun dion Hamilton,ILB,Alabama
300,NA,2018,Simmie Cobbs,WR,Indiana
300,NA,2018,Skai Moore,OLB,South Carolina
31,NWE,2018,Sony Michel,RB,Georgia
300,NA,2018,Stephen Roberts,S,Auburn
300,NA,2018,Steven Mitchell,WR,USC
300,NA,2018,Tanner Carew,LS,Oregon
203,JAX,2018,Tanner Lee,QB,Nebraska
300,NA,2018,Tarvarus McFadden,CB,Florida St.
29,JAX,2018,Taven Bryan,DT,Florida
300,NA,2018,Taylor Hearn,OG,Clemson
300,NA,2018,Taylor Stallworth,DT,South Carolina
300,NA,2018,Tegray Scales,ILB,Indiana
28,PIT,2018,Terrell Edmunds,S,Virginia Tech
163,WAS,2018,Tim Settle,DT,Virginia Tech
300,NA,2018,Tony Brown,CB,Alabama
146,SEA,2018,Tre Flowers,S,Oklahoma St.
16,BUF,2018,Tremaine Edmunds,OLB,Virginia Tech
300,NA,2018,Trenton Thompson,DT,Georgia
91,NOR,2018,Trequan Smith,WR,Central Florida
205,LAR,2018,Trevon Young,DE,Louisville
256,WAS,2018,Trey Quinn,WR,SMU
109,WAS,2018,Troy Apke,S,Penn St.
156,DEN,2018,Troy Fumagalli,TE,Wisconsin
157,MIN,2018,Tyler Conklin,TE,Central Michigan
64,IND,2018,Tyquan Lewis,DE,Ohio St.
48,LAC,2018,Uchenna Nwosu,DE,USC
300,NA,2018,Van Smith,S,Clemson
12,TAM,2018,Vita Vea,DT,Washington
120,SEA,2018,Will Dissly,TE,Washington
129,JAX,2018,Will Richardson,OT,North Carolina St.
166,BUF,2018,Wyatt Teller,OG,Virginia Tech
300,NA,2018,Zaycoven Henderson,DT,Texas A&M
182,GNB,2017,Aaron Jones,RB,Texas-El Paso
200,NYG,2017,Adam Bisnowaty,OT,Pittsburgh
18,TEN,2017,Adoree Jackson,CB,Southern California
66,SFO,2017,Ahkello Witherspoon,CB,Colorado
196,NOR,2017,Al-Quadin Muhammad,DE,Miami (FL)
76,NOR,2017,Alex Anzalone,OLB,Florida
67,NOR,2017,Alvin Kamara,RB,Tennessee
106,SEA,2017,Amara Darboh,WR,Michigan
300,NA,2017,Amba Etta-Tawo,WR,Syracuse
161,IND,2017,Anthony Walker Jr.,ILB,Northwestern
85,NWE,2017,Antonio Garcia,OT,Troy
79,NYJ,2017,ArDarius Stewart,WR,Alabama
300,NA,2017,Artavis Scott,WR,Clemson
300,NA,2017,Arthur Maulet,CB,Memphis
300,NA,2017,Ashton Lampkin,CB,Oklahoma State
300,NA,2017,Avery Moss,DE,Youngstown State
300,NA,2017,Aviante Collins,OG,Texas Christian
300,NA,2017,Ben Boulware,ILB,Clemson
300,NA,2017,Ben Braden,OG,Michigan
120,MIN,2017,Ben Gedeon,ILB,Michigan
300,NA,2017,Billy Brown,TE,Shepherd
148,JAX,2017,Blair Brown,ILB,Ohio
215,DET,2017,Brad Kaaya,QB,Miami (FL)
300,NA,2017,Bradley Northnagel,LS,California
173,PIT,2017,Brian Allen,CB,Utah
156,ATL,2017,Brian Hill,RB,Wyoming
300,NA,2017,Brooks Ellis,ILB,Arkansas
300,NA,2017,Bryan Cox Jr.,DE,Florida
201,MIN,2017,Bucky Hodges,TE,Virginia Tech
36,ARI,2017,Budda Baker,S,Washington
300,NA,2017,Bug Howard,WR,North Carolina
104,SFO,2017,C.J. Beathard,QB,Iowa
185,CLE,2017,Caleb Brantley,DT,Florida
34,JAX,2017,Cam Robinson,OT,Alabama
94,PIT,2017,Cameron Sutton,CB,Tennessee
116,CIN,2017,Carl Lawson,DE,Auburn
82,DEN,2017,Carlos Henderson,WR,Louisiana Tech
142,HOU,2017,Carlos Watkins,DT,Clemson
300,NA,2017,Carroll Phillips,OLB,Illinois
300,NA,2017,Cethan Carter,TE,Nebraska
141,NYJ,2017,Chad Hansen,WR,California
300,NA,2017,Channing Stribling,CB,Michigan
22,MIA,2017,Charles Harris,DE,Missouri
300,NA,2017,Charles Walker,DT,Oklahoma
199,WAS,2017,Chase Roullier,C,Wyoming
60,DAL,2017,Chidobe Awuzie,CB,Colorado
249,SEA,2017,Chris Carson,RB,Oklahoma State
84,TAM,2017,Chris Godwin,WR,Penn State
74,BAL,2017,Chris Wormley,DT,Michigan
8,CAR,2017,Christian McCaffrey,RB,Stanford
186,BAL,2017,Chuck Clark,S,Virginia Tech
300,NA,2017,Chunky Clements,DT,Illinois
300,NA,2017,Cole Hikutini,TE,Louisville
213,PIT,2017,Colin Holba,LS,Louisville
300,NA,2017,Cooper Rush,QB,Central Michigan
97,MIA,2017,Cordrea Tankersley,CB,Clemson
300,NA,2017,Corey Clement,RB,Wisconsin
5,TEN,2017,Corey Davis,WR,Western Michigan
152,CAR,2017,Corn Elder,CB,Miami (FL)
40,CAR,2017,Curtis Samuel,WR,Ohio State
300,NA,2017,D.J. Jones,DT,Mississippi
89,HOU,2017,D'Onta Foreman,RB,Texas
77,CAR,2017,Daeshon Hall,DE,Texas A&M
41,MIN,2017,Dalvin Cook,RB,Florida State
55,NYG,2017,Dalvin Tomlinson,DT,Alabama
300,NA,2017,Damarius Travis,S,Minnesota
300,NA,2017,Damien Mama,OG,Southern California
149,ATL,2017,Damontae Kazee,CB,San Diego State
300,NA,2017,Dan Skipper,OT,Arkansas
300,NA,2017,Daniel Brunskill,OT,San Diego State
180,MIN,2017,Danny Isidora,OG,Miami (FL)
300,NA,2017,Dare Ogunbowale,RB,Wisconsin
300,NA,2017,Darrell Daniels,TE,Washington
300,NA,2017,Darreus Rogers,WR,Southern California
29,CLE,2017,David Njoku,TE,Miami (FL)
87,NYG,2017,Davis Webb,QB,California
178,MIA,2017,Davon Gaudchaux,DT,LSU
68,JAX,2017,Dawuane Smoot,DE,Illinois
300,NA,2017,De'Veon Smith,RB,Michigan
131,NWE,2017,Deatrich Wise Jr.,DE,Arkansas
110,JAX,2017,Dede Westbrook,WR,Oklahoma
95,SEA,2017,Delano Hill,S,Michigan
51,DEN,2017,DeMarcus Walker,DE,Florida State
14,PHI,2017,Derek Barnett,DE,Tennessee
12,HOU,2017,Deshaun Watson,QB,Clemson
52,CLE,2017,DeShone Kizer,QB,Notre Dame
151,LAC,2017,Desmond King,S,Iowa
300,NA,2017,Devine Redding,RB,Indiana
300,NA,2017,Devonte Fields,OLB,Louisville
63,BUF,2017,Dion Dawkins,OG,Temple
132,PHI,2017,Donnel Pumphrey,RB,San Diego State
300,NA,2017,Drew Morgan,WR,Arkansas
75,ATL,2017,Duke Riley,OLB,LSU
112,CHI,2017,Eddie Jackson,S,Alabama
88,OAK,2017,Eddie Vanderdoes,DT,UCLA
234,LAR,2017,Ejuan Price,OLB,Pittsburgh
242,OAK,2017,Elijah Hood,RB,North Carolina
300,NA,2017,Elijah McGuire,RB,Louisiana
214,PHI,2017,Elijah Qualls,DT,Washington
23,NYG,2017,Evan Engram,TE,Mississippi
300,NA,2017,Ezra Robinson,CB,Tennessee State
81,WAS,2017,Fabian Moreau,CB,UCLA
300,NA,2017,Fadol Brown,DE,Mississippi
38,LAC,2017,Forrest Lamp,OG,Western Kentucky
300,NA,2017,Fred Ross,WR,Mississippi State
300,NA,2017,Freddie Stevenson,FB,Florida State
300,NA,2017,Gabe Marks,WR,Washington State
24,OAK,2017,Gareon Conley,CB,Ohio State
300,NA,2017,Garrett Sickels,DE,Penn State
146,SFO,2017,George Kittle,TE,Iowa
44,LAR,2017,Gerald Everett,TE,South Alabama
300,NA,2017,Greg Ward Jr.,WR,Houston
13,ARI,2017,Haason Reddick,OLB,Temple
300,NA,2017,Hardy Nickerson,ILB,Illinois
300,NA,2017,Harvey Langi,ILB,Brigham Young
300,NA,2017,Hayden Plinke,TE,Texas-El Paso
126,CLE,2017,Howard Wilson,CB,Houston
220,MIN,2017,Ifeadi Odenigbo,DE,Northwestern
164,MIA,2017,Isaac Asiata,OG,Utah
225,LAC,2017,Isaac Rochell,DE,Notre Dame
237,MIA,2017,Isaiah Ford,WR,Virginia Tech
172,DEN,2017,Isaiah McKenzie,WR,Georgia
300,NA,2017,J.J. Dielman,OT,Utah
25,CLE,2017,Jabrill Peppers,S,Michigan
245,MIN,2017,Jack Tocho,CB,North Carolina State
300,NA,2017,Jadar Johnson,S,Clemson
300,NA,2017,Jahad Thomas,RB,Temple
145,DEN,2017,Jake Butt,TE,Michigan
109,MIN,2017,Jaleel Johnson,DT,Iowa
222,JAX,2017,Jalen Myrick,CB,Minnesota
124,DET,2017,Jalen Reeves-Maybin,OLB,Tennessee
300,NA,2017,Jalen Robinette,WR,Air Force
134,GNB,2017,Jamaal Williams,RB,Brigham Young
6,NYJ,2017,Jamal Adams,S,LSU
300,NA,2017,Jamal Carter,S,Miami (FL)
300,NA,2017,Jamari Staples,WR,Louisville
105,PIT,2017,James Conner,RB,Pittsburgh
300,NA,2017,James Quick,WR,Louisville
21,DET,2017,Jarrad Davis,ILB,Florida
300,NA,2017,Jarron Jones,DT,Notre Dame
155,TEN,2017,Jayon Brown,ILB,UCLA
139,KAN,2017,Jehu Chesson,WR,Michigan
205,DET,2017,Jeremiah Ledbetter,DT,Arkansas
197,NYJ,2017,Jeremy Clark,CB,Michigan
162,TAM,2017,Jeremy McNichols,RB,Boise State
154,WAS,2017,Jeremy Sprinkle,TE,Arkansas
300,NA,2017,Jerod Evans,QB,Virginia Tech
300,NA,2017,Jerome Lane,WR,Akron
300,NA,2017,Jesus Wilson,WR,Florida State
300,NA,2017,Joe Mathis,DE,Washington
121,SFO,2017,Joe Williams,RB,Utah
300,NA,2017,John Johnson,S,Boston College
9,CIN,2017,John Ross,WR,Washington
208,ARI,2017,Johnathan Ford,S,Auburn
17,WAS,2017,Jonathan Allen,DT,Alabama
100,TEN,2017,Jonnu Smith,TE,Florida International
150,NYJ,2017,Jordan Leggett,TE,Clemson
73,CIN,2017,Jordan Willis,DE,Kansas State
227,TEN,2017,Josh Carraway,DE,Texas Christian
230,WAS,2017,Josh Harvey-Clemons,S,Louisville
61,GNB,2017,Josh Jones,S,North Carolina State
128,CIN,2017,Josh Malone,WR,Tennessee
117,LAR,2017,Josh Reynolds,WR,Texas A&M
135,PIT,2017,Joshua Dobbs,QB,Tennessee
92,DAL,2017,Jourdan Lewis,CB,Michigan
62,PIT,2017,JuJu Smith-Schuster,WR,Southern California
300,NA,2017,Justin Davis,RB,Southern California
50,TAM,2017,Justin Evans,S,Texas A&M
300,NA,2017,K.D. Cannon,WR,Baylor
86,KAN,2017,Kareem Hunt,RB,Toledo
300,NA,2017,Keevan Lucas,WR,Tulsa
300,NA,2017,Keith Kelsey,ILB,Louisville
300,NA,2017,Ken Ekanem,DE,Virginia Tech
107,TAM,2017,Kendell Beckwith,ILB,LSU
96,DET,2017,Kenny Golladay,WR,Northern Illinois
300,NA,2017,Keon Hatcher,WR,Arkansas
300,NA,2017,Kermit Whitfield,WR,Florida State
300,NA,2017,Kevin Davis,ILB,Colorado State
33,GNB,2017,Kevin King,CB,Washington
243,HOU,2017,Kyle Fuller,C,Baylor
4,JAX,2017,Leonard Fournette,RB,LSU
118,PHI,2017,Mack Hollins,WR,North Carolina
247,GNB,2017,Malachi Dupre,WR,LSU
15,IND,2017,Malik Hooker,S,Ohio State
35,SEA,2017,Malik McDowell,DT,Michigan State
39,NYJ,2017,Marcus Maye,S,Florida
300,NA,2017,Marcus Williams,S,Utah
16,BAL,2017,Marlon Humphrey,CB,Alabama
143,IND,2017,Marlon Mack,RB,South Florida
168,OAK,2017,Marquel Lee,ILB,Wake Forest
216,DAL,2017,Marquez White,CB,Florida State
11,NOR,2017,Marshon Lattimore,CB,Ohio State
163,BUF,2017,Matt Milano,OLB,Boston College
252,CLE,2017,Matthew Dayes,RB,North Carolina State
300,NA,2017,Michael Rector,WR,Stanford
127,DET,2017,Michael Roberts,TE,Toledo
187,SEA,2017,Michael Tyson,S,Cincinnati
7,LAC,2017,Mike Williams,WR,Clemson
300,NA,2017,Mitch Leidner,QB,Minnesota
2,CHI,2017,Mitchell Trubisky,QB,North Carolina
123,WAS,2017,Montae Nicholson,S,Michigan State
93,GNB,2017,Montravius Adams,DT,Auburn
1,CLE,2017,Myles Garrett,DE,Texas A&M
184,PHI,2017,Nate Gerry,S,Nebraska
158,IND,2017,Nate Hairston,CB,Temple
171,BUF,2017,Nathan Peterman,QB,Pittsburgh
102,SEA,2017,Nazair Jones,DT,North Carolina
239,DAL,2017,Noah Brown,WR,Ohio State
300,NA,2017,Noble Nwachukwu,DE,West Virginia
300,NA,2017,Noel Thomas,WR,Connecticut
19,TAM,2017,O.J. Howard,TE,Alabama
56,OAK,2017,Obi Melifonwu,S,Connecticut
70,MIN,2017,Pat Elflein,C,Ohio State
10,KAN,2017,Patrick Mahomes,QB,Texas Tech
300,NA,2017,Pharaoh Brown,TE,Oregon
202,SFO,2017,Pita Taumoepenu,OLB,Utah
300,NA,2017,Quincy Adeboyejo,WR,Mississippi
46,IND,2017,Quincy Wilson,CB,Florida
54,MIA,2017,Raekwon McMillan,ILB,Ohio State
99,PHI,2017,Rasul Douglas,CB,West Virginia
113,LAC,2017,Rayshawn Jenkins,S,Miami (FL)
31,SFO,2017,Reuben Foster,ILB,Alabama
300,NA,2017,Ricky Seals-Jones,WR,Texas A&M
300,NA,2017,Riley Bullough,ILB,Michigan State
209,WAS,2017,Robert Davis,WR,Georgia State
170,MIN,2017,Rodney Adams,WR,South Florida
300,NA,2017,Rushel Shell III,RB,West Virginia
49,WAS,2017,Ryan Anderson,OLB,Alabama
138,CIN,2017,Ryan Glasgow,DT,Michigan
133,DAL,2017,Ryan Switzer,WR,North Carolina
206,LAR,2017,Sam Rogers,FB,Virginia Tech
190,LAC,2017,Sam Tevi,OT,Utah
114,WAS,2017,Samaje Perine,RB,Oklahoma
300,NA,2017,Scott Orndoff,TE,Pittsburgh
136,ATL,2017,Sean Harlow,OG,Oregon State
300,NA,2017,Sefo Liufau,QB,Colorado
300,NA,2017,Seth Russell,QB,Baylor
221,OAK,2017,Shalom Luani,S,Washington State
300,NA,2017,Shaquill Griffin,CB,Central Florida
166,PHI,2017,Shelton Gibson,WR,West Virginia
43,PHI,2017,Sidney Jones,CB,Washington
300,NA,2017,Sojourn Shelton,CB,Wisconsin
3,SFO,2017,Solomon Thomas,DE,Stanford
300,NA,2017,Speedy Noil,WR,Texas A&M
219,MIN,2017,Stacy Coley,WR,Miami (FL)
300,NA,2017,Stanley Williams,RB,Kentucky
223,TAM,2017,Stevie Tu'Ikolovatu,DT,Southern California
179,ARI,2017,T.J. Logan,RB,North Carolina
30,PIT,2017,T.J. Watt,OLB,Wisconsin
28,DAL,2017,Taco Charlton,DE,Michigan
26,ATL,2017,Takkarist McKinley,OLB,UCLA
195,BUF,2017,Tanner Vallejo,ILB,Boise State
189,LAR,2017,Tanzel Smart,DT,Tulane
80,IND,2017,Tarell Basham,DE,Ohio
300,NA,2017,Tashawn Bower,OLB,LSU
64,CAR,2017,Taylor Moton,OT,Western Michigan
72,TEN,2017,Taywan Taylor,WR,Western Kentucky
111,SEA,2017,Tedric Thompson,S,Colorado
53,DET,2017,Teez Tabor,CB,Florida
78,BAL,2017,Tim Williams,OLB,Alabama
300,NA,2017,Travin Dural,WR,LSU
300,NA,2017,Travis Rudolph,WR,Florida State
27,BUF,2017,TreDavious White,CB,LSU
177,SFO,2017,Trent Taylor,WR,Louisiana Tech
169,HOU,2017,Treston DeCoud,CB,Oregon State
300,NA,2017,Trevor Knight,QB,Texas A&M
103,NOR,2017,Trey Hendrickson,DE,Florida Atlantic
244,OAK,2017,Treyvon Hester,DT,Toledo
300,NA,2017,Tyler Orlosky,C,West Virginia
47,BAL,2017,Tyus Bowser,OLB,Houston
300,NA,2017,Victor Bolden Jr.,WR,Oregon State
108,GNB,2017,Vince Biegel,OLB,Wisconsin
194,MIA,2017,Vincent Taylor,DT,Oklahoma State
140,NYG,2017,Wayne Gallman,RB,Clemson
300,NA,2017,William Likely,CB,Maryland
191,DAL,2017,Xavier Woods,S,Louisiana Tech
137,IND,2017,Zach Banner,OG,Southern California
57,HOU,2017,Zach Cunningham,OLB,Vanderbilt
300,NA,2017,Zach Pascal,WR,Old Dominion
300,NA,2016,A.J. Stamps,S,Kentucky
46,DET,2016,A'Shawn Robinson,DT,Alabama
213,SFO,2016,Aaron Burbridge,WR,Michigan State
63,DEN,2016,Adam Gotsis,DT,Georgia Tech
80,BUF,2016,Adolphus Washington,DT,Ohio State
171,SEA,2016,Alex Collins,RB,Arkansas
130,BAL,2016,Alex Lewis,OT,Nebraska
240,PHI,2016,Alex McCalister,DE,Florida
300,NA,2016,Alex Redmond,OG,UCLA
300,NA,2016,Alonzo Russell,WR,Toledo
122,CIN,2016,Andrew Billings,DT,Baylor
176,DEN,2016,Andy Janovich,FB,Nebraska
189,DAL,2016,Anthony Brown,CB,Purdue
202,DET,2016,Anthony Zettel,DT,Penn State
125,IND,2016,Antonio Morrison,ILB,Florida
300,NA,2016,Antwaun Woods,NT,Southern California
25,PIT,2016,Artie Burns,CB,Miami (FL)
248,IND,2016,Austin Blythe,C,Iowa
81,ATL,2016,Austin Hooper,TE,Stanford
43,TEN,2016,Austin Johnson,DT,Penn State
109,NYG,2016,B.J. Goodson,OLB,Clemson
300,NA,2016,Beau Sandland,TE,Montana St
300,NA,2016,Beniquez Brown,OLB,Mississippi State
131,GNB,2016,Blake Martinez,ILB,Stanford
300,NA,2016,Bralon Addison,WR,Oregon
300,NA,2016,Branden Jackson,DE,Texas Tech
201,JAX,2016,Brandon Allen,QB,Arkansas
223,MIA,2016,Brandon Doughty,QB,Western Kentucky
158,NYJ,2016,Brandon Shell,OT,South Carolina
300,NA,2016,Brandon Wilds,RB,South Carolina
92,ARI,2016,Brandon Williams,CB,Texas A&M
85,HOU,2016,Braxton Miller,WR,Ohio State
300,NA,2016,Briean Boddy-Calhoun,CB,Minnesota
70,BAL,2016,Bronson Kaufusi,DE,Brigham Young
300,NA,2016,Bryce Williams,TE,East Carolina
300,NA,2016,Byron Marshall,WR,Oregon
300,NA,2016,C.J. Johnson,ILB,Mississippi
90,SEA,2016,C.J. Prosise,RB,Notre Dame
139,BUF,2016,Cardale Jones,QB,Ohio State
65,CLE,2016,Carl Nassib,DE,Penn State
2,PHI,2016,Carson Wentz,QB,North Dakota St
300,NA,2016,Cassanova McKinzy,ILB,Auburn
300,NA,2016,Cayleb Jones,WR,Arizona
101,DAL,2016,Charles Tapper,DE,Oklahoma
241,NYJ,2016,Charone Peake,WR,Clemson
300,NA,2016,Chris Brown,WR,Notre Dame
37,KAN,2016,Chris Jones,DT,Mississippi State
300,NA,2016,Chris Mayes,NT,Georgia
107,BAL,2016,Chris Moore,WR,Cincinnati
51,NYJ,2016,Christian Hackenberg,QB,Penn State
199,CIN,2016,Cody Core,WR,Mississippi
93,CLE,2016,Cody Kessler,QB,Southern California
56,CHI,2016,Cody Whitehair,OT,Kansas State
100,OAK,2016,Connor Cook,QB,Michigan State
144,DEN,2016,Connor McGovern,OG,Missouri
300,NA,2016,Connor Wujciak,DT,Boston College
15,CLE,2016,Corey Coleman,WR,Baylor
300,NA,2016,Cory Littleton,OLB,Washington
300,NA,2016,Curt Maggitt,OLB,Tennessee
300,NA,2016,D.J. Foster,WR,Arizona State
300,NA,2016,D.J. Pettway,DE,Alabama
166,HOU,2016,D.J. Reader,DT,Clemson
178,KAN,2016,D.J. White,CB,Georgia Tech
203,KAN,2016,Dadi Nicolas,DE,Virginia Tech
135,DAL,2016,Dak Prescott,QB,Mississippi State
197,TAM,2016,Dan Vitale,FB,Northwestern
237,NOR,2016,Daniel Lasco,RB,California
71,NYG,2016,Darian Thompson,S,Boise State
300,NA,2016,Darius Latham,DT,Indiana
300,NA,2016,Darrell Greene,OG,San Diego State
20,NYJ,2016,Darron Lee,OLB,Ohio State
77,CAR,2016,Daryl Worley,CB,West Virginia
300,NA,2016,David Grinnage,TE,North Carolina State
188,MIN,2016,David Morgan,TE,Texas-San Antonio
300,NA,2016,De'Runnya Wilson,WR,Mississippi State
300,NA,2016,De'Vante Harris,CB,Texas A&M
115,ATL,2016,De'Vondre Campbell,OLB,Minnesota
137,GNB,2016,Dean Lowry,DE,Northwestern
300,NA,2016,Deandre Elliott,CB,Colorado State
143,OAK,2016,Deandre Washington,RB,Texas Tech
7,SFO,2016,Deforest Buckner,DE,Oregon
52,ATL,2016,Deion Jones,OLB,Louisiana State
229,PIT,2016,Demarcus Ayers,WR,Houston
126,KAN,2016,Demarcus Robinson,WR,Florida
300,NA,2016,Denver Kirkland,OT,Arkansas
124,CHI,2016,Deon Bush,S,Miami (FL)
45,TEN,2016,Derrick Henry,RB,Alabama
129,CLE,2016,Derrick Kindred,S,Texas Christian
183,TAM,2016,Devante Bond,OLB,Oklahoma
300,NA,2016,Devaunte Sigler,DT,Jacksonville State
300,NA,2016,Devon Cajuste,WR,Stanford
300,NA,2016,Devon Johnson,RB,Marshall
136,DEN,2016,Devontae Booker,RB,Utah
300,NA,2016,Dominick Jackson,OT,Alabama
300,NA,2016,Dominique Alexander,ILB,Oklahoma
300,NA,2016,Dominique Robertson,OT,West Georgia
300,NA,2016,Drew Ott,DE,Iowa
300,NA,2016,Duke Williams,WR,Auburn
10,NYG,2016,Eli Apple,CB,Ohio State
300,NA,2016,Elijah Shumate,S,Notre Dame
32,CLE,2016,Emmanuel Ogbah,DE,Oklahoma State
106,KAN,2016,Eric Murray,CB,Minnesota
300,NA,2016,Eric Striker,OLB,Oklahoma
128,ARI,2016,Evan Boehm,C,Missouri
4,DAL,2016,Ezekiel Elliott,RB,Ohio State
300,NA,2016,Geronimo Allison,WR,Illinois
300,NA,2016,Gionni Paul,ILB,Utah
300,NA,2016,Giorgio Newberry,DE,Florida State
300,NA,2016,Glenn Gronkowski,FB,Kansas State
95,DET,2016,Graham Glasgow,C,Michigan
116,IND,2016,Hassan Ridgeway,DT,Texas
35,SDG,2016,Hunter Henry,TE,Arkansas
300,NA,2016,Hunter Sharp,WR,Utah State
79,PHI,2016,Isaac Seumalo,OG,Oregon State
300,NA,2016,Jack Allen,C,Michigan State
8,TEN,2016,Jack Conklin,OT,Michigan State
91,NWE,2016,Jacoby Brissett,QB,North Carolina State
300,NA,2016,Jake McGee,TE,Florida
233,PHI,2016,Jalen Mills,S,Louisiana State
5,JAX,2016,Jalen Ramsey,CB,Florida State
300,NA,2016,Jalin Marshall,WR,Ohio State
62,CAR,2016,James Bradberry,CB,Samford
1,LAR,2016,Jared Goff,QB,California
300,NA,2016,Jared Norris,ILB,Utah
49,SEA,2016,Jarran Reed,DT,Alabama
300,NA,2016,Jason Fanaika,DE,Utah
48,GNB,2016,Jason Spriggs,OT,Indiana
34,DAL,2016,Jaylon Smith,OLB,Notre Dame
244,MIN,2016,Jayron Kearse,S,Clemson
207,SFO,2016,Jeff Driskel,QB,Louisiana Tech
123,PIT,2016,Jerald Hawkins,OT,Louisiana State
184,NYG,2016,Jerell Adams,TE,South Carolina
300,NA,2016,Jeremy Cash,S,Duke
44,OAK,2016,Jihad Ward,DT,Illinois
300,NA,2016,Jimmy Bean,DE,Oklahoma State
210,DET,2016,Jimmy Landes,LS,Baylor
300,NA,2016,Jimmy Pruitt,CB,San Jose St
151,DET,2016,Joe Dahl,OT,Washington State
99,CLE,2016,Joe Schobert,OLB,Wisconsin
78,NWE,2016,Joe Thuney,OT,North Carolina State
300,NA,2016,Joel Heath,DT,Michigan State
300,NA,2016,Joel Stave,QB,Wisconsin
3,SDG,2016,Joey Bosa,DE,Ohio State
145,SFO,2016,John Theus,OT,Georgia
300,NA,2016,Johnny Holton,WR,Cincinnati
72,CHI,2016,Jonathan Bullard,DE,Florida
300,NA,2016,Jonathan Jones,CB,Auburn
156,BUF,2016,Jonathan Williams,RB,Arkansas
150,CHI,2016,Jordan Howard,RB,Indiana
83,NYJ,2016,Jordan Jenkins,OLB,Georgia
300,NA,2016,Jordan Lomax,S,Iowa
204,MIA,2016,Jordan Lucas,S,Penn State
154,CLE,2016,Jordan Payton,WR,UCLA
22,WAS,2016,Josh Doctson,WR,Texas Christian
300,NA,2016,Josh Ferguson,RB,Illinois
190,LAR,2016,Josh Forrest,ILB,Kentucky
28,SFO,2016,Joshua Garnett,OG,Stanford
102,SDG,2016,Joshua Perry,ILB,Ohio State
98,DEN,2016,Justin Simmons,S,Boston College
118,NYJ,2016,Juston Burris,CB,North Carolina State
42,BAL,2016,Kamalei Correa,DE,Boise State
14,OAK,2016,Karl Joseph,S,West Virginia
212,DAL,2016,Kavon Frazier,S,Central Michigan
17,ATL,2016,Keanu Neal,S,Florida
242,WAS,2016,Keith Marshall,RB,Georgia
74,KAN,2016,Keivarae Russell,CB,Notre Dame
211,SFO,2016,Kelvin Taylor,RB,Florida
300,NA,2016,Ken Crawley,CB,Colorado
84,WAS,2016,Kendall Fuller,CB,Virginia Tech
134,BAL,2016,Kenneth Dixon,RB,Louisiana Tech
27,GNB,2016,Kenny Clark,DT,UCLA
243,SEA,2016,Kenny Lawler,WR,California
160,MIN,2016,Kentrell Brothers,OLB,Missouri
73,MIA,2016,Kenyan Drake,RB,Alabama
33,TEN,2016,Kevin Dodd,DE,Clemson
162,KAN,2016,Kevin Hogan,QB,Stanford
300,NA,2016,Kevin Peterson,CB,Oklahoma State
218,BUF,2016,Kevon Seymour,CB,Southern California
300,NA,2016,Keyarris Garrett,WR,Tulsa
159,HOU,2016,KJ Dillon,S,West Virginia
192,BUF,2016,Kolby Listenbee,WR,Texas Christian
300,NA,2016,Kris Frost,OLB,Auburn
88,GNB,2016,Kyler Fackrell,OLB,Utah State
300,NA,2016,Lamarcus Brutus,S,Florida State
300,NA,2016,Landon Turner,OG,North Carolina
23,MIN,2016,Laquon Treadwell,WR,Mississippi
13,MIA,2016,Laremy Tunsil,OT,Mississippi
300,NA,2016,Lawrence Thomas,DT,Michigan State
82,IND,2016,Le'Raven Clark,OT,Texas Tech
9,CHI,2016,Leonard Floyd,OLB,Georgia
86,MIA,2016,Leonte Carroo,WR,Rutgers
300,NA,2016,Luther Maddy,DT,Virginia Tech
54,MIN,2016,Mackensie Alexander,CB,Clemson
112,NWE,2016,Malcolm Mitchell,WR,Georgia
67,DAL,2016,Maliek Collins,DT,Nebraska
300,NA,2016,Marquez North,WR,Tennessee
152,WAS,2016,Matt Ioannidis,DT,Temple
300,NA,2016,Matt Skura,C,Duke
209,BAL,2016,Maurice Canady,CB,Virginia
300,NA,2016,Mehdi Abdesmad,DE,Boston College
300,NA,2016,Mekale McKay,WR,Cincinnati
47,NOR,2016,Michael Thomas,WR,Ohio State
300,NA,2016,Montese Overton,OLB,East Carolina
36,JAX,2016,Myles Jack,OLB,UCLA
187,WAS,2016,Nate Sudfeld,QB,Indiana
300,NA,2016,Nelson Spruce,WR,Colorado
113,CHI,2016,Nick Kwiatkoski,ILB,West Virginia
50,HOU,2016,Nick Martin,C,Notre Dame
94,SEA,2016,Nick Vannett,TE,Ohio State
87,CIN,2016,Nick Vigil,ILB,Utah State
