fms_id,espn_id,full_name,first_name,last_name,weight,height_inches,college,draft_year,position,position_group,section,forty,vertical,bench,broad,threecone,shuttle
681,,Caleb Brantley,Caleb,Brantley,307,75,Florida,2017,DT,DL,D,5.14,27.0,21.0,105.0,7.66,4.62
695,,Cam Robinson,Cam,Robinson,322,78,Alabama,2017,OT,OL,O,5.15,26.0,,106.0,7.81,4.82
709,,Cameron Sutton,Cameron,Sutton,188,71,Tennessee,2017,CB,DB,D,4.52,34.0,11.0,120.0,6.81,
718,,Carl Lawson,Carl,Lawson,261,74,Auburn,2017,DE,DL,D,4.67,33.0,35.0,114.0,7.46,4.19
725,,Carlos Henderson,Carlos,Henderson,199,71,Louisiana Tech,2017,WR,WR,O,4.46,36.0,13.0,131.0,7.18,4.35
731,,Carlos Watkins,Carlos,Watkins,309,75,Clemson,2017,DT,DL,D,,,25.0,,,
735,4240528.0,Carroll Phillips,Carroll,Phillips,242,75,Illinois,2017,OLB,LB,D,4.64,30.0,23.0,123.0,7.06,4.37
761,,Cethan Carter,Cethan,Carter,241,75,Nebraska,2017,TE,TE,O,4.68,,19.0,,,
764,,Chad Hansen,Chad,Hansen,202,74,California,2017,WR,WR,O,4.53,35.0,11.0,119.0,6.74,4.13
782,,Channing Stribling,Channing,Stribling,188,73,Michigan,2017,CB,DB,D,4.6,31.5,5.0,114.0,6.94,4.56
796,,Charles Harris,Charles,Harris,253,75,Missouri,2017,DE,DL,D,4.82,32.0,21.0,109.0,7.47,4.42
808,,Charles Walker,Charles,Walker,310,74,Oklahoma,2017,DT,DL,D,4.96,28.0,25.0,107.0,7.89,4.96
826,,Chase Roullier,Chase,Roullier,312,76,Wyoming,2017,C,OL,O,5.54,26.5,19.0,97.0,7.6,4.47
838,,Chidobe Awuzie,Chidobe,Awuzie,202,72,Colorado,2017,CB,DB,D,4.43,34.5,16.0,132.0,6.81,4.14
852,,Chris Carson,Chris,Carson,218,72,Oklahoma State,2017,RB,RB,O,4.58,37.0,23.0,130.0,,
882,,Chris Godwin,Chris,Godwin,209,73,Penn State,2017,WR,WR,O,4.42,36.0,19.0,126.0,7.01,4.0
934,,Chris Wormley,Chris,Wormley,298,77,Michigan,2017,DT,DL,D,,,23.0,,,
942,,Christian McCaffrey,Christian,McCaffrey,202,71,Stanford,2017,RB,RB,O,4.48,37.5,10.0,121.0,6.57,4.22
951,,Chuck Clark,Chuck,Clark,208,72,Virginia Tech,2017,S,DB,D,4.54,34.0,16.0,122.0,6.85,4.07
953,,Chunky Clements,Chunky,Clements,301,74,Illinois,2017,DT,DL,D,,,23.0,,,
1003,,Cole Hikutini,Cole,Hikutini,247,76,Louisville,2017,TE,TE,O,,,20.0,,,
1008,,Colin Holba,Colin,Holba,248,76,Louisville,2017,LS,LS,ST,5.19,28.0,,115.0,,
1025,,Cooper Rush,Cooper,Rush,228,75,Central Michigan,2017,QB,QB,O,4.93,27.0,,105.0,7.23,4.47
1029,,Cordrea Tankersley,Cordrea,Tankersley,199,73,Clemson,2017,CB,DB,D,4.4,29.5,13.0,121.0,7.0,4.32
1034,,Corey Clement,Corey,Clement,220,70,Wisconsin,2017,RB,RB,O,4.68,28.5,19.0,115.0,,
1037,,Corey Davis,Corey,Davis,209,75,Western Michigan,2017,WR,WR,O,,,,,,
1050,,Corn Elder,Corn,Elder,183,70,Miami,2017,CB,DB,D,4.55,,,,,
1104,,Curtis Samuel,Curtis,Samuel,196,71,Ohio State,2017,WR,WR,O,4.31,37.0,18.0,119.0,7.09,4.33
1129,4035299.0,D.J. Jones,D.J.,Jones,319,73,Ole Miss,2017,DT,DL,D,5.04,28.5,25.0,108.0,7.73,4.65
1116,,D'Onta Foreman,D'Onta,Foreman,233,72,Texas,2017,RB,RB,O,,,18.0,,,
1157,,Daeshon Hall,Daeshon,Hall,266,77,Texas A&M,2017,DE,DL,D,4.76,36.0,18.0,123.0,7.03,4.38
1168,,Dalvin Cook,Dalvin,Cook,210,70,Florida State,2017,RB,RB,O,4.49,30.5,22.0,116.0,7.27,4.53
1169,,Dalvin Tomlinson,Dalvin,Tomlinson,310,75,Alabama,2017,DT,DL,D,5.19,27.0,,110.0,7.68,4.59
1172,,Damarius Travis,Damarius,Travis,206,73,Minnesota,2017,S,DB,D,,32.5,13.0,115.0,7.08,4.28
1183,,Damien Mama,Damien,Mama,334,75,USC,2017,OG,OL,O,5.84,24.5,,96.0,8.51,5.38
1188,,Damontae Kazee,Damontae,Kazee,184,70,San Diego State,2017,CB,DB,D,4.54,34.0,11.0,124.0,,
1204,,Dan Skipper,Dan,Skipper,309,82,Arkansas,2017,OT,OL,O,5.42,26.0,,97.0,7.61,5.01
1212,,Daniel Brunskill,Daniel,Brunskill,273,77,San Diego State,2017,OT,OL,O,,28.0,17.0,106.0,7.9,4.84
1233,,Danny Isidora,Danny,Isidora,306,75,Miami,2017,OG,OL,O,5.03,29.0,26.0,94.0,8.13,4.9
1244,,Dare Ogunbowale,Dare,Ogunbowale,213,71,Wisconsin,2017,RB,RB,O,4.65,35.0,14.0,120.0,6.99,4.34
1272,,Darrell Daniels,Darrell,Daniels,247,75,Washington,2017,TE,TE,O,4.55,32.0,17.0,116.0,7.09,4.47
1289,,Darreus Rogers,Darreus,Rogers,216,73,USC,2017,WR,WR,O,,26.5,8.0,112.0,7.22,4.54
1350,,David Njoku,David,Njoku,246,76,Miami,2017,TE,TE,O,4.64,37.5,21.0,133.0,6.97,4.34
1374,,Davis Webb,Davis,Webb,229,77,California,2017,QB,QB,O,4.79,33.0,,118.0,6.92,4.21
1376,,Davon Gaudchaux,Davon,Gaudchaux,310,75,LSU,2017,DT,DL,D,5.27,,18.0,,,
1382,,Dawuane Smoot,Dawuane,Smoot,264,75,Illinois,2017,DE,DL,D,4.77,29.5,,117.0,7.18,4.39
1389,,De'Veon Smith,De'Veon,Smith,223,71,Michigan,2017,RB,RB,O,,29.0,22.0,108.0,7.3,4.56
1433,,Deatrich Wise Jr.,Deatrich,Wise,274,77,Arkansas,2017,DE,DL,D,4.92,33.0,22.0,124.0,,
1434,,Dede Westbrook,Dede,Westbrook,178,72,Oklahoma,2017,WR,WR,O,,,,,,
1449,4046538.0,Delano Hill,Delano,Hill,216,73,Michigan,2017,S,DB,D,4.47,33.5,17.0,115.0,6.96,4.27
1413,,DeMarcus Walker,DeMarcus,Walker,280,76,Florida State,2017,DE,DL,D,,,18.0,,,
1494,,Derek Barnett,Derek,Barnett,259,75,Tennessee,2017,DE,DL,D,4.88,31.0,,117.0,6.96,4.44
1540,,Deshaun Watson,Deshaun,Watson,221,74,Clemson,2017,QB,QB,O,4.66,32.5,,119.0,6.95,4.31
1421,,DeShone Kizer,DeShone,Kizer,233,76,Notre Dame,2017,QB,QB,O,4.83,30.5,,107.0,7.4,4.53
1543,,Desmond King,Desmond,King,201,70,Iowa,2017,S,DB,D,,34.0,14.0,117.0,6.67,4.18
1566,,Devine Redding,Devine,Redding,205,68,Indiana,2017,RB,RB,O,4.76,30.5,16.0,116.0,7.18,4.46
1576,,Devonte Fields,Devonte,Fields,236,74,Louisville,2017,OLB,LB,D,4.72,34.0,,124.0,7.4,4.5
1595,,Dion Dawkins,Dion,Dawkins,314,76,Temple,2017,OG,OL,O,5.11,26.0,26.0,106.0,7.3,4.78
1624,,Donnel Pumphrey,Donnel,Pumphrey,176,68,San Diego State,2017,RB,RB,O,4.48,33.5,5.0,117.0,,
1669,,Drew Morgan,Drew,Morgan,190,72,Arkansas,2017,WR,WR,O,4.74,30.0,10.0,112.0,6.85,4.12
1686,,Duke Riley,Duke,Riley,232,72,LSU,2017,OLB,LB,D,4.58,34.5,18.0,122.0,6.89,4.21
1736,,Eddie Jackson,Eddie,Jackson,201,72,Alabama,2017,S,DB,D,,,10.0,,,
1742,,Eddie Vanderdoes,Eddie,Vanderdoes,305,75,UCLA,2017,DT,DL,D,4.99,28.5,28.0,111.0,7.69,4.39
1748,,Ejuan Price,Ejuan,Price,241,71,Pittsburgh,2017,OLB,LB,D,4.84,31.5,20.0,117.0,,4.34
1754,,Elijah Hood,Elijah,Hood,232,72,North Carolina,2017,RB,RB,O,,,18.0,,,
1756,,Elijah McGuire,Elijah,McGuire,214,70,Louisiana,2017,RB,RB,O,4.53,36.0,15.0,120.0,7.26,4.56
1757,,Elijah Qualls,Elijah,Qualls,313,73,Washington,2017,DT,DL,D,5.13,31.5,33.0,105.0,7.65,4.66
1821,,Evan Engram,Evan,Engram,234,75,Ole Miss,2017,TE,TE,O,4.42,36.0,19.0,125.0,6.92,4.23
1832,,Ezra Robinson,Ezra,Robinson,189,71,Tennessee State,2017,CB,DB,D,4.47,34.0,13.0,130.0,,
1833,,Fabian Moreau,Fabian,Moreau,206,72,UCLA,2017,CB,DB,D,4.35,38.0,,136.0,6.94,4.12
1835,,Fadol Brown,Fadol,Brown,273,76,Ole Miss,2017,DE,DL,D,4.94,34.0,19.0,115.0,7.24,4.44
1840,,Forrest Lamp,Forrest,Lamp,309,76,Western Kentucky,2017,OG,OL,O,5.0,27.5,34.0,111.0,7.55,4.62
1854,,Fred Ross,Fred,Ross,213,73,Mississippi State,2017,WR,WR,O,4.51,35.0,10.0,113.0,6.99,4.28
1863,,Freddie Stevenson,Freddie,Stevenson,234,72,Florida State,2017,FB,RB,O,4.75,28.0,24.0,111.0,7.65,4.45
1869,,Gabe Marks,Gabe,Marks,189,71,Washington State,2017,WR,WR,O,4.56,29.5,11.0,117.0,7.01,4.2
1874,,Gareon Conley,Gareon,Conley,195,72,Ohio State,2017,CB,DB,D,4.44,37.0,11.0,129.0,6.68,4.18
1881,,Garrett Sickels,Garrett,Sickels,261,75,Penn State,2017,DE,DL,D,4.9,28.0,20.0,105.0,7.21,4.41
1901,,George Kittle,George,Kittle,247,76,Iowa,2017,TE,TE,O,4.52,35.0,18.0,132.0,,
1910,,Gerald Everett,Gerald,Everett,239,75,South Alabama,2017,TE,TE,O,4.62,37.5,22.0,126.0,6.99,4.33
1975,,Greg Ward Jr.,Greg,Ward,186,71,Houston,2017,WR,WR,O,,,10.0,,,
1981,,Haason Reddick,Haason,Reddick,237,73,Temple,2017,OLB,LB,D,4.52,36.5,24.0,133.0,7.01,4.37
1991,,Hardy Nickerson,Hardy,Nickerson,232,72,Illinois,2017,ILB,LB,D,4.78,33.0,18.0,116.0,,4.38
1998,,Harvey Langi,Harvey,Langi,251,74,BYU,2017,ILB,LB,D,,33.0,23.0,118.0,7.0,4.32
2002,,Hayden Plinke,Hayden,Plinke,264,76,UTEP,2017,TE,TE,O,4.97,28.0,18.0,109.0,7.55,4.59
2017,,Howard Wilson,Howard,Wilson,184,73,Houston,2017,CB,DB,D,4.57,33.5,,119.0,6.68,3.94
2035,,Ifeadi Odenigbo,Ifeadi,Odenigbo,258,75,Northwestern,2017,DE,DL,D,4.72,31.5,25.0,128.0,7.26,4.4
2043,,Isaac Asiata,Isaac,Asiata,323,75,Utah,2017,OG,OL,O,5.34,25.5,35.0,102.0,7.83,4.93
2045,,Isaac Rochell,Isaac,Rochell,280,76,Notre Dame,2017,DE,DL,D,4.89,31.5,25.0,114.0,,
2051,,Isaiah Ford,Isaiah,Ford,194,73,Virginia Tech,2017,WR,WR,O,4.61,35.5,14.0,127.0,6.94,4.34
2054,,Isaiah McKenzie,Isaiah,McKenzie,173,67,Georgia,2017,WR,WR,O,4.42,36.0,11.0,123.0,6.64,4.15
2068,,J.J. Dielman,J.J.,Dielman,309,77,Utah,2017,OT,OL,O,,,27.0,,,
2088,,Jabrill Peppers,Jabrill,Peppers,213,71,Michigan,2017,S,DB,D,4.46,35.5,19.0,128.0,,
2098,,Jack Tocho,Jack,Tocho,202,72,NC State,2017,CB,DB,D,4.54,35.0,21.0,125.0,,
2115,3915446.0,Jadar Johnson,Jadar,Johnson,206,72,Clemson,2017,S,DB,D,4.6,33.0,19.0,119.0,6.9,4.2
2118,,Jahad Thomas,Jahad,Thomas,190,70,Temple,2017,RB,RB,O,4.62,32.0,11.0,116.0,,
2131,,Jake Butt,Jake,Butt,246,77,Michigan,2017,TE,TE,O,,,,,,
2142,,Jaleel Johnson,Jaleel,Johnson,316,75,Iowa,2017,DT,DL,D,5.38,28.0,19.0,100.0,7.64,4.62
2148,,Jalen Myrick,Jalen,Myrick,200,70,Minnesota,2017,CB,DB,D,4.28,37.5,13.0,124.0,7.06,4.22
2151,,Jalen Reeves-Maybin,Jalen,Reeves-Maybin,230,72,Tennessee,2017,OLB,LB,D,,,,,,
2152,,Jalen Robinette,Jalen,Robinette,220,75,Air Force,2017,WR,WR,O,4.62,31.5,13.0,120.0,6.77,4.46
2162,,Jamaal Williams,Jamaal,Williams,212,72,BYU,2017,RB,RB,O,4.59,30.0,,123.0,7.25,4.53
2165,,Jamal Adams,Jamal,Adams,214,72,LSU,2017,S,DB,D,4.56,31.5,18.0,120.0,6.96,4.13
2167,4240627.0,Jamal Carter,Jamal,Carter,218,73,Miami,2017,S,DB,D,4.64,35.0,19.0,122.0,,
2184,,Jamari Staples,Jamari,Staples,195,75,Louisville,2017,WR,WR,O,4.51,36.0,,130.0,,
2201,,James Conner,James,Conner,233,73,Pittsburgh,2017,RB,RB,O,4.65,29.0,20.0,113.0,,
2218,,James Quick,James,Quick,186,72,Louisville,2017,WR,WR,O,4.6,31.0,11.0,115.0,7.0,4.39
2264,,Jarrad Davis,Jarrad,Davis,238,73,Florida,2017,ILB,LB,D,,,,,,
2276,4046688.0,Jarron Jones,Jarron,Jones,316,78,Notre Dame,2017,DT,DL,D,5.33,20.5,22.0,,,
2350,,Jayon Brown,Jayon,Brown,231,72,UCLA,2017,ILB,LB,D,4.7,31.5,17.0,120.0,,
2379,,Jehu Chesson,Jehu,Chesson,204,75,Michigan,2017,WR,WR,O,4.47,35.5,10.0,132.0,6.7,4.09
2394,,Jeremiah Ledbetter,Jeremiah,Ledbetter,280,75,Arkansas,2017,DT,DL,D,4.84,32.5,29.0,113.0,7.55,4.56
2401,,Jeremy Clark,Jeremy,Clark,220,75,Michigan,2017,CB,DB,D,,,20.0,,,
2411,,Jeremy McNichols,Jeremy,McNichols,214,69,Boise State,2017,RB,RB,O,4.49,35.5,,121.0,6.93,4.28
2414,,Jeremy Sprinkle,Jeremy,Sprinkle,252,77,Arkansas,2017,TE,TE,O,4.69,29.0,,116.0,,
2429,,Jerod Evans,Jerod,Evans,232,75,Virginia Tech,2017,QB,QB,O,4.8,26.5,,112.0,,4.41
2435,,Jerome Lane,Jerome,Lane,226,74,Akron,2017,WR,WR,O,4.6,35.0,16.0,125.0,6.87,4.12
2462,4240033.0,Jesus Wilson,Jesus,Wilson,189,69,Florida State,2017,WR,WR,O,4.57,,10.0,119.0,,4.57
2504,,Joe Mathis,Joe,Mathis,266,74,Washington,2017,DE,DL,D,,,24.0,,,
2514,,Joe Williams,Joe,Williams,210,71,Utah,2017,RB,RB,O,4.41,35.0,14.0,125.0,7.19,4.19
2546,,John Johnson,John,Johnson,205,73,Boston College,2017,S,DB,D,4.61,37.0,14.0,119.0,6.72,4.18
2555,,John Ross,John,Ross,188,71,Washington,2017,WR,WR,O,4.22,37.0,,133.0,,
2564,,Johnathan Ford,Johnathan,Ford,205,71,Auburn,2017,S,DB,D,,,20.0,,,
2593,,Jonathan Allen,Jonathan,Allen,286,75,Alabama,2017,DT,DL,D,5.0,30.0,21.0,108.0,7.49,4.5
2624,,Jonnu Smith,Jonnu,Smith,248,75,Florida International,2017,TE,TE,O,4.62,38.0,22.0,127.0,,4.18
2642,,Jordan Leggett,Jordan,Leggett,258,77,Clemson,2017,TE,TE,O,,33.0,18.0,114.0,7.12,4.33
2666,,Jordan Willis,Jordan,Willis,255,76,Kansas State,2017,DE,DL,D,4.53,39.0,24.0,125.0,6.85,4.28
2686,,Josh Carraway,Josh,Carraway,242,75,Texas Christian,2017,DE,DL,D,4.74,29.5,25.0,120.0,7.2,4.44
2702,,Josh Harvey-Clemons,Josh,Harvey-Clemons,217,76,Louisville,2017,S,DB,D,,31.5,12.0,121.0,,
2710,,Josh Jones,Josh,Jones,220,73,NC State,2017,S,DB,D,4.41,37.5,20.0,132.0,,
2713,,Josh Malone,Josh,Malone,208,75,Tennessee,2017,WR,WR,O,4.4,30.5,10.0,121.0,7.05,4.19
2725,,Josh Reynolds,Josh,Reynolds,194,75,Texas A&M,2017,WR,WR,O,4.52,37.0,,124.0,6.83,4.13
2738,,Joshua Dobbs,Joshua,Dobbs,216,75,Tennessee,2017,QB,QB,O,4.64,33.0,,122.0,6.75,4.31
2744,,Jourdan Lewis,Jourdan,Lewis,188,70,Michigan,2017,CB,DB,D,4.54,34.5,15.0,121.0,,
2748,,JuJu Smith-Schuster,JuJu,Smith-Schuster,215,73,USC,2017,WR,WR,O,4.54,32.5,15.0,120.0,,
2776,,Justin Davis,Justin,Davis,208,73,USC,2017,RB,RB,O,,,21.0,,,
2779,,Justin Evans,Justin,Evans,199,72,Texas A&M,2017,S,DB,D,,,14.0,,,
2815,,K.D. Cannon,K.D.,Cannon,182,71,Baylor,2017,WR,WR,O,4.41,37.0,13.0,119.0,,
2846,,Kareem Hunt,Kareem,Hunt,216,70,Toledo,2017,RB,RB,O,4.62,36.5,18.0,119.0,,
2881,,Keevan Lucas,Keevan,Lucas,192,69,Tulsa,2017,WR,WR,O,4.55,32.5,11.0,119.0,7.23,4.43
2890,,Keith Kelsey,Keith,Kelsey,233,72,Louisville,2017,ILB,LB,D,4.92,29.5,23.0,112.0,7.28,4.56
2927,,Ken Ekanem,Ken,Ekanem,257,75,Virginia Tech,2017,DE,DL,D,4.88,30.5,,115.0,7.38,4.58
2940,,Kendell Beckwith,Kendell,Beckwith,243,74,LSU,2017,ILB,LB,D,,,20.0,,,
2959,,Kenny Golladay,Kenny,Golladay,218,76,Northern Illinois,2017,WR,WR,O,4.5,35.5,18.0,120.0,7.0,4.15
2981,,Keon Hatcher,Keon,Hatcher,212,73,Arkansas,2017,WR,WR,O,4.64,,16.0,,,
2983,,Kermit Whitfield,Kermit,Whitfield,185,68,Florida State,2017,WR,WR,O,4.44,32.5,8.0,120.0,7.17,4.37
3001,,Kevin Davis,Kevin,Davis,235,74,Colorado State,2017,ILB,LB,D,4.91,30.5,11.0,110.0,7.18,4.38
3017,,Kevin King,Kevin,King,200,75,Washington,2017,CB,DB,D,4.43,39.5,11.0,,6.56,3.89
3095,,Kyle Fuller,Kyle,Fuller,307,77,Baylor,2017,C,OL,O,5.24,26.0,23.0,96.0,7.71,4.84
3211,3843640.0,Leonard Fournette,Leonard,Fournette,240,72,LSU,2017,RB,RB,O,4.51,28.5,,,,
3283,,Mack Hollins,Mack,Hollins,221,76,North Carolina,2017,WR,WR,O,4.53,,,,,
3289,,Malachi Dupre,Malachi,Dupre,196,74,LSU,2017,WR,WR,O,4.52,39.5,11.0,135.0,7.19,4.26
3300,4361352.0,Malik Hooker,Malik,Hooker,206,73,Ohio State,2017,S,DB,D,,,,,,
3303,,Malik McDowell,Malik,McDowell,295,78,Michigan State,2017,DT,DL,D,4.85,28.5,23.0,112.0,7.69,4.53
3354,,Marcus Maye,Marcus,Maye,210,72,Florida,2017,S,DB,D,,,,,,
3370,,Marcus Williams,Marcus,Williams,202,73,Utah,2017,S,DB,D,4.56,43.5,14.0,129.0,6.85,4.2
3419,,Marlon Humphrey,Marlon,Humphrey,197,72,Alabama,2017,CB,DB,D,4.41,,10.0,125.0,6.75,
3421,4044109.0,Marlon Mack,Marlon,Mack,213,71,South Florida,2017,RB,RB,O,4.5,35.5,15.0,125.0,,
3425,,Marquel Lee,Marquel,Lee,240,75,Wake Forest,2017,ILB,LB,D,,31.0,25.0,118.0,,
3434,,Marquez White,Marquez,White,194,72,Florida State,2017,CB,DB,D,4.59,36.0,,123.0,,
3447,,Marshon Lattimore,Marshon,Lattimore,193,72,Ohio State,2017,CB,DB,D,4.36,38.5,,132.0,,
3493,,Matt Milano,Matt,Milano,223,72,Boston College,2017,OLB,LB,D,4.67,35.0,24.0,126.0,,
3512,,Matthew Dayes,Matthew,Dayes,205,69,NC State,2017,RB,RB,O,4.47,28.0,18.0,109.0,,
3583,,Michael Rector,Michael,Rector,193,72,Stanford,2017,WR,WR,O,4.42,36.5,,129.0,6.77,4.19
3584,,Michael Roberts,Michael,Roberts,270,76,Toledo,2017,TE,TE,O,4.86,30.0,,110.0,7.05,4.51
3592,,Michael Tyson,Michael,Tyson,204,73,Cincinnati,2017,S,DB,D,4.56,33.0,17.0,118.0,,
3658,,Mike Williams,Mike,Williams,218,76,Clemson,2017,WR,WR,O,,32.5,15.0,121.0,,
3666,,Mitch Leidner,Mitch,Leidner,226,75,Minnesota,2017,QB,QB,O,4.93,34.5,,123.0,6.96,4.25
3668,,Mitchell Trubisky,Mitchell,Trubisky,222,74,North Carolina,2017,QB,QB,O,4.67,27.5,,116.0,6.87,4.25
3675,,Montae Nicholson,Montae,Nicholson,212,74,Michigan State,2017,S,DB,D,4.42,35.0,,125.0,,
3683,,Montravius Adams,Montravius,Adams,304,76,Auburn,2017,DT,DL,D,4.87,29.0,22.0,108.0,7.62,4.89
3698,,Myles Garrett,Myles,Garrett,272,76,Texas A&M,2017,DE,DL,D,4.64,41.0,33.0,128.0,,
3715,,Nate Gerry,Nate,Gerry,218,74,Nebraska,2017,S,DB,D,4.58,30.5,17.0,122.0,,
3716,,Nate Hairston,Nate,Hairston,196,72,Temple,2017,CB,DB,D,4.52,35.5,14.0,118.0,,
3731,,Nathan Peterman,Nathan,Peterman,226,74,Pittsburgh,2017,QB,QB,O,4.82,31.0,,110.0,7.14,4.31
3737,,Nazair Jones,Nazair,Jones,304,77,North Carolina,2017,DT,DL,D,5.11,24.5,,101.0,7.93,4.63
3786,,Noah Brown,Noah,Brown,222,74,Ohio State,2017,WR,WR,O,,,19.0,,7.07,4.33
3790,,Noble Nwachukwu,Noble,Nwachukwu,268,73,West Virginia,2017,DE,DL,D,4.83,30.5,27.0,110.0,,
3792,,Noel Thomas,Noel,Thomas,205,72,Connecticut,2017,WR,WR,O,4.63,32.5,9.0,118.0,,
3801,,O.J. Howard,O.J.,Howard,251,78,Alabama,2017,TE,TE,O,4.51,30.0,22.0,121.0,6.85,4.16
3803,,Obi Melifonwu,Obi,Melifonwu,224,76,Connecticut,2017,S,DB,D,4.4,44.0,17.0,141.0,,
3852,,Pat Elflein,Pat,Elflein,303,75,Ohio State,2017,C,OL,O,5.32,23.5,22.0,99.0,7.94,4.71
3859,,Patrick Mahomes,Patrick,Mahomes,225,74,Texas Tech,2017,QB,QB,O,4.8,30.0,,114.0,6.88,4.08
3893,,Pharaoh Brown,Pharaoh,Brown,255,78,Oregon,2017,TE,TE,O,,34.0,24.0,,,
3909,,Pita Taumoepenu,Pita,Taumoepenu,243,73,Utah,2017,OLB,LB,D,4.67,28.5,24.0,112.0,6.91,4.33
3935,,Quincy Adeboyejo,Quincy,Adeboyejo,197,75,Ole Miss,2017,WR,WR,O,4.42,34.5,8.0,123.0,6.73,4.14
3941,4240595.0,Quincy Wilson,Quincy,Wilson,211,73,Florida,2017,CB,DB,D,4.54,32.0,14.0,118.0,6.86,4.02
3966,,Raekwon McMillan,Raekwon,McMillan,240,74,Ohio State,2017,ILB,LB,D,4.61,33.0,23.0,121.0,7.15,4.39
4013,,Rasul Douglas,Rasul,Douglas,209,74,West Virginia,2017,CB,DB,D,4.59,33.5,16.0,120.0,6.97,4.26
4024,,Rayshawn Jenkins,Rayshawn,Jenkins,214,73,Miami,2017,S,DB,D,4.51,37.0,19.0,128.0,,
4054,,Reuben Foster,Reuben,Foster,229,72,Alabama,2017,ILB,LB,D,,,,,,
4085,,Ricky Seals-Jones,Ricky,Seals-Jones,243,77,Texas A&M,2017,WR,WR,O,4.69,28.0,17.0,121.0,7.46,4.33
4088,3134669.0,Riley Bullough,Riley,Bullough,226,74,Michigan State,2017,ILB,LB,D,,31.5,20.0,116.0,,
4110,,Robert Davis,Robert,Davis,219,75,Georgia State,2017,WR,WR,O,4.44,41.0,19.0,136.0,6.82,4.28
4144,,Rodney Adams,Rodney,Adams,189,73,South Florida,2017,WR,WR,O,4.44,29.5,8.0,125.0,6.98,4.28
4203,,Rushel Shell III,Rushel,Shell,227,70,West Virginia,2017,RB,RB,O,4.74,32.5,21.0,,,
4208,,Ryan Anderson,Ryan,Anderson,253,74,Alabama,2017,OLB,LB,D,4.78,,,,,
4223,,Ryan Glasgow,Ryan,Glasgow,302,75,Michigan,2017,DT,DL,D,5.13,27.5,20.0,105.0,7.55,4.5
4254,,Ryan Switzer,Ryan,Switzer,181,68,North Carolina,2017,WR,WR,O,4.51,32.0,11.0,116.0,6.77,4.0
4280,,Sam Rogers,Sam,Rogers,231,70,Virginia Tech,2017,FB,RB,O,4.93,32.0,19.0,114.0,7.27,4.34
4281,,Sam Tevi,Sam,Tevi,311,77,Utah,2017,OT,OL,O,5.27,26.0,15.0,107.0,7.84,4.6
4284,,Samaje Perine,Samaje,Perine,233,71,Oklahoma,2017,RB,RB,O,4.65,33.0,30.0,116.0,7.26,4.37
4304,,Scott Orndoff,Scott,Orndoff,253,77,Pittsburgh,2017,TE,TE,O,4.84,27.0,17.0,112.0,7.37,4.45
4326,,Sean Harlow,Sean,Harlow,303,76,Oregon State,2017,OG,OL,O,5.15,30.5,26.0,105.0,8.16,4.81
4345,,Sefo Liufau,Sefo,Liufau,232,75,Colorado,2017,QB,QB,O,5.08,27.0,,105.0,7.32,4.45
4356,,Seth Russell,Seth,Russell,213,75,Baylor,2017,QB,QB,O,,,,,,
4360,,Shalom Luani,Shalom,Luani,202,71,Washington State,2017,S,DB,D,4.55,31.0,12.0,116.0,6.87,4.21
4371,,Shaquill Griffin,Shaquill,Griffin,194,72,UCF,2017,CB,DB,D,4.38,38.5,17.0,132.0,6.87,4.14
4406,,Shelton Gibson,Shelton,Gibson,191,71,West Virginia,2017,WR,WR,O,4.5,32.0,8.0,118.0,6.83,4.2
4414,,Sidney Jones,Sidney,Jones,186,72,Washington,2017,CB,DB,D,4.47,33.5,,123.0,7.02,4.28
4431,,Sojourn Shelton,Sojourn,Shelton,177,69,Wisconsin,2017,CB,DB,D,4.51,35.0,10.0,120.0,6.92,4.02
4433,,Solomon Thomas,Solomon,Thomas,273,75,Stanford,2017,DE,DL,D,4.69,35.0,30.0,126.0,6.95,4.28
4436,,Speedy Noil,Speedy,Noil,199,71,Texas A&M,2017,WR,WR,O,,43.5,18.0,133.0,,
4445,,Stacy Coley,Stacy,Coley,195,73,Miami,2017,WR,WR,O,4.45,34.0,10.0,122.0,,
4456,,Stanley Williams,Stanley,Williams,190,67,Kentucky,2017,RB,RB,O,4.51,36.0,18.0,121.0,6.86,4.18
4506,,Stevie Tu'Ikolovatu,Stevie,Tu'Ikolovatu,331,73,USC,2017,DT,DL,D,5.45,24.5,28.0,91.0,7.83,5.0
4531,,T.J. Logan,T.J.,Logan,196,69,North Carolina,2017,RB,RB,O,4.37,33.5,17.0,121.0,,
4536,,T.J. Watt,T.J.,Watt,252,76,Wisconsin,2017,OLB,LB,D,4.69,37.0,21.0,128.0,6.79,4.13
4542,,Taco Charlton,Taco,Charlton,277,78,Michigan,2017,DE,DL,D,4.92,33.0,25.0,116.0,7.17,4.39
4549,,Takkarist McKinley,Takkarist,McKinley,250,74,UCLA,2017,OLB,LB,D,4.59,33.0,24.0,122.0,7.48,4.62
4560,,Tanner Vallejo,Tanner,Vallejo,228,73,Boise State,2017,ILB,LB,D,4.67,33.5,,121.0,,4.39
4561,,Tanzel Smart,Tanzel,Smart,296,73,Tulane,2017,DT,DL,D,5.24,27.0,22.0,105.0,7.53,4.57
4562,,Tarell Basham,Tarell,Basham,269,76,Ohio,2017,DE,DL,D,4.7,31.5,15.0,119.0,7.27,4.35
