Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Excess Transfers Back,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,Facilities and Equipment,Coaches Compensation,Support and Admin Compensation w/Severance,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees,Total Institutional/Government Support and Student Fees,Total Football Spending,Total Football Coaching Salaries
Tennessee Technological University,221847,2017,Football Championship Subdivision,,"$14,253,073 ",$0 ,"$716,279 ","$434,454 ","$24,054 ","$224,959 ","$1,155,999 ","$1,922,027 ","$2,219,248 ","$2,394,297 ","$5,161,756 ","$15,051,335 ","$267,099 ","$500,870 ","$478,873 ","$827,110 ","$1,503,060 ","$296,501 ","$6,621,865 ","$4,555,957 ","$11,177,822 ","$3,205,158 ","$736,150 "
Tennessee Technological University,221847,2018,Football Championship Subdivision,,"$15,189,433 ",$0 ,"$887,668 ","$461,162 ","$56,097 ","$186,298 ","$1,330,507 ","$2,050,332 ","$2,524,687 ","$2,490,547 ","$5,202,135 ","$14,664,461 ","$211,291 ","$464,613 ","$537,000 ","$730,287 ","$802,304 ","$287,276 ","$6,796,741 ","$4,834,949 ","$11,631,690 ","$3,385,838 ","$855,920 "
Texas A & M University,228723,2005,Football Bowl Subdivision,Big 12 Conference,"$72,353,138 ",$0 ,"$15,378,971 ","$688,017 ","$1,257,952 ","$1,250,819 ","$7,164,259 ","$13,641,176 ","$12,489,620 ","$14,747,687 ","$5,734,638 ","$78,875,709 ","$8,468,892 ","$3,374,651 ","$21,580,425 ","$330,592 ","$13,694,620 ","$30,394,997 ","$1,031,532 ",$0 ,"$1,031,532 ","$16,448,940 ","$5,129,533 "
Texas A & M University,228723,2006,Football Bowl Subdivision,Big 12 Conference,"$73,171,324 ",$0 ,"$14,477,099 ","$728,390 ","$1,612,943 ","$1,083,927 ","$7,263,189 ","$14,694,346 ","$12,609,976 ","$14,395,189 ","$6,306,264 ","$84,188,790 ","$8,957,507 ","$3,747,956 ","$27,752,731 ","$360,740 ","$11,618,220 ","$31,305,176 ","$446,460 ",$0 ,"$446,460 ","$16,258,418 ","$4,928,874 "
Texas A & M University,228723,2007,Football Bowl Subdivision,Big 12 Conference,"$81,464,408 ",$0 ,"$16,734,989 ","$689,031 ","$2,679,165 ","$1,146,009 ","$9,344,691 ","$15,563,861 ","$13,257,104 ","$15,615,333 ","$6,434,225 ","$85,269,443 ","$9,657,393 ","$10,261,210 ","$15,202,043 ","$201,412 ","$13,307,239 ","$32,253,071 ","$4,387,077 ",$0 ,"$4,387,077 ",,
Texas A & M University,228723,2008,Football Bowl Subdivision,Big 12 Conference,"$86,310,521 ",$0 ,"$18,152,705 ","$820,924 ","$3,111,847 ","$1,047,829 ","$9,558,257 ","$14,392,822 ","$12,928,590 ","$20,235,805 ","$6,061,744 ","$103,087,227 ","$9,290,254 ","$10,283,103 ","$31,593,932 ","$340,554 ","$14,337,109 ","$33,603,751 ","$3,638,524 ",$0 ,"$3,638,524 ","$21,251,669 ","$4,542,070 "
Texas A & M University,228723,2009,Football Bowl Subdivision,Big 12 Conference,"$87,050,167 ",$0 ,"$17,795,216 ","$699,904 ","$2,529,725 ","$1,044,187 ","$7,610,575 ","$16,438,790 ","$15,793,694 ","$18,446,057 ","$6,692,018 ","$109,770,538 ","$9,880,839 ","$10,319,214 ","$36,854,625 ","$341,210 ","$13,430,184 ","$33,951,187 ","$4,993,279 ",$0 ,"$4,993,279 ","$18,083,277 ","$5,003,251 "
Texas A & M University,228723,2010,Football Bowl Subdivision,Big 12 Conference,"$83,587,006 ",$0 ,"$16,357,296 ","$735,417 ","$2,817,074 ","$910,727 ","$7,817,120 ","$15,907,672 ","$14,611,715 ","$17,100,851 ","$7,329,134 ","$91,107,012 ","$9,012,554 ","$10,655,687 ","$22,577,923 ","$38,523 ","$13,098,494 ","$35,723,831 ",$0 ,$0 ,$0 ,"$18,272,017 ","$4,857,723 "
Texas A & M University,228723,2011,Football Bowl Subdivision,Big 12 Conference,"$83,556,611 ",$0 ,"$17,130,008 ","$671,168 ","$2,396,700 ","$913,116 ","$8,020,815 ","$16,465,032 ","$14,428,820 ","$16,197,862 ","$7,333,089 ","$93,144,265 ","$10,151,718 ","$11,484,474 ","$19,268,734 ","$57,617 ","$17,203,911 ","$34,967,295 ","$10,516 ",$0 ,"$10,516 ","$16,602,547 ","$4,826,997 "
Texas A & M University,228723,2012,Football Bowl Subdivision,Big 12 Conference,"$85,501,806 ",$0 ,"$17,975,189 ","$646,685 ","$1,884,669 ","$1,071,573 ","$7,634,681 ","$15,121,664 ","$14,936,339 ","$18,788,607 ","$7,442,400 ","$125,131,326 ","$10,419,828 ","$11,163,649 ","$55,809,813 ","$64,812 ","$5,623,041 ","$36,614,336 ","$5,435,846 ",$0 ,"$5,435,846 ","$18,743,093 ","$5,397,286 "
Texas A & M University,228723,2013,Football Bowl Subdivision,Southeastern Conference,"$87,690,448 ",$0 ,"$16,951,200 ","$569,485 ","$2,132,817 ","$1,334,516 ","$9,406,984 ","$15,961,859 ","$16,276,489 ","$17,329,902 ","$7,727,196 ","$96,801,396 ","$10,290,391 ","$11,593,715 ","$15,754,194 ","$450,225 ","$21,802,232 ","$36,301,781 ","$608,858 ",$0 ,"$608,858 ","$18,613,362 ","$6,423,810 "
Texas A & M University,228723,2014,Football Bowl Subdivision,Southeastern Conference,"$96,985,272 ",$0 ,"$18,557,348 ","$701,923 ","$4,286,591 ","$1,373,096 ","$10,504,054 ","$17,483,699 ","$18,664,203 ","$17,591,668 ","$7,822,691 ","$121,126,678 ","$11,550,700 ","$11,231,028 ","$36,814,248 ","$84,814 ","$22,931,488 ","$37,255,791 ","$1,258,610 ",$0 ,"$1,258,610 ","$24,053,389 ","$8,584,936 "
Texas A & M University,228723,2015,Football Bowl Subdivision,Southeastern Conference,"$110,692,734 ",$0 ,"$24,320,918 ","$1,034,035 ","$3,698,018 ","$1,515,304 ","$10,692,251 ","$23,309,679 ","$20,046,949 ","$17,963,712 ","$8,111,868 ","$195,038,797 ","$7,705,394 ","$15,059,665 ","$93,224,286 ","$248,091 ","$32,398,071 ","$46,403,290 ",$0 ,$0 ,$0 ,"$24,128,913 ","$9,429,334 "
Texas A & M University,228723,2016,Football Bowl Subdivision,Southeastern Conference,"$137,101,774 ",$0 ,"$20,829,808 ","$879,693 ","$4,427,575 ","$2,114,802 ","$14,786,300 ","$42,479,958 ","$23,054,315 ","$18,825,049 ","$9,704,274 ","$194,388,450 ","$8,335,845 ","$17,413,984 ","$75,457,474 ","$3,742,599 ","$41,653,875 ","$47,784,673 ",$0 ,$0 ,$0 ,"$29,945,769 ","$10,386,819 "
Texas A & M University,228723,2017,Football Bowl Subdivision,Southeastern Conference,"$146,546,229 ",$0 ,"$19,741,879 ","$844,023 ","$4,000,617 ","$2,665,281 ","$15,021,427 ","$48,368,784 ","$24,691,747 ","$20,306,078 ","$10,906,393 ","$211,960,034 ","$8,370,291 ","$19,035,380 ","$93,134,590 ","$584,204 ","$43,377,031 ","$47,458,538 ",$0 ,$0 ,$0 ,"$31,078,111 ","$10,870,661 "
Texas A & M University,228723,2018,Football Bowl Subdivision,Southeastern Conference,"$165,782,418 ",$0 ,"$25,546,310 ","$851,544 ","$3,976,183 ","$3,036,727 ","$15,319,580 ","$43,515,260 ","$33,267,147 ","$29,135,776 ","$11,133,891 ","$212,399,426 ","$8,364,737 ","$19,203,004 ","$94,175,383 ","$553,588 ","$45,715,926 ","$44,386,788 ",$0 ,$0 ,$0 ,"$48,633,953 ","$18,667,171 "
Texas A & M University-Corpus Christi,224147,2005,No Football Subdivision,,"$6,046,993 ",$0 ,"$628,535 ","$156,789 ","$77,950 ","$107,601 ","$943,431 ","$796,643 ","$1,045,278 ","$730,548 ","$1,560,220 ","$6,258,569 ","$108,449 ","$139,644 ","$974,108 ","$214,928 ","$166,444 ","$680,177 ","$2,128,248 ","$1,846,571 ","$3,974,819 ",,
Texas A & M University-Corpus Christi,224147,2006,No Football Subdivision,,"$6,281,740 ",$0 ,"$739,853 ","$136,145 ","$110,079 ","$110,716 ","$1,032,840 ","$692,491 ","$1,084,100 ","$809,159 ","$1,566,357 ","$6,313,490 ","$151,780 ","$617,575 ","$614,595 ","$352,250 ","$105,581 ","$411,725 ","$2,246,667 ","$1,813,317 ","$4,059,984 ",,
Texas A & M University-Corpus Christi,224147,2007,No Football Subdivision,,"$7,132,718 ",$0 ,"$974,254 ","$189,279 ","$108,010 ","$197,542 ","$1,044,461 ","$895,637 ","$1,059,851 ","$965,108 ","$1,698,576 ","$7,156,111 ","$167,682 ","$672,520 ","$591,928 ","$232,394 ","$123,829 ","$463,415 ","$2,065,038 ","$2,839,305 ","$4,904,342 ",,
Texas A & M University-Corpus Christi,224147,2008,No Football Subdivision,,"$7,639,388 ",$0 ,"$1,082,850 ","$186,346 ","$107,158 ","$195,401 ","$1,079,821 ","$917,334 ","$1,311,155 ","$923,876 ","$1,835,446 ","$7,639,391 ","$141,130 ","$845,784 ","$447,701 ","$273,048 ","$127,219 ","$315,057 ","$2,643,710 ","$2,845,742 ","$5,489,452 ",,
Texas A & M University-Corpus Christi,224147,2009,No Football Subdivision,,"$7,937,766 ",$0 ,"$795,617 ","$156,931 ","$61,059 ","$167,922 ","$1,272,616 ","$1,052,483 ","$1,400,357 ","$1,143,021 ","$1,887,759 ","$7,956,131 ","$279,910 ","$258,454 ","$334,092 ","$536,946 ","$170,215 ","$270,460 ","$3,007,755 ","$3,098,300 ","$6,106,055 ",,
Texas A & M University-Corpus Christi,224147,2010,No Football Subdivision,,"$8,568,366 ",$0 ,"$1,006,903 ","$152,615 ","$88,710 ","$199,078 ","$1,148,326 ","$1,261,667 ","$1,441,088 ","$1,295,057 ","$1,974,922 ","$8,633,350 ","$254,258 ","$248,672 ","$411,775 ","$414,402 ","$151,608 ","$225,090 ","$3,739,109 ","$3,188,434 ","$6,927,544 ",,
Texas A & M University-Corpus Christi,224147,2011,No Football Subdivision,,"$9,381,686 ",$0 ,"$1,024,827 ","$132,705 ","$89,524 ","$230,376 ","$1,157,223 ","$1,560,339 ","$1,534,885 ","$1,482,092 ","$2,169,713 ","$9,368,206 ","$346,504 ","$233,000 ","$420,780 ","$365,977 ","$152,513 ","$264,479 ","$2,693,891 ","$4,891,061 ","$7,584,952 ",,
Texas A & M University-Corpus Christi,224147,2012,No Football Subdivision,,"$9,403,613 ",$0 ,"$995,640 ","$147,709 ","$45,848 ","$222,742 ","$1,153,772 ","$1,374,794 ","$1,528,569 ","$1,609,831 ","$2,324,708 ","$9,983,326 ","$360,357 ","$221,854 ","$424,154 ","$203,583 ","$189,649 ","$155,294 ","$3,260,759 ","$5,167,676 ","$8,428,436 ",,
Texas A & M University-Corpus Christi,224147,2013,No Football Subdivision,,"$10,117,020 ",$0 ,"$1,181,314 ","$178,934 ","$32,076 ","$247,535 ","$1,259,654 ","$1,757,698 ","$1,632,299 ","$1,635,764 ","$2,191,745 ","$10,226,444 ","$411,118 ","$268,559 ","$489,171 ","$355,441 ","$221,172 ","$151,479 ","$2,776,906 ","$5,552,599 ","$8,329,505 ",,
Texas A & M University-Corpus Christi,224147,2014,No Football Subdivision,,"$10,414,756 ",$0 ,"$1,154,441 ","$183,429 ","$86,293 ","$247,736 ","$1,310,212 ","$1,785,691 ","$1,651,000 ","$1,613,975 ","$2,381,979 ","$10,686,058 ","$508,108 ","$303,914 ","$463,390 ","$294,007 ","$232,614 ","$164,928 ","$3,144,055 ","$5,575,042 ","$8,719,096 ",,
Texas A & M University-Corpus Christi,224147,2015,No Football Subdivision,,"$10,880,099 ",$0 ,"$1,050,355 ","$153,088 ","$36,936 ","$192,005 ","$1,428,812 ","$1,891,639 ","$1,921,011 ","$1,717,269 ","$2,488,983 ","$11,464,678 ","$577,684 ","$248,272 ","$529,975 ","$192,397 ","$229,621 ","$148,637 ","$3,487,304 ","$6,050,789 ","$9,538,093 ",,
Texas A & M University-Corpus Christi,224147,2016,No Football Subdivision,,"$11,402,190 ",$0 ,"$1,144,387 ","$245,816 ","$51,276 ","$225,993 ","$1,318,294 ","$2,182,080 ","$1,778,308 ","$1,823,364 ","$2,632,672 ","$12,075,557 ","$591,116 ","$299,002 ","$544,614 ","$303,000 ","$348,480 ","$185,840 ","$3,547,457 ","$6,256,048 ","$9,803,505 ",,
Texas A & M University-Corpus Christi,224147,2017,No Football Subdivision,,"$11,910,883 ",$0 ,"$1,295,355 ","$318,055 ","$52,489 ","$221,456 ","$1,461,197 ","$2,061,627 ","$1,948,003 ","$1,988,866 ","$2,563,835 ","$12,761,032 ","$578,822 ","$282,117 ","$458,033 ","$307,500 ","$721,234 ","$184,790 ","$3,632,592 ","$6,595,944 ","$10,228,536 ",,
Texas A & M University-Corpus Christi,224147,2018,No Football Subdivision,,"$13,097,065 ",$0 ,"$1,270,015 ","$362,137 ","$59,048 ","$201,581 ","$1,394,772 ","$2,905,316 ","$2,134,966 ","$2,072,255 ","$2,696,975 ","$12,555,055 ","$584,804 ","$224,530 ","$760,050 ","$322,500 ","$409,065 ","$131,881 ","$3,508,905 ","$6,613,320 ","$10,122,225 ",,
Texas Southern University,229063,2005,Football Championship Subdivision,,"$5,889,994 ",$0 ,"$142,740 ","$321,990 ","$3,072 ","$71,403 ","$953,951 ","$441,348 ","$1,305,446 ","$592,646 ","$2,057,398 ","$10,031,214 ","$4,332 ","$14,748 ","$42,517 ","$226,192 ","$139,748 ","$246,253 ","$7,038,345 ","$2,319,078 ","$9,357,423 ","$1,874,316 ","$631,321 "
Texas Southern University,229063,2006,Football Championship Subdivision,,"$7,113,275 ",$0 ,"$310,096 ","$354,923 ","$8,334 ","$61,671 ","$1,237,183 ","$622,791 ","$1,375,571 ","$825,518 ","$2,317,189 ","$6,775,948 ","$25,595 ","$2,453 ","$19,273 ","$382,765 ","$777,521 ","$211,741 ","$3,473,538 ","$1,883,063 ","$5,356,600 ","$1,887,125 ","$555,140 "
Texas Southern University,229063,2007,Football Championship Subdivision,,"$6,390,369 ",$0 ,"$57,489 ","$346,667 ","$12,154 ","$32,990 ","$940,652 ","$499,773 ","$1,310,295 ","$702,472 ","$2,487,878 ","$6,390,369 ","$64,566 ","$26,623 ","$28,360 ","$720,279 ","$304,470 ","$221,509 ","$2,994,247 ","$2,030,314 ","$5,024,561 ","$1,850,840 ","$618,725 "
Texas Southern University,229063,2008,Football Championship Subdivision,,"$6,128,340 ",$0 ,"$82,694 ","$336,082 ",$0 ,"$111,530 ","$1,098,329 ","$450,756 ","$1,328,683 ","$711,693 ","$2,008,572 ","$6,128,340 ",$0 ,$0 ,"$154,185 ","$612,037 ","$128,902 ","$134,950 ","$3,509,058 ","$1,589,208 ","$5,098,266 ","$2,142,807 ","$800,053 "
Texas Southern University,229063,2009,Football Championship Subdivision,,"$7,740,499 ",$0 ,"$77,202 ","$348,732 ","$17,900 ","$116,912 ","$1,196,200 ","$476,902 ","$1,922,667 ","$944,907 ","$2,639,078 ","$7,740,499 ","$10,937 ","$338,570 ","$248,919 ","$790,601 ","$479,219 ","$129,940 ","$4,044,299 ","$1,698,016 ","$5,742,315 ","$2,345,476 ","$742,598 "
Texas Southern University,229063,2010,Football Championship Subdivision,,"$10,689,755 ",$0 ,"$1,100,955 ","$325,923 ","$3,852 ","$169,307 ","$1,300,748 ","$731,994 ","$2,192,856 ","$1,499,103 ","$3,365,017 ","$10,689,755 ","$11,168 ","$291,938 ","$165,101 ","$1,215,769 ","$440,884 ","$126,402 ","$5,023,377 ","$3,415,115 ","$8,438,492 ",$0 ,"$835,915 "
Texas Southern University,229063,2011,Football Championship Subdivision,,"$10,785,932 ",$0 ,"$748,129 ","$375,571 ",$0 ,"$99,791 ","$991,405 ","$1,070,654 ","$2,193,110 ","$1,725,796 ","$3,581,476 ","$10,785,932 ","$6,864 ","$307,300 ","$99,158 ","$1,266,567 ","$550,278 ","$490,415 ","$3,313,667 ","$4,751,683 ","$8,065,349 ","$2,973,361 ","$730,504 "
Texas Southern University,229063,2012,Football Championship Subdivision,,"$11,142,833 ",$0 ,"$471,405 ","$327,459 ",$0 ,"$126,966 ","$893,941 ","$988,556 ","$2,408,469 ","$2,239,138 ","$3,686,900 ","$11,142,833 ","$8,321 ","$253,044 ","$48,660 ","$838,198 ","$533,451 ","$227,235 ","$4,913,187 ","$4,320,737 ","$9,233,924 ","$2,652,119 ","$832,232 "
Texas Southern University,229063,2013,Football Championship Subdivision,,"$10,497,341 ",$0 ,"$576,676 ","$339,957 ",$0 ,"$103,965 ","$1,133,208 ","$448,930 ","$2,550,203 ","$1,928,469 ","$3,415,933 ","$10,497,341 ","$10,859 ","$142,176 ","$38,939 ","$446,104 ","$412,718 ","$74,806 ","$6,170,258 ","$3,201,480 ","$9,371,738 ","$2,772,433 ","$838,693 "
Texas Southern University,229063,2014,Football Championship Subdivision,,"$9,915,487 ",$0 ,"$578,754 ","$358,895 ",$0 ,"$109,942 ","$1,096,957 ","$282,826 ","$2,402,885 ","$2,023,522 ","$3,061,705 ","$9,915,487 ","$7,787 ","$196,143 ","$47,426 ","$535,412 ","$504,962 ","$169,625 ","$5,485,033 ","$2,969,098 ","$8,454,131 ","$2,457,436 ","$852,014 "
Texas Southern University,229063,2015,Football Championship Subdivision,,"$10,350,975 ",$0 ,"$638,519 ","$360,049 ","$15,189 ","$131,090 ","$1,073,972 ","$349,720 ","$2,493,233 ","$2,049,752 ","$3,239,450 ","$10,350,975 ","$3,990 ","$205,612 ","$58,116 ","$893,785 ","$596,677 ","$505,731 ","$4,691,260 ","$3,395,805 ","$8,087,065 ","$2,910,548 ","$888,093 "
Texas Southern University,229063,2016,Football Championship Subdivision,,"$10,899,527 ",$0 ,"$344,536 ","$420,666 ",$0 ,"$92,313 ","$785,353 ","$219,209 ","$2,656,004 ","$1,844,626 ","$4,536,820 ","$10,899,527 ","$4,995 ","$77,282 ","$58,094 ","$790,517 ","$779,565 ","$227,810 ","$5,318,725 ","$3,642,539 ","$8,961,264 ","$3,267,445 ","$917,434 "
Texas Southern University,229063,2017,Football Championship Subdivision,,"$10,899,527 ",$0 ,"$344,536 ","$420,666 ",$0 ,"$92,313 ","$785,353 ","$219,209 ","$2,656,004 ","$1,844,626 ","$4,536,820 ","$10,899,527 ","$4,995 ","$77,282 ","$58,094 ","$790,517 ","$779,565 ","$227,810 ","$5,318,725 ","$3,642,539 ","$8,961,264 ","$3,267,445 ","$917,434 "
Texas Southern University,229063,2018,Football Championship Subdivision,,"$11,620,247 ",$0 ,"$287,624 ","$504,352 ",$0 ,"$93,030 ","$1,083,252 ","$533,548 ","$2,769,982 ","$1,905,141 ","$4,443,318 ","$11,620,247 ","$98,980 ","$94,910 ","$52,352 ","$1,263,050 ","$967,524 ","$155,380 ","$5,590,679 ","$3,397,372 ","$8,988,051 ","$3,344,533 ","$1,094,600 "
Texas State University,228459,2005,Football Championship Subdivision,,"$11,719,266 ",$0 ,"$1,103,162 ","$173,912 ","$192,333 ","$167,496 ","$981,525 ","$1,636,905 ","$2,351,664 ","$2,331,470 ","$2,780,798 ","$12,497,070 ","$916,240 ","$546,304 ","$772,892 ","$465,779 ","$587,821 ","$197,973 ","$4,334,224 ","$4,675,837 ","$9,010,061 ","$2,646,020 ","$753,303 "
Texas State University,228459,2006,Football Championship Subdivision,,"$13,318,285 ",$0 ,"$1,333,693 ","$240,385 ","$151,439 ","$208,037 ","$1,350,268 ","$2,028,317 ","$2,520,420 ","$2,531,652 ","$2,954,075 ","$13,999,488 ","$973,474 ","$613,425 ","$1,068,677 ","$576,562 ","$548,352 ","$664,090 ","$4,839,723 ","$4,715,185 ","$9,554,908 ","$3,293,062 ","$832,372 "
Texas State University,228459,2007,Football Championship Subdivision,,"$14,788,077 ",$0 ,"$1,496,041 ","$240,462 ","$114,828 ","$184,918 ","$1,106,363 ","$3,027,135 ","$2,541,907 ","$2,602,919 ","$3,473,505 ","$15,177,261 ","$1,928,825 ","$673,737 ","$938,550 ","$545,780 ","$588,536 ","$337,091 ","$4,592,898 ","$5,571,844 ","$10,164,742 ","$3,020,169 ","$871,634 "
Texas State University,228459,2008,Football Championship Subdivision,,"$14,172,856 ",$0 ,"$1,334,799 ","$207,172 ","$103,671 ","$175,813 ","$1,175,077 ","$2,391,380 ","$2,659,536 ","$2,693,830 ","$3,431,578 ","$15,273,801 ","$986,261 ","$805,970 ","$1,083,866 ","$564,774 ","$613,786 ","$296,375 ","$4,991,830 ","$5,930,940 ","$10,922,770 ","$2,849,545 ","$870,630 "
Texas State University,228459,2009,Football Championship Subdivision,,"$16,004,742 ",$0 ,"$1,661,871 ","$147,329 ","$129,212 ","$206,752 ","$1,423,140 ","$2,825,217 ","$2,788,532 ","$3,003,234 ","$3,819,454 ","$25,051,300 ","$1,366,319 ","$830,270 ","$7,833,109 ","$494,755 ","$666,798 ","$479,414 ","$5,512,775 ","$7,867,860 ","$13,380,635 ","$3,232,115 ","$966,871 "
Texas State University,228459,2010,Football Championship Subdivision,,"$21,758,435 ",$0 ,"$1,672,489 ","$255,594 ","$137,842 ","$203,136 ","$1,552,560 ","$7,663,814 ","$2,954,709 ","$3,335,902 ","$3,982,387 ","$21,226,360 ","$1,508,709 ","$838,143 ","$1,673,708 ","$567,804 ","$619,744 ","$507,936 ","$5,780,605 ","$9,729,711 ","$15,510,316 ","$3,377,821 ","$968,449 "
Texas State University,228459,2011,Football Championship Subdivision,,"$21,643,382 ",$0 ,"$2,009,865 ","$247,687 ","$185,052 ","$245,627 ","$1,442,459 ","$6,560,828 ","$3,369,762 ","$3,641,546 ","$3,940,557 ","$23,197,886 ","$1,010,127 ","$919,635 ","$2,060,519 ","$498,403 ","$704,353 ","$543,768 ","$6,036,190 ","$11,424,890 ","$17,461,080 ","$4,091,623 ","$1,339,264 "
Texas State University,228459,2012,Football Championship Subdivision,,"$26,593,643 ",$0 ,"$2,857,098 ","$217,385 ","$233,114 ","$335,358 ","$1,884,475 ","$9,510,773 ","$3,651,637 ","$3,612,625 ","$4,291,177 ","$28,106,207 ","$1,079,859 ","$1,002,041 ","$3,671,483 ","$640,211 ","$1,123,960 ","$713,407 ","$6,270,213 ","$13,605,034 ","$19,875,247 ","$5,115,002 ","$1,494,192 "
Texas State University,228459,2013,Football Bowl Subdivision,Sun Belt Conference,"$28,528,987 ",$0 ,"$2,587,661 ","$314,100 ","$469,134 ","$372,224 ","$2,890,226 ","$9,312,347 ","$3,939,763 ","$3,759,555 ","$4,883,977 ","$30,665,562 ","$1,422,266 ","$894,985 ","$2,776,019 ","$892,208 ","$1,285,316 ","$1,724,938 ","$6,581,225 ","$15,088,604 ","$21,669,829 ","$6,272,623 ","$1,481,256 "
Texas State University,228459,2014,Football Bowl Subdivision,Sun Belt Conference,"$28,770,150 ",$0 ,"$2,814,518 ","$300,026 ","$591,623 ","$407,573 ","$2,987,734 ","$8,548,450 ","$4,083,170 ","$4,071,438 ","$4,965,619 ","$32,634,965 ","$1,691,359 ","$1,079,831 ","$2,814,374 ","$988,979 ","$1,292,199 ","$871,741 ","$6,713,038 ","$17,183,444 ","$23,896,482 ","$6,594,964 ","$1,504,069 "
Texas State University,228459,2015,Football Bowl Subdivision,Sun Belt Conference,"$34,336,366 ",$0 ,"$2,982,998 ","$504,873 ","$528,950 ","$425,844 ","$3,339,380 ","$12,868,131 ","$4,263,961 ","$4,329,262 ","$5,092,967 ","$34,944,143 ","$1,872,041 ","$1,137,924 ","$3,441,145 ","$1,313,236 ","$1,905,398 ","$908,620 ","$6,831,760 ","$17,534,019 ","$24,365,779 ","$7,050,602 ","$1,567,068 "
Texas State University,228459,2016,Football Bowl Subdivision,Sun Belt Conference,"$31,268,882 ",$0 ,"$4,149,142 ","$443,920 ","$554,340 ","$486,250 ","$3,289,712 ","$7,873,353 ","$4,363,042 ","$4,890,826 ","$5,218,297 ","$34,698,351 ","$1,434,265 ","$1,049,085 ","$2,891,908 ","$1,219,325 ","$2,123,753 ","$927,872 ","$7,160,629 ","$17,891,514 ","$25,052,143 ","$8,131,826 ","$1,819,556 "
Texas State University,228459,2017,Football Bowl Subdivision,Sun Belt Conference,"$35,915,260 ",$0 ,"$4,557,026 ","$325,348 ","$227,240 ","$432,276 ","$3,242,791 ","$12,639,539 ","$8,964,524 ","$83,596 ","$5,442,920 ","$38,445,832 ","$1,464,634 ","$1,191,498 ","$2,760,011 ","$1,637,000 ","$2,462,246 ","$1,143,290 ","$9,606,394 ","$18,180,759 ","$27,787,153 ","$7,456,765 ","$2,673,820 "
Texas State University,228459,2018,Football Bowl Subdivision,Sun Belt Conference,"$34,470,226 ",$0 ,"$3,597,606 ","$283,464 ","$265,265 ","$531,321 ","$3,677,370 ","$11,614,575 ","$4,666,402 ","$4,552,188 ","$5,282,035 ","$37,267,758 ","$2,497,194 ","$1,122,780 ","$2,437,635 ","$1,352,540 ","$2,289,559 ","$978,872 ","$8,482,155 ","$18,107,023 ","$26,589,178 ","$7,270,234 ","$1,961,238 "
Texas Tech University,229115,2005,Football Bowl Subdivision,Big 12 Conference,"$56,885,787 ",$0 ,"$4,605,894 ","$411,281 ","$786,539 ","$852,182 ","$5,655,423 ","$21,159,450 ","$8,358,227 ","$9,396,030 ","$5,660,759 ","$58,943,040 ","$3,580,116 ","$4,989,229 ","$20,682,729 ","$307,242 ","$11,011,430 ","$11,999,907 ","$3,091,975 ","$3,280,412 ","$6,372,387 ","$21,935,084 ","$3,385,755 "
