pick,team,year,player,pos,college,weight,height_inches
300,NA,2018,Kamryn Pettway,RB,Auburn,233,72
300,NA,2018,Karaun White,WR,West Virginia,206,73
217,DEN,2018,Keishawn Bierria,ILB,Washington,230,74
103,HOU,2018,Keke Coutee,WR,Texas Tech,181,70
52,IND,2018,Kemoko Turay,DE,Rutgers,253,77
242,CAR,2018,Kendrick Norton,DT,Miami,314,75
122,BAL,2018,Kenny Young,ILB,UCLA,236,73
128,SFO,2018,Kentavius Street,DE,North Carolina St.,280,74
43,DET,2018,Kerryon Johnson,RB,Auburn,213,71
15,OAK,2018,Kolton Miller,OT,UCLA,309,81
300,NA,2018,Korey Robertson,WR,Southern Miss,212,73
300,NA,2018,Kurt Benkert,QB,Virginia,218,75
300,NA,2018,Kyle Hicks,RB,TCU,204,70
181,CHI,2018,Kylie Fitts,DE,Utah,263,76
119,LAC,2018,Kyzir White,S,West Virginia,216,74
32,BAL,2018,Lamar Jackson,QB,Louisville,216,74
300,NA,2018,Lavon Coleman,RB,Washington,215,71
19,DAL,2018,Leighton Vander esch,ILB,Boise St.,256,76
230,JAX,2018,Leon Jacobs,DE,Wisconsin,246,75
300,NA,2018,Levi Wallace,CB,Alabama,183,72
249,CIN,2018,Logan Woodside,QB,Toledo,213,73
66,NYG,2018,Lorenzo Carter,DE,Georgia,250,78
300,NA,2018,Lowell Lotulelei,DT,Utah,315,74
199,TEN,2018,Luke Falk,QB,Washington St.,215,76
53,TAM,2018,M.J. Stewart,CB,North Carolina,200,71
78,CIN,2018,Malik Jefferson,OLB,Texas,236,75
228,OAK,2018,Marcell Ateman,WR,Oklahoma St.,216,76
184,SFO,2018,Marcell Harris,S,Florida,208,72
148,PIT,2018,Marcus Allen,S,Penn St.,202,74
300,NA,2018,Marcus Baugh,TE,Ohio St.,247,75
14,NOR,2018,Marcus Davenport,DE,Texas-San Antonio,264,78
86,BAL,2018,Mark Andrews,TE,Oklahoma,256,77
112,CIN,2018,Mark Walton,RB,Miami,202,70
174,GNB,2018,Marquez Valdes-Scantling,WR,South Florida,206,76
136,CAR,2018,Marquis Haynes,DE,Mississippi,235,75
80,HOU,2018,Martinas Rankin,OT,Mississippi St.,308,76
76,PIT,2018,Mason Rudolph,QB,Oklahoma St.,235,77
300,NA,2018,Matt Dickerson,DE,UCLA,292,76
300,NA,2018,Matthew Thomas,OLB,Florida St.,232,75
300,NA,2018,Max Redfield,S,Indiana (PA),205,73
147,LAR,2018,Micah Kiser,ILB,Virginia,238,74
81,DAL,2018,Michael Gallup,WR,Colorado St.,205,73
42,MIA,2018,Mike Gesicki,TE,Penn St.,247,77
30,MIN,2018,Mike Hughes,CB,Central Florida,191,71
300,NA,2018,Mike McCray,ILB,Michigan,243,76
9,SFO,2018,Mike McGlinchey,OT,Notre Dame,309,80
11,MIA,2018,Minkah Fitzpatrick,CB,Alabama,201,73
164,NOR,2018,Natrell Jamerson,S,Wisconsin,198,72
300,NA,2018,Nic Shimonek,QB,Texas Tech,220,75
237,DET,2018,Nick Bawden,FB,San Diego St.,245,74
35,CLE,2018,Nick Chubb,RB,Georgia,227,71
300,NA,2018,Nick Gates,OT,Nebraska,307,77
110,OAK,2018,Nick Nelson,CB,Wisconsin,208,71
104,IND,2018,Nyheim Hines,RB,North Carolina St.,198,68
160,LAR,2018,Ogbonnia Okoronkwo,DE,Oklahoma,253,73
88,GNB,2018,Oren Burks,OLB,Vanderbilt,233,75
179,NYJ,2018,Parry Nickerson,CB,Tulane,180,72
214,HOU,2018,Peter Kalambayi,DE,Stanford,252,75
300,NA,2018,Quadree Henderson,WR,Pittsburgh,192,68
300,NA,2018,Quenton Meeks,CB,Stanford,205,74
6,IND,2018,Quenton Nelson,OG,Notre Dame,325,77
300,NA,2018,Quin Blanding,S,Virginia,215,74
300,NA,2018,Quinton Flowers,QB,South Florida,214,70
139,NYG,2018,R.J. McIntosh,DT,Miami,286,76
27,SEA,2018,Rashaad Penny,RB,San Diego St.,220,71
22,TEN,2018,Rashaan Evans,OLB,Alabama,232,75
85,CAR,2018,Rashaan Gaulden,CB,Tennessee,193,73
300,NA,2018,Rashard Fant,CB,Indiana,175,70
79,SEA,2018,Rasheem Green,DE,USC,275,77
187,BUF,2018,Ray-ray McCloud,WR,Clemson,190,69
240,SFO,2018,Richie James,WR,Middle Tennessee St.,183,70
127,NOR,2018,Rick Leonard,OT,Florida St.,311,79
300,NA,2018,Riley Ferguson,QB,Memphis,212,75
300,NA,2018,Robert Foster,WR,Alabama,196,74
300,NA,2018,Roc Thomas,RB,Jacksonville St.,198,70
38,TAM,2018,Ronald Jones,RB,USC,205,71
93,JAX,2018,Ronnie Harrison,S,Alabama,214,75
8,CHI,2018,Roquan Smith,OLB,Georgia,236,73
71,DEN,2018,Royce Freeman,RB,Oregon,229,71
250,NWE,2018,Ryan Izzo,TE,Florida St.,256,77
300,NA,2018,Ryan Nall,RB,Oregon St.,232,74
300,NA,2018,Salesi Uhatafe,OG,Utah,310,77
3,NYJ,2018,Sam Darnold,QB,USC,221,75
77,CIN,2018,Sam Hubbard,DE,Ohio St.,270,77
2,NYG,2018,Saquon Barkley,RB,Penn St.,233,72
155,LAC,2018,Scott Quessenberry,C,UCLA,310,76
300,NA,2018,Sean Chandler,S,Temple,190,72
141,SEA,2018,Shaquem Griffin,OLB,Central Florida,227,73
197,WAS,2018,Shaun dion Hamilton,ILB,Alabama,228,72
300,NA,2018,Simmie Cobbs,WR,Indiana,220,75
300,NA,2018,Skai Moore,OLB,South Carolina,226,74
31,NWE,2018,Sony Michel,RB,Georgia,214,71
300,NA,2018,Stephen Roberts,S,Auburn,189,71
300,NA,2018,Steven Mitchell,WR,USC,189,70
300,NA,2018,Tanner Carew,LS,Oregon,243,73
203,JAX,2018,Tanner Lee,QB,Nebraska,218,76
300,NA,2018,Tarvarus McFadden,CB,Florida St.,198,74
29,JAX,2018,Taven Bryan,DT,Florida,291,76
300,NA,2018,Taylor Hearn,OG,Clemson,320,76
300,NA,2018,Taylor Stallworth,DT,South Carolina,312,74
300,NA,2018,Tegray Scales,ILB,Indiana,230,72
28,PIT,2018,Terrell Edmunds,S,Virginia Tech,220,74
163,WAS,2018,Tim Settle,DT,Virginia Tech,329,75
300,NA,2018,Tony Brown,CB,Alabama,198,72
146,SEA,2018,Tre Flowers,S,Oklahoma St.,200,75
16,BUF,2018,Tremaine Edmunds,OLB,Virginia Tech,253,77
300,NA,2018,Trenton Thompson,DT,Georgia,288,76
91,NOR,2018,Trequan Smith,WR,Central Florida,203,74
205,LAR,2018,Trevon Young,DE,Louisville,258,76
256,WAS,2018,Trey Quinn,WR,SMU,203,71
109,WAS,2018,Troy Apke,S,Penn St.,198,74
156,DEN,2018,Troy Fumagalli,TE,Wisconsin,247,77
157,MIN,2018,Tyler Conklin,TE,Central Michigan,254,75
64,IND,2018,Tyquan Lewis,DE,Ohio St.,265,75
48,LAC,2018,Uchenna Nwosu,DE,USC,251,75
300,NA,2018,Van Smith,S,Clemson,185,71
12,TAM,2018,Vita Vea,DT,Washington,347,76
120,SEA,2018,Will Dissly,TE,Washington,262,76
129,JAX,2018,Will Richardson,OT,North Carolina St.,306,78
166,BUF,2018,Wyatt Teller,OG,Virginia Tech,314,76
300,NA,2018,Zaycoven Henderson,DT,Texas A&M,298,72
182,GNB,2017,Aaron Jones,RB,Texas-El Paso,208,69
200,NYG,2017,Adam Bisnowaty,OT,Pittsburgh,304,78
18,TEN,2017,Adoree Jackson,CB,Southern California,186,70
66,SFO,2017,Ahkello Witherspoon,CB,Colorado,198,75
196,NOR,2017,Al-Quadin Muhammad,DE,Miami (FL),253,75
76,NOR,2017,Alex Anzalone,OLB,Florida,241,75
67,NOR,2017,Alvin Kamara,RB,Tennessee,214,70
106,SEA,2017,Amara Darboh,WR,Michigan,214,74
300,NA,2017,Amba Etta-Tawo,WR,Syracuse,208,73
161,IND,2017,Anthony Walker Jr.,ILB,Northwestern,238,73
85,NWE,2017,Antonio Garcia,OT,Troy,302,78
79,NYJ,2017,ArDarius Stewart,WR,Alabama,204,71
300,NA,2017,Artavis Scott,WR,Clemson,193,70
300,NA,2017,Arthur Maulet,CB,Memphis,189,70
300,NA,2017,Ashton Lampkin,CB,Oklahoma State,189,72
300,NA,2017,Avery Moss,DE,Youngstown State,264,75
300,NA,2017,Aviante Collins,OG,Texas Christian,295,76
300,NA,2017,Ben Boulware,ILB,Clemson,238,72
300,NA,2017,Ben Braden,OG,Michigan,329,78
120,MIN,2017,Ben Gedeon,ILB,Michigan,244,74
300,NA,2017,Billy Brown,TE,Shepherd,254,75
148,JAX,2017,Blair Brown,ILB,Ohio,238,71
215,DET,2017,Brad Kaaya,QB,Miami (FL),214,76
300,NA,2017,Bradley Northnagel,LS,California,243,74
173,PIT,2017,Brian Allen,CB,Utah,215,75
156,ATL,2017,Brian Hill,RB,Wyoming,219,73
300,NA,2017,Brooks Ellis,ILB,Arkansas,240,74
300,NA,2017,Bryan Cox Jr.,DE,Florida,265,75
201,MIN,2017,Bucky Hodges,TE,Virginia Tech,257,78
36,ARI,2017,Budda Baker,S,Washington,195,70
300,NA,2017,Bug Howard,WR,North Carolina,221,76
104,SFO,2017,C.J. Beathard,QB,Iowa,219,74
185,CLE,2017,Caleb Brantley,DT,Florida,307,75
34,JAX,2017,Cam Robinson,OT,Alabama,322,78
94,PIT,2017,Cameron Sutton,CB,Tennessee,188,71
116,CIN,2017,Carl Lawson,DE,Auburn,261,74
82,DEN,2017,Carlos Henderson,WR,Louisiana Tech,199,71
142,HOU,2017,Carlos Watkins,DT,Clemson,309,75
300,NA,2017,Carroll Phillips,OLB,Illinois,242,75
300,NA,2017,Cethan Carter,TE,Nebraska,241,75
141,NYJ,2017,Chad Hansen,WR,California,202,74
300,NA,2017,Channing Stribling,CB,Michigan,188,73
22,MIA,2017,Charles Harris,DE,Missouri,253,75
300,NA,2017,Charles Walker,DT,Oklahoma,310,74
199,WAS,2017,Chase Roullier,C,Wyoming,312,76
60,DAL,2017,Chidobe Awuzie,CB,Colorado,202,72
249,SEA,2017,Chris Carson,RB,Oklahoma State,218,72
84,TAM,2017,Chris Godwin,WR,Penn State,209,73
74,BAL,2017,Chris Wormley,DT,Michigan,298,77
8,CAR,2017,Christian McCaffrey,RB,Stanford,202,71
186,BAL,2017,Chuck Clark,S,Virginia Tech,208,72
300,NA,2017,Chunky Clements,DT,Illinois,301,74
300,NA,2017,Cole Hikutini,TE,Louisville,247,76
213,PIT,2017,Colin Holba,LS,Louisville,248,76
300,NA,2017,Cooper Rush,QB,Central Michigan,228,75
97,MIA,2017,Cordrea Tankersley,CB,Clemson,199,73
300,NA,2017,Corey Clement,RB,Wisconsin,220,70
5,TEN,2017,Corey Davis,WR,Western Michigan,209,75
152,CAR,2017,Corn Elder,CB,Miami (FL),183,70
40,CAR,2017,Curtis Samuel,WR,Ohio State,196,71
300,NA,2017,D.J. Jones,DT,Mississippi,319,73
89,HOU,2017,D'Onta Foreman,RB,Texas,233,72
77,CAR,2017,Daeshon Hall,DE,Texas A&M,266,77
41,MIN,2017,Dalvin Cook,RB,Florida State,210,70
55,NYG,2017,Dalvin Tomlinson,DT,Alabama,310,75
300,NA,2017,Damarius Travis,S,Minnesota,206,73
300,NA,2017,Damien Mama,OG,Southern California,334,75
149,ATL,2017,Damontae Kazee,CB,San Diego State,184,70
300,NA,2017,Dan Skipper,OT,Arkansas,309,82
300,NA,2017,Daniel Brunskill,OT,San Diego State,273,77
180,MIN,2017,Danny Isidora,OG,Miami (FL),306,75
300,NA,2017,Dare Ogunbowale,RB,Wisconsin,213,71
300,NA,2017,Darrell Daniels,TE,Washington,247,75
300,NA,2017,Darreus Rogers,WR,Southern California,216,73
29,CLE,2017,David Njoku,TE,Miami (FL),246,76
87,NYG,2017,Davis Webb,QB,California,229,77
178,MIA,2017,Davon Gaudchaux,DT,LSU,310,75
68,JAX,2017,Dawuane Smoot,DE,Illinois,264,75
300,NA,2017,De'Veon Smith,RB,Michigan,223,71
131,NWE,2017,Deatrich Wise Jr.,DE,Arkansas,274,77
110,JAX,2017,Dede Westbrook,WR,Oklahoma,178,72
95,SEA,2017,Delano Hill,S,Michigan,216,73
51,DEN,2017,DeMarcus Walker,DE,Florida State,280,76
14,PHI,2017,Derek Barnett,DE,Tennessee,259,75
12,HOU,2017,Deshaun Watson,QB,Clemson,221,74
52,CLE,2017,DeShone Kizer,QB,Notre Dame,233,76
151,LAC,2017,Desmond King,S,Iowa,201,70
300,NA,2017,Devine Redding,RB,Indiana,205,68
300,NA,2017,Devonte Fields,OLB,Louisville,236,74
63,BUF,2017,Dion Dawkins,OG,Temple,314,76
132,PHI,2017,Donnel Pumphrey,RB,San Diego State,176,68
300,NA,2017,Drew Morgan,WR,Arkansas,190,72
75,ATL,2017,Duke Riley,OLB,LSU,232,72
112,CHI,2017,Eddie Jackson,S,Alabama,201,72
88,OAK,2017,Eddie Vanderdoes,DT,UCLA,305,75
234,LAR,2017,Ejuan Price,OLB,Pittsburgh,241,71
242,OAK,2017,Elijah Hood,RB,North Carolina,232,72
300,NA,2017,Elijah McGuire,RB,Louisiana,214,70
214,PHI,2017,Elijah Qualls,DT,Washington,313,73
23,NYG,2017,Evan Engram,TE,Mississippi,234,75
300,NA,2017,Ezra Robinson,CB,Tennessee State,189,71
81,WAS,2017,Fabian Moreau,CB,UCLA,206,72
300,NA,2017,Fadol Brown,DE,Mississippi,273,76
38,LAC,2017,Forrest Lamp,OG,Western Kentucky,309,76
300,NA,2017,Fred Ross,WR,Mississippi State,213,73
300,NA,2017,Freddie Stevenson,FB,Florida State,234,72
300,NA,2017,Gabe Marks,WR,Washington State,189,71
24,OAK,2017,Gareon Conley,CB,Ohio State,195,72
300,NA,2017,Garrett Sickels,DE,Penn State,261,75
146,SFO,2017,George Kittle,TE,Iowa,247,76
44,LAR,2017,Gerald Everett,TE,South Alabama,239,75
300,NA,2017,Greg Ward Jr.,WR,Houston,186,71
13,ARI,2017,Haason Reddick,OLB,Temple,237,73
300,NA,2017,Hardy Nickerson,ILB,Illinois,232,72
300,NA,2017,Harvey Langi,ILB,Brigham Young,251,74
300,NA,2017,Hayden Plinke,TE,Texas-El Paso,264,76
126,CLE,2017,Howard Wilson,CB,Houston,184,73
220,MIN,2017,Ifeadi Odenigbo,DE,Northwestern,258,75
164,MIA,2017,Isaac Asiata,OG,Utah,323,75
225,LAC,2017,Isaac Rochell,DE,Notre Dame,280,76
237,MIA,2017,Isaiah Ford,WR,Virginia Tech,194,73
172,DEN,2017,Isaiah McKenzie,WR,Georgia,173,67
300,NA,2017,J.J. Dielman,OT,Utah,309,77
25,CLE,2017,Jabrill Peppers,S,Michigan,213,71
245,MIN,2017,Jack Tocho,CB,North Carolina State,202,72
300,NA,2017,Jadar Johnson,S,Clemson,206,72
300,NA,2017,Jahad Thomas,RB,Temple,190,70
145,DEN,2017,Jake Butt,TE,Michigan,246,77
109,MIN,2017,Jaleel Johnson,DT,Iowa,316,75
222,JAX,2017,Jalen Myrick,CB,Minnesota,200,70
124,DET,2017,Jalen Reeves-Maybin,OLB,Tennessee,230,72
300,NA,2017,Jalen Robinette,WR,Air Force,220,75
134,GNB,2017,Jamaal Williams,RB,Brigham Young,212,72
6,NYJ,2017,Jamal Adams,S,LSU,214,72
300,NA,2017,Jamal Carter,S,Miami (FL),218,73
300,NA,2017,Jamari Staples,WR,Louisville,195,75
105,PIT,2017,James Conner,RB,Pittsburgh,233,73
300,NA,2017,James Quick,WR,Louisville,186,72
21,DET,2017,Jarrad Davis,ILB,Florida,238,73
300,NA,2017,Jarron Jones,DT,Notre Dame,316,78
155,TEN,2017,Jayon Brown,ILB,UCLA,231,72
139,KAN,2017,Jehu Chesson,WR,Michigan,204,75
205,DET,2017,Jeremiah Ledbetter,DT,Arkansas,280,75
197,NYJ,2017,Jeremy Clark,CB,Michigan,220,75
162,TAM,2017,Jeremy McNichols,RB,Boise State,214,69
154,WAS,2017,Jeremy Sprinkle,TE,Arkansas,252,77
300,NA,2017,Jerod Evans,QB,Virginia Tech,232,75
300,NA,2017,Jerome Lane,WR,Akron,226,74
300,NA,2017,Jesus Wilson,WR,Florida State,189,69
300,NA,2017,Joe Mathis,DE,Washington,266,74
121,SFO,2017,Joe Williams,RB,Utah,210,71
300,NA,2017,John Johnson,S,Boston College,205,73
9,CIN,2017,John Ross,WR,Washington,188,71
208,ARI,2017,Johnathan Ford,S,Auburn,205,71
17,WAS,2017,Jonathan Allen,DT,Alabama,286,75
100,TEN,2017,Jonnu Smith,TE,Florida International,248,75
150,NYJ,2017,Jordan Leggett,TE,Clemson,258,77
73,CIN,2017,Jordan Willis,DE,Kansas State,255,76
227,TEN,2017,Josh Carraway,DE,Texas Christian,242,75
230,WAS,2017,Josh Harvey-Clemons,S,Louisville,217,76
61,GNB,2017,Josh Jones,S,North Carolina State,220,73
128,CIN,2017,Josh Malone,WR,Tennessee,208,75
117,LAR,2017,Josh Reynolds,WR,Texas A&M,194,75
135,PIT,2017,Joshua Dobbs,QB,Tennessee,216,75
92,DAL,2017,Jourdan Lewis,CB,Michigan,188,70
62,PIT,2017,JuJu Smith-Schuster,WR,Southern California,215,73
300,NA,2017,Justin Davis,RB,Southern California,208,73
50,TAM,2017,Justin Evans,S,Texas A&M,199,72
300,NA,2017,K.D. Cannon,WR,Baylor,182,71
86,KAN,2017,Kareem Hunt,RB,Toledo,216,70
300,NA,2017,Keevan Lucas,WR,Tulsa,192,69
300,NA,2017,Keith Kelsey,ILB,Louisville,233,72
300,NA,2017,Ken Ekanem,DE,Virginia Tech,257,75
107,TAM,2017,Kendell Beckwith,ILB,LSU,243,74
96,DET,2017,Kenny Golladay,WR,Northern Illinois,218,76
300,NA,2017,Keon Hatcher,WR,Arkansas,212,73
300,NA,2017,Kermit Whitfield,WR,Florida State,185,68
300,NA,2017,Kevin Davis,ILB,Colorado State,235,74
33,GNB,2017,Kevin King,CB,Washington,200,75
243,HOU,2017,Kyle Fuller,C,Baylor,307,77
4,JAX,2017,Leonard Fournette,RB,LSU,240,72
118,PHI,2017,Mack Hollins,WR,North Carolina,221,76
247,GNB,2017,Malachi Dupre,WR,LSU,196,74
15,IND,2017,Malik Hooker,S,Ohio State,206,73
35,SEA,2017,Malik McDowell,DT,Michigan State,295,78
39,NYJ,2017,Marcus Maye,S,Florida,210,72
300,NA,2017,Marcus Williams,S,Utah,202,73
16,BAL,2017,Marlon Humphrey,CB,Alabama,197,72
143,IND,2017,Marlon Mack,RB,South Florida,213,71
168,OAK,2017,Marquel Lee,ILB,Wake Forest,240,75
216,DAL,2017,Marquez White,CB,Florida State,194,72
11,NOR,2017,Marshon Lattimore,CB,Ohio State,193,72
163,BUF,2017,Matt Milano,OLB,Boston College,223,72
252,CLE,2017,Matthew Dayes,RB,North Carolina State,205,69
300,NA,2017,Michael Rector,WR,Stanford,193,72
127,DET,2017,Michael Roberts,TE,Toledo,270,76
187,SEA,2017,Michael Tyson,S,Cincinnati,204,73
7,LAC,2017,Mike Williams,WR,Clemson,218,76
300,NA,2017,Mitch Leidner,QB,Minnesota,226,75
2,CHI,2017,Mitchell Trubisky,QB,North Carolina,222,74
123,WAS,2017,Montae Nicholson,S,Michigan State,212,74
93,GNB,2017,Montravius Adams,DT,Auburn,304,76
1,CLE,2017,Myles Garrett,DE,Texas A&M,272,76
184,PHI,2017,Nate Gerry,S,Nebraska,218,74
158,IND,2017,Nate Hairston,CB,Temple,196,72
171,BUF,2017,Nathan Peterman,QB,Pittsburgh,226,74
102,SEA,2017,Nazair Jones,DT,North Carolina,304,77
239,DAL,2017,Noah Brown,WR,Ohio State,222,74
300,NA,2017,Noble Nwachukwu,DE,West Virginia,268,73
300,NA,2017,Noel Thomas,WR,Connecticut,205,72
19,TAM,2017,O.J. Howard,TE,Alabama,251,78
56,OAK,2017,Obi Melifonwu,S,Connecticut,224,76
70,MIN,2017,Pat Elflein,C,Ohio State,303,75
10,KAN,2017,Patrick Mahomes,QB,Texas Tech,225,74
300,NA,2017,Pharaoh Brown,TE,Oregon,255,78
202,SFO,2017,Pita Taumoepenu,OLB,Utah,243,73
300,NA,2017,Quincy Adeboyejo,WR,Mississippi,197,75
46,IND,2017,Quincy Wilson,CB,Florida,211,73
54,MIA,2017,Raekwon McMillan,ILB,Ohio State,240,74
99,PHI,2017,Rasul Douglas,CB,West Virginia,209,74
113,LAC,2017,Rayshawn Jenkins,S,Miami (FL),214,73
31,SFO,2017,Reuben Foster,ILB,Alabama,229,72
300,NA,2017,Ricky Seals-Jones,WR,Texas A&M,243,77
300,NA,2017,Riley Bullough,ILB,Michigan State,226,74
209,WAS,2017,Robert Davis,WR,Georgia State,219,75
170,MIN,2017,Rodney Adams,WR,South Florida,189,73
300,NA,2017,Rushel Shell III,RB,West Virginia,227,70
49,WAS,2017,Ryan Anderson,OLB,Alabama,253,74
138,CIN,2017,Ryan Glasgow,DT,Michigan,302,75
133,DAL,2017,Ryan Switzer,WR,North Carolina,181,68
206,LAR,2017,Sam Rogers,FB,Virginia Tech,231,70
190,LAC,2017,Sam Tevi,OT,Utah,311,77
114,WAS,2017,Samaje Perine,RB,Oklahoma,233,71
300,NA,2017,Scott Orndoff,TE,Pittsburgh,253,77
136,ATL,2017,Sean Harlow,OG,Oregon State,303,76
300,NA,2017,Sefo Liufau,QB,Colorado,232,75
300,NA,2017,Seth Russell,QB,Baylor,213,75
221,OAK,2017,Shalom Luani,S,Washington State,202,71
300,NA,2017,Shaquill Griffin,CB,Central Florida,194,72
166,PHI,2017,Shelton Gibson,WR,West Virginia,191,71
43,PHI,2017,Sidney Jones,CB,Washington,186,72
300,NA,2017,Sojourn Shelton,CB,Wisconsin,177,69
3,SFO,2017,Solomon Thomas,DE,Stanford,273,75
300,NA,2017,Speedy Noil,WR,Texas A&M,199,71
219,MIN,2017,Stacy Coley,WR,Miami (FL),195,73
300,NA,2017,Stanley Williams,RB,Kentucky,190,67
223,TAM,2017,Stevie Tu'Ikolovatu,DT,Southern California,331,73
179,ARI,2017,T.J. Logan,RB,North Carolina,196,69
30,PIT,2017,T.J. Watt,OLB,Wisconsin,252,76
28,DAL,2017,Taco Charlton,DE,Michigan,277,78
26,ATL,2017,Takkarist McKinley,OLB,UCLA,250,74
195,BUF,2017,Tanner Vallejo,ILB,Boise State,228,73
189,LAR,2017,Tanzel Smart,DT,Tulane,296,73
80,IND,2017,Tarell Basham,DE,Ohio,269,76
300,NA,2017,Tashawn Bower,OLB,LSU,250,77
64,CAR,2017,Taylor Moton,OT,Western Michigan,319,77
72,TEN,2017,Taywan Taylor,WR,Western Kentucky,203,71
111,SEA,2017,Tedric Thompson,S,Colorado,204,72
53,DET,2017,Teez Tabor,CB,Florida,199,72
78,BAL,2017,Tim Williams,OLB,Alabama,244,75
300,NA,2017,Travin Dural,WR,LSU,202,73
300,NA,2017,Travis Rudolph,WR,Florida State,189,72
27,BUF,2017,TreDavious White,CB,LSU,192,71
177,SFO,2017,Trent Taylor,WR,Louisiana Tech,181,68
169,HOU,2017,Treston DeCoud,CB,Oregon State,206,74
300,NA,2017,Trevor Knight,QB,Texas A&M,219,73
103,NOR,2017,Trey Hendrickson,DE,Florida Atlantic,266,76
244,OAK,2017,Treyvon Hester,DT,Toledo,300,74
300,NA,2017,Tyler Orlosky,C,West Virginia,298,75
47,BAL,2017,Tyus Bowser,OLB,Houston,247,75
300,NA,2017,Victor Bolden Jr.,WR,Oregon State,178,68
108,GNB,2017,Vince Biegel,OLB,Wisconsin,246,75
194,MIA,2017,Vincent Taylor,DT,Oklahoma State,304,75
140,NYG,2017,Wayne Gallman,RB,Clemson,215,72
300,NA,2017,William Likely,CB,Maryland,180,67
191,DAL,2017,Xavier Woods,S,Louisiana Tech,197,71
137,IND,2017,Zach Banner,OG,Southern California,353,80
57,HOU,2017,Zach Cunningham,OLB,Vanderbilt,234,75
300,NA,2017,Zach Pascal,WR,Old Dominion,219,74
300,NA,2016,A.J. Stamps,S,Kentucky,193,71
46,DET,2016,A'Shawn Robinson,DT,Alabama,307,76
213,SFO,2016,Aaron Burbridge,WR,Michigan State,206,72
63,DEN,2016,Adam Gotsis,DT,Georgia Tech,287,76
80,BUF,2016,Adolphus Washington,DT,Ohio State,301,75
171,SEA,2016,Alex Collins,RB,Arkansas,217,70
130,BAL,2016,Alex Lewis,OT,Nebraska,312,78
240,PHI,2016,Alex McCalister,DE,Florida,239,78
300,NA,2016,Alex Redmond,OG,UCLA,294,77
300,NA,2016,Alonzo Russell,WR,Toledo,206,76
122,CIN,2016,Andrew Billings,DT,Baylor,311,73
176,DEN,2016,Andy Janovich,FB,Nebraska,238,73
189,DAL,2016,Anthony Brown,CB,Purdue,192,71
202,DET,2016,Anthony Zettel,DT,Penn State,277,76
125,IND,2016,Antonio Morrison,ILB,Florida,232,73
300,NA,2016,Antwaun Woods,NT,Southern California,318,72
25,PIT,2016,Artie Burns,CB,Miami (FL),193,72
248,IND,2016,Austin Blythe,C,Iowa,298,74
81,ATL,2016,Austin Hooper,TE,Stanford,254,76
43,TEN,2016,Austin Johnson,DT,Penn State,314,76
109,NYG,2016,B.J. Goodson,OLB,Clemson,242,73
300,NA,2016,Beau Sandland,TE,Montana St,253,76
300,NA,2016,Beniquez Brown,OLB,Mississippi State,229,73
131,GNB,2016,Blake Martinez,ILB,Stanford,237,74
300,NA,2016,Bralon Addison,WR,Oregon,197,69
300,NA,2016,Branden Jackson,DE,Texas Tech,273,76
201,JAX,2016,Brandon Allen,QB,Arkansas,217,73
223,MIA,2016,Brandon Doughty,QB,Western Kentucky,213,75
158,NYJ,2016,Brandon Shell,OT,South Carolina,324,77
300,NA,2016,Brandon Wilds,RB,South Carolina,220,73
92,ARI,2016,Brandon Williams,CB,Texas A&M,197,71
85,HOU,2016,Braxton Miller,WR,Ohio State,201,73
300,NA,2016,Briean Boddy-Calhoun,CB,Minnesota,193,69
70,BAL,2016,Bronson Kaufusi,DE,Brigham Young,285,78
300,NA,2016,Bryce Williams,TE,East Carolina,257,78
300,NA,2016,Byron Marshall,WR,Oregon,201,69
300,NA,2016,C.J. Johnson,ILB,Mississippi,234,73
90,SEA,2016,C.J. Prosise,RB,Notre Dame,220,72
139,BUF,2016,Cardale Jones,QB,Ohio State,253,77
65,CLE,2016,Carl Nassib,DE,Penn State,277,79
2,PHI,2016,Carson Wentz,QB,North Dakota St,237,77
300,NA,2016,Cassanova McKinzy,ILB,Auburn,248,73
300,NA,2016,Cayleb Jones,WR,Arizona,209,75
101,DAL,2016,Charles Tapper,DE,Oklahoma,271,75
241,NYJ,2016,Charone Peake,WR,Clemson,209,74
300,NA,2016,Chris Brown,WR,Notre Dame,194,74
37,KAN,2016,Chris Jones,DT,Mississippi State,310,78
300,NA,2016,Chris Mayes,NT,Georgia,338,75
107,BAL,2016,Chris Moore,WR,Cincinnati,206,73
51,NYJ,2016,Christian Hackenberg,QB,Penn State,223,76
199,CIN,2016,Cody Core,WR,Mississippi,205,75
93,CLE,2016,Cody Kessler,QB,Southern California,220,73
56,CHI,2016,Cody Whitehair,OT,Kansas State,301,76
100,OAK,2016,Connor Cook,QB,Michigan State,217,76
144,DEN,2016,Connor McGovern,OG,Missouri,306,76
300,NA,2016,Connor Wujciak,DT,Boston College,291,74
15,CLE,2016,Corey Coleman,WR,Baylor,194,71
300,NA,2016,Cory Littleton,OLB,Washington,238,75
300,NA,2016,Curt Maggitt,OLB,Tennessee,247,75
300,NA,2016,D.J. Foster,WR,Arizona State,193,70
300,NA,2016,D.J. Pettway,DE,Alabama,265,74
166,HOU,2016,D.J. Reader,DT,Clemson,327,75
178,KAN,2016,D.J. White,CB,Georgia Tech,193,71
203,KAN,2016,Dadi Nicolas,DE,Virginia Tech,235,75
