,Geographic Location,county,state,poverty_pct,med_income
2221,"Santa Barbara, CA", Santa Barbara County, CA,12.6,"$69,212"
2222,"Hacienda Heights, CA", Los Angeles County, CA,14.2,"$69,212"
2223,"Olivehurst, CA", Yuba County, CA,17.2,"$69,212"
2224,"Malibu, CA", Los Angeles County, CA,14.2,"$69,212"
2225,"Aubrey, TX", Denton County, TX,7.3,"$69,212"
2226,"Darien, IL", Fairfield County, IL,23.7,"$69,212"
2227,"Pittsburg, KS", Crawford County, KS,12.9,"$69,212"
2228,"Pebble Beach, CA", Monterey County, CA,13.3,"$69,212"
2229,"Niwot, CO", Boulder County, CO,9.7,"$69,212"
2230,"Plain City, OH", Madison County, OH,10.1,"$69,212"
2231,"Wading River, NY", Suffolk County, NY,7.3,"$69,212"
2232,"Avon, OH", Lorain County, OH,14.2,"$69,212"
2233,"Perrysburg, OH", Wood County, OH,10.1,"$69,212"
2234,"Wheaton, IL", DuPage County, IL,6.6,"$69,212"
2235,"Carol Stream, IL", DuPage County, IL,6.6,"$69,212"
2236,"Springboro, OH", Warren County, OH,10.3,"$69,212"
2237,"St. Laurent, PQ",,,,"$69,212"
2238,"Island Lake, IL", Lake County, IL,36.5,"$69,212"
2239,"Upplands Vasby, ",,,,"$69,212"
2240,"Cliffwood, NJ", Monmouth County, NJ,6.7,"$69,212"
2241,"Wilmington, DE", New Castle County, DE,11.6,"$69,212"
2242,"Albemarle, NC", Stanly County, NC,13.2,"$69,212"
2243,"Summit, MS", Boyd County, MS,13.9,"$69,212"
2244,"Daphne, AL", Baldwin County, AL,23.8,"$69,212"
2245,"Mamou, LA", Evangeline Parish, LA,27.3,"$69,212"
2246,"Ventress, LA", Pointe Coupee Parish, LA,20.3,"$69,212"
2247,"Spring Grove, IL", McHenry County, IL,11.9,"$69,212"
2248,"Branson, MO", Taney County, MO,15.4,"$69,212"
2249,"West Helena, AR", Phillips County, AR,15.2,"$69,212"
2250,"Benton, AR",Benton County, AR,9.8,"$69,212"
2251,"Arab, AL", Marshall County, AL,13.9,"$69,212"
2252,"Festus, MO", Jefferson County, MO,8.1,"$69,212"
2253,"Cabot, AR", Lonoke County, AR,11.9,"$69,212"
2254,"Nashville, AR", Howard County, AR,20.6,"$69,212"
2255,"Kemp, TX", Kaufman County, TX,11.5,"$69,212"
2256,"La Grange, TX", Fayette County, TX,22.5,"$69,212"
2257,"Novi, MI", Oakland County, MI,8.2,"$69,212"
2258,"Ann Arbor, MI", Washtenaw County, MI,15.0,"$69,212"
2259,"Roselle, IL", DuPage County, IL,6.6,"$69,212"
2260,"Carleton, MI", Monroe County, MI,13.2,"$69,212"
2261,"Hudsonville, MI", Ottawa County, MI,20.6,"$69,212"
2262,"Clive, IA", Polk County, IA,9.6,"$69,212"
2263,"Mequon, WI", Ozaukee County, WI,4.2,"$69,212"
2264,"KENWOOD, OH", Hamilton County, OH,14.7,"$69,212"
2265,"Minerva, OH", Stark County, OH,14.4,"$69,212"
2266,"Newark, DE", New Castle County, DE,11.6,"$69,212"
2267,"Oxon Hill, MD", Prince George's County, MD,8.3,"$69,212"
2268,"Boykins, VA", Southampton County, VA,14.7,"$69,212"
2269,"Kathleen, GA", Houston County, GA,26.1,"$69,212"
2270,"Cedar Rapids, NE", Boone County, NE,22.5,"$69,212"
2271,"Watkinsville, GA", Oconee County, GA,14.4,"$69,212"
2272,"Tiger, GA", Rabun County, GA,14.2,"$69,212"
2273,"Statesboro, GA", Bulloch County, GA,22.9,"$69,212"
2274,"Oglethorpe, GA",Oglethorpe County, GA,13.8,"$69,212"
2275,"Martinsburg, WV", Berkeley County, WV,11.5,"$69,212"
2276,"Wilkinsburg, PA", Allegheny County, PA,11.7,"$69,212"
2277,"Dunbar, WV", Kanawha County, WV,17.1,"$69,212"
2278,"Johnstown, PA", Cambria County, PA,14.7,"$69,212"
2279,"North Wales, PA", Montgomery County, PA,24.1,"$69,212"
2280,"Romney, WV", Hampshire County, WV,20.0,"$69,212"
2281,"Gilbert, WV", Mingo County, WV,27.0,"$69,212"
2282,"Edna, TX", Jackson County, TX,12.0,"$69,212"
2283,"Cleveland, MS", Bernalillo County, MS,16.5,"$69,212"
2284,"Casselberry, FL", Seminole County, FL,18.6,"$69,212"
2285,"Waxahachie, TX", Ellis County, TX,8.8,"$69,212"
2286,"Convent, LA", St. James Parish, LA,16.8,"$69,212"
2287,"Russellville, AL", Franklin County, AL,13.4,"$69,212"
2288,"Dawson, GA",Dawson County, GA,22.9,"$69,212"
2289,"New Hope, AL", Madison County, AL,10.1,"$69,212"
2290,"Rosharon, TX", Brazoria County, TX,10.1,"$69,212"
2291,"Cuero, TX", DeWitt County, TX,18.4,"$69,212"
2292,"Decatur, TX", Wise County, TX,25.4,"$69,212"
2293,"Jacksonville, TX", Cherokee County, TX,17.4,"$69,212"
2294,"Kerrville, TX", Kerr County, TX,13.9,"$69,212"
2295,"Mexia, TX", Limestone County, TX,22.2,"$69,212"
2296,"Farmersville, TX", Collin County, TX,6.4,"$69,212"
2297,"Gadsden, AL", Etowah County, AL,17.5,"$69,212"
2298,"Santa Teresa, NM", Doña Ana County, NM,,"$69,212"
2299,"Bayou La Batre, AL", Mobile County, AL,20.8,"$69,212"
2300,"Spring Creek, NV", Elko County, NV,8.3,"$69,212"
2301,"Gardnerville, NV", Douglas County, NV,11.7,"$69,212"
2302,"Lawndale, CA", Los Angeles County, CA,14.2,"$69,212"
2303,"Ladera Ranch, CA", Orange County, CA,9.4,"$69,212"
2304,"Crestview, FL", Okaloosa County, FL,12.7,"$69,212"
2305,"Bay Saint Louis, MS", Hancock County, MS,13.2,"$69,212"
2306,"Opelousas, LA", St. Landry Parish, LA,32.7,"$69,212"
2307,"Erath, LA",Erath County, LA,18.1,"$69,212"
2308,"Tanner, AL", Allegheny County, AL,11.7,"$69,212"
2309,"Flint, TX", Smith County, TX,15.0,"$69,212"
2310,"Amite, LA",Amite County, LA,22.2,"$69,212"
2311,"Wisner, LA", Tuscola County, LA,12.7,"$69,212"
2312,"Cullman, AL", Jefferson County, AL,8.1,"$69,212"
2313,"Perry, GA", Houston County, GA,26.1,"$69,212"
2314,"Santa Clara, CA",Santa Clara County, CA,7.3,"$69,212"
2315,"Oologah, OK", Rogers County, OK,9.8,"$69,212"
2316,"Sherwood Park, AB", Madison County, AB,10.1,"$69,212"
2317,"Sunnyvale, TX", Dallas County, TX,14.2,"$69,212"
2318,"Wagoner, OK",Wagoner County, OK,10.0,"$69,212"
2319,"Gilmer, TX", Upshur County, TX,19.0,"$69,212"
2320,"La Grange, NC", Lenoir County, NC,22.1,"$69,212"
2321,"Knightdale, NC", Wake County, NC,8.4,"$69,212"
2322,"Catoosa, OK", Rogers County, OK,9.8,"$69,212"
2323,"Peninsula, OH", Summit County, OH,6.2,"$69,212"
2324,"Shawnee, OK", Pottawatomie County, OK,17.6,"$69,212"
2325,"Vinton, IA", Benton County, IA,9.8,"$69,212"
2326,"Giddings, TX", Lee County, TX,24.8,"$69,212"
2327,"Hutchinson, KS", Reno County, KS,12.3,"$69,212"
2328,"Emporia, KS", Lyon County, KS,10.5,"$69,212"
2329,"Basehor, KS", Leavenworth County, KS,10.6,"$69,212"
2330,"Woodward, OK",Woodward County, OK,14.8,"$69,212"
2331,"Anthony, KS", Harper County, KS,11.0,"$69,212"
2332,"Littleton, CO", Arapahoe County, CO,8.1,"$69,212"
2333,"Junction City, KS", Geary County, KS,10.3,"$69,212"
2334,"Ulysses, KS", Grant County, KS,14.0,"$69,212"
2335,"Holton, KS", Jackson County, KS,12.0,"$69,212"
2336,"Cimarron, KS", Gray County, KS,16.7,"$69,212"
2337,"Chipley, FL", Washington County, FL,4.5,"$69,212"
2338,"Pratt, KS",Pratt County, KS,12.0,"$69,212"
2339,"Halawa, HI", Honolulu County, HI,7.7,"$69,212"
2340,"Barnwell, SC",Barnwell County, SC,22.4,"$69,212"
2341,"Abilene, KS", Dickinson County, KS,10.8,"$69,212"
2342,"Choctaw, OK",Choctaw County, OK,23.0,"$69,212"
2343,"Canyon Country, CA", Los Angeles County, CA,14.2,"$69,212"
2344,"Jefferson, GA",Jefferson County, GA,8.1,"$69,212"
2345,"Lincolnton, GA", Lincoln County, GA,7.9,"$69,212"
2346,"West Columbia, SC", Lexington County, SC,12.5,"$69,212"
2347,"Adairsville, GA", Bartow County, GA,12.2,"$69,212"
2348,"Dike, IA",,,,"$69,212"
2349,"North Liberty, IA", Johnson County, IA,10.3,"$69,212"
2350,"Hampton, IA", Franklin County, IA,13.4,"$69,212"
2351,"Plymouth, WI", Sheboygan County, WI,7.5,"$69,212"
2352,"Ames, IA", Story County, IA,18.9,"$69,212"
2353,"Edina, MN", Hennepin County, MN,10.3,"$69,212"
2354,"Palmetto, FL", Manatee County, FL,10.4,"$69,212"
2355,"Rutledge, GA", Morgan County, GA,10.8,"$69,212"
2356,"Southern Pines, NC", Moore County, NC,12.2,"$69,212"
2357,"Wauconda, IL", Lake County, IL,36.5,"$69,212"
2358,"Hammond, LA", Lake County, LA,36.5,"$69,212"
2359,"Glen Saint Mary, FL", Baker County, FL,15.4,"$69,212"
2360,"Riceboro, GA", Liberty County, GA,15.1,"$69,212"
2361,"Guthrie, OK",,,,"$69,212"
2362,"Reform, AL", Pickens County, AL,16.6,"$69,212"
2363,"Chester, SC", Orange County, SC,9.4,"$69,212"
2364,"Bellaire, TX", Harris County, TX,16.5,"$69,212"
2365,"Caldwell, TX",Caldwell County, TX,14.1,"$69,212"
2366,"Plain Dealing, LA", Bossier Parish, LA,14.4,"$69,212"
2367,"Bremond, TX", Robertson County, TX,15.8,"$69,212"
2368,"Park Ridge, IL", Cook County, IL,9.6,"$69,212"
2369,"Narrows, VA", Giles County, VA,12.4,"$69,212"
2370,"Maiden, NC", Catawba County, NC,13.0,"$69,212"
2371,"Yulee, FL", Nassau County, FL,5.8,"$69,212"
2372,"Odenton, MD", Anne Arundel County, MD,7.0,"$69,212"
2373,"Burke, VA", Fairfax County, VA,6.1,"$69,212"
2374,"Mustang, OK",,,,"$69,212"
2375,"Central City, NE", Merrick County, NE,10.7,"$69,212"
2376,"Stromsburg, NE", Polk County, NE,9.6,"$69,212"
2377,"Cherokee, IA",Cherokee County, IA,17.4,"$69,212"
2378,"Blair, NE", Washington County, NE,4.5,"$69,212"
2379,"Bellevue, NE", Sarpy County, NE,5.7,"$69,212"
2380,"Aurora, NE", Hamilton County, NE,14.7,"$69,212"
2381,"Fort Mitchell, KY", Kenton County, KY,10.4,"$69,212"
2382,"Holland, OH", Lucas County, OH,18.7,"$69,212"
2383,"Gary, IN", Pierce County, IN,8.5,"$69,212"
2384,"Ludowici, GA", Long County, GA,16.8,"$69,212"
2385,"Stilwell, KS", Johnson County, KS,10.3,"$69,212"
2386,"Allendale, MI", Ottawa County, MI,20.6,"$69,212"
2387,"Chaska, MN", Carver County, MN,3.8,"$69,212"
2388,"Flossmoor, IL", Cook County, IL,9.6,"$69,212"
2389,"Hutchinson, MN", McLeod County, MN,7.1,"$69,212"
2390,"Golden Valley, MN", Hennepin County, MN,10.3,"$69,212"
2391,"Jackson, AL", Chautauqua County, AL,18.3,"$69,212"
2392,"Kankakee, IL",Kankakee County, IL,16.2,"$69,212"
2393,"Marshall, MN",Marshall County, MN,13.9,"$69,212"
2394,"Paterson, NJ", Passaic County, NJ,13.6,"$69,212"
2395,"Worthington, OH", Franklin County, OH,13.4,"$69,212"
2396,"Charleroi, PA", Washington County, PA,4.5,"$69,212"
2397,"Montclair, NJ", Essex County, NJ,13.7,"$69,212"
2398,"Findlay, OH", Hancock County, OH,13.2,"$69,212"
2399,"Indiana, PA",Indiana County, PA,15.5,"$69,212"
2400,"Windsor, CT", Richmond County, CT,15.9,"$69,212"
2401,"Oakhurst, NJ", Monmouth County, NJ,6.7,"$69,212"
2402,"Oxford, GA", Tuscaloosa County, GA,16.8,"$69,212"
2403,"Odessa, FL", Pasco County, FL,12.6,"$69,212"
2404,"Newnan, GA", Coweta County, GA,10.2,"$69,212"
2405,"Cedar Grove, NJ", Essex County, NJ,13.7,"$69,212"
2406,"Spirit Lake, IA", Dickinson County, IA,10.8,"$69,212"
2407,"Parkland, FL", Broward County, FL,12.6,"$69,212"
2408,"Canton, NC", Haywood County, NC,20.5,"$69,212"
2409,"Cabo Rojo, ",,,,"$69,212"
2410,"Ponte Verde Beach, FL",,,,"$69,212"
2411,"Ridgewood, NJ", Bergen County, NJ,6.8,"$69,212"
2412,"East Saint Louis, IL",,,,"$69,212"
2413,"Libertyville, IL",,,,"$69,212"
2414,"Newton, IA",,,,"$69,212"
2415,"Madrid, IA", Boone County, IA,22.5,"$69,212"
2416,"Glen Carbon, IL",,,,"$69,212"
2417,"Shawnee Mission, KS", Johnson County, KS,10.3,"$69,212"
2418,"Lake Cormorant, MS", DeSoto County, MS,9.0,"$69,212"
2419,"Nashville, NC", Nash County, NC,14.2,"$69,212"
2420,"Hueytown, AL", Jefferson County, AL,8.1,"$69,212"
2421,"Huntley, IL", McHenry County, IL,11.9,"$69,212"
2422,"Mount Prospect, IL", Cook County, IL,9.6,"$69,212"
2423,"Bartlett, IL", Cook County, IL,9.6,"$69,212"
2424,"Campbell, CA", Santa Clara County, CA,7.3,"$69,212"
2425,"Highland Park, MI", Wayne County, MI,20.9,"$69,212"
2426,"Bowersville, GA", Hart County, GA,22.2,"$69,212"
2427,"Auburn, GA", Barrow County, GA,9.5,"$69,212"
2428,"Alcolu, SC", Clarendon County, SC,26.4,"$69,212"
2429,"Leominster, MA", Worcester County, MA,9.0,"$69,212"
2430,"Milan, TN", Gibson County, TN,16.5,"$69,212"
2431,"Hayden, AL", Hampden County, AL,16.7,"$69,212"
2432,"Tyrone, GA", Fayette County, GA,22.5,"$69,212"
2433,"Algonquin, IL", McHenry County, IL,11.9,"$69,212"
2434,"Prairieville, LA", Barry County, LA,18.8,"$69,212"
2435,"Asbury Park, NJ", Monmouth County, NJ,6.7,"$69,212"
2436,"Murfreesboro, NC", Hertford County, NC,23.2,"$69,212"
2437,"Millbrook, NY", Dutchess County, NY,9.2,"$69,212"
2438,"Gibsonville, NC", Guilford County, NC,15.4,"$69,212"
2439,"Jackson, GA",Jackson County, GA,12.0,"$69,212"
2440,"Wheatley Heights, NY", Suffolk County, NY,7.3,"$69,212"
2441,"Gatineau, PQ",,,,"$69,212"
2442,"Mount Airy, MD", Carroll County, MD,15.7,"$69,212"
2443,"South Grafton, MA", Taylor County, MA,10.3,"$69,212"
2444,"Goulds, FL", Miami-Dade County, FL,16.0,"$69,212"
2445,"Clairton, PA", Allegheny County, PA,11.7,"$69,212"
2446,"Oak Lawn, IL", Cook County, IL,9.6,"$69,212"
2447,"North Bend, OR", Coos County, OR,15.9,"$69,212"
2448,"Creston, OH", Wayne County, OH,20.9,"$69,212"
2449,"Janesville, WI", Rock County, WI,10.9,"$69,212"
2450,"Matteson, IL", Cook County, IL,9.6,"$69,212"
2451,"Kearney, NE",Kearney County, NE,9.2,"$69,212"
2452,"Torrington, WY", Leon County, WY,15.6,"$69,212"
2453,"Wauwatosa, WI",,,,"$69,212"
2454,"Rochester, IL", Monroe County, IL,13.2,"$69,212"
2455,"Yoder, WY", Goshen County, WY,12.9,"$69,212"
2456,"Wheatland, WY", Greenville County, WY,11.1,"$69,212"
2457,"Cleburne, TX", Johnson County, TX,10.3,"$69,212"
2458,"Huffman, TX", Harris County, TX,16.5,"$69,212"
2459,"Menominee, MI",Menominee County, MI,26.5,"$69,212"
2460,"Macomb, MI",Macomb County, MI,11.0,"$69,212"
2461,"Menasha, WI", Winnebago County, WI,10.4,"$69,212"
2462,"Beavercreek, OH", Greene County, OH,8.1,"$69,212"
2463,"Saint Johns, MI", Clinton County, MI,12.3,"$69,212"
2464,"Clearfield, PA",Clearfield County, PA,15.4,"$69,212"
2465,"Canton, MI", Wayne County, MI,20.9,"$69,212"
2466,"Brunswick, OH", Medina County, OH,12.3,"$69,212"
2467,"Aurora, OH", Portage County, OH,11.3,"$69,212"
2468,"Elizabethtown, NC", Bladen County, NC,29.1,"$69,212"
2469,"Chester, VA", Winnebago County, VA,10.4,"$69,212"
2470,"Wendell, NC", Wake County, NC,8.4,"$69,212"
2471,"Lenore, WV", Mingo County, WV,27.0,"$69,212"
2472,"Rialto, CA", San Bernardino County, CA,14.9,"$69,212"
2473,"Fulton County, GA",Fulton County, GA,11.5,"$69,212"
2474,"Logan, UT", Cache County, UT,12.9,"$69,212"
2475,"Rossville, GA", Walker County, GA,26.1,"$69,212"
2476,"Newbury Park, CA", Ventura County, CA,9.1,"$69,212"
2477,"Newberry, FL", Alachua County, FL,19.8,"$69,212"
2478,"Destin, FL", Okaloosa County, FL,12.7,"$69,212"
2479,"Ashburn, GA", Turner County, GA,9.4,"$69,212"
2480,"Wesley Chapel, FL", Pasco County, FL,12.6,"$69,212"
2481,"South Bay, FL", Palm Beach County, FL,12.2,"$69,212"
2482,"Elko, NV",Elko County, NV,8.3,"$69,212"
2483,"Acton, MA", Middlesex County, MA,12.7,"$69,212"
2484,"Brownsburg, IN", Hendricks County, IN,5.9,"$69,212"
2485,"Calhoun, GA",Calhoun County, GA,22.8,"$69,212"
2486,"Jennings, LA",Jennings County, LA,14.8,"$69,212"
2487,"Oak Ridge, TN", Anderson County, TN,19.8,"$69,212"
2488,"Altus, OK", Jackson County, OK,12.0,"$69,212"
2489,"Jasper, IN",Jasper County, IN,19.2,"$69,212"
2490,"Perth Amboy, NJ", Middlesex County, NJ,12.7,"$69,212"
2491,"Marilla, NY", Erie County, NY,15.3,"$69,212"
2492,"Cicero, NY", Onondaga County, NY,13.7,"$69,212"
2493,"Dudley, MA", Worcester County, MA,9.0,"$69,212"
2494,"Freehold, NJ", Monmouth County, NJ,6.7,"$69,212"
2495,"Florence, AZ", Pinal County, AZ,12.9,"$69,212"
2496,"Weare, NH", Hillsborough County, NH,7.4,"$69,212"
2497,"Exeter, NH", Rockingham County, NH,8.7,"$69,212"
2498,"West Haven, CT", Ozaukee County, CT,4.2,"$69,212"
2499,"Caldwell, NJ", Essex County, NJ,13.7,"$69,212"
2500,"Willoughby, OH", Lake County, OH,36.5,"$69,212"
2501,"Andover, MA", Essex County, MA,13.7,"$69,212"
2502,"New London, CT", Camden County, CT,8.3,"$69,212"
2503,"Lena, MS", Leake County, MS,25.4,"$69,212"
2504,"Reseda, CA", Los Angeles County, CA,14.2,"$69,212"
2505,"West Columbia, TX", Brazoria County, TX,10.1,"$69,212"
2506,"Brookeville, MD", Montgomery County, MD,24.1,"$69,212"
2507,"Homewood, AL", Jefferson County, AL,8.1,"$69,212"
2508,"Lynn, MA", Essex County, MA,13.7,"$69,212"
2509,"Calera, AL", Orange County, AL,9.4,"$69,212"
2510,"Kimberly, AL", Jefferson County, AL,8.1,"$69,212"
2511,"Locust Fork, AL", Blount County, AL,9.9,"$69,212"
2512,"Peekskill, NY", Westchester County, NY,8.3,"$69,212"
2513,"Crowley, TX", Tarrant County, TX,12.1,"$69,212"
2514,"Thibodaux, LA", Lafourche Parish, LA,16.6,"$69,212"
2515,"Oak Grove, LA", Rock Island County, LA,14.2,"$69,212"
2516,"Atlanta, TX", Cass County, TX,20.4,"$69,212"
2517,"Westlake, OH", Cuyahoga County, OH,17.9,"$69,212"
2518,"Chapel Hill, NC", Orange County, NC,9.4,"$69,212"
2519,"Longwood, FL", Seminole County, FL,18.6,"$69,212"
2520,"Lumberton, NC", Robeson County, NC,24.5,"$69,212"
2521,"Princeton, NJ", Mercer County, NJ,22.7,"$69,212"
2522,"Southington, CT", Greenville County, CT,11.1,"$69,212"
2523,"Woodberry Forest, VA", Mecklenburg County, VA,18.7,"$69,212"
2524,"Middletown, OH", Butler County, OH,8.7,"$69,212"
2525,"Wangaratta, VIC       ",,,,"$69,212"
2526,"Palmyra, VA", Fluvanna County, VA,6.9,"$69,212"
2527,"Lamar, AR", Johnson County, AR,10.3,"$69,212"
2528,"Destrehan, LA", St. Charles Parish, LA,12.8,"$69,212"
2529,"Benton, LA",Benton County, LA,9.8,"$69,212"
2530,"Iowa Park, TX", Wichita County, TX,17.8,"$69,212"
2531,"Hawthorne, CA", Los Angeles County, CA,14.2,"$69,212"
2532,"Fairport, NY", Monroe County, NY,13.2,"$69,212"
2533,"Lima, OH", Allen County, OH,14.4,"$69,212"
2534,"Fostoria, OH", Seneca County, OH,12.1,"$69,212"
2535,"Saco, ME", York County, ME,5.5,"$69,212"
2536,"Whitehouse, OH", Lucas County, OH,18.7,"$69,212"
2537,"Northampton, PA", Bucks County, PA,5.7,"$69,212"
2538,"Dingmans Ferry, PA", Pike County, PA,10.3,"$69,212"
2539,"Chagrin Falls, OH", Cuyahoga County, OH,17.9,"$69,212"
2540,"Ramseur, NC", Randolph County, NC,19.4,"$69,212"
2541,"Reserve, LA", Brown County, LA,8.6,"$69,212"
2542,"Uniontown, OH", Stark County, OH,14.4,"$69,212"
2543,"Aptos, CA", Santa Cruz County, CA,12.2,"$69,212"
2544,"Dripping Springs, TX", Hays County, TX,13.2,"$69,212"
2545,"North Huntingdon, PA",Huntingdon County, PA,13.7,"$69,212"
2546,"Carnikava, ",,,,"$69,212"
2547,"Goodwater, AL", Coosa County, AL,18.9,"$69,212"
2548,"Parkston, SD", Hutchinson County, SD,13.0,"$69,212"
2549,"Ruidoso, NM", Lincoln County, NM,7.9,"$69,212"
2550,"Yerington, NV",,,,"$69,212"
2551,"Tracy, CA", San Joaquin County, CA,14.3,"$69,212"
2552,"North Las Vegas, NV", Clark County, NV,11.9,"$69,212"
2553,"Monrovia, CA", Los Angeles County, CA,14.2,"$69,212"
2554,"El Cajon, CA", San Diego County, CA,11.5,"$69,212"
2555,"ILI'ILI, ", Tualauta County, ,,"$69,212"
2556,"Pacifica, CA", San Mateo County, CA,6.8,"$69,212"
2557,"Gainesville, VA", Prince William County, VA,6.4,"$69,212"
2558,"Orangeburg, SC", Orangeburg County, SC,25.9,"$69,212"
2559,"Santee, SC", Orangeburg County, SC,25.9,"$69,212"
2560,"Greenville, TX", Hunt County, TX,13.6,"$69,212"
2561,"Walnut Grove, MS", Ellis County, MS,8.8,"$69,212"
2562,"Andover, KS", Butler County, KS,8.7,"$69,212"
2563,"Washington, IL",,,,"$69,212"
2564,"Murrells Inlet, SC", Georgetown County, SC,19.6,"$69,212"
2565,"Aiken, SC", Aiken County, SC,15.0,"$69,212"
2566,"Monroeville, AL", Monroe County, AL,13.2,"$69,212"
2567,"Bowdon, GA", Carroll County, GA,15.7,"$69,212"
2568,"Martinsville, VA",,,,"$69,212"
2569,"Hopkins, SC", Richland County, SC,14.3,"$69,212"
2570,"Saint Matthews, SC", Calhoun County, SC,22.8,"$69,212"
2571,"Wilson, NC",Wilson County, NC,10.9,"$69,212"
2572,"Milton, MA", Norfolk County, MA,6.5,"$69,212"
2573,"Tomball, TX", Harris County, TX,16.5,"$69,212"
2574,"Chambersburg, PA", Franklin County, PA,13.4,"$69,212"
2575,"Levittown, PA", Bucks County, PA,5.7,"$69,212"
2576,"Blairsville, GA", Union County, GA,19.8,"$69,212"
2577,"Yorktown, VA", York County, VA,5.5,"$69,212"
2578,"Plaistow, NH", Rockingham County, NH,8.7,"$69,212"
2579,"Charles City, IA", Floyd County, IA,12.3,"$69,212"
2580,"Glendale Heights, IL", DuPage County, IL,6.6,"$69,212"
2581,"Oakdale, LA", Washington County, LA,4.5,"$69,212"
2582,"San Luis Obispo, CA",San Luis Obispo County, CA,12.7,"$69,212"
2583,"Palm Bay, FL", Brevard County, FL,11.0,"$69,212"
2584,"Pinehurst, NC", Moore County, NC,12.2,"$69,212"
2585,"Carrollton, VA",,,,"$69,212"
2586,"Palos Verdes, CA", Arapahoe County, CA,8.1,"$69,212"
2587,"Christiansburg, VA", Montgomery County, VA,24.1,"$69,212"
2588,"Florence, MS", Williamson County, MS,6.4,"$69,212"
2589,"Sandhill, MS", Jackson County, MS,12.0,"$69,212"
2590,"Vista, CA", San Diego County, CA,11.5,"$69,212"
2591,"Ramona, CA", San Diego County, CA,11.5,"$69,212"
2592,"Theodore, AL", Bibb County, AL,24.7,"$69,212"
2593,"Alachua, FL",Alachua County, FL,19.8,"$69,212"
2594,"Riverview, FL", Hillsborough County, FL,7.4,"$69,212"
2595,"Granite City, IL",,,,"$69,212"
2596,"Wolfforth, TX", Lubbock County, TX,17.6,"$69,212"
2597,"La Quinta, CA", Riverside County, CA,12.7,"$69,212"
2598,"Windsor, CA", Sonoma County, CA,9.9,"$69,212"
2599,"Cayce, SC", Lexington County, SC,12.5,"$69,212"
2600,"Phillips, NE", Hamilton County, NE,14.7,"$69,212"
2601,"Longmont, CO", Boulder County, CO,9.7,"$69,212"
2602,"Hicksville, OH", Defiance County, OH,9.1,"$69,212"
2603,"Lakewood, CO", Jefferson County, CO,8.1,"$69,212"
2604,"Sheridan, WY", Suffolk County, WY,7.3,"$69,212"
2605,"Smithfield, UT", Cache County, UT,12.9,"$69,212"
2606,"Alpine, UT", Utah County, UT,9.4,"$69,212"
2607,"Spanaway, WA", Pierce County, WA,8.5,"$69,212"
2608,"Lebanon, OR", Linn County, OR,12.7,"$69,212"
2609,"Galax, VA",,,,"$69,212"
2610,"Mount Airy, NC", Surry County, NC,12.9,"$69,212"
2611,"West Point, UT",,,,"$69,212"
2612,"Burien, WA", King County, WA,9.2,"$69,212"
2613,"Grantsville, UT",,,,"$69,212"
2614,"Eastvale, CA", Riverside County, CA,12.7,"$69,212"
2615,"East Greenwich, RI",,,,"$69,212"
2616,"Geelong, VIC       ",,,,"$69,212"
2617,"New Carlisle, IN", Saint Joseph County, IN,,"$69,212"
2618,"Evansville, IN", Vanderburgh County, IN,15.1,"$69,212"
2619,"Cuthbert, GA", Randolph County, GA,19.4,"$69,212"
